,linie,passengers_per_day_per_stop
0,561,23.195652173913043
1,562,21.00909090909091
2,563,21.676470588235293
3,564,10.447619047619048
4,565,16.161904761904765
5,566,23.639999999999997
6,567,12.18
7,568,19.288888888888888
8,569,6.4
9,570,14.166666666666666
10,573,1.488235294117647
11,574,0.016666666666666666
12,575,0.044444444444444446
