Bauhauptgewerbe seit 2019;;;;;;;;;;;;;;;;
;Gemeinden (einschl. gemeindefreie Gebiete);;;;;;;;;;;;;;;
;;Berichtsjahr;;;;;;;;;;;;;;
;;2019;;;2020;;;2021;;;2022;;;2023;;
;;Betriebe des Bauhauptgewerbes;Beschäftigte der Betriebe des Bauhauptgewerbes;Gesamtumsatz d.Vj.d.Betriebe des Bauhauptgewerbes;Betriebe des Bauhauptgewerbes;Beschäftigte der Betriebe des Bauhauptgewerbes;Gesamtumsatz d.Vj.d.Betriebe des Bauhauptgewerbes;Betriebe des Bauhauptgewerbes;Beschäftigte der Betriebe des Bauhauptgewerbes;Gesamtumsatz d.Vj.d.Betriebe des Bauhauptgewerbes;Betriebe des Bauhauptgewerbes;Beschäftigte der Betriebe des Bauhauptgewerbes;Gesamtumsatz d.Vj.d.Betriebe des Bauhauptgewerbes;Betriebe des Bauhauptgewerbes;Beschäftigte der Betriebe des Bauhauptgewerbes;Gesamtumsatz d.Vj.d.Betriebe des Bauhauptgewerbes
;;Anzahl;Anzahl;Tsd. EUR;Anzahl;Anzahl;Tsd. EUR;Anzahl;Anzahl;Tsd. EUR;Anzahl;Anzahl;Tsd. EUR;Anzahl;Anzahl;Tsd. EUR
9176118;      Buxheim;4;122;12932;3;114;.;4;109;.;4;108;.;4;.;.
9176120;      Denkendorf;11;142;8352;10;115;11533;12;95;11512;13;103;10164;13;120;14381
9176121;      Dollnstein, M;1;.;.;1;.;.;1;.;.;2;.;.;2;.;.
9176122;      Egweil;5;58;4680;5;57;7658;5;63;5856;5;66;7250;5;66;8422
9176123;      Eichstätt, GKSt;9;50;.;7;39;4480;7;32;4236;7;33;3318;6;32;3419
9176124;      Eitensheim;–;–;–;1;.;.;1;.;.;1;.;.;1;.;.
9176126;      Gaimersheim, M;13;207;25875;13;227;26200;14;220;34333;13;241;20318;13;190;23298
9176129;      Großmehring;8;111;11119;7;100;12330;9;107;13167;13;119;15481;11;62;7467
9176131;      Hepberg;1;.;.;1;.;.;1;.;.;1;.;.;1;.;.
9176132;      Hitzhofen;3;9;1349;3;10;847;2;.;.;3;9;941;2;.;.
9176137;      Kinding, M;7;237;48630;8;238;52090;7;227;42046;7;198;40878;7;190;38433
9176138;      Kipfenberg, M;13;105;8485;13;96;9475;12;95;7844;15;103;8442;15;104;10926
9176139;      Kösching, M;8;146;20826;8;155;19016;9;164;24583;10;170;15762;11;170;25122
9176143;      Lenting;1;.;.;1;.;.;1;.;.;2;.;.;2;.;.
9176147;      Mindelstetten;5;51;10031;5;56;12559;5;48;14594;5;49;14725;4;48;18099
9176148;      Mörnsheim, M;1;.;.;1;.;.;1;.;.;1;.;.;2;.;.
9176149;      Nassenfels, M;1;.;.;1;.;.;2;.;.;2;.;.;3;7;.
9176150;      Oberdolling;5;36;3634;5;35;3315;5;35;3532;3;20;2225;3;20;2491
9176153;      Pförring, M;4;27;3211;3;25;3156;3;23;2945;3;29;3605;5;66;14558
9176155;      Pollenfeld;11;125;15219;10;130;15601;9;134;14696;10;138;16989;10;129;19134
9176160;      Schernfeld;9;100;13326;10;109;13672;12;120;14611;11;113;14354;10;117;14390
9176161;      Stammham;2;.;.;3;29;2147;3;29;2897;4;79;5683;3;99;9067
9176164;      Titting, M;3;17;1318;3;15;1395;3;17;1256;3;20;1114;3;19;1267
9176165;      Walting;1;.;.;1;.;.;2;.;.;2;.;.;2;.;.
9176166;      Wellheim, M;2;.;.;2;.;.;2;.;.;4;17;1001;4;18;1766
9176167;      Wettstetten;3;18;1188;3;15;.;2;.;.;2;.;.;2;.;.
9176444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177112;      Berglern;5;17;1954;5;16;3919;5;19;4423;5;19;4073;6;19;4492
9177113;      Bockhorn;11;150;19549;9;159;23982;11;156;24344;9;151;33409;9;152;23496
9177114;      Buch a.Buchrain;1;.;.;1;.;.;1;.;.;2;.;.;2;.;.
9177115;      Dorfen, St;23;154;20687;23;144;20758;24;153;21443;25;239;29047;29;249;42846
9177116;      Eitting;3;11;.;4;11;1564;4;12;1549;6;16;2211;6;17;2634
9177117;      Erding, St;18;153;20105;18;178;19583;20;167;19147;20;170;18605;20;156;19507
9177118;      Finsing;4;45;8880;4;45;9587;4;34;8938;4;34;10141;4;33;6785
9177119;      Forstern;7;75;7486;7;71;5403;8;77;9085;8;65;7505;7;64;8583
9177120;      Fraunberg;14;106;13122;16;112;13839;16;107;16377;15;91;14311;16;99;17104
9177121;      Hohenpolding;4;43;5615;4;38;7605;4;39;7372;6;46;7281;6;44;7729
9177122;      Inning a.Holz;5;34;.;4;34;.;5;37;.;5;34;.;5;35;.
9177123;      Isen, M;13;160;27363;11;146;24650;12;148;24422;14;143;22914;14;152;28729
9177124;      Kirchberg;1;.;.;1;.;.;1;.;.;2;.;.;3;9;.
9177126;      Langenpreising;4;48;5596;4;53;9349;3;48;.;4;60;9703;4;52;11606
9177127;      Lengdorf;7;34;5134;8;75;8171;8;69;9828;9;68;9747;9;80;10283
9177130;      Moosinning;12;74;14330;14;81;18941;12;79;18450;11;57;14537;13;87;18143
9177131;      Neuching;7;116;21097;6;111;21889;7;116;28553;7;113;16910;7;118;17477
9177133;      Oberding;10;49;4547;9;46;4820;10;53;8301;10;52;8041;11;51;9220
9177134;      Ottenhofen;1;.;.;1;.;.;1;.;.;1;.;.;1;.;.
9177135;      Pastetten;2;.;.;2;.;.;3;9;891;3;9;891;3;9;981
9177137;      Sankt Wolfgang;5;47;5127;7;64;5411;8;63;6805;9;70;8954;8;60;8022
9177138;      Steinkirchen;2;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9177139;      Taufkirchen (Vils);10;69;7944;12;65;9162;11;66;8987;12;68;9258;15;89;12528
9177142;      Walpertskirchen;3;12;1408;4;20;1825;4;18;1873;5;31;4739;7;34;5130
9177143;      Wartenberg, M;11;184;9431;12;170;9752;12;153;10399;12;101;9239;13;111;10479
9177144;      Wörth;4;.;.;4;.;.;4;.;.;4;.;.;4;.;.
9178113;      Allershausen;3;17;1409;3;20;1359;4;16;1481;7;75;5966;9;73;5149
9178115;      Attenkirchen;6;34;2447;6;34;3046;6;28;3715;6;27;2205;6;34;2948
9178116;      Au i.d.Hallertau, M;17;202;22875;16;192;21797;18;206;23587;17;211;28286;19;196;26912
9178120;      Eching;10;96;8307;10;113;10946;10;123;10853;8;105;10895;9;104;11087
9178122;      Rudelzhausen;8;32;2053;9;29;1842;10;29;1974;11;36;2283;9;26;3056
9178123;      Fahrenzhausen;8;29;3555;9;31;3386;9;28;3687;11;35;3526;12;41;4803
9178124;      Freising, GKSt;39;274;22822;33;286;21851;33;237;24885;35;273;24788;33;250;27812
9178125;      Gammelsdorf;6;15;1464;5;11;1636;7;17;1984;7;14;1845;6;12;2145
9178129;      Haag a.d.Amper;5;20;1585;6;18;1657;7;20;1752;8;20;1694;8;26;3313
9178130;      Hallbergmoos;14;74;10521;11;74;8653;12;101;14373;13;105;13508;12;98;11432
9178132;      Hörgertshausen;7;56;4573;7;55;5871;8;53;7747;8;50;5443;8;48;5717
9178133;      Hohenkammer;11;34;2999;10;31;3072;10;28;2494;9;27;2382;9;26;2752
9178136;      Kirchdorf a.d.Amper;12;88;10306;11;90;9159;13;95;10678;12;90;12181;13;94;13665
9178137;      Kranzberg;12;97;10207;11;99;15264;11;116;19303;12;121;25011;10;137;55253
9178138;      Langenbach;6;78;17065;6;176;13696;6;75;.;6;76;9904;4;41;19914
9178140;      Marzling;5;28;2944;5;27;3354;6;31;4391;6;33;3720;6;37;3690
9178142;      Mauern;7;38;5589;7;42;6077;7;39;4230;7;41;5853;7;35;6793
9178143;      Moosburg a.d.Isar, St;14;42;4777;15;51;5413;12;46;5929;12;43;5367;12;59;5930
9178144;      Nandlstadt, M;10;62;6118;9;52;6131;8;55;6582;8;54;7511;11;71;9328
9178145;      Neufahrn b.Freising;16;123;15367;17;120;18261;16;124;14352;16;219;32340;16;172;35942
9178150;      Paunzhausen;2;.;.;3;.;.;3;.;537;3;.;.;1;.;.
9178155;      Wang;2;.;.;3;.;.;2;.;.;3;.;.;3;.;.
9178156;      Wolfersdorf;7;35;3018;6;30;3086;6;27;4075;6;26;3923;6;26;3827
9178157;      Zolling;6;47;5457;7;66;8437;8;75;8759;10;69;10491;9;57;10342
9179111;      Adelshofen;1;.;.;1;.;.;3;4;284;3;4;290;3;5;195
9179113;      Alling;10;237;47289;12;190;35536;10;206;56487;13;205;35806;13;231;34407
9179114;      Althegnenberg;2;.;.;3;18;.;3;20;.;2;.;.;2;.;.
9179117;      Egenhofen;5;40;3831;4;40;3912;4;35;4393;5;36;4895;4;33;5298
9179118;      Eichenau;15;62;4558;15;57;5685;16;62;6606;15;43;3953;15;44;4070
9179119;      Emmering;9;96;27972;11;145;26389;11;146;28631;10;131;27320;14;140;31531
9179121;      Fürstenfeldbruck, GKSt;17;97;10499;15;71;10641;18;77;12992;20;93;14909;26;117;15819
9179123;      Germering, GKSt;20;135;12205;24;203;17677;23;197;22705;25;168;16964;28;160;22304
9179125;      Grafrath;4;8;863;3;8;814;3;8;859;4;9;1557;5;11;1548
9179126;      Gröbenzell;14;86;12312;13;99;13818;11;87;12057;13;119;18182;13;108;23091
9179128;      Hattenhofen;3;6;602;3;5;511;4;8;863;4;10;1183;4;12;1588
9179130;      Jesenwang;2;.;.;2;.;.;3;.;.;4;56;5095;4;54;7005
9179131;      Kottgeisering;2;.;.;2;.;.;2;.;.;2;.;.;1;.;.
9179132;      Landsberied;7;67;9978;7;69;11246;8;67;15481;8;61;15917;8;62;14319
9179134;      Maisach;19;795;115182;18;814;136381;21;937;152219;20;963;158654;22;1039;191704
9179136;      Mammendorf;9;128;22297;9;125;20566;9;124;19724;9;94;13605;11;113;17357
9179137;      Mittelstetten;4;23;1760;4;18;2242;5;23;1512;5;22;1352;3;11;.
9179138;      Moorenweis;8;58;6990;10;60;8378;12;60;10398;12;57;8376;11;50;7792
9179140;      Oberschweinbach;4;11;1052;4;14;1549;5;14;1844;5;15;1447;6;21;1744
9179142;      Olching, St;39;341;40750;35;323;42843;31;271;44506;31;274;40306;34;280;49927
9179145;      Puchheim, St;10;21;1512;10;133;15751;9;122;16836;10;126;16475;7;115;15043
9179147;      Schöngeising;2;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9179149;      Türkenfeld;9;146;21261;8;142;23559;8;138;26309;8;106;17267;7;97;19192
9180112;      Bad Kohlgrub;4;16;661;4;15;708;4;15;786;4;12;733;5;16;1410
9180113;      Bad Bayersoien;1;.;.;1;.;.;2;.;.;2;.;.;2;.;.
9180114;      Eschenlohe;2;.;.;1;.;.;1;.;.;1;.;.;2;.;.
9180115;      Ettal;2;.;.;2;.;.;1;.;.;1;.;.;1;.;.
9180116;      Farchant;12;60;5165;11;61;5691;11;59;5645;12;62;4848;12;57;6235
9180117;      Garmisch-Partenkirchen, M;30;207;18919;34;234;23736;33;254;23296;34;249;27129;34;225;29078
9180118;      Grainau;8;36;2401;8;38;2431;8;34;2927;8;32;3008;8;36;2926
9180119;      Großweil;5;37;4363;5;38;5002;5;35;4768;6;37;3630;6;33;3625
9180122;      Krün;5;9;741;5;7;751;4;7;394;5;8;551;6;9;557
9180123;      Mittenwald, M;13;76;8970;13;77;10416;14;88;13310;13;89;11719;13;83;16811
9180124;      Murnau a.Staffelsee, M;9;39;3693;9;37;3561;8;32;3553;11;37;3604;11;36;3601
9180125;      Oberammergau;6;43;3924;5;42;4452;6;43;5432;7;42;5029;7;40;5419
9180126;      Oberau;5;48;4559;6;49;5161;6;48;4967;6;40;4872;6;40;6707
9180127;      Ohlstadt;11;86;8898;13;105;10085;11;100;9688;12;104;10704;13;96;13308
9180128;      Riegsee;7;19;2338;7;17;1888;8;18;2186;9;28;2123;9;28;3036
9180129;      Saulgrub;5;44;4597;5;45;5397;5;51;7294;6;50;7101;7;57;8699
9180131;      Schwaigen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9180132;      Seehausen a.Staffelsee;6;13;731;7;15;1188;7;14;1198;7;15;1121;7;12;1308
9180133;      Spatzenhausen;2;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9180134;      Uffing a.Staffelsee;6;44;5129;5;31;4478;7;45;8075;8;56;7251;9;55;8651
9180135;      Unterammergau;5;30;2873;5;29;3540;4;29;2805;5;31;2553;7;37;3228
9180136;      Wallgau;6;29;2331;5;28;2241;6;27;1290;6;26;2728;6;25;2713
9180444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9181111;      Apfeldorf;8;84;7488;7;84;8447;7;91;9214;7;88;12068;5;53;6848
9181113;      Denklingen;7;67;9068;7;66;6780;9;63;8560;8;64;7017;8;57;7084
9181114;      Dießen am Ammersee, M;23;128;11487;21;133;10682;23;128;13820;23;95;11293;23;102;10922
9181115;      Eching am Ammersee;1;.;.;1;.;.;1;.;.;1;.;.;2;.;.
9181116;      Egling a.d.Paar;5;8;755;4;7;907;6;12;1076;7;11;1076;7;14;1757
9181118;      Eresing;2;.;.;1;.;.;2;.;.;3;30;2953;2;.;.
9181120;      Finning;4;13;1418;6;14;1924;6;15;2484;6;18;1929;7;20;2330
9181121;      Fuchstal;9;87;8184;9;84;11199;11;77;9219;12;83;8877;10;58;8118
9181122;      Geltendorf;9;57;3932;8;50;5129;8;54;5566;8;49;5095;7;44;4385
9181123;      Greifenberg;2;.;.;2;.;.;3;9;.;3;10;.;3;11;.
9181124;      Hofstetten;8;47;8354;8;47;8715;8;35;4492;8;34;3812;9;33;4647
9181126;      Hurlach;2;.;.;3;28;.;3;.;.;4;36;3261;5;33;3983
9181127;      Igling;5;35;3886;6;35;3772;7;45;5305;7;44;4598;8;44;5648
9181128;      Kaufering, M;11;72;8542;13;126;14930;13;108;12736;14;102;9055;13;93;13193
9181129;      Kinsau;3;17;.;4;18;3068;2;.;.;3;13;.;3;16;.
9181130;      Landsberg am Lech, GKSt;15;203;54730;17;203;42609;18;212;40437;18;226;40883;21;278;63300
9181131;      Obermeitingen;1;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9181132;      Penzing;12;49;8698;12;49;9492;14;52;9102;14;53;7782;13;52;6802
9181133;      Vilgertshofen;9;33;3849;9;28;3197;8;27;4015;8;28;3524;8;25;3923
9181134;      Prittriching;5;133;15159;5;119;14042;5;130;18970;5;129;16480;6;123;21706
9181135;      Reichling;4;20;2254;3;20;.;4;16;.;4;16;.;4;22;.
9181137;      Rott;5;12;869;4;10;879;3;11;.;4;12;906;4;8;387
9181138;      Scheuring;2;.;.;3;10;801;3;17;913;4;13;1195;4;10;904
9181139;      Schondorf am Ammersee;3;29;4091;3;36;4902;3;40;.;3;41;10104;3;46;6490
9181140;      Schwifting;3;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9181141;      Pürgen;3;32;.;5;38;2578;5;32;2907;6;35;3059;6;35;2792
9181142;      Thaining;6;52;8583;6;54;9145;6;60;10422;6;64;11667;6;66;20543
9181143;      Unterdießen;1;.;.;1;.;.;1;.;.;1;.;.;1;.;.
9181144;      Utting am Ammersee;10;74;6359;11;87;6330;10;68;6714;13;74;7434;14;81;8893
9181145;      Weil;13;53;4291;14;59;4527;14;62;6255;14;60;6693;14;55;7557
9181146;      Windach;8;72;9428;8;68;11143;7;66;7791;6;67;8808;6;74;9531
9181444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182111;      Bad Wiessee;5;16;1118;5;12;1254;5;11;1329;5;14;1508;6;16;2062
9182112;      Bayrischzell;6;16;1710;6;17;1975;7;17;2024;7;19;2412;8;26;3881
9182114;      Fischbachau;32;128;14890;32;123;16972;28;124;19065;32;138;18769;33;136;19169
9182116;      Gmund a.Tegernsee;24;142;16383;25;146;16641;26;147;19228;29;154;16562;27;147;17827
9182119;      Hausham;15;81;15740;15;95;14898;14;82;18877;15;92;19335;15;99;19255
9182120;      Holzkirchen, M;28;369;50115;23;357;42335;23;358;58199;28;370;56663;28;505;92924
9182123;      Irschenberg;16;50;6166;19;57;5351;19;77;7310;17;70;8861;17;66;12312
9182124;      Kreuth;7;43;4725;6;47;5960;9;56;6260;8;50;5687;9;47;7310
9182125;      Miesbach, St;16;77;7026;17;94;7959;17;90;10787;18;101;9582;19;99;11726
9182127;      Otterfing;6;36;4067;6;37;4100;6;40;5158;7;40;6159;7;45;7031
9182129;      Rottach-Egern;13;71;6073;14;79;7248;13;75;8992;12;71;6459;13;68;7115
9182131;      Schliersee, M;12;45;3496;10;41;3840;11;47;3857;12;49;3688;13;49;4973
9182132;      Tegernsee, St;4;7;735;5;11;1189;5;9;1500;8;15;1741;7;32;12893
9182133;      Valley;11;52;7311;9;52;7611;9;48;7525;11;46;6264;10;52;7888
9182134;      Waakirchen;20;138;20508;19;161;20823;21;155;27534;19;163;17453;20;169;18677
9182136;      Warngau;26;217;28885;27;229;40451;26;228;35424;27;207;27052;27;211;33408
9182137;      Weyarn;12;81;10013;12;84;11235;13;74;10344;9;73;12191;8;69;11618
9183112;      Ampfing;10;88;9979;11;91;14891;11;87;12443;10;89;11720;9;75;12651
9183113;      Aschau a.Inn;5;38;3618;6;52;4507;6;49;5679;6;48;6819;7;46;7236
9183114;      Buchbach, M;15;88;8719;15;87;10015;13;84;12540;14;83;9667;14;77;9774
9183115;      Egglkofen;5;24;1386;6;23;1575;4;22;1830;4;25;1917;4;26;2418
9183116;      Erharting;1;.;.;1;.;.;1;.;.;1;.;.;1;.;.
9183118;      Gars a.Inn, M;11;120;20745;11;128;21571;11;132;25921;10;128;21262;11;138;25440
9183119;      Haag i.OB, M;8;60;5729;6;23;3007;6;22;2923;8;25;3775;7;25;8808
9183120;      Heldenstein;8;80;12303;8;84;11352;9;85;11114;8;83;11478;7;83;11226
9183122;      Jettenbach;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9183123;      Kirchdorf;2;.;.;3;.;.;4;52;5512;4;50;.;4;46;6060
9183124;      Kraiburg a.Inn, M;5;.;.;6;84;.;6;80;.;8;83;12284;6;84;.
9183125;      Lohkirchen;5;32;3790;4;18;2243;4;17;2284;4;15;2308;3;8;.
9183126;      Maitenbeth;3;16;1402;3;16;1784;4;17;1731;4;16;1812;4;15;2269
9183127;      Mettenheim;6;42;4614;8;44;4331;8;47;4691;7;49;4385;7;28;3640
9183128;      Mühldorf a.Inn, St;15;242;24119;14;218;30302;15;228;30527;18;240;33300;20;223;33171
9183129;      Neumarkt-Sankt Veit, St;11;39;5276;9;30;4984;9;36;5964;9;34;7040;9;33;8134
9183130;      Niederbergkirchen;1;.;.;3;20;3016;2;.;.;3;22;4110;3;20;.
9183131;      Niedertaufkirchen;3;10;1301;3;10;1345;3;10;1342;3;7;.;4;9;.
9183132;      Oberbergkirchen;4;11;1200;4;14;1125;4;15;1422;4;17;1825;3;10;1790
9183134;      Oberneukirchen;1;.;.;1;.;.;2;.;.;2;.;.;2;.;.
9183135;      Obertaufkirchen;9;66;10365;7;62;10671;8;67;12038;7;66;10198;8;69;12738
9183136;      Polling;10;21;2108;10;20;1932;8;20;1939;9;20;2023;8;20;2391
9183138;      Rattenkirchen;3;15;.;2;.;.;2;.;.;2;.;.;2;.;.
9183139;      Rechtmehring;6;44;7031;6;48;8404;6;51;6942;5;53;7880;6;56;9496
9183140;      Reichertsheim;10;103;13859;10;124;18806;11;127;21164;12;137;23578;12;131;26642
9183143;      Schönberg;3;24;2615;4;25;2659;4;28;4328;6;33;2938;5;27;3862
9183144;      Schwindegg;2;.;.;2;.;.;2;.;.;5;39;5610;5;39;6802
9183145;      Taufkirchen;4;63;7418;4;52;6769;4;54;7113;6;62;8876;7;62;8812
9183147;      Unterreit;4;84;7976;4;87;9302;5;87;7867;6;91;7416;6;90;5749
9183148;      Waldkraiburg, St;14;125;14100;15;119;14237;12;105;7770;14;76;8659;10;79;7343
9183151;      Zangberg;3;4;285;3;4;325;3;4;405;3;4;434;3;3;369
9183444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9184112;      Aschheim;10;120;12639;10;125;13287;10;133;12508;9;167;18574;10;175;19605
9184113;      Baierbrunn;3;11;773;3;11;979;3;13;1012;3;14;.;2;.;.
9184114;      Brunnthal;7;68;8367;9;60;7974;10;62;8106;12;66;8917;15;97;17019
9184118;      Feldkirchen;5;270;86731;5;271;81705;6;273;83208;8;294;75364;8;289;84451
9184119;      Garching b.München, St;14;85;14461;12;85;15838;13;93;12901;16;141;22139;16;149;26234
9184120;      Gräfelfing;16;201;38384;20;192;48298;21;221;73863;25;228;73875;24;305;60253
9184121;      Grasbrunn;14;131;39884;15;147;47582;18;175;51807;20;218;45692;18;202;66150
9184122;      Grünwald;9;158;30798;8;34;7627;12;102;23366;14;57;8841;18;93;14434
9184123;      Haar;15;106;13085;14;116;15062;16;139;17445;19;157;20932;18;158;23290
9184127;      Höhenkirchen-Siegertsbrunn;4;.;.;3;.;.;5;.;.;5;13;1068;7;15;1334
9184129;      Hohenbrunn;20;281;35524;18;239;34615;19;243;39962;22;253;41358;23;245;43914
9184130;      Ismaning;9;203;32206;12;218;35196;12;228;55768;12;197;45503;9;184;30030
9184131;      Kirchheim b.München;11;162;40558;14;165;31415;14;195;38023;11;146;23625;12;157;39013
9184132;      Neuried;7;33;7082;5;27;8274;7;44;7443;8;43;9527;8;47;11123
9184134;      Oberhaching;16;267;24475;17;383;58330;17;389;71991;22;411;100791;23;479;50886
9184135;      Oberschleißheim;8;22;8547;7;24;9258;5;21;7607;6;18;.;8;25;7056
9184136;      Ottobrunn;25;216;48796;24;216;57492;26;215;178652;25;228;62422;26;243;42390
9184137;      Aying;10;28;2556;11;32;4182;12;32;4929;14;35;7699;13;28;7299
9184138;      Planegg;11;115;24033;11;180;46151;10;215;50244;14;208;36473;13;197;41180
9184139;      Pullach i.Isartal;2;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9184140;      Putzbrunn;9;59;9414;8;63;9678;10;71;11460;9;79;11835;9;97;13259
9184141;      Sauerlach;12;305;48726;12;269;44973;14;262;50367;15;241;47360;13;91;22047
9184142;      Schäftlarn;8;17;1694;7;17;1574;8;16;1664;9;18;3133;10;23;4558
9184144;      Straßlach-Dingharting;5;27;3699;6;31;4289;5;54;3782;4;.;1513;4;10;762
9184145;      Taufkirchen;13;253;61988;15;259;56680;15;269;77161;15;306;71007;16;294;72556
9184146;      Neubiberg;8;147;8395;11;138;10479;9;110;13557;14;317;25611;15;286;31378
9184147;      Unterföhring;6;34;8687;9;90;25736;9;86;12869;8;64;12507;9;65;15091
9184148;      Unterhaching;12;117;21106;14;162;33547;12;191;43387;12;172;36751;13;184;35474
9184149;      Unterschleißheim, St;16;252;31227;18;258;31142;19;291;39959;23;303;36514;22;274;35566
9184444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9185113;      Aresing;7;61;5483;7;65;4376;7;59;5210;7;50;4854;9;61;7290
9185116;      Berg im Gau;3;.;.;3;.;.;3;.;.;4;145;14189;5;141;21758
9185118;      Bergheim;–;–;–;–;–;–;1;.;.;2;.;.;2;.;.
9185123;      Brunnen;4;.;.;4;.;.;4;.;.;4;.;.;5;115;22887
9185125;      Burgheim, M;7;154;25389;9;460;77863;10;542;112229;12;525;90896;12;550;95949
9185127;      Ehekirchen;6;91;12154;5;84;10257;7;96;12177;8;102;13905;8;97;14499
9185131;      Gachenbach;11;118;12046;12;133;13271;12;140;14025;10;121;13317;10;98;14372
9185139;      Karlshuld;9;64;9452;11;68;10455;12;70;9458;12;73;8970;8;59;8770
9185140;      Karlskron;9;96;11830;9;88;11352;10;92;10734;12;106;12435;13;94;13402
9185143;      Langenmosen;6;63;6949;6;65;7044;6;65;9074;6;69;6781;7;70;10821
9185149;      Neuburg a.d.Donau, GKSt;25;1188;129704;25;1200;148960;24;1169;192691;26;1280;156148;31;1249;160658
9185150;      Oberhausen;4;34;3898;4;40;3390;3;43;3424;5;59;4780;5;29;2452
9185153;      Rennertshofen, M;8;40;5485;7;37;4833;9;56;5033;11;49;6543;12;78;9088
9185157;      Rohrenfels;1;.;.;2;.;.;2;.;.;1;.;.;1;.;.
9185158;      Schrobenhausen, St;21;1140;101554;23;1159;151753;22;1163;149546;25;1172;112732;24;1119;110856
9185163;      Königsmoos;13;90;11612;13;89;11782;13;84;10660;13;90;11697;13;80;14556
9185166;      Waidhofen;5;74;10714;5;72;11229;6;72;13167;4;73;11295;5;69;12580
9185168;      Weichering;2;.;.;2;.;.;2;.;.;2;.;.;2;.;.
9186113;      Baar-Ebenhausen;3;4;.;3;4;.;3;.;80;4;5;120;5;17;916
9186116;      Ernsgaden;4;47;7662;4;103;8470;4;96;.;4;97;.;4;95;.
9186122;      Geisenfeld, St;11;118;13996;15;125;15101;15;139;16310;16;150;15164;17;135;21119
9186125;      Gerolsbach;7;125;17453;7;121;17797;8;125;20892;12;139;19586;13;151;19570
9186126;      Hettenshausen;1;.;.;1;.;.;1;.;.;1;.;.;2;.;.
9186128;      Hohenwart, M;10;194;43788;8;220;49365;10;207;57176;14;219;57879;12;209;58017
9186130;      Ilmmünster;5;38;6670;5;21;4665;7;38;5856;8;38;7176;7;30;5078
9186132;      Jetzendorf;6;27;2523;5;24;1838;5;22;2306;5;14;2107;4;13;1478
9186137;      Manching, M;5;21;2119;4;20;1664;7;23;1061;7;23;2111;8;19;2611
9186139;      Münchsmünster;4;.;.;2;.;.;3;3;214;3;.;139;3;.;203
9186143;      Pfaffenhofen a.d.Ilm, St;30;575;120516;29;580;132575;28;589;140243;32;627;129324;31;617;148579
9186144;      Pörnbach;8;34;4336;6;29;4424;7;30;4806;7;28;5229;7;28;5434
9186146;      Reichertshausen;7;26;3234;10;35;3467;9;32;4338;11;42;4333;10;40;4754
9186147;      Reichertshofen, M;9;68;8124;10;70;9318;10;76;10404;10;78;14571;11;84;16246
9186149;      Rohrbach;9;59;13400;8;48;10708;9;55;9080;8;53;8341;9;41;10626
9186151;      Scheyern;6;87;13407;6;89;17444;7;100;13258;7;91;16451;7;90;14576
9186152;      Schweitenkirchen;14;129;13864;13;117;14407;12;120;14121;13;104;14041;14;142;18678
9186158;      Vohburg a.d.Donau, St;13;125;13612;12;121;15643;10;128;19350;10;143;21616;9;116;23420
9186162;      Wolnzach, M;13;117;8674;13;51;6988;12;49;6727;14;51;5852;13;45;7507
9187113;      Amerang;5;22;2033;4;18;3168;6;25;3205;6;26;3166;7;25;3849
9187114;      Aschau i.Chiemgau;11;95;9904;11;93;9534;12;85;10036;13;83;9930;13;81;10765
9187116;      Babensham;10;74;9075;8;65;6724;11;63;7491;11;57;8341;12;62;6728
9187117;      Bad Aibling, St;23;265;30378;24;263;62840;26;262;53856;26;278;63881;27;287;58881
9187118;      Bernau a.Chiemsee;9;19;1164;8;18;1831;9;18;2269;10;20;2543;10;20;1717
9187120;      Brannenburg;12;115;11375;12;128;15703;14;138;19954;15;150;16860;16;145;21929
9187121;      Breitbrunn a.Chiemsee;4;37;4725;4;37;5127;6;39;4639;6;37;5579;5;36;5911
9187122;      Bruckmühl, M;28;153;19045;30;174;20337;31;214;28576;33;206;27460;36;209;31137
9187123;      Chiemsee;–;–;–;1;.;.;1;.;.;1;.;.;1;.;.
9187124;      Edling;7;38;2142;7;38;2740;7;42;4274;6;39;2374;7;38;2761
9187125;      Eggstätt;5;54;6956;6;61;9371;6;72;9841;6;77;16882;6;76;15465
9187126;      Eiselfing;12;146;22953;13;154;23065;15;150;25488;16;153;25769;16;146;25750
9187128;      Bad Endorf, M;13;88;15257;11;79;12822;12;80;13827;14;87;15204;17;93;18208
9187129;      Bad Feilnbach;37;167;20320;37;175;22696;42;194;23197;47;199;27675;44;184;32339
