Tourismus seit 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9177113;      Bockhorn;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9177114;      Buch a.Buchrain;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9177115;      Dorfen, St;4;137;8765;1329;7436;17163;3234;13929;2;2,4;1,9;–;–;–;5;160;10085;1722;8363;18545;3042;15503;1,8;1,8;1,9;–;–;–;5;160;4209;482;3727;9462;763;8699;2,2;1,6;2,3;–;–;–;5;160;3791;435;3356;8816;753;8063;2,3;1,7;2,4;–;–;–;5;160;8030;1703;6327;15878;2917;12961;1,977334994;1,712859659;2,048522206;–;–;–;5;178;9225;1936;7289;17175;2987;14188;1,861788618;1,542871901;1,946494718;–;–;–
9177116;      Eitting;6;207;10581;1646;8935;30020;2720;27300;2,8;1,7;3,1;–;–;–;9;337;18367;4736;13631;48546;9879;38667;2,6;2,1;2,8;–;–;–;9;325;11339;1559;9780;36824;5256;31568;3,2;3,4;3,2;–;–;–;9;314;9584;1188;8396;30730;3920;26810;3,2;3,3;3,2;–;–;–;9;315;16810;3284;13526;42583;7463;35120;2,533194527;2,272533496;2,596480852;–;–;–;10;326;18334;4094;14240;43536;6833;36703;2,37460456;1,669027846;2,577457865;–;–;–
9177117;      Erding, St;25;2262;312063;107707;204356;515135;183581;331554;1,7;1,7;1,6;–;–;–;26;2310;314330;109017;205313;514071;184474;329597;1,6;1,7;1,6;–;–;–;24;1849;149490;38360;111130;265262;68801;196461;1,8;1,8;1,8;–;–;–;24;2274;144177;32027;112150;257216;58102;199114;1,8;1,8;1,8;–;–;–;24;2483;304788;81267;223521;497155;136296;360859;1,631150177;1,677138322;1,614429964;–;–;–;24;2566;309950;96403;213547;511642;161862;349780;1,65072431;1,679014139;1,637953237;–;–;–
9177118;      Finsing;3;159;8449;353;8096;20001;792;19209;2,4;2,2;2,4;–;–;–;5;240;13520;2098;11422;33687;4751;28936;2,5;2,3;2,5;–;–;–;5;241;8173;1152;7021;22683;3632;19051;2,8;3,2;2,7;–;–;–;5;232;7652;1021;6631;22013;3707;18306;2,9;3,6;2,8;–;–;–;5;232;11941;2223;9718;30296;5422;24874;2,537140943;2,439046334;2,559580161;–;–;–;5;233;12170;1985;10185;30051;5623;24428;2,469268694;2,832745592;2,398429062;–;–;–
9177119;      Forstern;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9177120;      Fraunberg;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9177121;      Hohenpolding;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9177122;      Inning a.Holz;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9177123;      Isen, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;64;860;59;801;5270;1071;4199;6,1;18,2;5,2;–;–;–;3;65;1637;274;1363;4460;598;3862;2,724496029;2,182481752;2,833455613;–;–;–;3;65;1458;237;1221;4992;949;4043;3,423868313;4,004219409;3,311220311;–;–;–
9177124;      Kirchberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177126;      Langenpreising;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;96;2903;194;2709;10562;273;10289;3,6;1,4;3,8;–;–;–;3;96;2036;42;1994;8458;129;8329;4,2;3,1;4,2;–;–;–;3;96;1547;38;1509;5573;46;5527;3,6;1,2;3,7;–;–;–;3;96;2355;154;2201;9474;389;9085;4,022929936;2,525974026;4,127669241;–;–;–;3;94;2208;272;1936;10217;2351;7866;4,627264493;8,643382353;4,063016529;–;–;–
9177127;      Lengdorf;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177130;      Moosinning;5;151;14235;4075;10160;25383;6547;18836;1,8;1,6;1,9;–;–;–;6;188;13796;2597;11199;25691;4254;21437;1,9;1,6;1,9;–;–;–;6;188;6630;775;5855;14070;1466;12604;2,1;1,9;2,2;–;–;–;4;165;5549;843;4706;12891;1867;11024;2,3;2,2;2,3;–;–;–;4;155;10914;2506;8408;21806;5032;16774;1,99798424;2,007980846;1,995004757;–;–;–;4;153;10121;2304;7817;20528;5060;15468;2,028258077;2,196180556;1,978764232;–;–;–
9177131;      Neuching;2;.;2362;36;2326;6175;88;6087;2,6;2,4;2,6;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9177133;      Oberding;9;2889;462911;213075;249836;583848;276081;307767;1,3;1,3;1,2;–;–;–;11;2948;476666;241880;234786;607158;308940;298218;1,3;1,3;1,3;–;–;–;9;1862;156527;90221;66306;196964;108329;88635;1,3;1,2;1,3;–;–;–;8;1660;125040;67993;57047;160218;82223;77995;1,3;1,2;1,4;–;–;–;10;2736;265371;124432;140939;364981;176595;188386;1,375361287;1,419208885;1,336649189;–;–;–;11;2905;370325;157322;213003;506282;221310;284972;1,367128873;1,406732688;1,33787787;–;–;–
9177134;      Ottenhofen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177135;      Pastetten;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9177137;      Sankt Wolfgang;4;220;7716;1590;6126;22233;6488;15745;2,9;4,1;2,6;–;–;–;5;204;7770;1422;6348;22762;6500;16262;2,9;4,6;2,6;–;–;–;5;241;3216;563;2653;24987;9621;15366;7,8;17,1;5,8;–;–;–;5;229;2917;537;2380;23570;6375;17195;8,1;11,9;7,2;–;–;–;5;195;5160;773;4387;25222;5808;19414;4,887984496;7,513583441;4,425347618;–;–;–;5;187;5929;860;5069;22310;7139;15171;3,762860516;8,301162791;2,992898007;–;–;–
9177138;      Steinkirchen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177139;      Taufkirchen (Vils);4;71;6338;808;5530;12914;1654;11260;2;2;2;–;–;–;5;81;6751;790;5961;19036;1650;17386;2,8;2,1;2,9;–;–;–;5;79;4938;241;4697;12461;441;12020;2,5;1,8;2,6;–;–;–;4;67;5090;648;4442;13205;1593;11612;2,6;2,5;2,6;–;–;–;5;79;6938;865;6073;21580;2148;19432;3,110406457;2,483236994;3,199736539;–;–;–;6;99;7773;784;6989;19143;1523;17620;2,462755693;1,942602041;2,521104593;–;–;–
9177142;      Walpertskirchen;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9177143;      Wartenberg, M;3;157;16994;4848;12146;23116;5688;17428;1,4;1,2;1,4;–;–;–;3;157;17458;4749;12709;24010;5724;18286;1,4;1,2;1,4;–;–;–;3;143;5082;1443;3639;10229;4300;5929;2;3;1,6;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9177144;      Wörth;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178113;      Allershausen;8;368;21412;5791;15621;37836;9064;28772;1,8;1,6;1,8;–;–;–;8;358;19751;5118;14633;37307;8468;28839;1,9;1,7;2;–;–;–;8;358;9962;1936;8026;20359;3463;16896;2;1,8;2,1;–;–;–;8;358;9753;1798;7955;19665;3319;16346;2;1,8;2,1;–;–;–;8;358;15589;4423;11166;27474;6842;20632;1,762396562;1,546913859;1,847752105;–;–;–;8;365;16059;4290;11769;37529;13139;24390;2,336945015;3,062703963;2,072393576;–;–;–
9178115;      Attenkirchen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9178116;      Au i.d.Hallertau, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;3;109;3505;426;3079;10872;1070;9802;3,1;2,5;3,2;–;–;–;3;109;3343;486;2857;9975;1286;8689;3;2,6;3;–;–;–;3;109;5027;854;4173;12979;1952;11027;2,581857967;2,285714286;2,642463456;–;–;–;3;109;7658;1285;6373;15626;2340;13286;2,040480543;1,821011673;2,084732465;–;–;–
9178120;      Eching;6;441;33615;9801;23814;60929;17198;43731;1,8;1,8;1,8;–;–;–;6;430;31495;8006;23489;59874;15192;44682;1,9;1,9;1,9;–;–;–;5;351;11679;2844;8835;25600;6097;19503;2,2;2,1;2,2;–;–;–;5;351;26410;11423;14987;46040;19369;26671;1,7;1,7;1,8;–;–;–;6;614;58308;24772;33536;114956;47029;67927;1,971530493;1,898474084;2,02549499;–;–;–;6;666;50917;18132;32785;92431;28221;64210;1,815326905;1,55641959;1,958517615;–;–;–
9178122;      Rudelzhausen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9178123;      Fahrenzhausen;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;10727;2617;8110;15512;3416;12096;1,446070663;1,305311425;1,491491985;–;–;–
9178124;      Freising, GKSt;21;2019;281482;146161;135321;404694;193232;211462;1,4;1,3;1,6;–;–;–;20;2077;270578;133953;136625;438820;195642;243178;1,6;1,5;1,8;–;–;–;18;1741;91924;35020;56904;210295;68890;141405;2,3;2;2,5;–;–;–;20;2175;89251;28894;60357;187432;51891;135541;2,1;1,8;2,2;–;–;–;20;2175;221946;91963;129983;389159;144594;244565;1,75339497;1,572306254;1,881515275;–;–;–;20;2178;239334;101483;137851;422377;158861;263516;1,764801491;1,565395189;1,911600206;–;–;–
9178125;      Gammelsdorf;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178129;      Haag a.d.Amper;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9178130;      Hallbergmoos;11;1163;169061;55730;113331;224021;72428;151593;1,3;1,3;1,3;–;–;–;12;1447;167865;53671;114194;228516;70800;157716;1,4;1,3;1,4;–;–;–;10;1262;64005;15536;48469;98096;23370;74726;1,5;1,5;1,5;–;–;–;12;1941;58910;17126;41784;108825;45432;63393;1,8;2,7;1,5;–;–;–;12;2113;169297;66618;102679;244188;94793;149395;1,442364602;1,422933742;1,454971318;–;–;–;12;2260;223389;85155;138234;324944;123134;201810;1,454610567;1,445998473;1,459915795;–;–;–
9178132;      Hörgertshausen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178133;      Hohenkammer;3;272;27461;475;26986;42107;668;41439;1,5;1,4;1,5;–;–;–;3;272;26754;506;26248;42063;866;41197;1,6;1,7;1,6;–;–;–;3;272;9719;322;9397;15709;652;15057;1,6;2;1,6;–;–;–;3;272;10565;455;10110;16695;723;15972;1,6;1,6;1,6;–;–;–;3;277;21189;1128;20061;34200;1719;32481;1,614045023;1,52393617;1,619111709;–;–;–;3;277;24776;1473;23303;37844;2045;35799;1,527445915;1,38832315;1,536239969;–;–;–
9178136;      Kirchdorf a.d.Amper;–;–;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9178137;      Kranzberg;4;185;12762;1004;11758;23491;1694;21797;1,8;1,7;1,9;–;–;–;5;223;13544;1081;12463;25161;1969;23192;1,9;1,8;1,9;–;–;–;4;175;6405;454;5951;15641;1062;14579;2,4;2,3;2,4;–;–;–;5;223;6305;339;5966;13518;1075;12443;2,1;3,2;2,1;–;–;–;5;223;10592;854;9738;22556;1661;20895;2,129531722;1,944964871;2,145717807;–;–;–;5;223;12000;1004;10996;25490;3423;22067;2,124166667;3,40936255;2,006820662;–;–;–
9178138;      Langenbach;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9178140;      Marzling;3;157;25109;10143;14966;37305;12995;24310;1,5;1,3;1,6;–;–;–;3;157;23499;8663;14836;35446;11340;24106;1,5;1,3;1,6;–;–;–;2;.;10904;2512;8392;19496;3689;15807;1,8;1,5;1,9;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;158;15978;4583;11395;27533;6739;20794;1,723181875;1,470434213;1,824835454;–;–;–;3;180;16722;4309;12413;28866;6488;22378;1,72622892;1,505685774;1,8027874;–;–;–
9178142;      Mauern;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9178143;      Moosburg a.d.Isar, St;6;184;7335;1193;6142;20270;3564;16706;2,8;3;2,7;–;–;–;8;235;11679;1614;10065;30664;5985;24679;2,6;3,7;2,5;–;–;–;8;245;7216;732;6484;23131;3942;19189;3,2;5,4;3;–;–;–;8;239;5852;761;5091;19292;3949;15343;3,3;5,2;3;–;–;–;8;233;8276;1215;7061;26740;6480;20260;3,231029483;5,333333333;2,869281971;–;–;–;8;238;10876;1803;9073;31467;7398;24069;2,893251195;4,103161398;2,652816048;–;–;–
9178144;      Nandlstadt, M;–;–;.;.;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178145;      Neufahrn b.Freising;7;662;57360;9255;48105;104470;19199;85271;1,8;2,1;1,8;–;–;–;8;681;52921;8930;43991;101874;23007;78867;1,9;2,6;1,8;–;–;–;7;646;15391;2291;13100;37488;9472;28016;2,4;4,1;2,1;–;–;–;7;701;14116;1658;12458;29175;4812;24363;2,1;2,9;2;–;–;–;7;717;34893;6790;28103;67559;14036;53523;1,93617631;2,067157585;1,904529766;–;–;–;7;711;35652;6318;29334;65410;15853;49557;1,834679681;2,50918012;1,689404786;–;–;–
9178150;      Paunzhausen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178155;      Wang;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9178156;      Wolfersdorf;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9178157;      Zolling;3;65;1518;–;1518;4725;–;4725;3,1;–;3,1;–;–;–;4;90;1859;33;1826;9725;1705;8020;5,2;51,7;4,4;–;–;–;4;90;767;29;738;9965;2478;7487;13;85,4;10,1;–;–;–;4;90;1156;32;1124;8993;2608;6385;7,8;81,5;5,7;–;–;–;4;90;1645;20;1625;10800;2083;8717;6,565349544;104,15;5,364307692;–;–;–;4;89;1440;28;1412;10976;2280;8696;7,622222222;81,42857143;6,158640227;–;–;–
9179111;      Adelshofen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9179113;      Alling;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;4762;906;3856;8843;1354;7489;1,85699286;1,494481236;1,94216805;–;–;–;3;137;5119;877;4242;15660;3988;11672;3,059191248;4,54732041;2,751532296;–;–;–
9179114;      Althegnenberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9179117;      Egenhofen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9179118;      Eichenau;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9179119;      Emmering;3;73;4819;511;4308;10450;893;9557;2,2;1,7;2,2;–;–;–;3;73;4440;344;4096;9220;554;8666;2,1;1,6;2,1;–;–;–;2;.;2007;70;1937;4918;122;4796;2,5;1,7;2,5;–;–;–;3;72;2455;154;2301;5474;333;5141;2,2;2,2;2,2;–;–;–;3;72;3586;468;3118;7545;1076;6469;2,104015616;2,299145299;2,074727389;–;–;–;3;72;3646;555;3091;8385;1344;7041;2,299780581;2,421621622;2,277903591;–;–;–
9179121;      Fürstenfeldbruck, GKSt;8;419;27890;5275;22615;50778;10127;40651;1,8;1,9;1,8;–;–;–;7;394;25450;4626;20824;46336;9043;37293;1,8;2;1,8;–;–;–;8;453;11008;1149;9859;27673;5598;22075;2,5;4,9;2,2;–;–;–;8;459;11601;1396;10205;33320;8773;24547;2,9;6,3;2,4;–;–;–;8;455;23495;3961;19534;53319;15295;38024;2,269376463;3,861398637;1,946554725;–;–;–;9;501;25477;4281;21196;55833;15629;40204;2,191506064;3,650782527;1,896772976;–;–;–
9179123;      Germering, GKSt;8;338;23776;2962;20814;45629;7106;38523;1,9;2,4;1,9;–;–;–;7;268;18171;2370;15801;40187;7059;33128;2,2;3;2,1;–;–;–;7;268;11183;878;10305;23492;2170;21322;2,1;2,5;2,1;–;–;–;9;578;21772;3420;18352;53855;8243;45612;2,5;2,4;2,5;–;–;–;8;554;44162;9238;34924;97933;18727;79206;2,217585254;2,027170383;2,26795327;–;–;–;8;556;52899;13475;39424;108736;24749;83987;2,055539802;1,836660482;2,13035207;–;–;–
9179125;      Grafrath;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9179126;      Gröbenzell;3;74;1445;163;1282;10355;802;9553;7,2;4,9;7,5;–;–;–;3;74;1029;92;937;11085;528;10557;10,8;5,7;11,3;–;–;–;3;74;943;91;852;12552;479;12073;13,3;5,3;14,2;–;–;–;3;73;735;97;638;13124;482;12642;17,9;5;19,8;–;–;–;3;82;2261;468;1793;16429;1338;15091;7,26625387;2,858974359;8,41662019;–;–;–;3;81;2639;455;2184;17117;1181;15936;6,486169003;2,595604396;7,296703297;–;–;–
9179128;      Hattenhofen;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9179130;      Jesenwang;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9179131;      Kottgeisering;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9179132;      Landsberied;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9179134;      Maisach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9179136;      Mammendorf;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
