Tourismus seit 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9571122;      Bruckberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571125;      Buch a.Wald;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571127;      Burgoberbach;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571128;      Burk;1;–;.;.;.;.;.;.;.;.;.;–;–;–;1;–;.;.;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571130;      Colmberg, M;6;237;17231;3351;13880;36554;4376;32178;2,1;1,3;2,3;–;–;–;6;247;17587;3243;14344;37009;4198;32811;2,1;1,3;2,3;–;–;–;6;251;8996;526;8470;22231;667;21564;2,5;1,3;2,5;–;–;–;6;251;9932;697;9235;25153;873;24280;2,5;1,3;2,6;–;–;–;7;251;14984;1915;13069;31114;2535;28579;2,07648158;1,323759791;2,186777871;–;–;–;7;249;16472;2273;14199;34853;3009;31844;2,115893638;1,323801144;2,242693147;–;–;–
9571132;      Dentlein a.Forst, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571134;      Diebach;3;55;1689;569;1120;2486;617;1869;1,5;1,1;1,7;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571135;      Dietenhofen, M;4;107;4182;37;4145;9786;121;9665;2,3;3,3;2,3;632;3608;5,7;4;103;3664;33;3631;8372;298;8074;2,3;9;2,2;679;3541;5,2;4;99;2314;20;2294;6052;167;5885;2,6;8,4;2,6;–;–;–;4;99;1968;48;1920;5239;158;5081;2,7;3,3;2,6;–;–;–;4;99;2692;24;2668;7383;142;7241;2,742570579;5,916666667;2,714017991;–;–;–;4;80;2807;78;2729;7937;516;7421;2,827573922;6,615384615;2,719311103;–;–;–
9571136;      Dinkelsbühl, GKSt;28;1111;84681;18127;66554;181204;26625;154579;2,1;1,5;2,3;–;–;–;28;1128;91626;18491;73135;190416;27730;162686;2,1;1,5;2,2;–;–;–;27;1338;56462;7638;48824;128347;12248;116099;2,3;1,6;2,4;–;–;–;28;1347;64964;7320;57644;146611;15578;131033;2,3;2,1;2,3;–;–;–;31;1310;112617;15549;97068;249242;25362;223880;2,213182734;1,631101679;2,306424362;–;–;–;32;1425;129231;18762;110469;303166;31327;271839;2,345923192;1,669704722;2,4607718;–;–;–
9571137;      Dombühl, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571139;      Dürrwangen, M;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571141;      Ehingen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571145;      Feuchtwangen, St;17;795;39289;3686;35603;83642;6492;77150;2,1;1,8;2,2;810;12471;15,4;17;820;42173;3645;38528;89125;5999;83126;2,1;1,6;2,2;721;11393;15,8;14;721;21606;1180;20426;52122;2018;50104;2,4;1,7;2,5;681;9286;13,6;15;726;20620;1568;19052;49923;3045;46878;2,4;1,9;2,5;564;9238;16,4;14;682;30647;2503;28144;69941;3783;66158;2,282148334;1,511386336;2,350696418;943;9279;9,8;14;684;36941;3611;33330;80047;5208;74839;2,16688774;1,442259762;2,245394539;922;10214;11,1
9571146;      Flachslanden, M;4;56;1456;14;1442;4028;51;3977;2,8;3,6;2,8;–;–;–;4;56;1453;14;1439;4022;96;3926;2,8;6,9;2,7;–;–;–;3;.;718;13;705;1981;51;1930;2,8;3,9;2,7;–;–;–;3;.;398;12;386;1175;16;1159;3;1,3;3;–;–;–;3;.;781;19;762;1942;19;1923;2,486555698;1;2,523622047;–;–;–;3;.;583;32;551;1228;44;1184;2,106346484;1,375;2,148820327;–;–;–
9571152;      Gebsattel;4;180;10532;5561;4971;18571;6491;12080;1,8;1,2;2,4;–;–;–;4;185;9727;3841;5886;17652;4730;12922;1,8;1,2;2,2;–;–;–;4;185;2725;396;2329;7413;637;6776;2,7;1,6;2,9;–;–;–;4;185;3386;775;2611;8706;1340;7366;2,6;1,7;2,8;–;–;–;4;185;5516;1849;3667;14244;4274;9970;2,582306019;2,31151974;2,718843741;–;–;–;4;185;5982;1596;4386;12882;2435;10447;2,153460381;1,525689223;2,381896945;–;–;–
9571154;      Gerolfingen;4;189;12269;44;12225;26560;111;26449;2,2;2,5;2,2;–;–;–;4;189;12958;14;12944;28802;26;28776;2,2;1,9;2,2;–;–;–;4;199;4494;2;4492;11658;10;11648;2,6;5;2,6;–;–;–;4;192;4791;3;4788;13019;15;13004;2,7;5;2,7;–;–;–;4;192;9798;4;9794;24084;10;24074;2,458052664;2,5;2,458035532;–;–;–;4;192;10909;0;10909;25391;0;25391;2,327527729;#DIV/0!;2,327527729;–;–;–
9571155;      Geslau;3;45;961;6;955;6050;65;5985;6,3;10,8;6,3;–;–;–;3;45;853;4;849;5822;20;5802;6,8;5;6,8;–;–;–;3;45;569;5;564;4649;22;4627;8,2;4,4;8,2;–;–;–;4;43;19155;573;18582;67584;1250;66334;3,5;2,2;3,6;–;–;–;4;43;26831;835;25996;89135;2012;87123;3,32209012;2,409580838;3,351400215;–;–;–;3;.;30702;1207;29495;99436;2782;96654;3,238746661;2,304888152;3,276962197;–;–;–
9571165;      Heilsbronn, St;3;126;8216;299;7917;16326;1230;15096;2;4,1;1,9;–;–;–;3;126;8644;258;8386;17367;1299;16068;2;5;1,9;–;–;–;4;152;3943;307;3636;9805;2453;7352;2,5;8;2;–;–;–;4;152;3690;246;3444;10246;2419;7827;2,8;9,8;2,3;–;–;–;6;217;8814;760;8054;21016;4150;16866;2,384388473;5,460526316;2,094114726;–;–;–;7;233;10359;765;9594;23868;5522;18346;2,304083406;7,218300654;1,912236815;–;–;–
9571166;      Herrieden, St;5;249;22605;3881;18724;57441;4940;52501;2,5;1,3;2,8;–;–;–;5;364;21841;2639;19202;61852;3348;58504;2,8;1,3;3;–;–;–;5;388;12618;1178;11440;39445;1545;37900;3,1;1,3;3,3;–;–;–;5;388;14364;726;13638;44633;1112;43521;3,1;1,5;3,2;–;–;–;7;404;23292;2326;20966;59609;2837;56772;2,559204877;1,219690456;2,707812649;–;–;–;7;404;26481;3131;23350;68271;4062;64209;2,578112609;1,29734909;2,749850107;–;–;–
9571169;      Insingen;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571170;      Langfurth;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571171;      Lehrberg, M;4;75;4409;403;4006;8474;779;7695;1,9;1,9;1,9;–;–;–;4;75;4190;416;3774;8049;619;7430;1,9;1,5;2;–;–;–;4;73;1984;136;1848;4514;273;4241;2,3;2;2,3;–;–;–;3;55;1268;59;1209;3372;222;3150;2,7;3,8;2,6;–;–;–;3;43;943;84;859;2646;326;2320;2,805938494;3,880952381;2,700814901;–;–;–;3;43;1147;74;1073;2931;198;2733;2,555361813;2,675675676;2,547064306;–;–;–
9571174;      Leutershausen, St;5;148;5622;839;4783;15783;2549;13234;2,8;3;2,8;–;–;–;5;148;5474;758;4716;15217;2597;12620;2,8;3,4;2,7;–;–;–;5;141;2402;117;2285;10497;930;9567;4,4;7,9;4,2;–;–;–;5;141;2256;130;2126;10493;1329;9164;4,7;10,2;4,3;–;–;–;5;141;3193;255;2938;10857;908;9949;3,400250548;3,560784314;3,386317223;–;–;–;5;141;3846;369;3477;13844;1607;12237;3,599583983;4,35501355;3,519413287;–;–;–
9571175;      Lichtenau, M;3;39;1206;245;961;2463;530;1933;2;2,2;2;–;–;–;3;35;1169;320;849;2001;437;1564;1,7;1,4;1,8;–;–;–;3;35;637;145;492;1246;271;975;2;1,9;2;–;–;–;3;37;647;121;526;1269;139;1130;2;1,1;2,1;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571177;      Merkendorf, St;3;55;907;61;846;4691;443;4248;5,2;7,3;5;–;–;–;3;58;968;126;842;4554;744;3810;4,7;5,9;4,5;–;–;–;3;55;685;34;651;3441;282;3159;5;8,3;4,9;–;–;–;3;55;1912;31;1881;6708;198;6510;3,5;6,4;3,5;–;–;–;4;51;7178;29;7149;17976;382;17594;2,504318752;13,17241379;2,461043503;–;–;–;4;51;7855;34;7821;18228;231;17997;2,320560153;6,794117647;2,30111239;–;–;–
9571178;      Mitteleschenbach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571179;      Mönchsroth;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571180;      Neuendettelsau;7;310;20518;2760;17758;39103;4961;34142;1,9;1,8;1,9;–;–;–;7;310;19292;2651;16641;35364;4000;31364;1,8;1,5;1,9;–;–;–;6;231;8377;723;7654;17851;1777;16074;2,1;2,5;2,1;–;–;–;6;293;9328;891;8437;22235;3044;19191;2,4;3,4;2,3;–;–;–;5;320;14036;1124;12912;27946;2529;25417;1,991023083;2,25;1,968478934;–;–;–;5;284;15589;1386;14203;29528;2889;26639;1,894156136;2,084415584;1,875589664;–;–;–
9571181;      Neusitz;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;3;47;3053;992;2061;6098;2182;3916;1,997379627;2,199596774;1,90004852;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571183;      Oberdachstetten;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;.;4529;1200;3329;14667;6133;8534;3,238463237;5,110833333;2,563532592;–;–;–;3;.;4438;1056;3382;14009;6322;7687;3,156602073;5,986742424;2,272915435;–;–;–
9571188;      Ohrenbach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571189;      Ornbau, St;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571190;      Petersaurach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571192;      Röckingen;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571193;      Rothenburg ob der Tauber, GKSt;64;2886;382571;211884;170687;564146;280872;283274;1,5;1,3;1,7;–;–;–;61;2827;375193;207178;168015;561347;275310;286037;1,5;1,3;1,7;–;–;–;57;2582;145564;36622;108942;238303;50592;187711;1,6;1,4;1,7;–;–;–;56;2406;150060;33932;116128;260156;51067;209089;1,7;1,5;1,8;–;–;–;59;2717;285413;103922;181491;466129;152710;313419;1,633173682;1,469467485;1,726912078;–;–;–;60;2835;338376;143460;194916;532300;204935;327365;1,573102111;1,42851666;1,679518357;–;–;–
9571194;      Rügland;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571196;      Sachsen b.Ansbach;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571198;      Schillingsfürst, St;2;.;.;.;.;.;.;.;.;.;.;521;1539;3;2;.;.;.;.;.;.;.;.;.;.;591;1145;1,9;2;.;.;.;.;.;.;.;.;.;.;505;1301;2,6;3;.;4532;983;3549;8040;1345;6695;1,8;1,4;1,9;384;1209;3,1;4;50;6633;1684;4949;11558;2693;8865;1,742499623;1,599168646;1,791270964;320;790;2,5;4;50;7801;2435;5366;13574;4139;9435;1,740033329;1,699794661;1,758292956;280;530;1,9
9571199;      Schnelldorf;3;196;5616;2521;3095;9011;3913;5098;1,6;1,6;1,6;–;–;–;3;196;5991;2570;3421;9412;3761;5651;1,6;1,5;1,7;–;–;–;3;190;2202;674;1528;3690;917;2773;1,7;1,4;1,8;–;–;–;2;.;3115;793;2322;5631;1120;4511;1,8;1,4;1,9;–;–;–;3;201;4474;1582;2892;7542;2106;5436;1,68573983;1,331226296;1,87966805;–;–;–;3;173;6923;1607;5316;12943;1997;10946;1,869565217;1,242688239;2,059066968;–;–;–
9571200;      Schopfloch, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571205;      Steinsfeld;5;166;17448;5526;11922;25592;7294;18298;1,5;1,3;1,5;–;–;–;5;167;17047;5249;11798;25081;6934;18147;1,5;1,3;1,5;–;–;–;5;173;8329;1712;6617;13715;2175;11540;1,6;1,3;1,7;–;–;–;5;173;9152;1787;7365;14853;2487;12366;1,6;1,4;1,7;–;–;–;5;167;16458;4771;11687;26071;6604;19467;1,584092842;1,384196185;1,665696928;–;–;–;5;164;14857;3757;11100;28052;6329;21723;1,88813354;1,684588768;1,957027027;–;–;–
9571208;      Unterschwaningen;4;42;2707;12;2695;7270;177;7093;2,7;14,8;2,6;–;–;–;4;42;3178;–;3178;9875;–;9875;3,1;–;3,1;–;–;–;4;42;2473;–;2473;8109;–;8109;3,3;–;3,3;–;–;–;4;42;2635;2;2633;8312;2;8310;3,2;1;3,2;–;–;–;4;44;3202;2;3200;9531;4;9527;2,976577139;2;2,9771875;–;–;–;4;52;4013;7;4006;11822;21;11801;2,945925741;3;2,945831253;–;–;–
9571214;      Wassertrüdingen, St;3;111;5596;1269;4327;9763;1557;8206;1,7;1,2;1,9;–;–;–;3;114;5528;1097;4431;9611;1454;8157;1,7;1,3;1,8;–;–;–;1;.;1644;97;1547;3279;164;3115;2;1,7;2;–;–;–;2;.;1686;102;1584;3462;239;3223;2,1;2,3;2;–;–;–;4;112;3388;206;3182;7582;546;7036;2,237898465;2,650485437;2,211187932;–;–;–;4;156;4522;638;3884;9076;1353;7723;2,007076515;2,120689655;1,988414006;–;–;–
9571216;      Weidenbach, M;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;3;96;4053;295;3758;13154;497;12657;3,245497163;1,684745763;3,368014902;–;–;–;3;96;4950;316;4634;14339;519;13820;2,896767677;1,642405063;2,982304704;–;–;–
9571217;      Weihenzell;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571218;      Weiltingen, M;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9571222;      Wettringen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571223;      Wieseth;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571224;      Wilburgstetten;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571225;      Windelsbach;6;121;7790;1389;6401;16035;2352;13683;2,1;1,7;2,1;–;–;–;6;121;7774;1280;6494;15740;2003;13737;2;1,6;2,1;–;–;–;6;130;4535;423;4112;10025;680;9345;2,2;1,6;2,3;–;–;–;6;130;4400;450;3950;10477;968;9509;2,4;2,2;2,4;–;–;–;6;130;6604;1085;5519;12796;1259;11537;1,937613568;1,160368664;2,09041493;–;–;–;6;132;7444;1327;6117;13755;2127;11628;1,847796883;1,602863602;1,900931829;–;–;–
9571226;      Windsbach, St;5;114;5712;489;5223;12402;2108;10294;2,2;4,3;2;–;–;–;5;115;5012;331;4681;11848;1606;10242;2,4;4,9;2,2;–;–;–;6;132;2989;133;2856;8868;2705;6163;3;20,3;2,2;–;–;–;6;132;3077;168;2909;10092;2602;7490;3,3;15,5;2,6;–;–;–;7;137;4149;348;3801;12092;2502;9590;2,914437214;7,189655172;2,523020258;–;–;–;6;120;4693;398;4295;13185;1395;11790;2,809503516;3,505025126;2,745052386;–;–;–
9571227;      Wittelshofen;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571228;      Wörnitz;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9571229;      Wolframs-Eschenbach, St;5;124;14226;1441;12785;27432;2611;24821;1,9;1,8;1,9;175;1021;5,8;5;159;15233;1768;13465;28938;2966;25972;1,9;1,7;1,9;145;941;6,5;5;159;10992;315;10677;23290;835;22455;2,1;2,7;2,1;139;815;5,9;5;157;9667;240;9427;20339;488;19851;2,1;2;2,1;188;968;5,1;5;157;15004;912;14092;29978;1643;28335;1,998000533;1,801535088;2,010715299;261;1427;5,5;5;157;15790;1143;14647;30369;1824;28545;1,92330589;1,595800525;1,948863248;306;1460;4,8
9571444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9572111;      Adelsdorf;4;155;15482;2092;13390;23615;2814;20801;1,5;1,3;1,6;–;–;–;4;153;13366;2093;11273;20212;2948;17264;1,5;1,4;1,5;–;–;–;4;153;7161;897;6264;11545;1171;10374;1,6;1,3;1,7;–;–;–;4;181;7771;960;6811;13488;1337;12151;1,7;1,4;1,8;–;–;–;4;181;13638;2757;10881;21036;3330;17706;1,542454905;1,207834603;1,627240143;–;–;–;4;197;16242;2859;13383;24792;3666;21126;1,526413003;1,282266527;1,578569827;–;–;–
9572114;      Aurachtal;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9572115;      Baiersdorf, St;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9572119;      Bubenreuth;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9572120;      Buckenhof;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9572121;      Eckental, M;3;.;2724;503;2221;7465;1414;6051;2,7;2,8;2,7;–;–;–;3;.;3161;505;2656;7759;1448;6311;2,5;2,9;2,4;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9572126;      Gremsdorf;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–;2;.;.;.;.;.;.;.;.;.;.;–;–;–
9572127;      Großenseebach;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9572130;      Hemhofen;–;–;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
9572131;      Heroldsberg, M;3;115;9131;1189;7942;16582;2272;14310;1,8;1,9;1,8;–;–;–;3;114;8275;749;7526;15217;1177;14040;1,8;1,6;1,9;–;–;–;3;114;3868;288;3580;7452;465;6987;1,9;1,6;2;–;–;–;3;113;4254;325;3929;8662;578;8084;2;1,8;2,1;–;–;–;3;100;5483;678;4805;10992;1010;9982;2,00474193;1,489675516;2,077419355;–;–;–;1;.;.;.;.;.;.;.;.;.;.;–;–;–
