Volkszählung am 25. Mai 1987, Zensus am 9. Mai 2011 und 15. Mai 2022;;;;;;;;;;;;;;;;;;;
;Gemeinden (einschl. gemeindefreie Gebiete);;;;;;;;;;;;;;;;;;
;;25.05.1987;;;;;;09.05.2011;;;;;;15.05.2022;;;;;
;;Bevölkerung;Bevölkerung;;;Privathaushalte;Einpersonenhaushalte;Bevölkerung;Bevölkerung;;;Privathaushalte;Einpersonenhaushalte;Bevölkerung;Bevölkerung;;;Privathaushalte;Einpersonenhaushalte
;;;Religionszugehörigkeit;;Nationalität;;;;Religionszugehörigkeit;;Nationalität;;;;Religionszugehörigkeit;;Nationalität;;
;;;Römisch-katholische Kirche;Evangelische Kirche (einschließlich Freikirchen);Ausländer;;;;Römisch-katholische Kirche;Evangelische Kirche (einschließlich Freikirchen);Ausländer;;;;Römisch-katholische Kirche;Evangelische Kirche (einschließlich Freikirchen);Ausländer;;
;;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9186137;Manching, M;9235;7194;1584;399;3500;717;11220;6.588;1.868;823;4.949;1.527;12785;5672;1509;2467;5652;2074
9186139;Münchsmünster;2312;1955;283;22;812;147;2795;2.012;346;78;1.155;280;3088;1842;344;276;1311;390
9186143;Pfaffenhofen a.d.Ilm, St;17801;14542;1918;754;6922;1755;23603;14.018;2.792;1.883;10.696;3.710;25700;12063;2364;3708;12087;5047
9186144;Pörnbach;1485;1364;79;13;507;90;2031;1.586;156;56;762;147;2148;1388;140;192;865;212
9186146;Reichertshausen;3837;3072;518;87;1380;276;4895;3.092;574;159;1.931;439;5119;2608;436;511;2152;616
9186147;Reichertshofen, M;5624;4755;498;248;2008;365;7477;4.949;820;477;3.032;713;8144;4335;776;843;3442;1051
9186149;Rohrbach;3461;3028;254;106;1200;191;5600;3.585;637;277;2.247;533;5967;3118;601;667;2507;755
9186151;Scheyern;3468;3110;254;41;1241;279;4617;3.289;383;138;1.861;504;4654;2821;342;262;2070;691
9186152;Schweitenkirchen;3586;3079;305;77;1071;133;4831;3.333;387;221;1.885;426;5455;3013;343;773;2279;686
9186158;Vohburg a.d.Donau, St;5863;5160;471;118;2078;387;7245;5.158;700;408;2.831;624;8630;5037;727;1084;3595;1083
9186162;Wolnzach, M;7752;6957;431;231;2690;508;10744;7.183;1.057;590;4.210;1.136;11449;6481;909;1354;4880;1703
9187113;Amerang;2727;2506;141;51;854;156;3536;2.771;240;82;1.392;374;3634;2518;178;192;1616;556
9187114;Aschau i.Chiemgau;3889;3027;594;141;1654;524;5443;3.362;727;348;3.096;1.159;5195;2613;565;468;3026;1393
9187116;Babensham;2349;2195;70;31;664;99;2883;2.439;145;53;1.009;216;3034;2275;133;181;1115;294
9187117;Bad Aibling, St;12583;9325;1949;706;5333;1785;17023;9.441;2.627;1.265;7.693;2.917;17993;7879;2041;2788;8631;3980
9187118;Bernau a.Chiemsee;4859;3433;940;189;1972;608;6617;3.761;939;538;2.857;981;6611;3161;713;953;3022;1278
9187120;Brannenburg;4672;3486;799;178;1937;592;5602;3.483;702;312;2.373;789;6506;3256;749;613;2937;1154
9187121;Breitbrunn a.Chiemsee;1260;968;189;37;493;131;1546;964;199;52;781;252;1529;766;160;124;822;320
9187122;Bruckmühl, M;12196;9313;1853;618;4613;1064;15720;9.351;2.204;1.070;6.504;1.796;16440;7818;1763;1768;7350;2560
9187123;Chiemsee;431;381;41;22;74;14;251;182;18;44;83;25;191;117;16;32;77;19
9187124;Edling;3067;2645;254;89;1065;195;4174;2.915;404;197;1.680;453;4404;2555;357;424;1850;630
9187125;Eggstätt;1889;1602;189;66;690;173;2780;1.818;287;175;1.225;382;2867;1490;277;254;1360;526
9187126;Eiselfing;2429;2264;94;26;716;104;2868;2.384;156;74;1.051;242;3224;2315;155;227;1255;361
9187128;Bad Endorf, M;5059;4201;539;172;1971;621;7886;4.626;1.171;597;3.523;1.275;8201;4092;906;1022;3795;1624
9187129;Bad Feilnbach;5328;4501;577;101;1988;555;7524;5.154;794;303;3.274;1.081;8154;4843;665;708;3665;1461
9187130;Feldkirchen-Westerham;8190;5661;1623;415;2900;598;10260;6.012;1.418;727;4.182;1.121;10616;5244;1119;1281;4639;1608
9187131;Flintsbach a.Inn;2154;1820;244;55;821;210;2873;2.021;269;125;1.186;354;2908;1704;225;218;1287;460
9187132;Frasdorf;2382;2097;190;63;810;189;2908;2.193;206;133;1.198;332;3016;2039;184;201;1278;424
9187134;Griesstätt;1902;1701;130;39;584;116;2554;1.944;209;72;961;228;2831;1793;180;237;1155;368
9187137;Großkarolinenfeld;5207;4176;744;123;1966;438;6916;4.402;1.080;278;2.859;764;7323;3815;892;591;3170;1034
9187138;Gstadt a.Chiemsee;1013;746;189;27;346;98;1158;740;109;93;591;224;1128;593;85;129;610;293
9187139;Halfing;2005;1801;119;49;680;147;2633;1.928;192;98;1.038;288;2739;1662;143;291;1139;416
9187142;Schechen;3489;3101;257;61;1194;244;4522;3.384;380;157;1.762;430;5223;3219;374;423;2111;609
9187145;Höslwang;934;841;42;14;269;51;1205;950;71;22;470;128;1237;862;95;64;520;184
9187148;Kiefersfelden;5575;4330;894;349;2385;705;6553;3.810;928;669;3.002;1.086;6468;3073;693;949;3093;1339
9187150;Kolbermoor, St;13835;10235;1951;1269;5488;1408;17666;9.381;2.380;1.939;7.694;2.470;18380;7371;1958;2817;8518;3301
9187154;Neubeuern, M;3358;2687;454;102;1149;239;4231;2.882;507;163;1.635;407;4058;2383;325;343;1708;582
9187156;Nußdorf a.Inn;2001;1651;236;82;740;180;2594;1.888;257;98;1.099;328;2524;1587;208;189;1125;436
9187157;Oberaudorf;4373;3244;824;172;2010;740;4746;3.031;641;337;2.614;1.083;4979;2620;517;630;2645;1224
9187159;Pfaffing;3051;2590;244;74;954;142;3856;2.816;290;183;1.444;313;4032;2521;269;353;1627;465
9187162;Prien a.Chiemsee, M;8682;6144;1654;460;3917;1453;9902;5.276;1.810;709;5.162;2.201;10736;4534;1524;1396;5546;2758
9187163;Prutting;1769;1585;125;17;607;137;2534;1.862;193;61;1.011;273;2860;1728;174;140;1202;367
9187164;Ramerberg;1050;909;58;50;346;60;1334;1.018;80;28;489;111;1365;934;84;70;577;189
9187165;Raubling;8894;7273;1121;298;3567;914;11073;7.463;1.249;544;4.757;1.431;10958;6051;1001;955;5022;1889
9187167;Riedering;4336;3686;458;68;1484;300;5437;3.963;500;194;2.208;612;5470;3432;362;382;2397;874
9187168;Rimsting;2847;2114;497;67;1114;332;3681;2.265;546;159;1.700;630;3692;2004;431;249;1731;750
9187169;Rohrdorf;4266;3596;431;149;1583;392;5400;3.850;526;279;2.228;644;5783;3453;439;457;2562;942
9187170;Rott a.Inn;3000;2695;195;53;1057;225;3674;2.820;241;76;1.476;396;4061;2654;256;270;1767;645
9187172;Samerberg;1981;1673;203;26;644;159;2610;1.915;216;93;1.092;333;2763;1784;166;193;1214;472
9187173;Schonstett;1006;937;44;14;280;60;1256;942;87;29;447;96;1423;911;94;90;554;166
9187174;Söchtenau;2039;1805;142;24;644;114;2577;1.990;178;75;1.015;261;2635;1784;166;143;1141;377
9187176;Soyen;2304;2051;154;22;721;135;2695;2.070;189;53;1.038;281;2914;1908;166;196;1146;329
9187177;Stephanskirchen;8909;6872;1337;325;3726;1094;9841;6.117;1.271;563;4.447;1.479;10013;4802;1114;1066;4800;2016
9187179;Tuntenhausen;4454;3989;283;92;1377;239;6875;5.021;548;247;2.473;534;6996;4371;438;570;2885;911
9187181;Vogtareuth;2192;1963;138;25;710;125;3061;2.320;211;120;1.172;314;3074;1949;163;328;1329;484
9187182;Wasserburg a.Inn, St;9067;7326;931;716;3647;1297;12127;6.561;1.603;1.247;5.488;2.262;12127;5458;1267;2019;5769;2769
9187186;Albaching;1101;1037;34;8;323;38;1652;1.302;90;45;565;111;1744;1233;96;91;707;210
9187444;Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9188113;Berg;6381;3899;1534;406;2494;675;7896;3.561;1.346;615;3.403;1.075;8206;2960;1081;1151;3603;1320
9188117;Andechs;2682;2059;358;116;988;258;3284;2.008;355;307;1.379;400;3780;1856;330;509;1602;555
9188118;Feldafing;3647;1970;1066;304;1615;584;4203;1.721;885;415;1.822;615;4302;1349;676;664;1986;844
9188120;Gauting;17561;9716;4996;1445;7725;2598;19294;7.813;3.959;1.991;8.704;2.929;21583;6813;3447;3764;9525;3543
9188121;Gilching;12913;8097;2928;708;5350;1409;17061;7.501;2.849;1.594;7.769;2.659;18987;6443;2410;3033;8538;3252
9188124;Herrsching a.Ammersee;7898;4598;1892;532;3473;1180;9994;3.887;1.743;1.053;4.781;1.960;11066;3503;1419;1785;5300;2366
9188126;Inning a.Ammersee;3191;2183;591;153;1326;373;4280;2.094;661;374;1.941;607;4806;1859;602;627;2167;751
9188127;Krailling;7346;4121;2002;518;3088;926;7421;3.050;1.591;676;3.365;1.118;7874;2484;1329;1270;3533;1391
9188132;Seefeld;5820;3568;1351;366;2298;597;7042;3.155;1.223;548;3.385;924;7569;2733;992;1064;4055;1817
9188137;Pöcking;5272;3083;1394;245;2093;574;5405;2.429;1.076;401;2.453;750;5474;1978;859;727;2582;996
9188139;Starnberg, St;19411;11440;5075;1378;8894;3243;22165;9.315;4.043;2.437;10.429;4.134;24168;8013;3286;4120;11606;5190
9188141;Tutzing;8847;5602;2241;342;3527;1027;9197;4.368;1.917;631;4.238;1.412;9949;3877;1601;1307;4699;1965
9188144;Weßling;4118;2711;882;159;1641;446;5124;2.532;843;340;2.201;623;5474;2087;758;706;2422;870
9188145;Wörthsee;3802;2195;973;157;1594;433;4767;2.154;886;247;2.126;632;5087;1789;782;476;2244;799
9188444;Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9189111;Altenmarkt a.d.Alz;3151;2775;238;100;1223;323;4206;3.063;384;211;1.742;531;4025;2468;316;312;1840;675
9189113;Bergen;3542;2829;461;74;1418;369;4782;3.062;542;177;2.379;834;4594;2466;437;381;2279;997
9189114;Chieming;3685;2972;488;109;1339;337;4674;3.101;506;198;2.199;791;4595;2509;383;392;2305;987
9189115;Engelsberg;1847;1675;111;85;584;99;2616;1.940;240;148;932;205;2371;1664;179;99;993;304
9189118;Fridolfing;3326;3085;165;57;1048;179;4093;3.199;329;163;1.540;371;4341;2853;315;343;1809;616
9189119;Grabenstätt;3145;2625;354;79;1185;329;4185;2.916;445;168;1.813;567;4283;2518;379;288;1951;741
9189120;Grassau, M;5383;4111;787;503;2178;602;6291;3.876;808;602;2.991;1.032;6752;3399;658;883;3356;1526
9189124;Inzell;3736;3080;478;127;1434;394;4470;3.280;467;211;2.035;664;4305;2541;381;446;2077;832
9189126;Kienberg;1115;1011;70;19;353;59;1366;1.070;83;29;528;128;1314;931;69;59;540;164
9189127;Kirchanschöring;2577;2414;113;37;860;167;3091;2.627;149;109;1.168;268;3342;2492;124;233;1335;393
9189129;Marquartstein;2665;1959;486;105;1109;439;3181;1.834;548;160;1.586;604;2991;1444;359;288;1527;716
9189130;Nußdorf;1768;1568;153;74;590;140;2438;1.781;220;84;971;269;2336;1523;161;121;1024;367
9189133;Obing;3226;2934;192;49;1107;262;3959;3.081;249;117;1.570;439;4243;2862;203;349;1831;658
9189134;Palling;2905;2718;134;28;923;164;3358;2.842;156;109;1.209;262;3406;2471;172;191;1369;444
9189135;Petting;1891;1794;54;17;554;82;2300;2.012;69;67;833;193;2228;1718;74;101;893;263
9189137;Pittenhart;1320;1218;58;14;400;84;1638;1.305;105;27;662;198;1842;1235;101;109;778;280
9189139;Reit im Winkl;2632;2277;276;117;1082;359;2367;1.725;221;204;1.343;489;1938;1140;114;355;1113;497
9189140;Ruhpolding;6116;4776;895;197;2455;731;6389;4.218;783;397;3.005;1.092;6101;3376;616;810;3025;1344
9189141;Schleching;1494;1211;206;26;574;157;1665;1.144;202;48;993;326;1668;989;152;131;1007;418
9189142;Schnaitsee;3020;2775;162;44;953;168;3502;2.847;175;96;1.337;331;3573;2582;170;236;1492;516
9189143;Seeon-Seebruck;3426;2903;350;73;1271;305;4519;3.259;438;184;2.126;713;4406;2729;339;321;2207;915
9189145;Siegsdorf;7219;5993;843;151;2794;760;8099;5.694;826;331;3.795;1.283;8014;4784;649;673;3809;1595
9189146;Staudach-Egerndach;1046;875;124;21;393;88;1123;844;96;41;498;148;1128;730;86;58;547;234
9189148;Surberg;2823;2500;212;51;971;186;3143;2.349;263;103;1.279;330;3271;2095;277;136;1388;431
9189149;Tacherting;4388;3990;278;61;1547;313;5509;4.089;511;155;2.170;520;5649;3670;422;404;2407;766
9189150;Taching a.See;1657;1513;87;35;533;102;1939;1.547;112;57;736;172;2003;1408;88;120;834;267
9189152;Tittmoning, St;4947;4462;317;121;1801;477;5830;4.377;481;290;2.258;639;5782;3741;397;521;2485;915
9189154;Traunreut, St;19278;13481;4232;1879;7592;2146;19941;11.178;4.151;2.133;9.237;3.366;20125;9310;3047;4014;9383;3978
9189155;Traunstein, GKSt;17349;13876;2451;467;7596;2750;18635;11.425;2.561;1.331;9.175;3.895;20248;9834;2121;3006;10063;4768
9189157;Trostberg, St;10251;8747;989;330;4311;1342;11201;7.430;1.457;668;5.126;1.897;11231;6127;1068;1469;5392;2400
9189159;Übersee;3787;3051;522;65;1509;434;4824;3.333;547;157;2.189;687;4942;2807;478;231;2344;922
9189160;Unterwössen;2752;2232;363;74;1168;340;3434;2.365;401;152;1.885;627;3386;1912;308;294;1810;805
9189161;Vachendorf;1481;1253;155;15;531;121;1843;1.363;173;32;765;190;1766;1208;123;46;802;272
9189162;Waging a.See, M;5317;4762;367;118;1884;437;6431;5.038;408;224;2.706;843;6690;4587;384;557;3094;1249
9189165;Wonneberg;1143;1100;30;5;330;46;1467;1.274;54;26;528;123;1556;1233;46;65;600;167
9189444;Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9190111;Altenstadt;2870;2239;447;143;1061;247;3228;2.234;367;184;1.362;389;3284;1947;300;332;1518;566
9190113;Antdorf;927;791;81;14;284;45;1180;785;117;40;463;114;1291;765;108;72;559;187
9190114;Bernbeuren;1820;1657;129;5;619;134;2360;1.844;196;32;927;241;2435;1665;169;120;1032;326
9190115;Bernried am Starnberger See;1630;1023;409;81;743;316;2123;1.027;414;141;988;362;2438;860;341;356;1143;464
9190117;Böbing;1396;1270;75;13;460;112;1764;1.340;115;39;684;199;1866;1296;112;86;780;243
9190118;Burggen;1298;1201;61;7;441;83;1681;1.333;150;32;649;148;1685;1247;105;51;705;221
9190120;Eberfing;872;769;72;13;277;42;1329;953;122;31;498;115;1502;953;105;82;613;181
9190121;Eglfing;726;587;83;18;250;50;963;690;88;22;390;101;1138;711;97;66;473;151
9190126;Habach;723;624;53;12;243;44;1086;735;103;46;410;96;1130;658;82;60;455;119
9190129;Hohenfurch;1274;1111;130;14;451;99;1509;1.199;128;31;577;117;1744;1208;126;86;715;182
9190130;Hohenpeißenberg;3231;2750;347;39;1315;321;3779;2.530;399;104;1.680;472;3845;2144;336;184;1808;631
9190131;Huglfing;1864;1556;193;54;678;140;2563;1.672;274;96;1.031;246;2864;1514;291;178;1227;395
9190132;Iffeldorf;1942;1434;303;79;777;180;2493;1.355;388;123;1.138;322;2730;1176;333;192;1252;427
9190133;Ingenried;687;633;47;7;228;39;928;733;63;17;352;83;1068;735;53;57;433;106
9190135;Oberhausen;1503;1199;209;16;540;109;2038;1.340;265;52;812;179;2120;1160;228;92;915;258
9190136;Obersöchering;1064;980;57;17;331;57;1484;1.160;73;35;567;144;1582;1092;87;69;650;210
9190138;Pähl;1676;1267;242;41;589;113;2247;1.354;295;97;957;268;2461;1294;221;180;1070;339
9190139;Peißenberg, M;10675;8756;1095;486;4420;1266;12335;7.842;1.482;738;5.422;1.785;12826;6543;1350;1372;5848;2224
9190140;Peiting, M;10319;8317;1351;278;3609;852;11390;7.694;1.359;467;4.797;1.679;11575;6706;1207;971;5210;2177
9190141;Penzberg, St;12949;8787;2466;638;5382;1508;16003;7.197;2.718;1.329;7.490;2.795;16663;5669;2241;2274;7891;3212
9190142;Polling;2629;2137;337;61;955;206;3254;2.167;361;108;1.345;355;3563;1978;370;221;1566;557
9190143;Prem;818;724;60;27;289;67;858;678;48;31;362;96;923;685;50;52;427;156
9190144;Raisting;1541;1292;176;13;528;102;2187;1.473;241;68;899;245;2344;1342;221;120;1034;339
9190145;Rottenbuch;1551;1421;71;20;517;125;1743;1.415;100;33;698;197;1854;1319;104;140;773;266
9190148;Schongau, St;10182;7310;1660;1084;4502;1521;11643;6.251;1.563;1.515;5.434;2.187;12318;5260;1325;2317;5874;2607
9190149;Schwabbruck;714;654;47;8;248;50;935;771;57;10;359;89;966;742;46;44;395;137
9190151;Schwabsoien;1072;993;51;11;374;82;1303;1.067;81;33;523;142;1424;1012;84;71;607;199
9190152;Seeshaupt;2545;1739;536;71;1114;355;2988;1.551;569;161;1.427;515;3226;1311;503;367;1599;676
9190153;Sindelsdorf;783;658;90;10;280;69;1066;666;150;31;445;131;1213;657;150;58;532;164
9190154;Steingaden;2443;2167;157;91;888;233;2699;2.194;180;93;1.074;288;2957;2089;165;227;1196;389
9190157;Weilheim i.OB, St;17294;12135;3276;978;7607;2622;21149;10.761;3.853;1.732;10.061;3.941;22720;9024;3273;2927;10889;4703
9190158;Wessobrunn;1761;1602;99;19;569;117;2126;1.592;152;60;829;218;2213;1397;150;139;937;286
9190159;Wielenbach;2571;2041;382;40;901;166;3077;2.008;366;81;1.233;308;3318;1810;354;172;1459;458
9190160;Wildsteig;1024;956;50;7;313;56;1250;1.080;49;22;464;113;1312;1042;62;49;522;142
9271111;Aholming;1882;1793;84;4;588;85;2251;1.937;126;32;867;181;2319;1745;136;87;985;259
9271113;Auerbach;1783;1699;54;2;564;92;2070;1.803;78;28;822;204;2155;1703;58;114;896;275
9271114;Außernzell;1261;1180;62;4;385;50;1383;1.231;43;24;521;119;1468;1187;38;57;620;166
9271116;Bernried;4072;3696;254;25;1409;278;4769;3.931;249;84;1.936;422;4756;3506;230;248;2136;711
9271118;Buchhofen;926;891;26;3;278;30;894;833;30;3;332;68;939;758;31;46;391;106
9271119;Deggendorf, GKSt;28560;23598;3327;1009;12265;4191;31491;20.051;4.462;2.256;15.616;6.585;33563;16748;3550;6172;18384;9931
9271122;Grafling;2524;2350;109;17;833;125;2762;2.363;133;27;1.136;262;2695;2010;115;117;1172;361
9271123;Grattersdorf;1365;1279;58;12;417;55;1275;1.088;77;12;518;126;1314;1019;66;46;573;175
9271125;Hengersberg, M;6150;5409;510;180;2140;497;7059;5.234;569;439;2.861;763;7741;5142;532;771;3401;1216
9271126;Hunding;1117;1075;28;1;358;59;1151;1.039;35;10;465;105;1139;956;27;27;481;130
9271127;Iggensbach;1900;1781;86;13;625;100;2045;1.702;99;88;786;184;2137;1650;89;82;901;277
9271128;Künzing;2895;2745;110;19;924;127;3118;2.738;106;36;1.230;269;3190;2546;102;124;1338;356
9271130;Lalling;1393;1285;77;10;455;71;1550;1.280;76;19;642;156;1601;1176;64;79;713;220
9271132;Metten, M;3680;3189;343;102;1325;309;4141;3.114;392;196;1.815;549;4218;2688;341;342;1992;716
9271135;Moos;1851;1755;78;10;645;120;2164;1.904;100;38;870;207;2332;1802;92;159;985;280
9271138;Niederalteich;1509;1386;57;63;509;101;1805;1.451;139;64;730;181;1801;1293;109;96;780;237
9271139;Oberpöring;1014;983;25;5;324;44;1175;1.020;43;21;435;81;1212;944;31;63;499;121
9271140;Offenberg;2726;2561;116;18;955;170;3245;2.730;173;37;1.318;300;3347;2512;166;165;1398;373
9271141;Osterhofen, St;10428;9664;602;153;3664;772;11506;9.524;821;263;4.715;1.345;11967;8452;748;981;5184;1709
9271143;Otzing;1504;1409;85;12;509;74;1913;1.503;247;46;704;138;1981;1288;246;105;800;186
9271146;Plattling, St;10404;9138;908;275;4323;1255;12206;8.270;1.801;815;5.573;2.080;12962;7018;1601;2275;6233;2621
9271148;Schaufling;1209;1144;49;7;390;63;1469;1.288;46;32;570;134;1499;1166;42;51;633;185
9271149;Schöllnach, M;4344;4047;230;24;1415;248;4822;4.161;241;72;1.924;473;4764;3665;198;233;2100;739
9271151;Stephansposching;2515;2383;103;12;915;186;3017;2.625;178;41;1.198;268;3128;2307;196;173;1358;397
9271152;Wallerfing;1183;1154;18;8;346;34;1365;1.216;50;15;485;79;1246;1010;35;49;514;135
9271153;Winzer, M;3241;3049;135;36;1085;181;3808;3.293;162;69;1.500;320;3757;2891;135;165;1636;520
9272116;Eppenschlag;890;856;19;4;301;52;1000;902;35;8;389;85;949;788;33;13;390;113
9272118;Freyung, St;7124;6582;395;108;2750;720;6877;5.792;428;216;3.127;1.119;7049;5188;346;707;3400;1402
9272119;Fürsteneck;813;794;6;–;252;25;892;823;23;12;328;59;813;715;11;16;336;83
9272120;Grafenau, St;8093;7541;389;106;3105;849;8361;6.870;477;351;3.597;1.146;8016;5950;410;625;3765;1502
9272121;Grainet;2112;2078;15;3;675;109;2386;2.213;62;18;921;220;2423;2026;56;101;975;269
9272122;Haidmühle;1526;1436;60;14;580;164;1330;1.178;48;30;617;198;1368;1040;38;146;690;280
9272126;Hinterschmiding;2107;2022;52;2;703;120;2520;2.287;77;42;941;191;2473;2111;66;109;1038;307
9272127;Hohenau;3288;3184;49;7;1072;172;3357;3.056;70;28;1.279;308;3212;2810;63;53;1392;437
9272128;Innernzell;1542;1489;19;23;488;92;1624;1.465;40;17;635;147;1541;1268;44;72;635;178
9272129;Jandelsbrunn;3118;3010;53;12;973;135;3336;3.131;55;37;1.244;271;3233;2743;59;86;1373;431
9272134;Mauth;2478;2431;35;6;892;156;2317;2.112;56;28;1.009;246;2141;1752;49;90;1013;372
9272136;Neureichenau;4182;3975;133;37;1334;201;4307;3.862;130;58;1.719;466;4198;3457;110;170;1810;622
9272138;Perlesreut, M;2686;2580;62;10;901;172;2789;2.507;68;26;1.103;269;2840;2324;47;154;1174;347
9272139;Philippsreut;715;694;15;5;254;51;705;639;28;13;303;66;640;507;21;35;289;87
9272140;Ringelai;1813;1738;46;10;575;101;1966;1.789;43;34;745;180;1878;1533;39;65;754;218
9272141;Röhrnbach, M;4145;4011;75;16;1377;252;4468;3.957;116;110;1.723;419;4296;3487;104;263;1847;594
9272142;Saldenburg;1982;1873;83;12;702;126;1928;1.657;95;22;815;216;2012;1598;86;60;868;244
9272143;Sankt Oswald-Riedlhütte;3103;2973;83;10;1197;236;2971;2.705;79;28;1.321;375;2892;2348;79;113;1372;478
9272145;Schöfweg;1174;1109;42;5;385;61;1291;1.102;49;24;633;186;1311;965;41;76;638;249
9272146;Neuschönau;2169;2077;54;2;777;150;2269;2.059;65;24;941;252;2180;1841;57;40;973;320
9272147;Schönberg, M;3663;3375;200;27;1371;312;3897;3.311;217;66;1.674;499;3845;2916;184;206;1738;627
9272149;Spiegelau;4064;3783;213;36;1673;427;3922;3.315;232;73;1.820;581;3733;2762;184;261;1820;693
9272150;Thurmansbang;2159;1947;156;8;783;173;2308;1.965;128;39;1.041;280;2619;1803;118;330;1207;439
9272151;Waldkirchen, St;9448;8996;347;100;3292;759;10225;8.951;486;185;4.337;1.366;11118;8412;434;828;5017;1887
9272152;Zenting;1170;1117;37;4;415;95;1126;943;74;21;476;124;1137;818;73;56;510;172
9272444;Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9273111;Abensberg, St;9244;7990;864;256;3408;787;12766;8.843;1.261;910;5.156;1.484;14815;8258;1170;2193;6211;2044
9273113;Aiglsbach;1331;1242;45;12;367;40;1661;1.369;71;22;573;111;1859;1302;81;137;725;188
9273115;Attenhofen;1055;997;32;18;319;47;1329;1.113;62;22;457;83;1427;1058;41;115;554;123
9273116;Bad Abbach, M;6560;5557;787;75;2571;673;11439;7.405;1.631;396;5.176;1.687;12383;6728;1347;1326;5808;2240
9273119;Biburg;939;825;73;13;288;38;1197;933;100;56;462;99;1397;902;94;136;577;158
9273121;Essing, M;970;871;65;20;364;74;970;783;58;21;454;140;1118;775;66;84;504;174
9273125;Hausen;1720;1600;61;24;515;70;2034;1.721;91;28;752;137;2198;1643;121;97;846;166
9273127;Herrngiersdorf;1010;962;33;1;311;53;1175;1.014;62;24;414;69;1361;1029;64;138;486;83
9273133;Ihrlerstein;3583;3164;301;34;1272;192;4118;3.140;328;76;1.709;405;4158;2743;281;234;1819;545
9273137;Kelheim, St;14701;11958;1866;627;5804;1516;15340;10.184;1.826;1.107;6.793;2.199;16664;8986;1560;2551;7573;2845
9273139;Kirchdorf;735;712;16;2;196;19;871;719;48;18;321;68;928;670;38;87;370;106
9273141;Langquaid, M;3777;3412;237;91;1289;256;5250;3.985;465;181;2.022;433;5871;3752;430;635;2389;662
9273147;Mainburg, St;10657;8755;691;1142;3798;903;14028;8.514;938;1.921;5.671;1.668;15068;7328;792;3064;6405;2249
9273152;Neustadt a.d.Donau, St;9811;8380;936;252;3441;674;12673;8.393;1.644;729;5.385;1.648;14229;7722;1445;2631;6305;2279
9273159;Painten, M;1878;1802;45;14;583;80;2187;1.953;90;38;842;192;2259;1854;88;98;907;252
9273163;Elsendorf;1616;1495;61;35;489;70;1985;1.590;105;85;728;156;2118;1474;92;222;824;231
9273164;Riedenburg, St;4878;4468;284;39;1650;369;5445;4.147;543;119;2.323;665;6058;3933;505;629;2621;941
9273165;Rohr i.NB, M;2956;2721;173;28;921;171;3222;2.603;236;109;1.197;262;3436;2440;220;272;1320;313
9273166;Saal a.d.Donau;5216;4496;596;55;1880;379;5263;3.936;563;186;2.277;685;5470;3374;464;539;2387;852
9273172;Siegenburg, M;2384;2155;141;49;846;173;3457;2.543;273;193;1.306;316;4068;2474;263;585;1610;447
9273175;Teugn;1220;1158;47;6;388;50;1597;1.311;82;15;620;126;1731;1240;94;65;697;167
9273177;Train;1347;1244;68;23;422;61;1788;1.441;109;49;668;129;2010;1405;82;145;759;175
9273178;Volkenschwand;1384;1264;47;41;424;63;1641;1.321;79;36;613;118;1801;1198;71;161;715;187
9273181;Wildenberg;1068;972;59;22;344;74;1316;1.068;58;32;503;95;1410;992;55;102;584;162
9273444;Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9274111;Adlkofen;3090;2755;229;21;1019;150;3807;2.945;266;128;1.495;338;4371;2804;242;472;1896;613
9274112;Aham;1781;1632;117;3;569;97;1909;1.634;108;29;724;140;1920;1461;98;108;767;191
9274113;Altdorf, M;9185;7543;1186;290;3504;803;10896;6.949;1.560;761;4.660;1.275;11082;5691;1195;1662;4993;1709
9274114;Altfraunhofen;1363;1227;82;10;431;56;2062;1.556;172;52;794;185;2492;1553;166;222;985;279
9274118;Baierbach;606;563;11;2;173;24;779;637;31;10;291;79;764;546;27;40;321;98
9274119;Bayerbach b.Ergoldsbach;1349;1281;35;6;448;84;1727;1.445;70;15;661;142;1948;1409;94;120;786;224
9274120;Bodenkirchen;4476;4027;237;136;1445;263;5238;4.181;280;190;2.019;444;5334;3780;268;332;2228;696
9274121;Buch a.Erlbach;2378;2089;189;24;758;108;3461;2.494;273;116;1.331;313;3846;2201;252;295;1622;485
9274124;Eching;2093;1834;169;43;675;77;3715;2.507;300;213;1.445;315;4122;2292;251;382;1732;476
9274126;Ergolding, M;9201;7598;1245;246;3545;781;11514;7.846;1.373;646;5.156;1.676;12961;6996;1261;1693;5893;2134
9274127;Ergoldsbach, M;6189;5677;405;80;2191;469;7384;5.652;546;269;2.972;796;8161;5102;492;1000;3523;1214
