;;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;;;;;;;;;;;;
;;2017;2017;2017;2017;2017;2017;2017;2017;2018;2018;2018;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2020;2020;2020
;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land
;;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm
9374155;      Schlammersdorf;3;3;6;6;69;69;11,72;11,72;4;4;13;13;109;109;8,25;8,25;2;2;2;2;.;.;.;.;1;1;0;0;.;.;.;.
9374156;      Schwarzenbach;1;1;2;2;.;.;.;.;5;5;5;5;182;182;38,75;38,75;2;2;2;2;.;.;.;.;1;–;0;–;.;–;.;–
9374157;      Speinshart;3;3;1;1;45;45;35,79;35,79;5;5;6;6;251;251;44,39;44,39;11;11;14;14;423;423;30,13;30,13;9;9;8;8;361;361;45,99;45,99
9374158;      Störnstein;4;4;3;3;210;210;75,05;75,05;1;1;1;1;.;.;.;.;8;8;7;7;633;633;86,38;86,38;3;3;3;3;145;145;54,37;54,37
9374159;      Tännesberg, M;11;9;18;11;237;.;13,48;.;4;3;16;4;277;.;16,95;.;5;1;3;2;73;.;23,16;.;10;9;9;8;230;.;26;.
9374160;      Theisseil;7;7;5;5;480;480;88,77;88,77;11;11;8;8;715;715;89,15;89,15;2;2;1;1;.;.;.;.;2;2;2;2;.;.;.;.
9374162;      Vohenstrauß, St;21;19;18;14;966;.;52,58;.;37;33;57;31;2274;1784;40,05;58,12;33;32;61;60;1728;.;28,13;.;38;35;36;30;2208;2045;61,45;68,19
9374163;      Vorbach;2;2;1;1;.;.;.;.;8;5;8;4;116;50;14,3;13,48;3;2;3;2;80;.;31,16;.;11;11;9;9;383;383;43,81;43,81
9374164;      Waidhaus, M;7;3;20;2;253;61;12,64;28,96;15;14;10;7;346;.;35,21;.;12;11;14;10;332;.;23,5;.;5;5;4;4;127;127;31,11;31,11
9374165;      Waldthurn, M;2;2;1;1;.;.;.;.;3;3;4;4;86;86;21,62;21,62;–;–;–;–;–;–;–;–;21;21;14;14;820;820;57,4;57,4
9374166;      Weiherhammer;30;28;25;19;1422;.;58;.;14;12;13;9;641;.;49,63;.;18;18;16;16;817;817;49,57;49,57;11;9;171;7;1993;.;11,69;.
9374168;      Windischeschenbach, St;18;17;15;12;913;.;59,52;.;28;21;62;28;1851;1156;29,69;40,89;16;15;15;12;771;.;52,86;.;14;11;40;10;1162;498;29,13;51,33
9374170;      Bechtsrieth;4;4;3;3;192;192;64,85;64,85;7;7;11;11;676;676;61,54;61,54;11;11;9;9;884;884;97,17;97,17;6;6;9;9;516;516;57,74;57,74
9374444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9375113;      Alteglofsheim;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;2;2;1;1;.;.;.;.
9375114;      Altenthann;1;1;1;1;.;.;.;.;1;–;0;–;.;–;.;–;–;–;–;–;–;–;–;–;2;2;3;3;.;.;.;.
9375115;      Aufhausen;17;15;12;11;1168;.;97,63;.;3;3;3;3;384;384;112,17;112,17;18;18;14;14;1908;1908;138,93;138,93;4;3;3;2;419;.;160,9;.
9375116;      Bach a.d.Donau;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;2;2;1;1;.;.;.;.
9375117;      Barbing;5;5;4;4;749;749;204,09;204,09;15;13;11;9;1511;.;132,3;.;80;77;64;44;17572;16816;273,39;378,54;9;7;17;5;2768;.;161,22;.
9375118;      Beratzhausen, M;3;3;3;3;97;97;34,62;34,62;4;3;12;4;520;.;44,39;.;37;34;308;288;3759;3682;12,19;12,8;7;7;4;4;536;536;128,52;128,52
9375119;      Bernhardswald;9;3;72;4;1373;629;19,15;160,62;7;6;20;7;1057;.;53,53;.;32;22;54;14;4589;3095;85,03;220,81;19;14;10;8;1995;1986;196,36;241,51
9375120;      Brennberg;4;4;4;4;379;379;94,06;94,06;13;12;9;8;1257;.;144,29;.;10;9;8;7;954;.;122,95;.;3;3;3;3;387;387;127,39;127,39
9375122;      Brunn;1;–;3;–;.;–;.;–;7;5;46;2;1328;.;28,78;.;2;2;1;1;.;.;.;.;8;6;16;4;812;.;51,54;.
9375127;      Deuerling;2;2;2;2;.;.;.;.;3;3;2;2;177;177;97,73;97,73;–;–;–;–;–;–;–;–;2;–;17;–;.;–;.;–
9375130;      Donaustauf, M;3;3;10;10;2133;2133;209,81;209,81;3;3;2;2;536;536;273,42;273,42;6;6;5;5;2170;2170;475,71;475,71;2;2;1;1;.;.;.;.
9375131;      Duggendorf;5;4;20;18;742;.;36,37;.;9;9;13;13;983;983;76,81;76,81;15;13;14;11;1324;.;91,33;.;7;7;7;7;704;704;96,28;96,28
9375143;      Hagelstadt;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;2;2;.;.;.;.;–;–;–;–;–;–;–;–
9375148;      Hemau, St;55;52;43;36;3606;3328;84,81;93,73;15;15;12;12;973;973;80,28;80,28;7;6;15;9;996;.;68,07;.;60;45;105;34;8460;4177;80,45;123,51
9375153;      Holzheim a.Forst;2;2;1;1;.;.;.;.;4;4;2;2;464;464;205,75;205,75;11;10;12;5;1668;.;133,92;.;10;9;8;6;1497;.;195,48;.
9375156;      Kallmünz, M;23;21;22;15;1861;.;84,95;.;4;4;4;4;525;525;131,95;131,95;6;6;3;3;500;500;145,49;145,49;2;2;1;1;.;.;.;.
9375161;      Köfering;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.;9;4;52;2;6295;242;121,57;157,3
9375162;      Laaber, M;28;22;25;17;2461;2097;97,54;124,85;16;15;11;10;1281;.;118,65;.;20;20;12;12;1238;1238;102,75;102,75;8;5;13;4;874;549;66,01;129,32
9375165;      Lappersdorf, M;5;5;3;3;963;963;349,81;349,81;10;9;9;6;2844;.;307,89;.;8;8;5;5;2713;2713;515,47;515,47;5;5;2;2;1176;1176;496,24;496,24
9375170;      Mintraching;6;4;9;2;620;.;71,66;.;5;1;18;1;1389;.;77,62;.;24;24;16;16;3287;3287;209,05;209,05;23;22;14;13;3553;.;255,21;.
9375171;      Mötzing;15;15;11;11;1142;1142;104,8;104,8;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;–;–;–;–;–;–;–;–
9375174;      Neutraubling, St;6;3;3;1;647;342;206,11;255,43;9;9;23;23;5330;5330;234,47;234,47;56;54;675;665;16875;.;24,99;.;10;5;26;3;4824;1485;184,63;452,85
9375175;      Nittendorf, M;48;47;36;35;7622;.;211,83;.;15;14;24;19;3764;.;155,7;.;11;6;11;7;1888;1555;178,04;224,4;8;3;11;5;1275;899;116,76;190,7
9375179;      Obertraubling;22;21;17;16;3974;.;232,02;.;8;6;24;17;6055;.;248,42;.;9;8;13;8;2985;.;229,04;.;12;10;23;6;2635;.;115,46;.
9375180;      Pentling;16;16;9;9;2042;2042;239,48;239,48;30;28;20;18;7698;.;385,94;.;2;2;1;1;.;.;.;.;8;5;13;5;3502;2171;279,43;455,88
9375181;      Pettendorf;50;48;37;36;8333;.;225,02;.;11;8;7;5;1897;1691;257,37;312,64;2;1;2;1;.;.;.;.;1;1;1;1;.;.;.;.
9375182;      Pfakofen;13;13;8;8;841;841;103,12;103,12;13;12;10;8;1031;.;101,81;.;3;2;4;2;330;.;91,69;.;5;2;6;1;449;.;69,45;.
9375183;      Pfatter;14;14;10;10;1451;1451;148,3;148,3;12;10;12;8;1363;.;110,42;.;3;3;3;3;471;471;174,36;174,36;1;1;1;1;.;.;.;.
9375184;      Pielenhofen;30;30;17;17;3286;3286;190,35;190,35;6;6;4;4;785;785;214,19;214,19;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.
9375190;      Regenstauf, M;13;8;26;6;2183;1189;85,06;203,61;6;4;7;5;1347;.;191,89;.;11;6;18;12;2365;1725;127,84;147,75;57;50;33;27;7405;7037;226,39;257,1
9375191;      Riekofen;1;–;1;–;.;–;.;–;1;1;1;1;.;.;.;.;1;1;2;2;.;.;.;.;7;7;5;5;576;576;110,8;110,8
9375196;      Schierling, M;12;7;21;7;1411;588;66,46;87,7;10;7;13;7;1674;1267;129,55;173,55;29;25;33;20;4103;3613;123,95;181,7;13;8;9;6;1119;990;122,96;175,3
9375199;      Sinzing;18;12;16;9;2455;1809;148,81;208,6;10;4;29;5;2686;547;93,8;103,33;12;5;13;5;2043;1471;160,66;268,69;6;6;10;10;2584;2584;251,48;251,48
9375201;      Sünching;11;11;7;7;927;927;135,61;135,61;11;11;7;7;846;846;128,06;128,06;6;6;4;4;529;529;117,9;117,9;2;1;1;1;.;.;.;.
9375204;      Tegernheim;24;24;9;9;5034;5034;567,93;567,93;15;14;12;8;4183;.;362,77;.;15;15;7;7;3068;3068;433,4;433,4;4;4;2;2;1064;1064;475,04;475,04
9375205;      Thalmassing;2;2;1;1;.;.;.;.;11;11;8;8;941;941;120,79;120,79;7;4;4;2;335;272;86,25;112,14;8;–;12;–;642;–;52,86;–
9375208;      Wenzenbach;21;18;35;25;7706;7104;221,29;288,91;13;10;18;16;5078;4961;277,96;316,15;31;26;59;19;3505;3464;59,39;184,36;18;17;11;9;4896;.;449,87;.
9375209;      Wiesent;1;1;3;3;.;.;.;.;–;–;–;–;–;–;–;–;7;7;6;6;1135;1135;200,34;200,34;7;7;5;5;1007;1007;222,72;222,72
9375210;      Wörth a.d.Donau, St;11;6;38;4;2337;480;62,3;107,76;7;6;6;4;443;.;75,02;.;8;3;20;2;1546;146;78,61;67,36;21;6;101;3;6543;571;64,78;172,29
9375211;      Wolfsegg;9;2;12;1;944;.;79,82;.;6;5;4;3;537;.;130,73;.;3;3;2;2;435;435;229,85;229,85;2;1;6;1;.;.;.;.
9375213;      Zeitlarn;6;6;4;4;997;997;279,23;279,23;5;1;13;1;686;.;51,83;.;3;3;2;2;1032;1032;537,68;537,68;4;1;6;1;387;.;65,84;.
9375444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9376112;      Altendorf;5;3;3;2;128;.;37,92;.;–;–;–;–;–;–;–;–;6;6;5;5;213;213;47,37;47,37;1;–;0;–;.;–;.;–
9376116;      Bodenwöhr;13;8;65;11;1401;786;21,67;69,98;21;19;47;33;1965;.;41,56;.;17;16;18;14;1158;.;64,45;.;10;9;11;7;1086;.;96,51;.
9376117;      Bruck i.d.OPf., M;10;9;18;18;641;.;34,68;.;10;9;12;9;610;.;49,45;.;11;6;14;4;588;298;43,21;69,68;4;2;3;2;176;.;67,85;.
9376119;      Burglengenfeld, St;59;54;48;43;8170;7885;169,44;184,02;34;28;50;38;6494;5897;129,77;154,88;66;55;79;50;11958;9788;152,19;195,35;28;16;50;16;6256;3757;126,3;241,29
9376122;      Dieterskirchen;4;2;1;1;53;.;40,34;.;2;2;1;1;.;.;.;.;8;8;7;7;343;343;47,74;47,74;6;6;5;5;287;287;54,25;54,25
9376125;      Fensterbach;10;9;11;8;523;.;49,62;.;12;11;13;9;670;.;51,27;.;16;15;17;15;969;.;57,19;.;7;5;9;3;260;.;28,35;.
9376131;      Gleiritsch;5;5;4;4;84;84;22,66;22,66;10;2;16;3;117;.;7,54;.;1;1;2;2;.;.;.;.;–;–;–;–;–;–;–;–
9376133;      Guteneck;3;2;4;2;130;.;34,02;.;4;3;4;2;153;.;35,29;.;6;6;7;7;173;173;24,45;24,45;–;–;–;–;–;–;–;–
9376141;      Maxhütte-Haidhof, St;51;46;51;35;5947;5671;117,71;161,17;29;25;26;19;2916;2775;112,12;149,06;22;18;22;20;3146;2965;146,32;147,68;8;7;11;8;998;.;94,95;.
9376144;      Nabburg, St;18;11;13;9;507;493;38,38;55;18;10;27;10;1324;617;49,84;59,72;51;49;46;36;4167;.;90,52;.;17;11;54;9;3599;1030;66,98;120,78
9376146;      Neukirchen-Balbini, M;10;10;12;12;387;387;31;31;1;1;1;1;.;.;.;.;5;5;4;4;171;171;43,44;43,44;2;1;149;1;.;.;.;.
9376147;      Neunburg vorm Wald, St;28;24;34;27;1755;1560;51,96;58,84;24;18;47;19;1660;1304;35,56;69,06;23;12;57;10;1263;689;22;66,41;36;36;32;32;2568;2568;81,53;81,53
9376148;      Niedermurach;2;2;3;3;.;.;.;.;4;4;4;4;113;113;30,01;30,01;5;5;3;3;103;103;30,42;30,42;3;3;3;3;118;118;45,96;45,96
9376149;      Nittenau, St;36;32;47;30;2938;2568;62,44;84,8;34;29;31;24;2410;2288;77,82;94,34;19;17;19;17;1876;.;96,44;.;16;13;59;11;4751;1035;80,26;95,24
9376150;      Wernberg-Köblitz, M;25;18;95;18;3345;1521;35,1;84,83;21;11;49;12;2174;795;44,53;66,03;16;12;30;12;1659;1053;55,55;88,06;18;12;30;12;1923;1301;63,57;105,55
9376151;      Oberviechtach, St;13;10;24;11;1444;409;59,11;36,51;8;6;22;5;501;.;23,15;.;7;6;17;5;355;.;20,71;.;15;15;26;26;1223;1223;46,6;46,6
9376153;      Pfreimd, St;15;13;22;16;1257;.;56,56;.;21;20;27;21;1528;.;57,67;.;21;20;17;16;1577;.;92,98;.;15;13;18;16;1140;.;64,6;.
9376159;      Schmidgaden;39;35;40;26;1976;1580;49,78;60,54;33;23;90;17;2832;1081;31,31;62,52;13;8;19;7;776;430;41,36;58,28;24;21;32;17;1564;1101;48,94;65,48
9376160;      Schönsee, St;3;2;8;1;115;.;14,46;.;6;5;4;4;152;.;38,7;.;6;6;8;8;119;119;14,4;14,4;6;6;6;6;213;213;33,19;33,19
9376161;      Schwandorf, GKSt;62;50;124;52;8600;5562;69,32;107,12;70;54;166;50;10718;5687;64,63;112,97;40;28;58;25;3891;2691;66,58;107,28;48;39;80;39;7325;6001;91,9;154,9
9376162;      Schwarzach b.Nabburg;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;7;6;6;5;191;.;33,12;.
9376163;      Schwarzenfeld, M;17;16;13;12;929;.;70,38;.;18;15;21;15;1606;1479;77,22;98,44;22;9;80;6;2866;705;35,91;111,31;16;14;18;15;2254;.;122,7;.
9376164;      Schwarzhofen, M;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.;10;4;5;3;127;112;24,95;37,22;4;4;2;2;85;85;35,16;35,16
9376167;      Stadlern;1;1;1;1;.;.;.;.;6;6;5;5;88;88;16,7;16,7;–;–;–;–;–;–;–;–;2;2;1;1;.;.;.;.
9376168;      Steinberg am See;2;1;2;1;.;.;.;.;51;51;36;36;5707;5707;157,2;157,2;8;8;5;5;692;692;134,94;134,94;4;4;9;9;1863;1863;204,19;204,19
9376169;      Stulln;4;3;2;2;150;.;61,71;.;1;–;4;–;.;–;.;–;4;3;23;3;408;.;17,76;.;15;15;10;10;906;906;87,62;87,62
9376170;      Teublitz, St;37;35;56;30;4130;.;73,52;.;29;28;51;39;5349;.;105,05;.;42;42;31;31;5701;5701;181,09;181,09;33;33;20;20;3792;3792;187,18;187,18
9376171;      Teunz;3;3;4;4;107;107;26,66;26,66;3;3;7;7;160;160;23,89;23,89;16;16;15;15;900;900;60,84;60,84;4;4;4;4;167;167;41,77;41,77
9376172;      Thanstein;4;1;2;1;25;.;11,75;.;5;2;5;2;59;.;11,8;.;1;1;1;1;.;.;.;.;3;3;3;3;58;58;22,68;22,68
9376173;      Trausnitz;9;8;9;9;232;.;26,76;.;5;5;14;14;192;192;13,29;13,29;4;4;3;3;124;124;39,99;39,99;1;1;1;1;.;.;.;.
9376175;      Wackersdorf;24;16;73;11;3901;1012;53,78;95,08;13;9;56;6;2945;694;52,4;117,52;49;47;59;30;5272;.;89,19;.;21;18;75;12;4897;2270;65,65;190,42
9376176;      Weiding;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.;2;2;2;2;.;.;.;.
9376178;      Winklarn, M;8;4;7;3;109;85;16,37;26,08;3;3;2;2;26;26;12,33;12,33;6;4;3;3;77;.;24,14;.;8;7;9;8;229;.;24,52;.
9376444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377112;      Bärnau, St;4;4;3;3;95;95;28,67;28,67;13;12;11;9;291;.;27,5;.;2;2;2;2;.;.;.;.;11;8;9;7;322;311;34,17;46,65
9377113;      Brand;1;1;1;1;.;.;.;.;6;6;5;5;145;145;31,81;31,81;4;4;4;4;184;184;47,55;47,55;6;6;5;5;79;79;16,33;16,33
9377115;      Ebnath;4;4;4;4;106;106;28,36;28,36;2;2;3;3;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377116;      Erbendorf, St;22;16;35;16;961;705;27,4;45,34;18;13;93;9;666;493;7,19;52,64;28;17;109;14;1015;774;9,29;54,47;14;10;27;19;811;607;29,54;31,53
9377117;      Falkenberg, M;1;1;1;1;.;.;.;.;–;–;–;–;–;–;–;–;4;3;3;2;48;.;16,81;.;3;2;4;2;69;.;16,07;.
9377118;      Friedenfels;1;–;5;–;.;–;.;–;2;2;1;1;.;.;.;.;7;4;5;3;160;155;34,83;44,82;10;10;8;8;261;261;33,11;33,11
9377119;      Fuchsmühl, M;1;1;1;1;.;.;.;.;4;4;4;4;136;136;33,53;33,53;3;2;3;1;54;.;19,28;.;10;6;8;4;214;169;27,58;42,51
9377127;      Immenreuth;1;1;1;1;.;.;.;.;7;6;9;4;311;.;35,52;.;2;2;2;2;.;.;.;.;10;10;8;8;503;503;63,95;63,95
9377128;      Kastl;17;16;15;15;693;.;45,58;.;7;7;5;5;225;225;41,95;41,95;7;7;6;6;321;321;50,97;50,97;5;5;4;4;169;169;39,75;39,75
9377129;      Kemnath, St;22;19;21;18;1215;1115;58,05;63,67;13;11;76;26;2038;.;26,78;.;13;12;19;15;632;.;32,81;.;14;12;11;10;711;.;67,27;.
9377131;      Konnersreuth, M;4;4;2;2;86;86;35,04;35,04;7;7;6;6;272;272;44,27;44,27;6;6;5;5;260;260;47,58;47,58;15;14;15;15;651;.;43,39;.
9377132;      Krummennaab;5;4;8;3;68;.;8,72;.;4;4;4;4;149;149;40,89;40,89;2;2;2;2;.;.;.;.;9;9;8;8;415;415;51,15;51,15
9377133;      Kulmain;4;4;4;4;187;187;44,39;44,39;6;5;4;4;174;.;41,13;.;19;12;14;10;382;349;27,12;34,67;16;11;13;12;484;480;37,43;41,36
9377137;      Leonberg;3;3;4;4;115;115;27,36;27,36;1;1;1;1;.;.;.;.;2;2;6;6;.;.;.;.;2;2;2;2;.;.;.;.
9377139;      Mähring, M;8;8;4;4;44;44;12,4;12,4;5;3;8;2;68;.;8,81;.;5;4;7;4;74;.;10,8;.;9;9;7;7;130;130;18,44;18,44
9377141;      Mitterteich, St;12;11;7;7;371;.;51,12;.;19;16;26;17;1012;874;38,82;51,43;27;24;45;21;1438;1174;31,72;55,65;17;13;27;12;971;615;35,94;53,01
9377142;      Neualbenreuth, M;10;5;8;4;118;104;15,42;27,01;4;3;3;2;122;.;43,72;.;16;8;10;8;300;286;29,97;36,94;6;3;11;3;148;128;13,54;44,93
9377143;      Neusorg;8;5;5;3;130;125;28,02;36,74;6;3;14;2;129;58;9,48;38,59;6;5;6;5;178;.;28,78;.;11;11;12;12;350;350;29,25;29,25
9377145;      Pechbrunn;1;1;1;1;.;.;.;.;4;4;4;4;196;196;55,94;55,94;2;2;2;2;.;.;.;.;1;1;1;1;.;.;.;.
9377146;      Plößberg, M;4;3;9;4;130;.;15,09;.;5;3;19;3;298;.;15,62;.;10;8;13;9;477;.;35,93;.;21;8;39;6;507;365;12,89;60,1
9377148;      Pullenreuth;12;2;7;2;70;.;10,25;.;9;–;5;–;14;–;2,75;–;2;2;2;2;.;.;.;.;2;–;0;–;.;–;.;–
9377149;      Reuth b.Erbendorf;4;3;9;5;175;.;20,52;.;2;2;1;1;.;.;.;.;8;7;24;6;418;.;17,47;.;5;3;6;2;123;.;19,16;.
9377154;      Tirschenreuth, St;42;36;35;30;1970;1936;56,6;63,68;27;19;37;12;1577;1053;43,02;85,3;15;8;21;8;695;463;32,67;59,93;14;11;18;9;979;759;53,56;83,73
9377157;      Waldershof, St;6;3;45;2;776;112;17,06;55,55;25;22;83;17;2566;1389;31,08;83,31;12;11;9;8;747;.;83,09;.;4;4;3;3;267;267;83,5;83,5
9377158;      Waldsassen, St;20;11;44;12;968;492;22,03;41,67;11;11;18;18;879;879;47,77;47,77;20;18;21;18;885;.;41,66;.;22;11;20;10;920;772;45,81;76,12
9377159;      Wiesau, M;8;3;18;2;327;172;18,42;76,52;8;6;36;4;802;.;22,24;.;4;3;1;1;56;.;46,17;.;15;15;14;14;1012;1012;74,16;74,16
9377444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9471111;      Altendorf;5;4;3;3;470;.;149,01;.;8;7;9;8;1169;.;126,01;.;9;9;7;7;951;951;127,36;127,36;2;2;1;1;.;.;.;.
9471115;      Baunach, St;6;6;4;4;552;552;127,89;127,89;13;12;22;21;1285;.;58,95;.;25;22;23;19;2409;2255;103,71;120,87;29;27;27;23;2737;.;100,52;.
9471117;      Bischberg;7;7;6;6;727;727;130,9;130,9;9;9;7;7;1645;1645;243,42;243,42;9;9;7;7;1457;1457;217,85;217,85;3;3;2;2;606;606;272,96;272,96
9471119;      Breitengüßbach;2;2;2;2;.;.;.;.;5;2;13;1;507;.;37,84;.;13;12;8;8;821;.;98,16;.;3;3;2;2;381;381;196,15;196,15
9471120;      Burgebrach, M;16;15;20;13;1443;.;72,11;.;35;28;59;27;3889;2691;66,35;100,56;20;20;23;23;1654;1654;71,28;71,28;19;15;20;10;1808;1224;89,93;117
9471122;      Burgwindheim, M;3;2;6;1;219;.;35;.;6;5;4;3;152;.;39,04;.;6;6;4;4;236;236;55,52;55,52;3;2;2;1;79;.;38,16;.
9471123;      Buttenheim, M;6;3;15;2;1058;372;69,95;176,05;8;8;7;7;848;848;127,19;127,19;7;4;27;3;624;405;23,18;144,11;8;5;7;3;634;425;94,93;145,55
9471128;      Ebrach, M;4;3;8;3;102;.;12,42;.;4;3;10;2;187;.;19,09;.;5;5;6;6;197;197;33,77;33,77;15;14;12;11;478;.;40,7;.
9471131;      Frensdorf;28;21;15;13;1703;1685;113,72;131,83;16;11;7;5;613;610;92,5;121,66;11;11;9;9;966;966;111,14;111,14;13;12;18;10;1209;.;68,38;.
9471133;      Gerach;4;4;5;5;159;159;33,32;33,32;5;4;12;7;563;.;45,51;.;2;2;1;1;.;.;.;.;22;19;16;15;1320;1317;84,1;87,82
9471137;      Gundelsheim;22;22;41;41;2550;2550;62,1;62,1;38;37;25;25;4428;.;175;.;6;6;3;3;560;560;163,98;163,98;4;4;3;3;824;824;253,93;253,93
9471140;      Hallstadt, St;19;15;27;18;4997;4083;186,08;232,04;14;9;21;6;3477;1852;163,68;304,18;16;14;15;11;3574;.;245,77;.;14;10;23;8;4115;2119;179,76;276,79
9471142;      Heiligenstadt i.OFr., M;12;5;13;9;324;318;24,66;34,22;9;8;13;7;468;.;35,37;.;18;18;17;17;1086;1086;62,62;62,62;14;11;19;11;792;755;42,55;70,77
9471145;      Hirschaid, M;24;20;26;13;2486;1621;97,28;121,31;12;10;11;8;1280;.;114,31;.;10;6;15;12;3197;2958;212,72;246,46;17;14;54;12;4978;2262;92,72;194,68
9471150;      Kemmern;5;2;10;1;362;.;37,74;.;6;3;11;2;496;339;46,48;200,83;4;1;11;0;166;.;15,81;.;5;5;2;2;541;541;219,46;219,46
9471151;      Königsfeld;3;1;1;1;27;.;21,16;.;2;2;1;1;.;.;.;.;1;1;1;1;.;.;.;.;2;1;14;2;.;.;.;.
9471152;      Lauter;7;7;5;5;320;320;60,05;60,05;2;2;1;1;.;.;.;.;1;1;1;1;.;.;.;.;18;18;12;12;994;994;79,68;79,68
9471154;      Lisberg;3;3;3;3;169;169;60,94;60,94;10;10;10;10;795;795;79,39;79,39;6;6;5;5;379;379;77,03;77,03;3;2;4;1;117;.;28,39;.
9471155;      Litzendorf;7;6;5;4;565;.;111,3;.;15;15;15;15;2096;2096;138,38;138,38;17;11;16;10;1489;1477;94,78;152,65;37;30;14;11;2807;2781;203,26;254,43
9471159;      Memmelsdorf;29;26;24;18;2995;2921;123,4;164,09;16;15;9;9;1433;.;161,68;.;15;13;36;36;5919;.;163,89;.;19;15;14;13;2336;2329;161,1;175,97
9471165;      Oberhaid;35;34;25;20;2896;.;114,72;.;8;8;4;4;571;571;128,58;128,58;7;7;6;6;524;524;85,23;85,23;2;2;1;1;.;.;.;.
9471169;      Pettstadt;7;6;6;4;558;.;100,62;.;3;3;2;2;420;420;182,11;182,11;5;5;3;3;478;478;143,29;143,29;7;7;5;5;880;880;183,77;183,77
9471172;      Pommersfelden;30;22;19;15;1357;1339;69,69;87,12;9;7;12;4;619;.;51,19;.;5;4;7;4;460;.;70,05;.;18;15;54;11;5781;1214;106,99;112,3
9471173;      Priesendorf;2;2;2;2;.;.;.;.;4;4;3;3;280;280;82,31;82,31;6;6;7;7;513;513;72,07;72,07;5;5;4;4;338;338;83,62;83,62
9471174;      Rattelsdorf, M;10;7;14;13;536;522;37,67;39,09;5;3;7;3;314;.;42,81;.;19;19;10;10;1262;1262;125,07;125,07;9;9;11;11;939;939;85,65;85,65
9471175;      Reckendorf;14;12;12;9;545;.;45,77;.;16;15;11;11;686;.;63,15;.;4;4;2;2;150;150;69,08;69,08;9;5;4;3;290;276;68,33;86,08
9471185;      Scheßlitz, St;20;13;61;10;3718;1034;61,26;106,96;28;18;39;16;2481;1552;63,84;99,55;17;15;20;14;1859;.;92,2;.;19;16;45;16;2017;1370;44,6;83,25
