;;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;Berichtsjahr;;;;;;;;;;;;
;;2017;2017;2017;2017;2017;2017;2017;2017;2018;2018;2018;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2020;2020;2020
;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;;Veräußerungsfälle;;Veräußerte Fläche;;Verkaufspreis;;Durchschnittlicher Kaufwert von Bauland, EUR je qm;
;;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land;Bauland insgesamt;baureifes Land
;;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm;Anzahl;Anzahl;1000 qm;1000 qm;Tsd. EUR;Tsd. EUR;EUR/qm;EUR/qm
9184148;      Unterhaching;8;7;10;6;11934;.;1198,19;.;12;10;14;7;18820;.;1301,36;.;9;7;37;11;45485;.;1232,15;.;13;12;8;7;15464;.;2008,61;.
9184149;      Unterschleißheim, St;11;10;11;9;9050;.;832,92;.;30;25;46;24;60637;32277;1325,71;1352,24;15;13;18;7;27997;.;1568,63;.;16;14;26;7;32082;.;1212,33;.
9184444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9185113;      Aresing;38;38;25;25;3966;3966;156,46;156,46;14;14;10;10;1667;1667;171,08;171,08;11;10;49;9;3067;.;62,08;.;6;6;5;5;902;902;176,89;176,89
9185116;      Berg im Gau;4;4;3;3;265;265;89,6;89,6;1;–;1;–;.;–;.;–;8;4;8;4;613;584;78,3;137,5;7;7;6;6;1089;1089;179,38;179,38
9185118;      Bergheim;9;9;6;6;1174;1174;200,92;200,92;13;13;9;9;2440;2440;265,3;265,3;3;2;4;2;.;.;.;.;10;8;11;6;2527;.;238,29;.
9185123;      Brunnen;15;12;21;11;2039;1583;96,89;139,29;5;4;5;4;965;.;179,37;.;17;16;14;13;2084;.;143,75;.;8;8;7;7;1332;1332;191,85;191,85
9185125;      Burgheim, M;8;5;8;3;337;281;40,21;85,54;6;4;9;5;443;.;49,33;.;4;4;3;3;211;211;74,48;74,48;39;39;29;29;4459;4459;155,84;155,84
9185127;      Ehekirchen;27;26;21;20;2883;.;137,11;.;6;6;4;4;662;662;150;150;14;10;14;11;1116;833;79,74;78,73;10;7;9;5;956;518;102,94;114,52
9185131;      Gachenbach;19;10;37;8;3201;1234;87,29;146,16;10;6;18;5;1876;956;104,28;174,34;8;7;5;4;900;.;194,35;.;8;8;7;7;1598;1598;231,9;231,9
9185139;      Karlshuld;15;9;16;6;1779;1097;109,94;170,63;9;6;10;5;1351;994;130,69;189,78;11;10;12;11;2556;.;212,96;.;17;17;12;12;3200;3200;262,67;262,67
9185140;      Karlskron;4;3;6;3;.;.;.;.;7;7;7;7;1618;1618;224;224;10;7;16;5;2554;1653;158,76;351,26;30;24;63;17;9052;5633;143,77;329,78
9185143;      Langenmosen;13;6;6;4;379;364;61,15;95,99;5;1;4;2;402;.;106,34;.;2;2;2;2;.;.;.;.;4;4;3;3;642;642;186,23;186,23
9185149;      Neuburg a.d.Donau, GKSt;54;42;63;29;11636;8397;186,11;291,08;37;33;39;27;8820;7788;224,28;291,07;16;14;18;12;5499;.;311,42;.;66;51;144;40;23613;14459;163,82;365,55
9185150;      Oberhausen;4;4;5;5;844;844;168,48;168,48;30;28;23;22;4981;.;220,21;.;26;24;23;23;4736;.;202,16;.;9;9;6;6;1434;1434;227,32;227,32
9185153;      Rennertshofen, M;43;42;31;30;2978;.;96,11;.;14;13;12;10;1144;.;94,1;.;12;10;29;17;2148;.;72,88;.;19;14;33;12;2479;1438;75,62;117,11
9185157;      Rohrenfels;5;4;4;4;679;.;176,39;.;19;17;17;13;2518;.;147,44;.;7;6;6;5;960;.;158,95;.;4;4;2;2;371;371;164,49;164,49
9185158;      Schrobenhausen, St;53;48;48;36;11409;10875;239,75;297,97;48;43;48;34;11960;11644;250,32;345,51;7;7;8;8;2964;2964;371,8;371,8;93;90;81;71;22446;21546;277,21;301,56
9185163;      Königsmoos;10;8;12;9;807;.;67,14;.;12;7;16;7;959;633;59,98;87,79;10;10;14;14;1362;1362;94,82;94,82;17;17;19;19;2188;2188;113,48;113,48
9185166;      Waidhofen;7;7;4;4;753;753;174,97;174,97;4;4;3;3;682;682;199,82;199,82;4;3;2;2;695;.;281,42;.;3;3;4;4;692;.;194,41;.
9185168;      Weichering;2;2;1;1;.;.;.;.;3;1;1;1;.;.;.;.;6;5;3;2;725;.;225,46;.;–;–;–;–;–;–;–;–
9186113;      Baar-Ebenhausen;8;7;7;5;1684;.;238,89;.;9;9;7;7;2855;2855;425,18;425,18;8;6;72;3;9320;.;129,64;.;8;8;5;5;2266;2266;460,46;460,46
9186116;      Ernsgaden;3;3;2;2;524;524;234,24;234,24;5;4;5;2;1020;.;202,78;.;5;5;3;3;719;719;249,98;249,98;11;11;6;6;1915;1915;340,45;340,45
9186122;      Geisenfeld, St;32;32;22;22;6125;6125;277,33;277,33;20;18;46;12;6746;.;147,81;.;13;12;20;14;4450;.;228,12;.;24;23;31;16;8081;.;263,41;.
9186125;      Gerolsbach;27;15;35;11;2853;2677;81,58;236,45;15;5;38;5;4390;1791;115,49;349,28;8;5;10;5;2069;1248;209,92;240,66;5;5;6;6;2094;2094;359,88;359,88
9186126;      Hettenshausen;4;3;11;3;2545;.;225,04;.;3;3;2;2;1095;1095;546,13;546,13;3;3;2;2;979;979;435,11;435,11;1;1;1;1;.;.;.;.
9186128;      Hohenwart, M;81;78;56;49;9988;9628;178,55;197,76;17;12;22;7;2186;1560;99,05;220,51;10;9;9;5;1409;.;157,41;.;10;9;5;5;1340;.;269,91;.
9186130;      Ilmmünster;5;5;3;3;974;974;372,95;372,95;3;3;2;2;759;759;371,23;371,23;6;6;4;4;1701;1701;444,13;444,13;3;3;2;2;1228;1228;546,99;546,99
9186132;      Jetzendorf;9;9;5;5;2620;2620;502,63;502,63;4;4;3;3;1177;1177;392,02;392,02;5;4;5;5;2089;.;401,02;.;4;4;4;4;2349;2349;610,63;610,63
9186137;      Manching, M;23;22;15;13;6579;.;446,92;.;16;14;22;10;6901;.;309,86;.;10;7;12;4;2895;1892;245,59;487,05;13;12;13;13;7450;.;563,28;.
9186139;      Münchsmünster;8;6;207;4;5769;.;27,85;.;9;9;7;7;2209;2209;304,33;304,33;8;8;5;5;1798;1798;368,53;368,53;13;13;9;9;3100;3100;358,11;358,11
9186143;      Pfaffenhofen a.d.Ilm, St;31;22;43;18;14139;10536;328,44;571,18;20;15;29;18;10788;9571;368,03;541,79;31;23;34;20;14562;12270;430,15;624,78;37;28;92;18;21178;11737;229,73;658,51
9186144;      Pörnbach;13;3;30;3;3022;696;102,14;255,69;4;1;10;1;.;.;.;.;10;7;20;8;2860;2457;144,81;303,5;16;13;22;8;3590;2434;160,74;287,73
9186146;      Reichertshausen;9;7;8;6;2381;.;305,97;.;12;7;10;4;2183;1370;223,35;389,09;6;4;4;2;1374;.;307,66;.;2;2;4;4;.;.;.;.
9186147;      Reichertshofen, M;20;17;105;12;15405;5743;146,99;480,38;24;19;62;41;6671;6088;107,14;148,26;17;16;17;13;4734;.;281,71;.;11;10;17;12;4295;.;254,63;.
9186149;      Rohrbach;8;5;9;3;1554;951;164,96;278,48;1;1;1;1;.;.;.;.;18;13;27;8;3196;2959;120,1;367,26;3;3;2;2;850;850;428,43;428,43
9186151;      Scheyern;8;4;11;5;1605;1551;139,95;292,66;4;3;8;2;1303;.;154,72;.;5;5;5;5;1484;1484;301,44;301,44;2;2;1;1;.;.;.;.
9186152;      Schweitenkirchen;9;8;12;9;2360;.;195,17;.;7;4;9;3;1652;1034;184,4;298,41;3;2;2;2;544;.;288,19;.;13;12;17;17;3636;.;216,99;.
9186158;      Vohburg a.d.Donau, St;20;20;15;15;4651;4651;301,3;301,3;23;23;16;16;4909;4909;310,43;310,43;21;21;13;13;4313;4313;328,14;328,14;11;11;8;8;2512;2512;324,96;324,96
9186162;      Wolnzach, M;24;21;41;22;5503;4264;132,64;192,21;7;6;9;5;2485;.;282,1;.;5;4;13;4;2594;.;194,14;.;10;9;8;6;2737;.;346,92;.
9187113;      Amerang;8;2;5;3;1130;.;235,78;.;9;3;32;4;3230;713;100,23;170,12;5;2;40;1;3355;.;84,73;.;4;2;3;2;1035;.;381,77;.
9187114;      Aschau i.Chiemgau;8;6;14;13;4419;.;317,4;.;11;8;9;8;4668;4654;522,15;589,13;4;4;4;4;2425;2425;601,39;601,39;5;4;33;33;3773;.;112,93;.
9187116;      Babensham;12;10;10;8;1371;.;132,51;.;5;4;4;4;553;.;127,84;.;3;2;2;2;356;.;181,15;.;15;15;10;10;2365;2365;246,61;246,61
9187117;      Bad Aibling, St;19;17;21;19;12084;.;563,18;.;21;17;30;24;16789;15763;564,65;646,36;13;13;14;14;10308;10308;758,25;758,25;20;18;28;22;19340;.;696,09;.
9187118;      Bernau a.Chiemsee;7;5;13;4;3481;.;260,69;.;5;5;4;4;1765;1765;496,68;496,68;8;5;22;6;7219;4328;332,33;728,91;8;7;8;8;6357;.;782,92;.
9187120;      Brannenburg;2;1;6;1;.;.;.;.;5;4;4;3;1420;.;349,24;.;11;11;8;8;7353;7353;897,32;897,32;8;8;6;6;4510;4510;805,92;805,92
9187121;      Breitbrunn a.Chiemsee;4;4;6;6;5327;5327;931,07;931,07;1;1;1;1;.;.;.;.;4;4;3;3;2499;2499;793,46;793,46;2;2;2;2;.;.;.;.
9187122;      Bruckmühl, M;37;26;51;31;17025;15000;331,88;491,54;33;28;22;19;12201;11497;556,61;621,28;14;10;9;7;6317;5797;679,3;847,21;29;26;28;24;19243;18210;699,05;746,51
9187123;      Chiemsee;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9187124;      Edling;11;8;15;6;3323;2370;218,24;373,49;3;1;2;0;307;.;161,22;.;20;20;11;11;3546;3546;313,7;313,7;7;7;3;3;1245;1245;431,54;431,54
9187125;      Eggstätt;8;4;9;3;1742;1322;186,79;411,97;2;1;1;1;.;.;.;.;5;5;4;4;1434;1434;352,58;352,58;5;3;3;3;1462;.;428,25;.
9187126;      Eiselfing;31;29;27;24;6904;.;256,72;.;4;3;2;2;312;.;130,24;.;8;5;27;3;2108;1284;77,77;388,96;2;2;1;1;.;.;.;.
9187128;      Bad Endorf, M;11;7;9;7;2110;2092;234,5;317,59;5;3;12;10;3014;.;244,25;.;8;7;10;7;5262;.;512,66;.;2;2;5;5;.;.;.;.
9187129;      Bad Feilnbach;9;8;8;8;3038;.;368,05;.;10;5;7;4;2744;2710;401,19;686,99;14;12;8;6;2414;.;304,76;.;12;9;12;12;4963;4938;404,1;426,57
9187130;      Feldkirchen-Westerham;16;14;44;10;10798;.;246,65;.;12;9;16;11;5124;3742;329,17;331,7;19;11;29;9;12872;7044;451,29;795,17;18;11;97;9;10742;5548;111,01;607,02
9187131;      Flintsbach a.Inn;1;1;1;1;.;.;.;.;4;4;3;3;695;695;265,84;265,84;3;3;3;3;1342;1342;530,61;530,61;8;5;3;3;1640;1634;503,04;623,66
9187132;      Frasdorf;1;1;0;0;.;.;.;.;2;1;1;1;.;.;.;.;2;1;56;1;.;.;.;.;6;5;3;3;933;.;277,22;.
9187134;      Griesstätt;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;4;–;2;–;11;–;5,48;–;7;2;12;1;1311;.;110,6;.
9187137;      Großkarolinenfeld;10;7;12;4;2604;2548;209,14;641,43;7;7;6;6;3201;3201;563,24;563,24;4;2;3;2;1287;.;474,27;.;9;7;7;6;4716;.;678,23;.
9187138;      Gstadt a.Chiemsee;–;–;–;–;–;–;–;–;3;3;2;2;1131;1131;465,16;465,16;5;5;3;3;3231;3231;948,06;948,06;4;2;2;2;618;.;258,65;.
9187139;      Halfing;2;1;2;0;.;.;.;.;5;3;8;2;1058;.;132,81;.;1;1;0;0;.;.;.;.;5;4;13;9;1767;.;135,04;.
9187142;      Schechen;3;3;5;5;1299;1299;241,35;241,35;6;6;3;3;1592;1592;527,17;527,17;6;6;8;8;4663;4663;578,91;578,91;12;11;9;9;5579;.;630,28;.
9187145;      Höslwang;1;–;2;–;.;–;.;–;1;1;0;0;.;.;.;.;4;1;7;1;899;.;120,75;.;1;–;2;–;.;–;.;–
9187148;      Kiefersfelden;2;1;1;1;.;.;.;.;7;4;49;7;9367;3159;191,93;432,2;7;5;20;6;4647;.;231,97;.;4;4;7;7;2555;2555;391,62;391,62
9187150;      Kolbermoor, St;13;13;18;18;9651;9651;534,28;534,28;17;16;28;28;13298;.;466,87;.;20;18;19;18;11981;.;635,86;.;20;20;15;15;11520;11520;788,09;788,09
9187154;      Neubeuern, M;12;5;12;7;4215;2732;337,66;408,83;5;4;3;3;2884;.;829,45;.;2;1;1;0;.;.;.;.;5;5;3;3;1436;1436;548,4;548,4
9187156;      Nußdorf a.Inn;2;2;2;2;.;.;.;.;11;3;8;2;1425;1253;180,57;534,72;–;–;–;–;–;–;–;–;2;1;1;1;.;.;.;.
9187157;      Oberaudorf;17;12;24;12;5606;4617;234,27;399,19;16;15;13;12;5512;.;418,24;.;9;9;8;8;3928;3928;488,13;488,13;6;6;7;7;4871;4871;705,99;705,99
9187159;      Pfaffing;3;2;2;2;265;.;137,7;.;3;2;4;3;277;.;71,8;.;3;3;2;2;518;518;267,1;267,1;3;3;3;3;1526;1526;576,07;576,07
9187162;      Prien a.Chiemsee, M;24;24;25;25;17898;17898;721,23;721,23;14;14;11;11;8418;8418;760,24;760,24;13;13;12;12;11070;11070;944,67;944,67;8;7;10;8;5973;.;614,64;.
9187163;      Prutting;13;13;8;8;2581;2581;325,57;325,57;5;5;3;3;859;859;316,85;316,85;4;3;3;2;1196;.;441,81;.;7;5;6;2;934;.;155,15;.
9187164;      Ramerberg;4;4;2;2;599;599;302,17;302,17;15;15;8;8;1537;1537;197,06;197,06;2;2;1;1;.;.;.;.;5;5;3;3;1427;1427;523,45;523,45
9187165;      Raubling;10;8;13;6;2906;.;231,34;.;14;12;18;7;4883;.;265,89;.;16;15;16;15;9053;.;570,65;.;10;10;6;6;5185;5185;803,31;803,31
9187167;      Riedering;2;2;2;2;.;.;.;.;7;4;6;3;2641;2154;411,95;649,31;8;6;6;5;1797;.;283,71;.;10;9;7;6;3490;.;503,35;.
9187168;      Rimsting;4;1;6;1;1003;.;181,73;.;3;2;1;1;774;.;525,88;.;5;5;7;7;4015;4015;569,94;569,94;7;6;6;4;3078;.;552,82;.
9187169;      Rohrdorf;11;9;17;14;6202;.;366,2;.;8;7;8;4;2587;.;322,63;.;8;8;7;7;3727;3727;573,25;573,25;8;8;7;7;3815;3815;572,22;572,22
9187170;      Rott a.Inn;9;2;14;1;413;.;30,07;.;5;2;6;3;557;.;98,97;.;7;2;4;2;1195;.;297,09;.;4;4;4;4;1447;1447;394,34;394,34
9187172;      Samerberg;4;4;6;6;870;870;154,24;154,24;2;1;2;2;.;.;.;.;3;2;2;2;1509;.;672,7;.;3;3;2;2;1297;1297;562,49;562,49
9187173;      Schonstett;1;–;0;–;.;–;.;–;2;2;1;1;.;.;.;.;3;3;3;3;866;866;329,1;329,1;14;8;14;4;2604;1196;182,28;269,2
9187174;      Söchtenau;5;1;3;1;254;.;81,03;.;4;3;5;5;1690;.;312,91;.;5;2;7;2;854;.;123,13;.;3;3;2;2;858;858;389,98;389,98
9187176;      Soyen;8;8;7;7;1310;1310;199,24;199,24;7;4;6;4;734;707;113,93;173,66;14;13;11;10;1894;.;180,17;.;2;2;1;1;.;.;.;.
9187177;      Stephanskirchen;7;5;13;5;2928;.;217,81;.;6;6;5;5;3276;3276;600;600;11;8;14;8;7331;6456;533,09;794,05;8;8;6;6;4118;4118;715,09;715,09
9187179;      Tuntenhausen;21;9;17;7;3525;2606;204,9;356,06;13;12;14;13;4627;.;338,21;.;11;10;19;13;4088;.;210,8;.;16;12;22;11;4425;4307;203,43;384,66
9187181;      Vogtareuth;7;4;5;3;897;874;186,91;320,38;6;1;4;1;167;.;45,93;.;4;1;2;1;348;.;142,22;.;2;1;1;1;.;.;.;.
9187182;      Wasserburg a.Inn, St;9;8;21;17;6867;.;323,35;.;9;7;14;8;4305;.;300,07;.;16;15;19;5;1172;.;62,1;.;2;1;4;2;.;.;.;.
9187186;      Albaching;7;3;4;2;749;601;176,21;384,7;2;2;1;1;.;.;.;.;7;7;5;5;705;705;154,25;154,25;1;1;1;1;.;.;.;.
9187444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9188113;      Berg;20;19;25;25;34468;.;1372,95;.;24;22;48;44;43426;.;897,67;.;10;10;17;17;24546;24546;1430,94;1430,94;21;18;31;31;34915;34885;1108,77;1129,28
9188117;      Andechs;9;9;11;11;7802;7802;712,58;712,58;9;8;11;7;4422;.;419,82;.;7;5;10;5;3923;.;386,48;.;9;6;39;33;10939;9474;281,47;290,18
9188118;      Feldafing;10;7;13;5;5888;4887;455,83;966,33;6;6;5;5;5446;5446;1081,2;1081,2;17;14;34;31;32129;31624;936,21;1007,88;8;8;16;16;18716;18716;1174,08;1174,08
9188120;      Gauting;26;25;19;18;22604;.;1205,88;.;30;29;27;26;34982;.;1276,85;.;24;24;24;24;31161;31161;1284,55;1284,55;33;33;33;33;54783;54783;1637,67;1637,67
9188121;      Gilching;28;20;33;14;20241;15821;614,38;1161,88;29;20;39;14;24624;18130;633,73;1321,7;24;18;29;12;25024;18842;876,77;1515,1;27;23;50;27;46295;36088;920,42;1321,04
9188124;      Herrsching a.Ammersee;14;14;15;15;20346;20346;1321,39;1321,39;16;15;23;22;29060;.;1281,79;.;8;7;21;9;20228;.;945,43;.;22;21;40;27;35783;.;905,67;.
9188126;      Inning a.Ammersee;8;5;9;4;4143;3144;440,46;758,41;6;5;5;5;3954;.;734,53;.;11;7;35;10;21630;13473;609,34;1361,73;5;5;7;7;6734;6734;925,64;925,64
9188127;      Krailling;10;9;6;6;9557;.;1487,69;.;15;14;30;16;21920;.;723,59;.;7;7;7;7;10315;10315;1515,13;1515,13;9;9;9;9;12328;12328;1418,63;1418,63
9188132;      Seefeld;6;4;15;2;2352;.;154,43;.;36;33;15;14;10328;10107;669,92;718,12;18;16;16;14;14623;.;935,42;.;12;11;11;11;12090;.;1132,21;.
9188137;      Pöcking;9;7;7;6;8410;.;1242,76;.;5;4;5;4;5277;.;1070,32;.;16;11;34;12;16228;12255;471;1031,48;12;12;13;13;14909;14909;1120,08;1120,08
9188139;      Starnberg, St;30;27;29;27;35933;35763;1231,14;1314,62;29;27;31;29;42971;.;1386,33;.;30;30;36;36;50911;50911;1406,62;1406,62;68;67;32;31;47832;.;1509,09;.
9188141;      Tutzing;12;11;16;15;13238;.;847,69;.;16;13;30;26;17736;17349;591,76;656,29;12;9;6;5;5866;5751;992,41;1126,98;11;10;10;9;9936;.;1042,3;.
9188144;      Weßling;3;3;3;3;1473;1473;564,95;564,95;16;16;20;20;17972;17972;888,16;888,16;12;12;8;8;8438;8438;1045,39;1045,39;5;4;15;14;9205;.;622,17;.
9188145;      Wörthsee;9;7;8;8;7489;.;954,61;.;10;10;11;11;9477;9477;845,46;845,46;11;11;7;7;10752;10752;1466,6;1466,6;13;12;12;12;16459;.;1322,22;.
9188444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9189111;      Altenmarkt a.d.Alz;5;4;5;3;800;.;171,23;.;5;5;7;7;1229;1229;177,92;177,92;5;5;2;2;770;770;330,46;330,46;10;10;7;7;2310;2310;322,43;322,43
9189113;      Bergen;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4;4;6;6;2355;2355;403,6;403,6;4;4;4;4;2278;2278;584,4;584,4
9189114;      Chieming;10;8;11;11;2868;.;263,26;.;3;2;2;1;505;.;310,13;.;7;6;5;4;2810;.;588,83;.;4;3;4;4;1949;.;438,15;.
9189115;      Engelsberg;–;–;–;–;–;–;–;–;2;2;2;2;.;.;.;.;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.
9189118;      Fridolfing;8;4;75;5;3335;1001;44,49;199,05;8;6;6;5;1145;.;191,07;.;10;8;10;9;2575;.;256,07;.;7;5;7;4;1456;.;204,41;.
9189119;      Grabenstätt;6;4;9;3;1091;.;124,61;.;9;3;24;3;2686;574;111,78;201,47;6;3;24;13;7352;6211;311,56;494,22;–;–;–;–;–;–;–;–
9189120;      Grassau, M;5;5;5;5;1546;1546;304,67;304,67;4;2;2;2;646;.;311,72;.;11;8;12;8;5138;3892;423,15;514,49;9;8;10;9;5688;.;594,7;.
9189124;      Inzell;9;9;5;5;1641;1641;315,23;315,23;5;4;7;3;956;.;144,94;.;7;1;8;0;559;.;68,3;.;3;3;3;3;1342;1342;464,51;464,51
9189126;      Kienberg;1;1;1;1;.;.;.;.;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;1;–;15;–;.;–;.;–
9189127;      Kirchanschöring;3;1;7;1;407;.;60,78;.;3;3;5;5;468;468;87,99;87,99;2;2;2;2;.;.;.;.;6;1;16;1;937;.;58,55;.
9189129;      Marquartstein;4;4;3;3;1044;1044;392,21;392,21;1;1;2;2;.;.;.;.;2;2;1;1;.;.;.;.;7;7;8;8;3917;3917;504,41;504,41
9189130;      Nußdorf;7;4;13;3;1500;682;119,4;232,22;2;1;2;1;.;.;.;.;11;4;50;2;4428;482;88,77;208,51;3;2;16;1;1252;.;77,54;.
9189133;      Obing;2;2;1;1;.;.;.;.;7;6;6;4;1084;.;169,75;.;3;3;1;1;284;284;243,19;243,19;5;4;4;3;882;.;234,95;.
9189134;      Palling;3;2;3;1;173;.;54,99;.;6;4;3;2;347;.;128,97;.;2;1;3;1;.;.;.;.;5;4;2;2;499;.;213,91;.
9189135;      Petting;1;1;1;1;.;.;.;.;2;2;2;2;.;.;.;.;2;2;1;1;.;.;.;.;8;4;7;2;937;749;131,13;324,29
9189137;      Pittenhart;1;1;0;0;.;.;.;.;2;1;2;1;.;.;.;.;1;1;1;1;.;.;.;.;4;3;4;3;1124;.;260,86;.
9189139;      Reit im Winkl;11;8;7;4;1459;1204;221,98;277,87;3;2;3;3;1381;.;401,01;.;9;8;15;14;6975;.;474,79;.;3;3;5;5;2314;2314;462,26;462,26
9189140;      Ruhpolding;7;6;5;5;1417;.;257,95;.;8;7;5;4;1204;.;225,68;.;3;3;3;3;1089;1089;347,8;347,8;3;3;2;2;1356;1356;612,43;612,43
9189141;      Schleching;5;4;3;3;952;.;287,96;.;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;4;4;3;3;1095;1095;354,25;354,25
9189142;      Schnaitsee;9;7;12;8;1722;.;140,61;.;9;5;14;3;1146;715;80,08;210,21;3;2;2;1;302;.;159,83;.;12;9;16;6;2406;2118;152,22;332,23
9189143;      Seeon-Seebruck;3;1;2;1;459;.;296,41;.;6;5;5;3;1311;.;277,19;.;6;3;8;6;1777;1575;215,76;271,6;10;6;8;5;2861;2748;378,57;508,82
9189145;      Siegsdorf;6;3;21;9;4047;3177;188,49;367,33;24;24;26;26;8495;8495;327,85;327,85;27;24;33;19;8535;7763;262,2;400,8;29;28;27;23;12021;.;451,31;.
9189146;      Staudach-Egerndach;1;–;0;–;.;–;.;–;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.;3;3;2;2;531;531;327,62;327,62
9189148;      Surberg;3;3;8;8;1462;1462;184,7;184,7;5;4;3;3;1125;.;325,74;.;1;1;1;1;.;.;.;.;2;1;1;1;.;.;.;.
9189149;      Tacherting;14;10;28;17;1923;1485;67,49;87,23;8;8;7;7;898;898;135,26;135,26;4;4;4;4;648;648;183,64;183,64;4;4;3;3;422;422;158,02;158,02
9189150;      Taching a.See;1;1;1;1;.;.;.;.;3;3;2;2;543;543;267,88;267,88;5;4;4;3;990;.;264,57;.;1;–;2;–;.;–;.;–
9189152;      Tittmoning, St;4;4;4;4;325;325;74,17;74,17;10;10;7;7;773;773;116,13;116,13;5;3;6;5;1014;.;178,53;.;5;3;2;1;240;.;116,12;.
9189154;      Traunreut, St;11;9;40;10;4122;.;102,68;.;13;8;41;17;4159;2988;101,35;177,87;12;11;29;9;4791;.;167,31;.;9;6;24;18;7946;6735;334,77;379,74
9189155;      Traunstein, GKSt;25;19;31;19;12520;11068;399,57;580,03;13;13;23;23;12667;12667;542,62;542,62;19;16;32;29;14037;13765;442,42;479,8;26;22;37;23;17858;17022;488,49;737,25
9189157;      Trostberg, St;14;7;29;10;2220;1207;75,93;118,02;6;5;10;6;915;.;91,27;.;16;12;21;13;3594;3224;174,39;245,09;3;3;2;2;880;880;371,46;371,46
9189159;      Übersee;6;5;7;6;2510;.;383,86;.;6;6;4;4;1862;1862;464,91;464,91;9;7;23;6;4573;.;201,54;.;5;5;3;3;1418;1418;439,13;439,13
9189160;      Unterwössen;7;6;7;7;1829;.;265,21;.;10;8;14;14;3856;.;270,09;.;6;6;6;6;2633;2633;426,43;426,43;8;7;4;4;1888;.;450,2;.
9189161;      Vachendorf;5;3;2;1;79;.;44,94;.;2;2;3;3;.;.;.;.;–;–;–;–;–;–;–;–;1;1;1;1;.;.;.;.
9189162;      Waging a.See, M;4;2;3;1;476;.;176,53;.;4;2;10;3;1774;.;184,48;.;12;11;7;7;2786;.;375,92;.;1;1;1;1;.;.;.;.
9189165;      Wonneberg;2;2;1;1;.;.;.;.;3;2;2;2;492;.;245,15;.;2;2;2;2;.;.;.;.;3;1;2;1;568;.;257,49;.
9189444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9190111;      Altenstadt;5;4;11;9;1674;.;148,81;.;5;5;2;2;445;445;222,11;222,11;–;–;–;–;–;–;–;–;4;3;11;2;1371;.;123,92;.
9190113;      Antdorf;1;–;5;–;.;–;.;–;1;1;1;1;.;.;.;.;1;1;1;1;.;.;.;.;1;1;0;0;.;.;.;.
9190114;      Bernbeuren;6;5;5;3;263;.;53,44;.;8;6;16;4;952;.;57,74;.;10;10;11;11;1157;1157;109,35;109,35;1;1;0;0;.;.;.;.
