;;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Einkommensgrößenklassen;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;0 bis  unter 5000 EUR;;;5000 bis unter 10000 EUR;;;10000 bis unter 15000 EUR;;;15000 bis unter 20000 EUR;;;20000 bis unter 25000 EUR;;;25000 bis unter 30000 EUR;;;30000 bis unter 35000 EUR;;;35000 bis unter 50000 EUR;;;50000 EUR und mehr;;
;;;;;;;;;;;;;;;;;;;;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer
;;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR
9474132;      Gräfenberg, St;2147;80235;13731;2153;84091;14324;2142;87840;15052;2204;92696;15730;2229;96633;16404;2221;105150;18773;287;351;7;106;845;15;153;1926;41;173;3021;156;211;4747;322;167;4599;376;168;5430;513;333;13982;1817;623;70249;15526
9474133;      Hallerndorf;2165;84972;13535;2180;89147;14544;2204;92748;14988;2259;98884;15926;2263;105056;17509;2248;113818;20951;225;310;5;100;764;13;156;1945;46;163;2858;136;145;3288;233;168;4627;409;143;4625;488;381;15941;2063;767;79460;17558
9474134;      Hausen;1906;85882;15704;1911;88477;15828;1950;91453;16182;1943;97719;17702;1959;104088;20581;1931;101195;18367;187;235;4;77;590;7;122;1534;35;111;1939;90;116;2612;189;123;3398;299;122;3991;405;309;12854;1627;764;74042;15710
9474135;      Heroldsbach;2601;116926;21111;2632;121150;21891;2650;125807;22472;2672;130790;23266;2682;136259;24355;2672;136420;24426;291;442;7;111;842;18;170;2138;43;165;2904;148;153;3423;218;177;4884;409;177;5778;600;448;18714;2384;980;97296;20600
9474137;      Hetzles;659;29350;5087;657;30041;5283;656;31144;5436;674;35188;6615;707;36134;6596;730;38277;7202;67;94;2;31;229;4;47;587;9;46;812;48;40;914;70;61;1680;141;46;1483;150;127;5334;715;265;27144;6062
9474138;      Hiltpoltstein, M;768;31937;6033;784;32792;6380;794;37694;8324;806;36471;6597;828;37027;5980;829;36090;5687;88;125;2;33;244;3;47;597;38;65;1129;54;71;1608;105;74;2049;181;60;1958;203;145;5997;729;246;22383;4372
9474140;      Igensdorf, M;2601;117569;21478;2648;122366;22501;2617;124741;22255;2645;130460;23627;2677;136009;24937;2632;137035;24994;303;404;7;117;868;17;151;1881;42;157;2749;124;158;3554;238;165;4547;396;168;5441;527;445;18559;2277;968;99031;21366
9474143;      Kirchehrenbach;1180;49188;8268;1187;50980;8632;1200;53568;9145;1180;54905;9485;1183;56255;9670;1162;57381;10070;123;170;3;62;488;107;67;846;18;73;1282;63;61;1361;107;94;2606;240;72;2347;203;217;9049;1127;393;39232;8203
9474144;      Kleinsendelbach;760;36688;6813;731;37238;6835;720;38645;7162;738;39891;7353;767;42203;7739;748;41889;7781;56;94;.;20;159;.;38;489;11;40;693;30;50;1126;91;61;1691;139;59;1926;195;118;4971;657;306;30740;6652
9474145;      Kunreuth;713;29356;4989;723;31189;5338;733;31920;5409;717;32960;5584;742;34939;5984;724;34267;5804;71;113;.;37;278;.;57;704;10;40;710;30;52;1172;79;52;1427;116;42;1363;147;109;4627;575;264;23873;4822
9474146;      Langensendelbach;1505;88761;18890;1525;96451;20912;1523;95499;20235;1562;98819;20731;1567;101975;21105;1561;103239;21702;118;178;9;70;544;8;78;973;87;77;1367;83;92;2071;149;89;2429;223;95;3091;308;263;11119;1421;679;81469;19416
9474147;      Leutenbach;883;34070;5451;886;36282;6030;899;37386;5937;964;40171;6550;936;41078;6576;916;45705;8948;91;123;5;47;350;5;77;976;20;65;1124;51;69;1550;106;74;2037;175;53;1720;195;145;6023;753;295;31801;7639
9474154;      Neunkirchen a.Brand, M;4074;198545;37800;4106;207634;39363;4186;214819;41193;4197;221822;42198;4278;233441;44214;4277;237200;45361;451;580;9;183;1383;18;253;3162;108;277;4844;251;263;5957;398;255;7042;614;279;9047;838;658;27547;3556;1658;177638;39570
9474156;      Obertrubach;1108;38936;5673;1142;39522;5531;1163;42329;6032;1162;45290;6852;1162;45321;6536;1169;44593;6222;118;147;2;63;467;8;79;983;41;76;1328;72;114;2574;201;81;2231;179;115;3741;389;246;10349;1203;277;22772;4126
9474158;      Pinzberg;998;41728;7051;1018;44507;7588;1016;45852;7831;1030;49768;8699;1054;52359;9232;1038;53638;9605;104;109;3;30;230;4;63;815;19;59;1030;50;65;1461;86;65;1783;171;86;2804;288;189;7955;992;377;37452;7992
9474160;      Poxdorf;796;53411;13653;799;44256;8701;818;45877;9215;794;44715;8451;801;44205;8312;792;45497;8693;55;95;1;27;203;3;41;518;14;53;928;47;56;1261;80;57;1581;138;46;1484;155;129;5459;672;328;33968;7582
9474161;      Pretzfeld, M;1228;47612;7469;1241;49776;7884;1223;50845;8021;1255;54619;8888;1268;55389;8903;1268;56766;9165;152;217;4;46;348;6;82;1017;21;76;1302;64;110;2482;166;88;2409;200;94;3046;284;220;9253;1165;400;36693;7255
9474168;      Unterleinleiter;620;21890;3475;630;23624;3917;637;23737;3792;639;24806;3999;638;25084;4028;612;24437;3947;102;103;1;28;208;3;49;586;11;42;733;47;39;878;64;36;987;88;38;1245;116;99;4073;499;179;15625;3118
9474171;      Weilersbach;1090;42483;6760;1100;44808;7234;1096;45816;7289;1110;47784;7768;1094;49538;8155;1083;48672;7875;136;165;2;43;311;4;52;661;13;64;1106;51;72;1636;115;89;2462;218;83;2674;261;205;8588;1091;339;31071;6120
9474173;      Weißenohe;576;20895;3421;587;23098;3992;598;23074;3668;610;24647;3913;619;25394;3971;626;26218;4168;71;87;2;41;309;4;47;587;22;42;744;34;60;1342;95;46;1265;112;45;1450;139;103;4292;518;171;16142;3241
9474175;      Wiesenthau;818;35858;6316;790;36908;6594;805;37495;6551;792;50159;10831;820;39873;6960;816;40998;7496;112;167;2;29;227;3;60;762;16;41;714;34;45;1020;59;62;1683;139;46;1480;133;140;5902;698;281;29044;6411
9474176;      Wiesenttal, M;1188;42824;6235;1200;44728;6622;1228;47879;7243;1264;51661;8190;1252;53131;8330;1256;54856;8908;153;243;4;65;521;4;88;1097;29;96;1662;78;94;2104;120;93;2571;195;109;3541;352;210;8810;1103;348;34307;7023
9475112;      Bad Steben, M;1678;57245;9248;1661;59404;10007;1676;59629;9476;1723;61791;9491;1735;65845;10499;1747;67098;11481;229;371;3;103;792;7;166;2103;39;170;2964;117;159;3557;231;173;4751;378;113;3668;370;260;10945;1380;374;37947;8956
9475113;      Berg;1104;35383;5244;1125;37415;5686;1118;40248;6270;1097;41580;6600;1109;43027;6754;1086;44155;7385;135;169;2;45;341;5;89;1134;21;87;1551;75;107;2423;150;108;2947;261;89;2891;283;173;7243;882;253;25457;5708
9475120;      Döhlau;1890;73842;12567;1914;74902;12311;1899;78844;13168;1940;82643;13699;1910;83974;13909;1910;84696;13978;221;288;5;70;529;4;125;1565;32;149;2633;133;139;3103;205;150;4142;368;145;4697;468;338;14418;1767;573;53321;10997
9475123;      Feilitzsch;1228;44235;6776;1277;45900;6683;1260;47506;7243;1267;49294;7352;1279;51392;7861;1280;52622;8240;145;196;2;64;512;5;84;1037;24;104;1832;84;116;2614;181;117;3209;259;112;3633;345;204;8451;1002;334;31138;6339
9475127;      Gattendorf;491;19478;3092;502;19672;3163;526;20818;3308;530;21341;3322;532;22209;3496;531;23311;3783;44;86;1;26;207;3;36;456;10;42;719;34;43;988;66;58;1585;143;37;1193;116;105;4347;561;140;13731;2848
9475128;      Geroldsgrün;1478;42376;5670;1480;42130;5499;1463;43426;5807;1444;44951;5919;1407;45891;6013;1400;47058;6360;227;212;2;67;527;5;97;1218;25;136;2340;103;143;3249;223;116;3194;285;107;3471;341;230;9488;1101;277;23358;4274
9475136;      Helmbrechts, St;4217;129868;18320;4244;136480;19353;4277;140888;19987;4269;144538;20031;4299;161929;25413;4289;157672;23430;498;590;14;239;1822;46;370;4676;88;427;7505;395;451;10109;698;450;12357;1048;350;11325;1134;666;27801;3346;838;81486;16661
9475137;      Issigau;478;19627;3642;479;19830;3840;506;23069;4553;516;24006;4715;516;26471;5420;511;24642;4454;56;85;1;27;208;4;46;583;14;45;786;36;42;940;64;58;1606;147;46;1497;136;76;3128;383;115;15808;3671
9475141;      Köditz;1244;44912;7007;1264;46130;7000;1286;47590;7231;1292;50088;7695;1282;52544;8274;1264;53378;8365;118;131;2;59;456;4;82;1030;20;93;1610;73;100;2274;156;118;3258;268;117;3765;370;231;9566;1232;346;31287;6239
9475142;      Konradsreuth;1581;53613;8638;1622;55199;8211;1613;56718;8460;1622;60677;9420;1623;60843;8995;1599;62506;9447;198;225;5;78;614;8;119;1510;33;129;2241;105;156;3533;253;142;3879;312;126;4090;419;247;10288;1290;404;36125;7021
9475145;      Leupoldsgrün;598;21857;3230;614;23034;3122;638;23617;3470;632;24408;3577;625;25180;3727;616;24828;3617;57;80;0;23;179;2;46;586;12;50;884;38;54;1207;77;58;1597;146;57;1843;185;103;4287;569;168;14165;2587
9475146;      Lichtenberg, St;522;16131;2226;531;16998;2309;541;17329;2385;551;18011;2375;542;18840;2553;526;18894;2523;48;81;1;29;228;2;44;563;11;37;645;27;57;1296;97;55;1506;134;50;1622;192;108;4506;484;98;8446;1573
9475154;      Münchberg, St;5139;165191;26611;5177;171298;28091;5162;177582;28292;5233;188164;28953;5235;191792;29113;5227;201779;33215;675;884;17;304;2368;88;457;5714;136;516;8999;410;572;12881;845;491;13456;1123;395;12772;1298;749;31196;3783;1068;113507;25515
9475156;      Naila, St;3865;122581;18313;3861;125195;18006;3851;127397;18318;3852;133343;19260;3903;139362;20406;3884;141025;20637;523;733;15;202;1557;21;269;3400;62;386;6735;334;385;8627;585;393;10784;921;329;10663;1099;551;23095;2854;846;75432;14745
9475158;      Oberkotzau, M;2581;87826;13511;2580;90985;13986;2596;95289;14817;2596;97750;15014;2619;101850;15702;2598;102360;15990;324;460;5;141;1075;13;180;2290;51;235;4083;204;243;5490;395;216;5935;524;221;7155;741;424;17650;2044;614;58223;12012
9475161;      Regnitzlosau;1071;40234;6387;1078;40747;6217;1095;41630;6133;1102;42801;6179;1108;44426;6492;1100;46349;7130;107;135;3;53;414;8;86;1069;20;85;1494;67;86;1920;112;104;2845;259;92;2996;266;200;8347;986;287;27130;5409
9475162;      Rehau, St;4424;151576;23773;4494;158833;25123;4530;161419;25061;4535;168559;26024;4550;171208;26048;4573;170283;25631;579;759;15;261;2025;31;356;4537;92;399;6944;334;407;9142;624;420;11536;945;388;12549;1262;793;32723;3874;970;90067;18454
9475165;      Schauenstein, St;908;31328;4597;920;32835;4851;912;33945;5122;912;35271;5268;900;35096;5092;918;39336;6799;84;126;1;47;364;3;65;810;13;104;1802;84;91;2059;127;88;2423;197;79;2544;259;144;5943;686;216;23264;5429
9475168;      Schwarzenbach a.d.Saale, St;3326;108029;15706;3330;109869;16247;3362;116400;16987;3388;123405;18004;3415;125359;18032;3383;127314;18538;396;517;6;185;1420;19;251;3129;121;333;5808;277;352;7907;531;298;8195;684;284;9216;922;557;23144;2820;727;67978;13157
9475169;      Schwarzenbach a.Wald, St;2139;66802;9490;2136;67590;9494;2125;68632;9555;2146;72374;10132;2135;75224;10842;2165;79931;12190;287;399;7;116;907;10;181;2322;65;213;3753;170;229;5173;345;217;5948;463;170;5510;567;305;12706;1511;447;43213;9052
9475171;      Selbitz, St;2050;64963;9311;2052;66994;9416;2054;70975;10226;2102;73459;10742;2100;79421;12049;2103;76320;10593;275;297;6;100;768;15;155;1985;33;196;3414;164;222;5009;334;197;5395;431;173;5609;560;328;13635;1665;457;40209;7384
9475174;      Sparneck, M;829;28185;4692;817;28121;4375;809;29375;4721;813;31025;5141;809;31548;5120;816;30935;5054;113;106;2;42;309;5;56;728;18;75;1308;64;64;1451;98;70;1948;166;71;2297;208;153;6281;710;172;16506;3782
9475175;      Stammbach, M;1196;37935;5413;1202;39953;5593;1218;40813;5745;1226;43662;6309;1236;45224;6395;1231;45427;6375;145;145;1;51;386;2;87;1081;25;110;1912;89;115;2619;194;136;3720;312;118;3800;388;201;8334;966;268;23429;4398
9475181;      Töpen;526;17938;2637;540;18349;2589;544;19542;2834;544;20283;2984;541;21548;3261;549;21122;3040;44;43;0;38;295;4;35;433;10;48;850;40;59;1336;91;60;1640;137;45;1464;175;86;3624;401;134;11437;2183
9475182;      Trogen;743;24194;3316;738;25491;3600;734;26018;3563;735;27614;4007;727;28631;4116;734;28725;4109;82;119;2;40;317;5;59;746;13;43;755;31;66;1478;98;66;1828;163;75;2424;243;113;4724;570;190;16333;2983
9475184;      Weißdorf;607;19542;2857;601;19590;2862;597;20082;2879;592;20953;2950;595;22786;3413;589;21636;3058;64;68;1;27;215;2;49;630;16;62;1082;48;48;1078;65;58;1588;128;54;1746;176;94;3966;495;133;11262;2126
9475189;      Zell im Fichtelgebirge, M;973;27030;3451;952;27550;3513;937;29087;3791;931;30752;4003;929;31246;4152;911;30738;4023;120;132;1;44;328;4;83;1064;25;88;1564;73;78;1770;111;92;2534;209;83;2707;270;150;6335;725;173;14303;2605
9475444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9476145;      Kronach, St;8599;312489;55951;8678;318895;54775;8811;330928;56621;8886;349412;58275;8822;354032;59183;8696;350962;58258;1025;1458;23;439;3327;85;691;8682;188;779;13672;664;774;17364;1192;838;22947;2255;699;22652;2295;1446;60176;7411;2005;200685;44144
9476146;      Küps, M;3599;124951;19127;3613;132516;20281;3743;137741;21156;3791;144856;22241;3826;149505;22945;3795;148943;22729;446;646;9;208;1602;25;304;3904;104;334;5852;288;322;7272;489;387;10662;922;297;9641;918;647;27002;3111;850;82362;16862
9476152;      Ludwigsstadt, St;1647;52786;7792;1668;52217;6996;1702;53251;7008;1696;55700;7376;1723;56944;7407;1655;55969;7183;245;287;7;92;687;11;110;1373;23;140;2500;112;153;3454;231;186;5082;447;145;4677;451;262;10857;1257;322;27051;4644
9476154;      Mitwitz, M;1332;43868;6047;1379;46951;6634;1356;48150;6790;1365;52131;7602;1389;52927;7834;1372;50989;7180;119;200;3;114;878;14;127;1618;35;140;2445;108;124;2768;200;129;3506;259;106;3432;314;206;8622;1052;307;27520;5195
9476159;      Nordhalben, M;881;22647;2787;884;23805;2909;899;25579;3252;903;26151;3302;889;27216;3578;890;27492;3499;133;118;2;51;403;4;91;1148;20;74;1272;52;93;2111;135;101;2770;234;75;2429;237;134;5588;660;138;11653;2155
9476164;      Pressig, M;2012;73900;11788;1998;68936;8842;2008;70032;9816;2017;75736;11081;1997;74484;10127;1976;72951;9715;174;249;6;90;676;7;157;1983;33;167;2919;158;187;4230;290;206;5689;477;183;5948;594;376;15697;1887;436;35562;6262
9476166;      Reichenbach;349;10629;1316;345;11007;1446;354;11578;1610;359;11591;1492;346;11627;1522;353;10955;1311;42;55;.;18;133;.;29;369;6;49;856;41;36;816;58;46;1252;111;32;1037;104;53;2219;250;48;4217;739
9476171;      Schneckenlohe;500;15998;2223;502;16111;2388;497;16973;2430;502;18113;2855;518;18313;2627;505;18722;2666;41;87;1;19;155;3;45;552;13;54;937;46;58;1302;85;63;1727;169;36;1179;120;79;3275;419;110;9507;1810
9476175;      Steinbach a.Wald;1680;53943;7877;1659;55582;7243;1681;57090;8243;1652;60288;9222;1656;62966;12316;1645;62497;9175;185;248;5;80;619;11;126;1603;43;124;2144;106;151;3406;238;162;4460;362;153;4948;521;294;12221;1442;370;32848;6447
9476177;      Steinwiesen, M;1626;53195;7212;1639;54374;7243;1683;57865;7886;1729;60212;8141;1743;64798;9371;1725;61411;8351;201;309;8;97;763;9;147;1873;42;139;2455;122;178;3975;278;173;4752;410;156;5080;521;294;12150;1398;340;30053;5564
9476178;      Stockheim;2454;85075;12477;2451;89238;13351;2498;92478;13783;2515;96318;14509;2494;97278;14552;2466;96480;14388;277;392;9;123;949;16;190;2392;49;208;3654;174;236;5350;375;254;6950;589;204;6605;648;379;15814;1892;595;54375;10634
9476179;      Tettau, M;1163;36839;5972;1122;37628;6632;1150;38971;6084;1172;41426;6791;1131;41418;6878;1110;39020;6159;160;131;3;51;385;7;67;847;21;116;2028;96;110;2478;173;118;3228;285;109;3545;386;186;7731;898;193;18647;4290
9476180;      Teuschnitz, St;996;27995;3288;992;29006;3378;1001;30797;3718;1015;31981;3823;1023;33406;4019;1016;33637;4005;107;134;3;46;364;5;82;1021;21;94;1666;93;118;2642;191;127;3476;286;82;2672;282;162;6783;791;198;14880;2333
9476182;      Tschirn;280;7628;908;279;7832;922;276;8051;936;275;8676;1047;268;8306;984;267;8623;1024;41;41;.;7;52;.;15;186;7;24;433;19;25;559;36;37;1007;73;20;644;69;48;1934;202;50;3769;616
9476183;      Marktrodach, M;1800;63627;9653;1834;67449;10464;1898;70030;10732;1893;74409;11602;1902;76151;11985;1919;76760;12229;232;338;5;97;764;8;131;1662;38;171;2979;151;159;3589;248;185;5106;435;155;5031;541;339;14181;1684;450;43110;9119
9476184;      Wallenfels, St;1262;40729;5749;1268;41690;5767;1276;44231;6288;1279;46277;6490;1270;48048;6922;1259;52214;8306;138;164;3;73;577;4;88;1112;20;113;1976;94;109;2456;175;133;3656;311;108;3483;364;235;9845;1137;262;28945;6198
9476185;      Weißenbrunn;1517;48528;6898;1519;50056;7036;1527;51347;7247;1517;53456;7514;1507;53559;7529;1505;53148;7296;209;257;3;83;652;8;144;1807;49;117;2050;101;135;3035;209;143;3930;326;115;3715;393;229;9421;1140;330;28281;5067
9476189;      Wilhelmsthal;1798;57851;7620;1801;60954;8056;1822;62943;8451;1792;65841;9211;1798;65873;9173;1775;66728;9101;188;220;1;91;694;10;118;1508;28;151;2686;123;168;3798;258;183;4997;459;158;5152;535;307;12799;1448;411;34875;6239
9476444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477117;      Grafengehaig, M;457;12350;1525;454;13298;1726;458;14329;1889;468;15811;1962;478;15192;2003;467;16222;2200;70;80;2;30;229;1;33;419;7;44;768;33;46;1014;62;46;1259;93;33;1081;106;69;2882;360;96;8489;1536
9477118;      Guttenberg;250;9909;1109;239;8704;1833;243;8316;1223;250;10611;1201;240;11369;1247;227;9415;1412;22;26;.;15;126;.;15;185;4;16;281;12;15;338;20;19;534;49;24;788;80;43;1751;272;58;5385;974
9477119;      Harsdorf;491;19191;2872;500;20414;3138;527;21673;3359;519;21090;3028;522;21641;3140;517;21744;3123;45;65;2;24;183;6;29;363;7;36;621;31;43;965;61;40;1084;104;41;1336;125;105;4362;540;154;12764;2247
9477121;      Himmelkron;1805;59004;9006;1822;60354;9032;1824;65243;10066;1818;68309;10652;1837;70618;10937;1822;70574;10903;307;386;4;69;543;7;149;1875;46;135;2374;123;132;2932;212;159;4390;360;108;3482;382;286;11888;1455;477;42703;8315
9477124;      Kasendorf, M;1242;46147;7005;1234;48521;8550;1275;51660;8137;1264;53470;8377;1265;57718;9389;1273;59798;9643;104;140;2;70;563;15;89;1124;18;98;1706;68;102;2273;166;110;3019;290;105;3425;369;244;10154;1237;351;37395;7477
9477127;      Ködnitz;797;28283;4267;806;29562;4658;806;30553;4611;787;30700;4547;782;31114;4621;776;30552;4456;80;83;.;31;238;.;47;612;12;80;1398;72;52;1181;66;69;1902;142;63;2065;206;138;5725;716;216;17348;3203
9477128;      Kulmbach, GKSt;13615;490260;83726;13721;518681;88528;13968;552597;97660;13974;564198;97520;13939;683979;146661;13950;588371;102904;1832;2189;41;720;5605;135;1050;13273;290;1171;20407;974;1159;26069;1836;1106;30474;2602;1105;35842;3825;2432;101408;13022;3375;353105;80180
9477129;      Kupferberg, St;519;18016;2578;532;18092;2571;527;19020;2723;551;20198;2785;567;22972;3517;559;21493;3041;48;59;0;24;189;2;55;711;14;50;878;51;50;1120;70;52;1436;131;40;1299;138;111;4627;568;129;11174;2067
9477135;      Ludwigschorgast, M;515;16102;2216;513;17268;2354;502;17951;2567;509;18594;2556;514;19552;2767;516;19438;2694;62;70;1;25;202;4;30;390;12;39;680;35;36;821;54;55;1516;117;40;1293;134;101;4162;481;128;10304;1855
9477136;      Mainleus, M;3244;101815;14439;3266;105275;15266;3258;107573;15367;3307;114564;16580;3322;121124;18386;3289;123670;19256;497;515;8;181;1365;23;239;3039;71;295;5166;246;263;5898;405;259;7144;596;257;8344;844;543;22744;2785;755;69456;14278
9477138;      Marktleugast, M;1590;46482;6019;1598;47794;6136;1654;50218;6549;1634;54326;7992;1632;53591;7176;1662;55021;7156;249;240;17;103;816;12;135;1738;41;143;2503;115;153;3449;221;158;4373;363;123;3986;394;269;11189;1365;329;26728;4627
9477139;      Marktschorgast, M;729;22922;3031;723;24108;3263;728;25106;3424;727;25681;3580;704;26057;3572;717;26344;3677;86;94;2;36;289;3;53;656;9;54;940;43;64;1472;92;68;1865;153;70;2279;233;121;4981;619;165;13768;2522
9477142;      Neudrossenfeld;1881;78826;13195;1858;78405;12885;1889;81191;13384;1909;87072;14868;1888;87096;14407;1927;88055;14444;176;253;5;95;752;9;133;1688;31;142;2498;120;142;3210;217;155;4299;373;152;4918;493;321;13387;1633;611;57051;11565
9477143;      Neuenmarkt;1510;50944;7753;1497;53208;8887;1522;54437;8575;1510;55903;8665;1531;59582;9140;1524;62373;9637;181;238;6;74;576;7;116;1489;32;139;2458;105;127;2880;198;139;3855;334;124;4052;421;246;10199;1167;378;36625;7367
9477148;      Presseck, M;959;28435;3826;958;30499;4458;965;32371;4954;922;30373;4003;938;31620;4291;922;33030;4544;114;126;2;59;449;8;82;1039;20;94;1653;76;100;2242;149;62;1701;139;74;2407;244;152;6318;800;185;17096;3106
9477151;      Rugendorf;503;17593;2497;494;17557;2405;496;18201;2539;478;19429;2967;477;18448;2610;488;19299;2779;46;55;1;22;166;2;37;467;8;40;695;29;53;1207;84;54;1494;120;35;1127;115;89;3723;457;112;10365;1964
9477156;      Stadtsteinach, St;1624;53776;7857;1611;55072;8106;1607;59928;9871;1614;58871;8527;1583;60051;8798;1623;65161;10321;202;302;6;81;650;8;118;1494;31;132;2288;102;128;2879;195;145;3976;374;122;3941;394;310;12884;1567;385;36746;7644
9477157;      Thurnau, M;2003;90481;18148;2016;79633;12909;2047;83794;13688;2058;87810;14495;2067;92693;15462;2070;97976;17120;192;266;4;104;837;8;140;1778;36;141;2466;116;166;3757;251;146;4016;341;173;5603;574;415;17403;2183;593;61847;13607
9477158;      Trebgast;836;30593;4628;846;32051;4827;847;33131;5266;837;42704;9003;851;36746;5828;851;37935;6316;88;111;1;33;260;3;53;658;14;71;1249;50;69;1557;94;61;1655;131;64;2093;221;166;6964;875;246;23386;4926
9477159;      Untersteinach;920;30312;4245;926;31638;4571;954;33103;4847;947;35250;5293;941;36344;5399;947;37415;5554;103;123;3;43;345;5;69;857;20;90;1569;63;85;1916;124;80;2202;172;67;2181;231;172;7137;903;238;21087;4032
9477163;      Wirsberg, M;1006;29128;3985;1036;30496;4147;1032;31414;4263;1045;33268;4562;1046;34841;4977;1040;33986;4544;128;132;3;60;454;7;91;1142;24;89;1566;88;102;2281;149;116;3170;284;97;3127;320;170;6985;871;187;15127;2798
9477164;      Wonsees, M;530;19208;3122;549;20842;3456;587;22141;3551;620;22844;3322;624;24213;3689;671;25977;3918;78;115;4;26;193;2;64;799;20;57;998;60;76;1713;124;47;1289;110;55;1797;188;114;4777;558;154;14296;2852
9478111;      Altenkunstadt;2784;83495;11450;2799;86186;11683;2831;89356;12045;2855;93956;12916;2848;98927;14013;2899;98970;13723;442;454;7;138;1045;15;257;3316;85;243;4282;212;263;5918;432;282;7704;684;220;7122;738;494;20729;2532;560;48399;9016
9478116;      Burgkunstadt, St;3382;106872;16130;3410;117171;18644;3439;121780;19506;3423;126298;20361;3437;165565;36788;3434;123451;18554;590;639;7;174;1327;22;255;3239;74;312;5431;252;290;6536;446;328;9037;764;251;8148;836;537;22432;2633;697;66662;13519
9478120;      Ebensfeld, M;2694;94729;13420;2670;101349;15144;2686;104564;15398;2753;108214;15769;2778;119350;18954;2766;122670;19591;283;456;8;114;866;12;204;2581;51;192;3339;139;240;5411;319;236;6524;573;223;7238;692;518;21872;2710;756;74382;15087
9478127;      Hochstadt a.Main;795;26775;3710;799;26883;3691;804;30707;4906;813;29642;4308;814;30048;4210;823;29319;3896;92;126;2;31;243;3;78;988;28;73;1278;65;70;1585;97;66;1830;160;83;2697;259;153;6459;753;177;14113;2529
9478139;      Lichtenfels, St;10112;336168;49754;10234;518518;129597;10316;382065;69500;10434;397947;69954;10456;409538;70303;10360;400405;63390;1103;1754;34;586;4527;67;825;10444;219;930;16274;816;1024;23091;1587;987;27098;2270;884;28596;2770;1762;73463;8895;2259;215159;46732
9478143;      Marktgraitz, M;548;18314;2575;542;18735;2720;536;19143;2770;540;20106;2945;547;21877;3396;539;21171;3112;50;53;1;26;202;4;44;568;12;50;873;47;55;1244;86;60;1644;125;42;1354;131;78;3194;389;134;12039;2318
9478144;      Marktzeuln, M;768;26551;4128;788;27882;4293;799;28916;4477;812;31255;5310;825;30221;4588;828;30961;4662;77;88;2;60;459;7;74;912;18;76;1330;63;78;1744;121;82;2238;196;71;2304;205;140;5875;690;170;16012;3360
9478145;      Michelau i.OFr.;3096;108617;17123;3107;115202;18681;3170;115972;18713;3215;122973;19382;3197;126925;19880;3197;123900;18729;282;458;10;162;1253;23;281;3522;80;295;5115;241;361;8173;540;352;9637;807;281;9144;970;540;22479;2679;643;64119;13379
