;;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Einkommensgrößenklassen;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;0 bis  unter 5000 EUR;;;5000 bis unter 10000 EUR;;;10000 bis unter 15000 EUR;;;15000 bis unter 20000 EUR;;;20000 bis unter 25000 EUR;;;25000 bis unter 30000 EUR;;;30000 bis unter 35000 EUR;;;35000 bis unter 50000 EUR;;;50000 EUR und mehr;;
;;;;;;;;;;;;;;;;;;;;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer;Lohn- und Einkommensteuerpflichtige;Gesamtbetrag der Einkünfte;Lohn- und Einkommensteuer
;;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR;Anzahl;Tsd. EUR;Tsd. EUR
9175124;      Kirchseeon, M;5337;230851;43183;5398;240065;44167;5560;259366;48539;5569;270969;50721;5593;279330;52365;5621;285194;53833;575;986;74;297;2229;56;356;4490;109;397;6966;348;385;8635;625;386;10626;942;382;12412;1203;911;38180;4978;1932;200671;45497
9175127;      Markt Schwaben, M;7009;317366;59645;7235;337511;63488;7315;353157;66618;7401;376018;71954;7494;392264;75173;7479;391490;75283;704;1088;23;338;2588;54;542;6884;194;481;8435;423;507;11488;826;484;13297;1118;482;15623;1595;1260;53233;7187;2681;278854;63863
9175128;      Moosach;771;46127;10299;789;51449;12165;813;77495;23506;823;53090;11897;800;54085;12077;766;50911;11407;58;106;2;40;309;5;48;612;14;58;1003;56;43;953;81;43;1181;115;36;1164;112;108;4496;584;332;41087;10438
9175131;      Oberpframmern;1234;71226;15502;1254;75186;16416;1291;81130;18424;1336;87614;20464;1331;85787;18659;1319;84719;18178;107;183;3;60;463;9;82;1006;25;68;1198;74;70;1593;122;98;2674;206;80;2590;265;225;9537;1202;529;65475;16271
9175132;      Vaterstetten;12061;780137;186684;12213;809600;191543;12432;856367;203921;12712;904469;219218;12912;972161;235976;13059;969374;232554;1166;1811;70;661;5034;167;706;8864;264;701;12253;680;788;17712;1256;715;19657;1868;727;23600;2358;1778;74801;9928;5817;805643;215963
9175133;      Pliening;2893;156724;32259;2986;167747;34773;3003;172537;34939;3059;181459;37042;3133;191876;39914;3097;194921;40577;232;398;45;139;1057;12;150;1876;43;169;2961;150;179;4006;290;163;4481;394;193;6276;691;493;20946;2949;1379;152921;36004
9175135;      Poing;7984;407947;81622;8080;433745;87449;8378;460785;93354;8471;488498;99875;8522;506737;104232;8494;508049;104259;732;1148;44;398;2991;68;502;6315;442;495;8646;422;497;11247;864;460;12638;1171;500;16189;1753;1334;56205;7780;3576;392671;91717
9175136;      Emmering;746;29743;4977;766;31153;5103;777;32675;5348;773;33507;5373;749;33012;5226;753;34627;5464;65;117;2;42;338;5;49;624;14;52;917;41;56;1252;85;51;1404;122;63;2037;212;141;5932;727;234;22007;4256
9175137;      Steinhöring;2122;86056;14825;2166;88463;15271;2268;92892;16201;2229;97215;16461;2213;101114;17576;2180;101245;17608;285;451;7;108;842;12;141;1792;43;153;2637;155;121;2728;187;167;4610;388;166;5364;538;355;14924;1967;684;67895;14310
9175139;      Zorneding;5082;280308;60754;5132;291284;62848;5265;304159;66510;5354;314111;68254;5372;328045;72797;5255;324044;71120;501;817;12;253;1914;53;284;3628;143;360;6281;372;299;6686;426;335;9222;791;302;9864;1221;815;34302;4596;2106;251330;63503
9175444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9176111;      Adelschlag;1500;71380;12852;1508;73209;13077;1511;73169;12771;1533;76819;13617;1510;78783;13780;1523;79836;14079;150;253;2;58;446;8;87;1108;26;84;1470;67;93;2116;134;83;2299;182;79;2577;259;276;11529;1484;613;58037;11915
9176112;      Altmannstein, M;3609;153837;26464;3618;159262;27131;3615;158715;26669;3625;169074;29005;3678;177787;30407;3631;180330;31105;352;596;29;161;1265;16;251;3190;54;228;3999;175;230;5171;296;243;6682;526;266;8617;882;541;22799;2821;1359;128013;26307
9176114;      Beilngries, St;4834;210544;36952;4920;219186;38191;4959;239783;44856;5014;240920;41933;5094;252245;44216;5076;248953;43661;405;671;12;238;1843;23;348;4340;82;346;6032;306;352;7994;578;348;9546;772;381;12388;1272;887;37317;4761;1771;168822;35856
9176116;      Böhmfeld;849;46143;9330;830;45776;9406;832;45325;8882;853;48801;9783;879;50838;10002;898;51129;9937;93;155;1;26;198;2;53;681;12;46;784;35;51;1149;79;66;1800;164;49;1600;160;141;6046;776;373;38715;8707
9176118;      Buxheim;1810;96223;19604;1793;99593;20886;1838;98492;19438;1866;102411;19469;1874;105661;20182;1841;103704;19673;170;284;4;85;638;4;114;1441;40;108;1877;86;99;2227;163;98;2683;202;126;4091;386;263;11067;1430;778;79395;17358
9176120;      Denkendorf;2453;107032;20257;2473;111131;20442;2452;112564;20881;2490;119386;21724;2529;123800;22600;2493;121384;21495;264;450;11;130;968;14;168;2129;64;178;3116;158;139;3112;205;179;4882;382;168;5507;537;380;15939;2027;887;85279;18097
9176121;      Dollnstein, M;1377;55467;8816;1395;57658;9020;1381;60430;9607;1412;61509;9668;1406;64029;10120;1397;63321;9859;131;225;3;56;430;5;99;1273;25;94;1643;70;108;2430;147;91;2503;191;94;3070;291;261;10960;1356;463;40786;7770
9176122;      Egweil;554;28065;5149;569;28617;5198;589;29857;5269;592;31034;5600;569;32124;5809;577;32101;5882;59;106;1;22;167;1;33;427;6;31;539;21;26;596;31;35;966;81;36;1171;116;95;4024;498;240;24104;5127
9176123;      Eichstätt, GKSt;6985;294572;54513;7019;307198;56954;7126;319082;58956;7211;337255;63914;7146;342969;64356;7066;343549;64439;879;1337;16;384;2914;47;496;6226;140;473;8237;460;430;9663;631;446;12275;1085;478;15611;1648;1195;50263;6706;2285;237023;53706
9176124;      Eitensheim;1454;80352;16218;1479;82710;16480;1482;83394;16693;1520;89477;18550;1521;89123;17797;1501;86953;17130;166;296;3;63;461;6;105;1339;25;74;1275;61;79;1798;132;80;2227;181;82;2659;266;214;9062;1155;638;67837;15301
9176126;      Gaimersheim, M;6185;356354;78693;6294;357496;75670;6402;369514;78543;6427;394544;84818;6482;401850;85681;6473;388803;82574;717;1172;23;277;2065;48;358;4520;109;367;6403;363;328;7376;491;363;10005;809;346;11258;1119;917;38760;5146;2800;307245;74466
9176129;      Großmehring;3548;163792;29991;3670;174351;31597;3678;174002;30891;3792;188700;34092;3817;194915;34893;3792;193452;34801;393;765;14;205;1548;32;244;3090;72;225;3912;189;219;4929;354;249;6855;588;257;8353;850;570;24175;3220;1430;139826;29482
9176131;      Hepberg;1524;77074;15885;1545;79561;16095;1530;79516;16373;1532;83907;16802;1587;88777;17735;1571;85014;16913;192;350;6;77;593;7;101;1291;26;82;1429;69;79;1762;122;101;2790;246;91;2948;319;206;8583;1112;642;65268;15006
9176132;      Hitzhofen;1383;74709;15064;1410;78426;15378;1402;78222;15273;1450;84742;16763;1473;88195;17369;1461;86932;17093;132;238;2;54;413;6;87;1114;18;84;1449;56;65;1475;107;74;2039;198;80;2602;233;230;9643;1213;655;67959;15260
9176137;      Kinding, M;1338;56043;9475;1355;59411;10024;1344;59939;10267;1379;62855;10468;1335;65278;10887;1335;66460;11448;104;173;5;60;464;30;107;1328;36;81;1435;64;75;1699;112;104;2859;243;99;3196;344;261;11002;1377;444;44304;9235
9176138;      Kipfenberg, M;3042;136442;25690;3006;138916;25053;2985;142550;25853;3058;151180;27718;3040;153726;27901;3055;156444;29082;327;601;7;139;1059;12;180;2268;59;177;3098;167;178;3997;255;211;5774;510;229;7444;754;553;23274;2977;1061;108928;24340
9176139;      Kösching, M;4894;258012;53118;4946;263195;53605;4963;267726;53657;5043;280705;57202;5108;291537;58618;5088;298476;60246;535;939;16;195;1473;25;299;3754;88;319;5578;284;320;7199;519;326;8933;732;274;8914;901;732;30985;4154;2088;230702;53527
9176143;      Lenting;2585;124756;24760;2564;119504;23329;2580;123855;24167;2600;128484;25058;2646;132558;25673;2655;131118;25206;305;509;7;128;942;13;157;1965;49;170;2962;145;146;3280;207;171;4723;365;172;5589;579;412;17443;2279;994;93706;21561
9176147;      Mindelstetten;858;40633;7460;882;43069;8174;904;45007;8251;884;46929;8757;891;49614;9856;905;48289;9154;89;178;2;33;262;3;51;643;10;39;683;34;58;1320;90;63;1753;144;59;1934;201;140;5908;776;373;35609;7894
9176148;      Mörnsheim, M;736;25993;3763;741;26085;3596;761;28010;3977;771;29827;4286;774;30518;4326;758;30358;4315;68;132;3;40;313;4;54;672;13;55;948;41;48;1099;58;69;1894;154;64;2066;197;153;6454;785;207;16782;3059
9176149;      Nassenfels, M;1076;49023;8707;1132;53160;9524;1123;56207;10196;1138;58864;10664;1151;61121;11055;1171;62595;11434;94;136;2;39;286;4;73;919;17;64;1138;47;64;1460;106;104;2851;250;72;2339;264;193;8161;1038;468;45305;9707
9176150;      Oberdolling;679;34782;6722;685;36763;7104;685;37703;7158;696;40033;7832;691;38912;7498;677;39253;7564;48;85;1;29;214;3;43;556;7;49;852;42;36;808;55;36;971;74;41;1332;141;97;4154;570;298;30281;6671
9176153;      Pförring, M;1936;84367;14989;1925;90946;16983;1931;90851;16169;1982;99241;18457;2005;100118;17682;2015;102530;19000;222;389;6;73;566;8;126;1556;31;121;2129;99;127;2867;194;162;4434;355;160;5202;535;300;12654;1581;724;72733;16190
9176155;      Pollenfeld;1353;57928;9270;1356;67133;11505;1355;62004;9690;1374;63891;10241;1405;67800;11036;1402;67379;10677;125;252;2;65;517;9;82;1030;17;99;1703;101;102;2315;138;93;2545;166;94;3074;290;220;9135;1073;522;46809;8881
9176160;      Schernfeld;1509;61524;9566;1496;64153;9966;1521;67129;10663;1518;69958;11243;1550;74562;12101;1545;75313;12300;123;223;2;71;531;6;89;1103;26;92;1622;84;89;2006;137;108;2970;230;96;3122;324;288;12181;1549;589;51556;9941
9176161;      Stammham;1981;106043;21244;2020;109594;21728;2047;110747;21573;2029;119396;24011;2049;119473;23557;2094;120186;23417;199;346;2;98;748;16;126;1614;33;113;1979;92;105;2364;162;127;3492;275;128;4165;413;291;12307;1619;907;93171;20805
9176164;      Titting, M;1323;56886;8899;1344;60463;9864;1340;61788;9737;1348;66570;11118;1364;66680;10848;1341;65619;10522;110;170;3;57;436;7;116;1440;26;75;1303;66;91;2041;132;93;2546;214;97;3143;328;240;9994;1205;462;44545;8540
9176165;      Walting;1134;60405;12898;1168;57876;11103;1157;57578;10833;1150;57437;10461;1165;60383;11039;1133;59486;10588;91;186;2;48;392;2;78;979;18;64;1136;44;62;1407;99;81;2223;176;90;2904;276;196;8144;994;423;42116;8976
9176166;      Wellheim, M;1340;51387;8112;1357;52687;8188;1340;52850;8005;1344;56198;8702;1348;57252;8742;1353;56901;8513;163;243;2;49;381;6;95;1193;23;97;1692;75;92;2064;119;102;2800;211;94;3061;307;224;9398;1186;437;36070;6585
9176167;      Wettstetten;2565;147729;32482;2569;152416;33920;2577;149368;32028;2631;162617;36284;2676;168534;35966;2657;161020;33355;252;435;38;136;1015;26;133;1688;36;153;2648;123;157;3549;255;154;4211;315;162;5278;547;354;15014;1986;1156;127182;30030
9176444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177112;      Berglern;1465;65484;12005;1533;69790;12378;1607;73298;13210;1635;78130;13839;1624;79884;14311;1615;75902;13183;111;201;.;88;670;.;120;1505;50;92;1606;88;106;2388;180;125;3447;325;120;3934;465;294;12387;1723;559;49765;10335
9177113;      Bockhorn;1925;90118;16409;1957;95936;17509;2048;106291;19888;2123;112542;20848;2155;116824;21699;2170;116625;22011;164;318;4;106;810;12;143;1810;42;111;1952;99;136;3061;246;150;4139;382;168;5466;551;377;15807;2156;815;83262;18520
9177114;      Buch a.Buchrain;765;37790;6829;785;38889;7162;798;40523;7402;808;43000;7958;824;44501;8132;835;46121;8709;73;123;.;38;286;.;52;643;13;42;747;40;43;955;62;66;1809;130;55;1776;195;141;6017;788;325;33765;7434
9177115;      Dorfen, St;7238;304152;53098;7384;317573;55974;7549;337206;59945;7638;359213;65492;7677;375203;68172;7687;381566;70062;788;1204;15;343;2629;57;508;6342;170;540;9434;466;550;12417;914;558;15336;1403;575;18627;1906;1324;55583;7341;2501;259994;57792
9177116;      Eitting;1472;62476;10485;1527;66495;11198;1559;71017;12243;1616;76575;13410;1645;80202;14082;1673;79310;13831;107;217;9;88;684;14;118;1489;46;128;2243;142;131;2955;242;149;4078;384;158;5146;589;295;12360;1669;499;50139;10736
9177117;      Erding, St;19862;908053;174046;20076;938010;180944;20375;975559;188808;20497;1035287;202113;20667;1083165;214325;20533;1073107;214536;1891;3233;50;1090;8304;147;1485;18590;582;1518;26471;1401;1405;31615;2267;1464;40194;3495;1542;50060;5332;3535;148395;20279;6603;746244;180982
9177118;      Finsing;2493;114573;21174;2587;124859;23497;2654;133857;25855;2687;141031;27245;2710;147268;28527;2740;147496;28071;211;429;15;141;1082;21;195;2436;61;173;3015;167;166;3692;250;172;4719;410;197;6405;703;486;20498;2845;999;105219;23599
9177119;      Forstern;1902;94577;19325;1982;102359;20732;2004;103617;20639;2047;110613;22364;2069;113678;22836;2051;115108;23307;165;263;4;95;735;13;149;1861;47;131;2309;115;115;2581;200;138;3781;353;147;4812;596;328;13751;1870;783;85014;20110
9177120;      Fraunberg;1829;79229;13056;1884;81424;13333;1885;85104;13985;1951;91767;15380;1966;93713;15896;1980;94887;16043;159;299;6;99;765;15;128;1589;38;139;2433;121;135;3031;229;171;4709;384;175;5700;619;340;14137;1801;634;62224;12831
9177121;      Hohenpolding;720;29796;4893;762;34383;6134;789;34795;6401;804;35716;5739;813;38292;6278;822;38169;6210;79;128;2;44;359;5;56;703;12;56;977;47;59;1323;87;52;1415;124;53;1719;175;160;6579;803;263;24965;4955
9177122;      Inning a.Holz;763;32395;5586;776;34855;6102;790;36317;6288;803;38692;6958;814;40720;7192;835;40889;7253;76;133;1;35;277;4;54;679;10;68;1188;67;52;1177;67;58;1606;136;58;1883;198;154;6485;829;280;27461;5941
9177123;      Isen, M;2952;129807;24393;2979;134562;24617;3026;141933;25314;3028;146556;27327;3011;150382;26758;3003;153806;28256;280;456;8;146;1108;58;195;2469;57;224;3941;356;212;4803;315;216;5926;499;223;7216;733;496;20855;2658;1011;107032;23572
9177124;      Kirchberg;540;22208;3709;543;24267;4199;562;25447;4391;579;27461;4848;583;28273;5494;588;27618;4526;45;80;1;24;183;3;42;528;12;36;618;26;50;1136;81;44;1213;103;50;1630;176;123;5095;665;174;17135;3460
9177126;      Langenpreising;1426;63278;11195;1481;66298;11528;1524;71670;12597;1561;77932;14073;1569;77607;13487;1581;77725;13672;150;253;7;72;546;12;108;1369;41;87;1544;85;93;2090;153;121;3306;303;114;3696;413;291;12215;1665;545;52706;10994
9177127;      Lengdorf;1379;58671;9898;1383;61417;10423;1401;65223;11311;1425;67806;11700;1429;71520;12519;1435;72220;12737;105;195;2;55;417;11;103;1310;35;89;1562;79;78;1774;122;113;3115;261;112;3629;392;287;12032;1573;493;48186;10263
9177130;      Moosinning;3010;150056;29616;3103;158531;31163;3187;167048;33787;3236;170414;33484;3339;184163;36447;3371;187428;37052;272;477;32;165;1296;19;228;2917;77;211;3702;203;220;4946;373;250;6892;623;230;7448;807;583;24459;3335;1212;135291;31583
9177131;      Neuching;1355;65957;12220;1368;68149;12656;1409;73837;13868;1473;75729;13937;1463;79623;15020;1480;79099;14817;100;148;3;61;469;11;85;1086;26;83;1444;75;82;1841;124;104;2875;273;109;3531;378;277;11579;1592;579;56127;12337
9177133;      Oberding;3278;164437;32289;3412;168186;32674;3448;174396;33982;3458;184285;36019;3507;202991;41428;3580;193697;39674;301;582;17;216;1644;58;305;3808;110;249;4329;242;272;6093;477;237;6511;581;249;8061;873;525;21893;2988;1226;140775;34329
9177134;      Ottenhofen;998;55548;11778;1008;57503;12351;1005;59702;12779;1030;62331;13548;1040;65415;13889;1043;66737;14558;96;165;3;48;366;6;56;708;14;60;1046;55;59;1323;85;51;1406;137;59;1900;181;156;6657;904;458;53166;13174
9177135;      Pastetten;1394;62703;11196;1403;66639;12195;1435;69362;12528;1481;71839;12975;1531;80565;14968;1571;79240;14319;153;269;6;71;545;8;90;1103;24;86;1506;73;98;2193;166;107;2958;266;130;4242;434;283;11818;1540;553;54606;11802
9177137;      Sankt Wolfgang;2110;95690;18312;2124;98381;17879;2177;103524;18645;2204;108980;19940;2279;115812;21756;2248;113878;21380;186;334;5;109;846;17;156;1943;39;137;2376;118;157;3521;260;165;4579;384;163;5282;546;424;17762;2277;751;77237;17733
9177138;      Steinkirchen;656;27886;4582;668;29015;4732;669;31600;5265;698;34367;5831;704;34987;5873;714;35424;5993;55;85;3;33;266;7;59;725;19;37;648;29;44;984;64;60;1667;141;52;1680;150;129;5388;678;245;23981;4903
9177139;      Taufkirchen (Vils);5087;190862;30522;5194;205692;33354;5198;210530;34153;5244;222851;36199;5359;232078;37956;5443;232455;37091;610;901;14;236;1792;28;401;5031;104;424;7384;351;414;9358;633;394;10881;948;437;14190;1513;947;39188;4976;1580;143730;28523
9177142;      Walpertskirchen;1108;49055;8870;1104;51762;9388;1131;54808;9978;1141;57105;10364;1173;61694;11307;1164;61240;11184;95;159;3;50;389;7;77;956;20;72;1252;62;70;1585;108;79;2169;187;98;3199;338;191;8042;1020;432;43490;9440
9177143;      Wartenberg, M;2758;121819;22782;2857;129206;24503;2918;152604;32736;2970;142982;26811;3021;151955;28516;3022;148756;27972;257;458;11;135;1025;21;212;2663;88;258;4551;244;240;5401;408;249;6873;661;227;7370;776;539;22369;2888;905;98044;22874
9177144;      Wörth;2337;116370;22346;2367;120536;23213;2392;129727;26016;2426;135936;27575;2397;134321;26224;2413;137682;26901;201;303;5;108;808;15;144;1815;43;159;2730;145;135;3033;211;170;4695;399;169;5512;595;418;17599;2377;909;101187;23110
9178113;      Allershausen;2987;130341;23718;2994;136399;25104;3121;144682;27000;3242;156033;29323;3173;158699;29333;3170;156262;28550;286;516;14;159;1214;25;213;2643;74;219;3823;190;257;5814;414;210;5780;492;243;7912;821;516;21493;2838;1067;107067;23684
9178115;      Attenkirchen;1396;71147;14319;1433;70128;13686;1470;75313;14616;1523;79109;15548;1558;82468;16028;1516;79509;15239;140;266;6;73;544;8;102;1278;32;100;1741;98;103;2324;176;114;3130;284;118;3810;408;241;9973;1287;525;56443;12939
9178116;      Au i.d.Hallertau, M;3146;126417;21288;3164;134039;22893;3191;139601;24262;3294;150604;26402;3322;155110;27348;3313;154614;26959;296;594;16;180;1344;26;242;3019;73;262;4562;231;239;5428;385;258;7067;635;254;8263;872;542;22515;2925;1040;101822;21794
9178120;      Eching;7480;361201;71325;7667;374274;74011;7777;387092;76340;7826;409190;81919;8024;429875;86133;7906;421835;84532;726;1255;48;375;2844;71;552;6904;258;541;9435;498;460;10373;785;515;14180;1252;501;16248;1720;1304;55148;7608;2932;305449;72292
9178122;      Rudelzhausen;1666;72282;12531;1705;76945;13640;1722;83367;16345;1752;79119;13270;1823;84918;14665;1832;85069;15644;167;313;5;100;777;12;150;1868;48;119;2081;92;133;3006;218;118;3260;300;152;4941;521;328;13721;1770;565;55103;12679
9178123;      Fahrenzhausen;2528;128399;25327;2587;135055;26441;2687;141056;27805;2685;148196;29052;2780;153218;29864;2764;156360;30852;225;379;9;118;892;33;187;2381;65;178;3104;167;193;4348;300;179;4937;451;189;6169;682;448;18990;2659;1047;115159;26486
9178124;      Freising, GKSt;26344;1117531;215633;27048;1180458;228599;27681;1243462;240730;28088;1312490;252899;28613;1379216;268679;28177;1362201;267916;3360;5637;300;1834;13821;391;2068;25865;831;1990;34803;2057;1924;43331;3508;1903;52267;4929;1820;59100;6647;4378;183920;25783;8900;943456;223471
9178125;      Gammelsdorf;710;31070;5245;708;31999;5315;742;34039;5694;735;36034;6136;739;39107;6939;734;39139;7177;46;76;1;34;253;3;48;605;15;52;901;40;52;1180;71;51;1403;122;53;1732;190;139;5796;713;259;27191;6022
9178129;      Haag a.d.Amper;1543;64036;11178;1578;67116;11650;1592;72037;12772;1599;77341;14255;1632;82274;15253;1620;81621;14999;156;302;7;75;577;10;110;1390;37;100;1748;100;115;2602;192;122;3344;284;120;3882;410;293;12247;1664;529;55527;12296
9178130;      Hallbergmoos;5905;274430;52121;6062;285915;54225;6187;301757;57506;6267;319202;61728;6371;332207;63912;6524;324269;61796;635;1131;60;331;2564;67;461;5834;199;445;7771;545;439;9851;775;412;11343;1065;459;14869;1696;1117;46778;6548;2225;224128;50842
9178132;      Hörgertshausen;976;39905;6529;1002;42740;7090;1018;43457;7192;1010;47901;8431;1024;48981;8364;1025;49961;8892;79;123;2;50;384;5;79;993;21;71;1244;66;59;1328;90;67;1840;150;84;2732;296;161;6723;898;375;34592;7363
9178133;      Hohenkammer;1339;64148;12342;1368;69064;13368;1376;72556;14277;1380;76684;14794;1394;80567;15755;1389;80768;16275;115;213;5;53;408;10;79;979;25;80;1409;65;91;2027;149;118;3270;297;83;2698;283;232;9738;1249;538;60027;14193
9178136;      Kirchdorf a.d.Amper;1618;74086;14245;1622;80046;15878;1684;85841;18399;1722;93464;18932;1733;97227;20166;1761;93043;17671;151;266;4;91;726;12;119;1501;39;120;2119;110;112;2520;198;123;3376;308;115;3748;407;314;13242;1811;616;65546;14781
9178137;      Kranzberg;2185;107848;21112;2198;112801;22364;2268;118597;23659;2289;127718;28612;2276;127137;25680;2278;130434;26275;189;334;5;115;880;14;139;1729;80;137;2405;116;118;2649;195;174;4769;436;145;4713;482;400;16862;2211;861;96094;22735
9178138;      Langenbach;2144;99634;18615;2153;100453;18702;2277;104536;20324;2437;109943;20455;2433;116679;22063;2300;116309;22159;215;362;9;109;838;16;157;1907;46;165;2900;159;180;4049;318;164;4510;448;152;4952;545;398;16671;2255;760;80121;18363
9178140;      Marzling;1661;85033;17634;1729;90138;18911;1738;93889;19639;1784;101757;21477;1755;105141;24618;1734;100266;21390;182;284;5;100;757;12;117;1471;31;109;1910;105;98;2216;146;111;3057;300;100;3239;370;251;10604;1474;666;76729;18946
9178142;      Mauern;1447;67724;12300;1455;69164;12467;1484;72843;13228;1490;77368;14077;1547;81348;14938;1566;83868;15341;143;250;6;74;561;8;92;1158;23;110;1940;89;113;2550;210;114;3123;265;104;3368;325;260;10813;1403;556;60105;13012
9178143;      Moosburg a.d.Isar, St;9592;380043;65844;9898;392703;66430;10056;413892;71168;10274;437998;75275;10398;462342;80716;10541;460203;80199;1256;1903;38;601;4632;87;818;10278;286;818;14203;725;788;17687;1309;739;20402;1789;765;24841;2777;1693;71154;9511;3063;295102;63677
9178144;      Nandlstadt, M;2643;107235;18606;2765;120126;22645;2813;119362;20693;2899;126795;21805;2873;130785;22507;2979;130485;22725;400;734;181;177;1326;35;200;2494;73;190;3309;187;227;5148;360;258;7091;605;199;6455;679;462;19384;2496;866;84544;18110
9178145;      Neufahrn b.Freising;11075;474949;90604;11334;496474;93320;11429;520714;100384;11523;542439;102515;11710;569763;108193;11400;557022;106589;1105;1989;114;647;4911;113;875;10968;340;835;14594;788;893;20128;1448;811;22303;1931;712;23145;2388;1867;78263;10337;3655;380720;89130
9178150;      Paunzhausen;813;36385;6840;816;37483;6924;802;39061;7314;802;39475;7182;825;41675;7809;831;42083;7636;66;122;2;30;230;6;55;697;13;51;878;38;58;1269;75;54;1476;147;69;2230;231;152;6412;875;296;28769;6249
9178155;      Wang;1258;61779;11879;1289;63438;12065;1282;66868;12630;1303;67807;12869;1302;71757;13836;1313;68742;13063;139;263;5;78;617;7;99;1250;96;82;1410;75;93;2087;148;82;2242;186;86;2790;325;188;7901;1048;466;50182;11173
9178156;      Wolfersdorf;1353;55519;9934;1378;58030;10404;1448;62762;11522;1483;66419;12430;1455;70239;13378;1449;67477;12400;217;428;32;71;535;14;88;1100;29;71;1226;66;74;1657;117;118;3243;324;123;3996;458;230;9716;1296;457;45577;10063
9178157;      Zolling;2469;107555;18462;2549;127574;25849;2551;129283;24364;2566;153489;31256;2615;134255;24022;2616;142361;28478;237;432;11;154;1178;23;175;2185;58;184;3213;194;180;4050;298;186;5116;441;197;6397;657;452;18877;2489;851;100912;24306
9179111;      Adelshofen;822;36417;6273;847;38903;6893;848;41444;7305;872;44985;8113;886;46346;8546;923;47122;8285;83;126;2;54;426;4;52;655;17;55;985;53;48;1094;70;64;1752;170;61;1983;207;162;6836;877;344;33266;6887
9179113;      Alling;1913;105185;22897;1936;110664;23990;1968;116430;27192;2022;123000;27732;2067;129040;27455;2057;129225;26884;170;313;3;94;710;14;111;1383;29;118;2080;109;106;2387;190;139;3826;400;121;3953;409;357;15269;2063;841;99302;23667
9179114;      Althegnenberg;966;42115;7447;983;43888;7761;993;45588;8071;1032;49299;8764;1051;52340;9364;1043;55264;10070;113;155;5;62;450;9;68;868;25;54;929;42;66;1468;102;60;1655;161;54;1746;167;169;7155;937;397;40837;8623
9179117;      Egenhofen;1672;75149;13723;1694;82384;16048;1715;84453;15552;1760;87246;16221;1776;93159;17451;1824;97946;18436;147;260;71;97;754;12;108;1364;21;121;2097;106;125;2803;206;125;3431;326;125;4035;411;346;14578;1880;630;68623;15404
9179118;      Eichenau;6045;325632;68836;6081;341387;73313;6120;349494;74574;6208;369057;79811;6285;387010;83451;6217;388274;83582;651;1041;16;287;2194;56;332;4123;137;372;6534;331;355;7972;524;417;11508;932;344;11200;1105;920;38902;5116;2539;304801;75365
