;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe;;Schweine;;Zuchtsauen;;Andere Schweine;;Schafe;;Einhufer;;Hühner;;Legehennen;;Masthühner und -hähne;
;;Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9179140;      Oberschweinbach;2;.;2;.;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;2;.;2;.;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–
9179142;      Olching, St;10;496;4;107;6;146;4;.;1;.;11;2907;11;2677;3;230;2;.;9;73;7;470;3;.;3;.;1;.;3;59;1;.;4;84;6;3174;6;3174;–;–;5;320;1;.;2;.;1;.;2;.;2;.;6;86;8;3456;8;3456;–;–
9179145;      Puchheim, St;5;179;3;.;2;.;2;.;1;.;3;425;3;425;–;–;1;.;4;73;4;247;1;.;2;.;1;.;2;.;1;.;5;135;3;.;3;.;–;–;4;237;1;.;2;.;1;.;1;.;1;.;3;108;3;.;3;.;–;–
9179147;      Schöngeising;2;.;2;.;1;.;1;.;–;–;2;.;2;.;–;–;1;.;3;19;2;.;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–
9179149;      Türkenfeld;11;830;8;.;–;–;–;–;–;–;4;155;4;155;–;–;–;–;7;21;7;502;3;.;–;–;–;–;–;–;1;.;5;46;3;73;3;73;–;–;6;423;2;.;–;–;–;–;–;–;–;–;5;48;4;117;4;117;–;–
9180112;      Bad Kohlgrub;47;1256;32;504;5;12;4;.;–;–;17;215;16;.;1;.;10;123;14;110;38;1448;26;639;3;5;–;–;3;5;5;63;13;87;14;255;14;.;–;–;39;1500;25;685;2;.;–;–;2;.;4;59;10;62;18;285;18;.;–;–
9180113;      Bad Bayersoien;36;1026;29;462;2;.;1;.;–;–;5;64;5;64;–;–;4;107;12;47;30;1144;22;498;–;–;–;–;–;–;3;73;10;28;5;84;5;84;–;–;28;1182;19;475;1;.;–;–;1;.;6;91;8;23;7;417;7;.;1;.
9180114;      Eschenlohe;22;564;18;249;2;.;1;.;1;.;8;114;8;114;–;–;13;160;9;52;24;741;16;261;3;9;–;–;3;9;14;214;10;59;8;210;8;210;–;–;23;728;15;282;1;.;–;–;1;.;14;239;10;53;10;428;10;428;–;–
9180115;      Ettal;11;327;5;86;–;–;–;–;–;–;1;.;1;.;–;–;11;181;7;28;10;288;4;.;1;.;–;–;–;–;9;158;7;24;3;48;3;48;–;–;10;268;4;92;–;–;–;–;–;–;10;180;8;27;1;.;1;.;–;–
9180116;      Farchant;19;348;15;144;1;.;–;–;–;–;6;276;6;.;–;–;12;425;6;23;18;383;10;119;2;.;–;–;2;.;9;491;6;14;7;264;7;264;–;–;15;349;11;.;–;–;–;–;–;–;7;509;4;12;7;955;7;955;–;–
9180117;      Garmisch-Partenkirchen, M;60;542;39;171;2;.;1;.;–;–;14;193;14;.;–;–;52;1067;12;63;35;436;17;126;4;12;–;–;3;.;30;1036;7;48;8;91;8;.;1;.;34;429;16;121;4;8;–;–;4;8;33;983;8;45;9;79;9;79;–;–
9180118;      Grainau;10;121;4;.;–;–;–;–;–;–;–;–;–;–;–;–;8;163;2;.;10;139;4;.;–;–;–;–;–;–;5;107;1;.;2;.;2;.;–;–;10;141;2;.;–;–;–;–;–;–;6;200;1;.;2;.;2;.;–;–
9180119;      Großweil;31;1108;25;516;5;13;4;.;–;–;6;69;6;69;–;–;6;91;12;76;26;1141;20;.;2;.;–;–;2;.;3;24;8;81;9;98;9;.;1;.;25;1148;21;.;1;.;–;–;1;.;4;26;8;88;7;110;7;110;–;–
9180122;      Krün;14;320;10;107;–;–;–;–;–;–;2;.;2;.;–;–;6;451;4;7;13;311;7;112;–;–;–;–;–;–;7;697;5;16;4;145;4;145;–;–;11;296;7;.;–;–;–;–;–;–;5;718;5;13;6;248;6;248;–;–
9180123;      Mittenwald, M;28;223;17;72;3;7;2;.;–;–;11;270;11;270;–;–;44;1011;18;88;20;201;11;74;1;.;–;–;1;.;24;503;14;75;8;136;8;136;–;–;23;234;10;85;–;–;–;–;–;–;25;446;17;93;11;181;11;181;–;–
9180124;      Murnau a.Staffelsee, M;37;931;23;341;2;.;2;.;–;–;12;241;12;.;1;.;6;170;25;136;28;890;20;304;1;.;–;–;1;.;2;.;12;86;12;180;12;180;–;–;26;818;18;293;–;–;–;–;–;–;4;76;11;81;10;108;10;.;–;–
9180125;      Oberammergau;11;255;5;85;1;.;1;.;–;–;3;38;3;38;–;–;8;192;9;50;10;319;5;116;1;.;1;.;1;.;4;90;6;43;1;.;1;.;–;–;10;319;5;128;–;–;–;–;–;–;3;82;6;40;1;.;1;.;–;–
9180126;      Oberau;5;95;2;.;1;.;1;.;–;–;1;.;1;.;–;–;1;.;2;.;5;81;2;.;1;.;–;–;1;.;1;.;2;.;2;.;2;.;–;–;6;99;2;.;–;–;–;–;–;–;1;.;2;.;2;.;2;.;–;–
9180127;      Ohlstadt;34;734;14;234;–;–;–;–;–;–;6;57;6;57;–;–;19;619;15;435;27;701;15;245;–;–;–;–;–;–;17;645;9;408;9;870;9;870;–;–;28;801;14;234;1;.;–;–;1;.;17;598;11;306;12;192;12;192;–;–
9180128;      Riegsee;40;1415;31;630;5;9;3;.;1;.;11;176;11;176;–;–;1;.;15;54;38;1363;26;562;1;.;–;–;1;.;2;.;12;40;14;231;14;231;1;–;33;1353;22;504;1;.;–;–;1;.;4;24;9;30;17;262;17;262;–;–
9180129;      Saulgrub;29;736;23;285;–;–;–;–;–;–;2;.;2;.;–;–;3;84;6;19;22;731;20;.;1;.;–;–;1;.;3;68;3;18;4;82;4;82;–;–;22;705;19;.;1;.;–;–;1;.;5;147;3;14;2;.;2;.;1;.
9180131;      Schwaigen;15;688;10;256;–;–;–;–;–;–;5;113;5;113;–;–;7;63;6;32;13;711;10;.;–;–;–;–;–;–;5;40;3;18;4;50;4;50;–;–;12;720;10;.;–;–;–;–;–;–;6;83;3;19;4;266;4;266;–;–
9180132;      Seehausen a.Staffelsee;18;552;15;263;–;–;–;–;–;–;6;78;6;78;–;–;–;–;3;7;16;666;13;.;–;–;–;–;–;–;–;–;3;5;6;129;6;129;–;–;14;634;12;.;–;–;–;–;–;–;1;.;7;19;8;292;8;292;–;–
9180133;      Spatzenhausen;30;1436;25;589;2;.;2;.;–;–;2;.;2;.;–;–;2;.;11;27;27;1458;21;.;–;–;–;–;–;–;2;.;7;36;5;.;5;.;–;–;28;1482;18;710;1;.;–;–;1;.;2;.;7;20;7;829;7;829;–;–
9180134;      Uffing a.Staffelsee;52;2637;45;1157;5;14;4;.;1;.;19;288;19;.;1;.;8;211;20;116;46;2733;37;1287;5;58;1;.;5;12;7;133;16;118;21;444;21;444;1;–;46;2882;36;1402;3;.;1;.;3;13;7;188;14;125;24;614;24;.;1;.
9180135;      Unterammergau;24;556;19;192;2;.;1;.;–;–;1;.;1;.;1;.;5;121;8;35;22;626;15;284;1;.;–;–;1;.;–;–;6;22;–;–;–;–;–;–;22;657;17;287;–;–;–;–;–;–;1;.;3;6;3;24;3;24;–;–
9180136;      Wallgau;12;271;6;72;–;–;–;–;–;–;1;.;1;.;–;–;4;54;3;13;12;406;5;.;–;–;–;–;–;–;4;95;1;.;4;27;4;27;–;–;12;385;4;.;–;–;–;–;–;–;4;65;2;.;3;32;3;32;–;–
9180444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9181111;      Apfeldorf;32;1378;22;624;3;16;3;.;–;–;7;111;7;111;–;–;4;126;6;39;22;1314;17;637;2;.;–;–;2;.;2;.;3;21;4;62;4;62;–;–;20;1222;16;638;1;.;–;–;–;–;1;.;5;31;6;113;6;113;–;–
9181113;      Denklingen;47;1995;32;776;9;66;9;44;1;.;14;414;14;414;–;–;2;.;14;105;37;1799;21;696;6;37;2;.;4;29;3;.;9;89;13;266;13;.;–;–;32;1607;17;612;4;20;1;.;3;16;1;.;7;81;9;243;8;.;1;.
9181114;      Dießen am Ammersee, M;63;4046;54;1818;10;54;9;.;–;–;18;680;18;680;–;–;9;610;29;237;55;4375;45;2088;4;9;–;–;4;9;3;.;26;277;22;607;22;567;1;.;47;4351;36;2034;3;14;–;–;3;14;2;.;26;261;21;1288;21;1288;–;–
9181115;      Eching am Ammersee;5;517;4;188;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;4;414;3;172;–;–;–;–;–;–;–;–;1;.;2;.;2;.;–;–;4;397;3;.;1;.;–;–;1;.;1;.;2;.;2;.;2;.;–;–
9181116;      Egling a.d.Paar;11;887;8;320;6;3463;4;.;1;.;7;171;7;.;1;.;3;96;1;.;8;800;6;290;5;3446;–;–;4;.;2;.;2;.;6;133;6;133;–;–;7;580;6;.;3;2837;–;–;2;.;1;.;3;7;7;168;7;168;–;–
9181118;      Eresing;11;1389;10;.;1;.;1;.;–;–;4;.;4;.;2;.;1;.;2;.;9;1028;8;466;1;.;–;–;1;.;1;.;1;.;5;316;5;316;–;–;10;1573;8;.;–;–;–;–;–;–;2;.;1;.;5;.;5;.;1;.
9181120;      Finning;28;2050;27;989;3;10;3;10;–;–;5;92;5;92;–;–;2;.;7;72;23;2263;21;.;–;–;–;–;–;–;1;.;4;41;5;125;5;125;–;–;21;2213;18;1162;1;.;–;–;1;.;3;41;2;.;4;65;4;65;–;–
9181121;      Fuchstal;45;2162;36;900;5;158;3;44;1;.;18;426;18;.;–;–;3;53;9;118;28;1896;20;699;6;169;–;–;6;.;6;216;8;137;17;394;17;.;–;–;23;1817;15;647;7;114;2;.;7;86;8;317;7;87;16;1302;16;1302;–;–
9181122;      Geltendorf;31;1933;24;686;5;.;4;.;–;–;8;425;8;.;2;.;2;.;2;.;23;1714;18;678;2;.;–;–;2;.;4;572;4;26;6;310;6;310;–;–;23;1794;13;611;2;.;–;–;1;.;2;.;3;22;7;349;7;.;1;.
9181123;      Greifenberg;7;659;4;141;–;–;–;–;–;–;1;.;1;.;–;–;–;–;3;30;5;620;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;4;630;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–
9181124;      Hofstetten;21;1530;19;716;2;.;1;.;–;–;6;96;6;96;–;–;–;–;5;72;16;1613;12;.;1;.;–;–;1;.;–;–;3;19;4;75;4;75;–;–;12;1538;10;793;2;.;–;–;2;.;–;–;2;.;4;261;4;261;–;–
9181126;      Hurlach;30;1709;24;753;3;.;3;10;2;.;5;151;5;.;1;.;–;–;1;.;15;1494;14;751;1;.;1;.;1;.;–;–;1;.;8;171;8;171;–;–;12;1415;9;.;1;.;1;.;1;.;–;–;2;.;5;506;5;506;–;–
9181127;      Igling;28;1642;24;698;6;93;4;.;1;.;14;5118;14;5118;–;–;1;.;6;24;16;1662;13;.;3;53;1;.;3;.;2;.;4;17;7;5880;7;5880;–;–;12;1564;10;530;2;.;–;–;2;.;1;.;5;20;6;.;6;.;–;–
9181128;      Kaufering, M;6;293;5;138;2;.;2;.;–;–;4;176;4;176;–;–;1;.;8;35;6;291;5;.;1;.;–;–;1;.;–;–;4;30;4;134;4;134;–;–;6;365;4;.;2;.;–;–;2;.;–;–;5;42;7;860;7;860;–;–
9181129;      Kinsau;23;808;16;334;2;.;2;.;–;–;7;.;7;.;–;–;–;–;8;46;17;769;14;.;–;–;–;–;–;–;–;–;8;42;7;.;7;.;–;–;13;550;9;.;–;–;–;–;–;–;–;–;6;33;6;.;6;.;–;–
9181130;      Landsberg am Lech, GKSt;25;1385;21;657;6;328;3;.;2;.;11;1406;10;.;1;.;3;.;8;23;15;1101;15;595;1;.;–;–;1;.;4;194;8;43;4;.;4;.;–;–;15;1133;14;.;–;–;–;–;–;–;1;.;7;31;11;.;9;.;–;–
9181131;      Obermeitingen;6;248;5;114;1;.;1;.;–;–;3;50;3;50;–;–;–;–;3;9;2;.;2;.;–;–;–;–;–;–;–;–;2;.;2;.;2;.;–;–;2;.;2;.;–;–;–;–;–;–;–;–;1;.;2;.;2;.;–;–
9181132;      Penzing;32;1962;27;720;7;507;6;299;2;.;12;534;12;.;1;.;3;.;2;.;19;1857;15;717;3;30;1;.;3;17;1;.;4;7;9;3612;9;.;1;.;17;1713;14;652;–;–;–;–;–;–;2;.;4;12;7;3375;7;3375;–;–
9181133;      Vilgertshofen;32;1840;25;763;3;35;3;.;–;–;15;386;15;.;1;.;1;.;12;50;24;1889;17;840;2;.;–;–;2;.;3;75;5;30;6;205;6;205;–;–;20;1802;14;869;2;.;–;–;2;.;2;.;7;28;6;367;6;367;–;–
9181134;      Prittriching;23;1255;17;415;1;.;1;.;1;.;11;389;11;389;–;–;1;.;2;.;11;1203;8;.;–;–;–;–;–;–;1;.;–;–;6;304;6;304;–;–;9;936;6;352;–;–;–;–;–;–;1;.;–;–;8;219;8;219;–;–
9181135;      Reichling;43;1919;34;823;4;28;4;.;–;–;13;286;13;286;–;–;2;.;11;75;33;1970;22;751;3;11;–;–;2;.;2;.;10;70;11;215;11;215;–;–;27;1914;18;675;3;7;–;–;3;7;3;38;6;57;11;243;10;227;1;.
9181137;      Rott;22;1712;18;725;2;.;2;.;1;.;7;164;7;.;–;–;4;37;11;65;18;1509;16;.;2;.;1;.;2;.;3;45;9;56;7;194;7;194;–;–;19;1680;16;823;2;.;1;.;2;.;5;63;8;62;11;299;11;299;–;–
9181138;      Scheuring;12;479;11;.;5;460;4;.;2;.;6;246;6;246;–;–;–;–;6;72;4;211;3;101;5;1996;2;.;5;1491;1;.;5;76;5;230;5;230;–;–;4;155;3;.;4;2057;2;.;4;1349;1;.;4;64;6;499;6;.;1;.
9181139;      Schondorf am Ammersee;3;24;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;1;.;–;–;–;–;–;–;–;–;–;–;3;49;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;1;.;3;53;1;.;1;.;–;–
9181140;      Schwifting;5;342;4;.;1;.;–;–;1;.;1;.;1;.;–;–;–;–;5;34;5;388;3;.;–;–;–;–;–;–;–;–;3;17;3;.;3;.;–;–;5;372;3;.;–;–;–;–;–;–;–;–;5;18;4;.;4;.;–;–
9181141;      Pürgen;28;1825;24;836;4;13;2;.;–;–;15;226;15;226;–;–;2;.;9;58;23;1511;21;.;3;7;–;–;3;7;–;–;5;38;9;212;9;.;–;–;18;1460;13;.;1;.;–;–;1;.;1;.;2;.;7;116;7;.;1;.
9181142;      Thaining;8;472;7;224;1;.;1;.;–;–;3;135;3;135;–;–;–;–;3;8;7;502;7;290;1;.;–;–;–;–;1;.;1;.;3;122;3;122;–;–;6;514;4;.;1;.;–;–;1;.;–;–;1;.;2;.;2;.;–;–
9181143;      Unterdießen;19;1218;19;597;–;–;–;–;–;–;4;49;4;49;–;–;1;.;4;35;16;1078;13;513;–;–;–;–;–;–;1;.;5;64;5;79;5;79;–;–;11;979;9;446;–;–;–;–;–;–;1;.;1;.;2;.;2;.;–;–
9181144;      Utting am Ammersee;16;2004;14;653;3;.;1;.;2;.;5;61;5;61;–;–;3;363;11;109;11;1438;8;.;1;.;–;–;1;.;2;.;8;100;3;49;3;49;–;–;10;1298;7;.;1;.;–;–;1;.;2;.;9;113;5;.;5;.;–;–
9181145;      Weil;44;3541;33;1164;6;474;5;248;1;.;14;437;14;.;–;–;4;.;11;127;33;3812;25;.;3;.;–;–;1;.;7;1351;9;156;11;285;11;285;–;–;28;3665;20;1163;2;.;–;–;1;.;5;138;9;140;14;301;14;301;–;–
9181146;      Windach;17;912;9;319;2;.;1;.;1;.;12;1023;12;1023;–;–;5;793;10;129;17;921;7;335;4;9;–;–;4;9;5;756;9;131;12;769;11;.;–;–;16;906;6;292;–;–;–;–;–;–;6;786;7;115;13;853;13;853;–;–
9181444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182111;      Bad Wiessee;15;545;14;210;–;–;–;–;–;–;3;.;3;.;–;–;3;.;2;.;17;526;13;218;1;.;1;.;1;.;3;.;5;13;7;322;7;322;–;–;16;540;13;170;–;–;–;–;–;–;3;40;4;12;6;193;6;193;–;–
9182112;      Bayrischzell;24;812;21;392;–;–;–;–;–;–;4;54;4;54;–;–;8;87;11;52;21;809;18;402;–;–;–;–;–;–;4;60;9;53;2;.;2;.;–;–;20;820;17;.;–;–;–;–;–;–;6;75;9;58;5;72;5;72;–;–
9182114;      Fischbachau;123;4193;105;1953;7;96;4;38;2;.;13;136;13;136;–;–;22;453;50;301;115;4476;99;2229;3;10;–;–;3;10;17;683;43;274;26;479;26;479;–;–;108;4459;90;2204;3;9;–;–;2;.;19;653;45;275;26;615;25;610;1;.
9182116;      Gmund a.Tegernsee;64;2363;54;1129;–;–;–;–;–;–;6;137;6;.;–;–;6;99;22;118;51;2451;46;1258;2;.;1;.;2;.;4;47;12;53;11;1739;11;.;1;.;50;2514;46;1312;–;–;–;–;–;–;2;.;13;67;13;1907;13;1907;–;–
9182119;      Hausham;39;1109;29;437;1;.;1;.;1;.;9;669;9;669;–;–;5;103;9;19;31;1068;23;440;2;.;1;.;1;.;4;132;6;15;7;.;7;.;–;–;28;1053;22;486;2;.;–;–;2;.;5;147;4;12;6;.;6;.;1;.
9182120;      Holzkirchen, M;69;3122;53;1438;1;.;–;–;–;–;11;1583;10;512;3;.;9;166;16;318;46;2783;36;1347;–;–;–;–;–;–;2;.;15;296;16;5041;15;.;1;.;45;2567;35;1265;1;.;–;–;1;.;3;21;16;306;14;3518;14;.;1;.
9182123;      Irschenberg;125;4960;103;2422;2;.;–;–;1;.;8;.;8;.;1;.;5;384;24;198;100;4782;84;2484;1;.;1;.;–;–;7;485;23;180;14;2345;14;2345;–;–;94;4837;77;2488;–;–;–;–;–;–;9;606;22;145;16;2529;16;.;–;–
9182124;      Kreuth;23;504;19;.;1;.;1;.;–;–;3;30;3;30;–;–;10;114;15;91;19;473;14;183;1;.;–;–;1;.;5;70;11;67;5;58;5;58;–;–;19;.;14;.;–;–;–;–;–;–;5;82;11;47;7;64;7;64;–;–
9182125;      Miesbach, St;81;3254;70;1453;2;.;1;.;1;.;13;247;13;247;–;–;10;.;28;133;74;3096;62;1549;–;–;–;–;–;–;4;62;16;49;17;218;17;201;1;.;73;3192;59;1567;2;.;–;–;2;.;7;143;18;58;26;339;26;329;1;.
9182127;      Otterfing;21;1406;18;649;2;.;2;.;1;.;7;200;7;.;–;–;5;378;7;175;18;1304;15;.;3;.;1;.;3;.;5;319;8;132;7;410;7;.;1;.;17;1278;13;587;2;.;1;.;2;.;4;258;7;155;9;642;9;.;–;–
9182129;      Rottach-Egern;23;640;19;207;1;.;1;.;–;–;4;46;4;46;–;–;7;214;14;105;21;657;16;255;–;–;–;–;–;–;5;178;11;79;4;67;4;67;–;–;22;620;15;223;1;.;–;–;1;.;6;205;10;81;11;183;11;183;–;–
9182131;      Schliersee, M;24;747;18;196;3;10;1;.;–;–;3;60;3;.;1;.;9;148;19;81;20;776;15;278;3;6;–;–;3;6;4;43;11;53;5;100;5;100;–;–;20;778;14;272;1;.;–;–;1;.;5;73;14;67;10;1096;10;1096;–;–
9182132;      Tegernsee, St;4;48;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;3;49;1;.;1;.;1;.;1;.;–;–;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182133;      Valley;50;3076;43;1411;–;–;–;–;–;–;4;70;4;.;1;.;5;211;13;76;38;3339;36;.;–;–;–;–;–;–;3;.;7;75;5;62;5;62;–;–;39;3285;34;1555;1;.;–;–;1;.;3;.;8;119;9;155;9;.;1;.
9182134;      Waakirchen;63;2386;54;1127;2;.;–;–;2;.;7;94;7;94;–;–;5;88;24;226;47;2175;37;1076;1;.;–;–;1;.;5;77;19;225;11;805;11;805;–;–;46;2101;35;995;–;–;–;–;–;–;5;60;17;235;11;900;11;900;–;–
9182136;      Warngau;95;3864;86;1968;1;.;–;–;1;.;14;.;14;.;–;–;6;268;22;127;80;3977;78;2169;3;6;1;.;3;.;6;226;21;92;20;4092;20;4092;–;–;80;3897;71;2093;3;7;3;.;–;–;5;145;21;121;25;.;25;.;–;–
9182137;      Weyarn;70;3055;58;1363;3;6;3;6;–;–;16;920;15;275;2;.;6;150;18;92;56;2976;49;1472;–;–;–;–;–;–;3;.;9;90;16;713;15;.;2;.;51;2982;45;1511;2;.;–;–;2;.;4;103;9;124;13;895;13;895;–;–
9183112;      Ampfing;38;2634;30;759;8;4700;6;1275;4;453;9;1102;9;1102;–;–;5;313;9;57;32;2436;21;690;8;6198;3;549;8;2793;10;376;4;29;12;.;11;1145;1;.;28;2187;15;568;8;5151;3;490;8;2401;5;372;9;34;11;.;10;3821;1;.
9183113;      Aschau a.Inn;31;1826;26;630;4;841;2;.;2;.;9;.;9;.;–;–;2;.;15;189;27;1638;19;574;1;.;–;–;1;.;2;.;11;170;12;.;12;.;–;–;25;1408;16;493;1;.;–;–;1;.;1;.;8;129;13;.;13;.;–;–
9183114;      Buchbach, M;51;3803;39;1025;22;5227;10;965;17;855;11;8067;11;.;–;–;13;296;5;29;36;3694;28;1100;8;5367;6;351;8;3781;9;213;7;29;11;2382;11;2382;–;–;34;3546;22;1044;7;5734;3;147;7;4596;8;209;7;25;15;.;14;1178;1;.
9183115;      Egglkofen;11;872;8;241;7;1331;5;.;2;.;8;108;8;108;–;–;3;32;3;26;7;849;7;281;6;1439;1;.;6;1041;–;–;3;5;6;110;6;110;–;–;7;777;7;259;4;1349;–;–;4;1349;–;–;1;.;3;50;3;50;–;–
9183116;      Erharting;15;1394;11;338;5;.;4;54;2;.;4;49;4;49;–;–;1;.;1;.;10;1223;6;.;1;.;1;.;1;.;–;–;1;.;4;177;3;.;–;–;10;1097;6;.;2;.;1;.;2;.;–;–;–;–;6;559;6;559;–;–
9183118;      Gars a.Inn, M;85;4397;70;1644;7;.;5;.;3;.;38;703;38;.;2;.;19;599;24;62;66;4151;51;1684;2;.;–;–;2;.;12;569;9;20;34;506;34;.;1;.;60;3838;48;1621;3;.;–;–;3;.;6;457;11;33;33;536;32;.;–;–
9183119;      Haag i.OB, M;38;2207;30;844;4;66;3;11;2;.;16;1033;16;1019;3;.;4;123;6;42;32;2075;24;922;3;.;1;.;3;.;2;.;7;56;22;917;22;.;1;.;28;1892;20;852;3;.;1;.;3;.;2;.;5;55;19;1244;19;1079;1;.
9183120;      Heldenstein;32;2163;23;561;3;.;3;.;1;.;7;.;6;80;1;.;7;749;7;51;17;1682;13;.;4;.;1;.;4;.;3;41;6;57;7;312;6;.;1;.;17;1669;12;.;3;988;1;.;3;.;3;46;5;47;6;125;6;125;–;–
9183122;      Jettenbach;10;498;8;.;2;.;1;.;2;.;2;.;2;.;–;–;1;.;1;.;6;401;6;173;2;.;1;.;2;.;–;–;2;.;1;.;1;.;–;–;5;438;5;201;2;.;1;.;1;.;–;–;3;12;1;.;1;.;–;–
9183123;      Kirchdorf;51;2504;42;1018;11;528;8;.;2;.;23;361;23;361;–;–;4;98;3;.;38;2396;30;1034;4;.;1;.;4;34;3;75;1;.;23;324;23;324;–;–;35;2428;25;1068;2;.;1;.;2;.;3;77;2;.;19;802;19;802;–;–
9183124;      Kraiburg a.Inn, M;43;3791;40;1282;–;–;–;–;–;–;12;220;12;220;–;–;6;87;3;33;37;3410;33;.;–;–;–;–;–;–;1;.;5;81;8;124;8;124;–;–;36;3157;31;1238;–;–;–;–;–;–;–;–;3;68;7;502;7;502;–;–
9183125;      Lohkirchen;33;2430;24;570;8;1514;4;419;6;.;7;139;7;.;–;–;2;.;2;.;27;1935;17;579;4;1565;3;239;4;387;4;103;1;.;6;199;6;199;–;–;22;1677;13;469;3;.;2;.;3;.;4;89;1;.;11;346;10;333;1;.
9183126;      Maitenbeth;47;2496;43;1161;6;67;2;.;3;.;18;4264;18;4264;–;–;4;30;8;53;35;2781;31;.;3;.;2;.;2;.;1;.;7;71;15;.;14;.;1;.;30;2621;24;1263;2;.;–;–;2;.;–;–;7;63;11;.;10;.;1;.
9183127;      Mettenheim;41;4900;27;818;10;2872;8;1507;4;.;4;70;4;70;–;–;3;43;5;29;36;4767;22;835;5;5184;4;412;4;2790;–;–;3;25;6;161;6;161;–;–;35;4575;21;786;5;4740;4;340;4;2603;1;.;4;29;10;278;10;278;–;–
