;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe (2 Jahre und älter);;Schweine;;Mastschweine (50 kg Lebendgewicht und darüber);;Zuchtsauen;;Hühner;;Legehennen (6 Monate und älter);;Masthühner;;Schafe;;Pferde;;Rinder;;Milchkühe;;Schweine;;Zuchtsauen;;Andere Schweine;;Schafe;;Einhufer;;Hühner;;Legehennen;;Masthühner und -hähne;
;;Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Viehhalter (ab 1999);Viehbestand (ab 1999);Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere;Landwirtschaftliche Betriebe mit Viehhaltung;Tiere
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9676112;      Amorbach, St;15;889;8;334;12;704;10;200;4;.;11;237;11;237;–;–;3;97;7;14;9;839;5;341;3;.;–;–;3;57;5;160;3;17;6;154;6;.;–;–;8;770;4;.;1;.;–;–;1;.;3;128;2;.;5;160;5;.;–;–
9676116;      Bürgstadt, M;5;675;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;4;.;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;2;.;–;–;–;–;–;–;–;–;2;.;1;.;–;–;–;–;–;–
9676117;      Collenberg;3;35;1;.;1;.;1;.;–;–;2;.;2;.;–;–;3;1760;2;.;3;13;–;–;–;–;–;–;–;–;3;.;3;.;1;.;1;.;–;–;2;.;–;–;–;–;–;–;–;–;3;.;2;.;1;.;1;.;–;–
9676118;      Dorfprozelten;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;1;.;–;–
9676119;      Eichenbühl;7;510;5;146;2;.;2;.;–;–;2;.;2;.;–;–;3;167;5;60;6;181;1;.;–;–;–;–;–;–;1;.;4;47;4;80;4;80;–;–;4;151;1;.;–;–;–;–;–;–;1;.;4;54;2;.;2;.;–;–
9676121;      Elsenfeld, M;6;249;5;.;5;2211;5;430;3;.;5;52;5;52;–;–;3;80;6;29;3;230;3;104;5;3598;4;478;4;.;–;–;2;.;3;48;3;48;–;–;3;204;3;85;4;3517;4;.;3;1065;–;–;2;.;3;60;3;60;–;–
9676122;      Erlenbach a.Main, St;5;158;1;.;4;.;4;.;–;–;2;.;2;.;–;–;1;.;4;23;3;.;–;–;2;.;–;–;2;.;1;.;2;.;1;.;1;.;–;–;1;.;–;–;2;.;–;–;2;.;–;–;2;.;–;–;–;–;–;–
9676123;      Eschau, M;18;451;3;37;6;11;6;.;1;.;9;115;8;.;1;.;8;77;10;47;17;493;1;.;5;.;2;.;4;.;5;79;10;37;9;162;9;162;–;–;18;456;1;.;4;152;3;.;3;102;7;113;10;42;10;197;10;.;–;–
9676124;      Faulbach;4;30;1;.;–;–;–;–;–;–;4;83;4;83;–;–;–;–;3;7;2;.;–;–;–;–;–;–;–;–;–;–;4;13;2;.;2;.;–;–;3;56;–;–;1;.;–;–;1;.;2;.;6;23;2;.;2;.;–;–
9676125;      Großheubach, M;4;446;3;119;5;.;5;170;1;.;1;.;1;.;–;–;1;.;5;17;3;468;2;.;3;.;–;–;3;.;1;.;4;36;2;.;2;.;–;–;4;481;2;.;4;.;–;–;4;.;3;10;3;8;3;.;3;.;–;–
9676126;      Großwallstadt;2;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4;45;3;.;1;.;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–;4;180;1;.;–;–;–;–;–;–;–;–;2;.;2;.;2;.;–;–
9676128;      Hausen;3;107;1;.;1;.;1;.;–;–;1;.;1;.;–;–;–;–;2;.;3;64;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;3;57;1;.;–;–;–;–;–;–;–;–;1;.;1;.;1;.;–;–
9676131;      Kirchzell, M;21;1752;9;446;7;168;7;71;–;–;4;31;4;31;–;–;5;772;6;15;16;1593;4;278;2;.;–;–;2;.;5;935;–;–;4;34;4;34;–;–;13;1668;4;333;1;.;–;–;1;.;5;785;5;16;6;162;6;162;–;–
9676132;      Kleinheubach, M;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9676133;      Kleinwallstadt, M;4;161;1;.;4;308;4;72;3;.;4;302;4;.;–;–;1;.;9;49;5;146;–;–;1;.;1;.;1;.;1;.;6;69;5;285;5;285;–;–;5;155;–;–;1;.;1;.;1;.;1;.;7;74;4;224;4;.;–;–
9676134;      Klingenberg a.Main, St;3;63;2;.;2;.;2;.;–;–;1;.;–;–;–;–;–;–;2;.;3;80;1;.;–;–;–;–;–;–;–;–;5;92;2;.;2;.;–;–;4;94;–;–;1;.;–;–;1;.;1;.;3;.;1;.;1;.;–;–
9676135;      Laudenbach;2;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;2;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9676136;      Leidersbach;10;258;3;.;3;.;3;41;–;–;4;48;4;48;–;–;4;50;5;22;5;186;1;.;–;–;–;–;–;–;2;.;6;37;4;58;4;58;–;–;5;183;1;.;1;.;–;–;1;.;3;.;6;37;5;68;5;68;–;–
9676139;      Miltenberg, St;19;1385;10;306;6;2079;4;.;2;.;8;.;8;.;1;.;8;430;8;52;15;1571;4;391;4;.;1;.;4;.;3;.;3;15;8;.;7;.;1;.;11;950;3;256;2;.;–;–;2;.;5;140;2;.;8;.;8;.;2;.
9676140;      Mömlingen;3;115;1;.;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;2;.;–;–;–;–;–;–;–;–;1;.;–;–;1;.;1;.;1;.;2;.;–;–;1;.;–;–;1;.;1;.;–;–;–;–;–;–;–;–
9676141;      Mönchberg, M;4;177;1;.;2;.;2;.;–;–;4;41;4;41;–;–;1;.;8;68;2;.;1;.;1;.;–;–;1;.;1;.;6;66;3;33;3;.;–;–;2;.;1;.;1;.;–;–;1;.;1;.;4;37;2;.;2;.;–;–
9676143;      Neunkirchen;5;187;2;.;10;3997;9;.;3;.;7;74;7;74;–;–;1;.;2;.;3;.;1;.;6;3219;1;.;5;.;–;–;1;.;3;60;3;60;–;–;1;.;1;.;2;.;1;.;1;.;–;–;1;.;4;69;4;69;–;–
9676144;      Niedernberg;2;.;–;–;3;.;3;.;–;–;1;.;1;.;–;–;1;.;1;.;3;.;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;3;.;–;–;2;.;–;–;2;.;1;.;1;.;1;.;1;.;–;–
9676145;      Obernburg a.Main, St;5;527;2;.;5;4803;4;.;2;.;–;–;–;–;–;–;3;264;9;69;7;377;1;.;7;7367;3;764;6;3219;3;.;7;64;6;171;6;171;–;–;7;361;1;.;4;5229;2;.;4;.;3;.;7;43;5;362;5;362;–;–
9676151;      Röllbach;1;.;1;.;2;.;2;.;1;.;2;.;2;.;–;–;–;–;1;.;1;.;–;–;2;.;–;–;2;.;–;–;2;.;1;.;1;.;–;–;1;.;–;–;1;.;–;–;1;.;–;–;1;.;1;.;1;.;–;–
9676153;      Rüdenau;1;.;–;–;–;–;–;–;–;–;1;.;1;.;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–
9676156;      Schneeberg, M;6;400;4;83;3;10;3;.;–;–;2;.;2;.;–;–;7;836;2;.;5;422;2;.;1;.;–;–;1;.;4;320;3;16;2;.;2;.;–;–;4;401;2;.;1;.;–;–;1;.;3;196;3;17;3;40;3;40;–;–
9676158;      Stadtprozelten, St;3;47;–;–;2;.;1;.;–;–;2;.;2;.;–;–;–;–;3;13;3;67;–;–;1;.;1;.;–;–;–;–;2;.;2;.;2;.;–;–;3;79;–;–;2;.;–;–;1;.;–;–;2;.;1;.;1;.;–;–
9676160;      Sulzbach a.Main, M;11;322;4;37;5;47;5;37;1;.;9;556;9;.;–;–;2;.;9;73;7;207;1;.;4;19;–;–;3;.;2;.;4;70;6;152;6;152;–;–;5;124;1;.;1;.;–;–;1;.;2;.;7;82;5;152;5;152;–;–
9676165;      Weilbach, M;13;697;2;.;2;.;–;–;1;.;2;.;2;.;–;–;3;58;–;–;13;726;2;.;–;–;–;–;–;–;3;33;2;.;5;69;5;.;1;.;12;643;2;.;–;–;–;–;–;–;3;32;2;.;3;35;3;35;–;–
9676169;      Wörth a.Main, St;3;216;1;.;–;–;–;–;–;–;–;–;–;–;–;–;1;.;2;.;2;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–
9676444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677114;      Arnstein, St;22;798;10;118;32;3916;27;1260;7;434;43;603;43;603;–;–;8;467;25;125;13;551;4;59;18;3057;3;389;17;1193;3;62;14;125;34;699;33;484;3;215;11;535;3;46;8;3534;3;371;8;1458;3;80;15;76;26;1338;26;.;3;.
9677116;      Aura i.Sinngrund;5;155;1;.;3;.;2;.;1;.;2;.;2;.;–;–;5;175;5;23;5;123;–;–;–;–;–;–;–;–;4;91;6;21;4;31;4;31;–;–;6;120;–;–;–;–;–;–;–;–;5;133;3;13;2;.;2;.;–;–
9677119;      Birkenfeld;7;276;3;.;7;3510;4;468;5;.;6;.;6;.;–;–;2;.;4;13;5;240;–;–;2;.;1;.;2;.;–;–;–;–;3;50;3;50;–;–;5;206;–;–;2;.;1;.;2;.;1;.;–;–;3;42;3;42;–;–
9677120;      Bischbrunn;5;105;–;–;5;9;5;9;–;–;6;78;6;78;–;–;2;.;8;39;3;119;–;–;–;–;–;–;–;–;–;–;2;.;3;54;2;.;1;.;3;95;–;–;–;–;–;–;–;–;–;–;1;.;1;.;1;.;–;–
9677122;      Burgsinn, M;8;178;–;–;2;.;2;.;–;–;3;44;3;44;–;–;7;311;5;37;4;144;–;–;1;.;–;–;1;.;2;.;5;20;3;42;3;42;–;–;7;188;–;–;–;–;–;–;–;–;2;.;6;39;2;.;2;.;–;–
9677125;      Erlenbach b.Marktheidenfeld;1;.;–;–;3;7;2;.;–;–;4;39;4;39;–;–;–;–;2;.;–;–;–;–;1;.;–;–;1;.;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;1;.;1;.;–;–
9677126;      Esselbach;3;96;3;.;5;30;5;19;–;–;3;56;3;56;–;–;3;175;2;.;3;118;3;.;5;29;–;–;5;.;–;–;1;.;4;82;4;82;–;–;2;.;2;.;2;.;1;.;1;.;–;–;1;.;2;.;2;.;–;–
9677127;      Eußenheim;13;764;6;.;16;1029;13;611;1;.;7;146;7;146;–;–;4;174;4;14;7;752;1;.;4;.;1;.;4;.;3;202;2;.;8;122;7;.;1;.;4;653;1;.;–;–;–;–;–;–;3;211;1;.;5;200;4;.;1;.
9677128;      Fellen;6;186;2;.;2;.;1;.;–;–;6;119;6;.;1;.;5;90;13;42;3;139;1;.;1;.;–;–;–;–;1;.;3;17;1;.;1;.;–;–;3;158;1;.;–;–;–;–;–;–;1;.;5;29;2;.;2;.;–;–
9677129;      Frammersbach, M;4;26;–;–;–;–;–;–;–;–;4;64;4;.;–;–;5;1256;4;13;3;41;–;–;–;–;–;–;–;–;3;.;1;.;–;–;–;–;–;–;3;58;–;–;–;–;–;–;–;–;4;1009;1;.;1;.;1;.;–;–
9677131;      Gemünden a.Main, St;13;520;9;202;18;679;16;.;3;.;15;225;15;225;–;–;10;2117;13;64;7;390;2;.;8;491;2;.;8;191;7;2211;12;44;11;155;11;155;–;–;7;348;2;.;8;563;2;.;8;232;8;2284;10;31;11;203;11;203;–;–
9677132;      Gössenheim;–;–;–;–;2;.;2;.;1;.;3;59;3;.;1;.;3;.;3;31;–;–;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–
9677133;      Gräfendorf;18;417;9;103;13;273;10;101;3;34;9;103;9;103;–;–;6;117;8;68;12;353;4;47;7;23;1;.;6;.;6;64;6;54;4;59;4;.;–;–;9;305;2;.;3;15;–;–;3;15;5;88;3;.;4;99;4;99;–;–
9677135;      Hafenlohr;–;–;–;–;–;–;–;–;–;–;2;.;2;.;–;–;3;95;4;10;–;–;–;–;–;–;–;–;–;–;3;.;3;19;2;.;2;.;–;–;–;–;–;–;–;–;–;–;–;–;2;.;1;.;1;.;1;.;–;–
9677137;      Hasloch;2;.;1;.;1;.;1;.;–;–;1;.;1;.;–;–;1;.;1;.;2;.;1;.;–;–;–;–;–;–;1;.;–;–;2;.;2;.;–;–;2;.;1;.;–;–;–;–;–;–;1;.;–;–;2;.;2;.;–;–
9677142;      Himmelstadt;3;.;1;.;–;–;–;–;–;–;4;.;4;.;–;–;1;.;3;14;2;.;1;.;–;–;–;–;–;–;–;–;1;.;1;.;1;.;–;–;1;.;–;–;1;.;–;–;1;.;–;–;–;–;1;.;1;.;–;–
9677146;      Karbach, M;6;619;1;.;2;.;2;.;1;.;2;.;2;.;–;–;1;.;–;–;5;792;1;.;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–;4;.;–;–;1;.;–;–;1;.;–;–;2;.;–;–;–;–;–;–
9677148;      Karlstadt, St;30;1235;13;270;21;3483;18;1705;3;40;20;301;20;301;–;–;9;2518;9;78;20;939;8;242;11;3369;–;–;10;.;4;2286;5;47;9;154;9;154;–;–;14;923;7;293;6;3259;–;–;6;3259;4;2508;7;47;9;155;9;155;–;–
9677149;      Karsbach;13;389;6;107;14;1239;13;236;4;.;13;.;13;479;1;.;2;.;4;24;4;134;3;55;4;42;1;.;4;.;1;.;4;22;13;1247;12;241;1;.;4;79;2;.;1;.;–;–;1;.;1;.;1;.;10;224;10;.;1;.
9677151;      Kreuzwertheim, M;4;20;–;–;4;312;4;.;–;–;3;.;3;.;–;–;2;.;3;.;2;.;–;–;2;.;–;–;2;.;1;.;3;.;3;283;3;283;–;–;3;65;–;–;3;.;–;–;3;.;–;–;2;.;2;.;2;.;–;–
9677154;      Triefenstein, M;6;372;3;113;3;.;3;8;2;.;6;.;6;.;–;–;–;–;2;.;6;368;3;.;2;.;1;.;2;.;–;–;1;.;3;28;3;28;–;–;6;314;3;.;2;.;1;.;2;.;–;–;1;.;4;45;4;45;–;–
9677155;      Lohr a.Main, St;22;441;6;85;14;1304;12;533;4;.;11;.;11;.;–;–;8;1899;15;68;17;371;2;.;8;356;2;.;8;278;5;2262;11;62;8;.;8;.;–;–;15;318;2;.;9;129;2;.;9;.;9;2596;9;44;8;.;8;.;–;–
9677157;      Marktheidenfeld, St;14;446;5;29;14;1222;11;.;2;.;13;260;13;231;1;.;3;99;4;15;10;279;1;.;4;.;1;.;4;.;4;46;5;38;9;231;9;231;–;–;9;273;–;–;4;.;2;.;3;.;3;.;6;45;7;741;7;736;1;.
9677159;      Mittelsinn;6;361;2;.;3;.;2;.;–;–;2;.;2;.;–;–;7;302;3;8;6;410;2;.;–;–;–;–;–;–;1;.;2;.;1;.;1;.;–;–;6;402;2;.;1;.;1;.;–;–;1;.;2;.;2;.;2;.;–;–
9677164;      Neuendorf;1;.;1;.;2;.;2;.;–;–;1;.;1;.;–;–;1;.;–;–;1;.;–;–;–;–;–;–;–;–;1;.;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9677165;      Neuhütten;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3;.;1;.;–;–;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;–;–;2;.;2;.;–;–
9677166;      Neustadt a.Main;1;.;1;.;–;–;–;–;–;–;1;.;1;.;–;–;1;.;1;.;1;.;1;.;1;.;–;–;1;.;–;–;1;.;1;.;1;.;–;–;1;.;1;.;–;–;–;–;–;–;1;.;–;–;1;.;1;.;–;–
9677169;      Obersinn, M;5;118;1;.;1;.;1;.;–;–;1;.;1;.;–;–;5;334;2;.;4;153;–;–;1;.;–;–;1;.;2;.;3;8;2;.;2;.;–;–;4;129;–;–;–;–;–;–;–;–;1;.;3;9;1;.;1;.;–;–
9677170;      Partenstein;7;67;–;–;1;.;1;.;–;–;–;–;–;–;–;–;1;.;8;43;6;73;–;–;–;–;–;–;–;–;–;–;7;30;–;–;–;–;–;–;7;110;–;–;–;–;–;–;–;–;–;–;4;19;2;.;2;.;–;–
9677172;      Rechtenbach;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;3;74;6;16;–;–;–;–;–;–;–;–;–;–;–;–;4;10;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–
9677175;      Retzstadt;4;336;2;.;4;307;4;.;1;.;2;.;2;.;–;–;1;.;3;7;4;529;2;.;2;.;1;.;1;.;1;.;2;.;2;.;2;.;–;–;3;.;1;.;1;.;–;–;1;.;–;–;1;.;2;.;2;.;–;–
9677177;      Rieneck, St;2;.;–;–;–;–;–;–;–;–;2;.;2;.;–;–;3;98;4;24;3;76;–;–;–;–;–;–;–;–;2;.;3;7;–;–;–;–;–;–;4;33;–;–;–;–;–;–;–;–;3;.;3;6;–;–;–;–;–;–
9677178;      Roden;5;489;3;158;2;.;2;.;1;.;2;.;2;.;–;–;3;.;2;.;4;390;3;.;2;.;1;.;2;.;3;.;2;.;2;.;2;.;–;–;4;351;2;.;1;.;1;.;1;.;2;.;2;.;1;.;1;.;–;–
9677181;      Rothenfels, St;4;39;–;–;–;–;–;–;–;–;6;117;6;117;–;–;3;.;2;.;2;.;–;–;–;–;–;–;–;–;1;.;1;.;4;60;4;60;–;–;2;.;–;–;–;–;–;–;–;–;1;.;1;.;4;73;4;73;–;–
9677182;      Schollbrunn;4;67;3;.;2;.;2;.;–;–;6;102;6;102;–;–;1;.;2;.;2;.;1;.;1;.;–;–;1;.;2;.;1;.;2;.;2;.;–;–;2;.;1;.;1;.;1;.;1;.;–;–;2;.;4;55;4;55;–;–
9677186;      Steinfeld;17;978;3;20;15;2165;15;.;3;.;15;215;15;215;–;–;3;.;5;12;10;1044;1;.;6;.;3;.;5;.;1;.;4;12;5;63;5;63;–;–;8;988;–;–;3;.;2;.;3;.;2;.;3;9;6;73;6;73;–;–
9677189;      Thüngen, M;2;.;1;.;1;.;1;.;1;.;2;.;2;.;–;–;–;–;2;.;2;.;1;.;–;–;–;–;–;–;–;–;2;.;2;.;2;.;–;–;2;.;1;.;–;–;–;–;–;–;–;–;2;.;2;.;2;.;–;–
9677193;      Urspringen;3;85;1;.;6;242;3;.;3;.;5;92;5;92;–;–;4;58;1;.;1;.;1;.;3;.;–;–;3;.;2;.;1;.;1;.;1;.;–;–;1;.;1;.;3;.;–;–;2;.;2;.;1;.;2;.;2;.;–;–
9677200;      Wiesthal;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;1;.;–;–;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–;1;.;–;–;–;–;–;–;–;–;–;–;2;.;–;–;–;–;–;–
9677203;      Zellingen, M;5;228;3;68;8;202;8;.;–;–;9;165;9;.;–;–;2;.;4;32;5;154;2;.;2;.;–;–;2;.;2;.;–;–;2;.;2;.;1;.;4;192;2;.;3;.;–;–;3;.;1;.;1;.;2;.;2;.;–;–
9677444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9678115;      Bergrheinfeld;8;368;2;.;18;1929;18;1275;2;.;15;402;15;.;1;.;–;–;2;.;5;260;–;–;6;1100;–;–;6;1100;–;–;2;.;13;813;13;813;–;–;4;215;–;–;2;.;–;–;2;.;–;–;2;.;5;89;5;89;–;–
9678122;      Dingolshausen;3;248;2;.;15;2910;12;1017;5;245;5;151;5;151;–;–;1;.;1;.;1;.;1;.;8;2153;2;.;8;1837;–;–;2;.;3;41;3;41;–;–;2;.;1;.;5;2025;1;.;5;1610;–;–;2;.;2;.;2;.;–;–
9678123;      Dittelbrunn;14;339;4;61;19;3286;15;1432;6;47;19;705;19;.;–;–;4;23;7;88;9;162;1;.;9;2218;2;.;8;1603;2;.;9;136;14;604;14;604;–;–;8;170;–;–;4;.;–;–;4;.;1;.;9;153;12;434;12;434;–;–
9678124;      Donnersdorf;14;481;13;215;21;1950;18;625;14;244;16;280;16;.;1;.;4;.;7;53;4;306;4;109;3;107;1;.;3;98;2;.;6;45;11;165;10;.;–;–;5;416;4;139;–;–;–;–;–;–;2;.;6;33;7;77;7;.;–;–
9678128;      Euerbach;6;133;3;29;8;446;8;272;4;30;5;69;5;69;–;–;2;.;3;6;5;217;–;–;2;.;–;–;2;.;1;.;2;.;3;28;2;.;1;.;2;.;–;–;1;.;–;–;1;.;1;.;2;.;1;.;1;.;–;–
9678130;      Frankenwinheim;9;834;6;222;12;2154;10;160;5;358;–;–;–;–;–;–;1;.;4;17;6;1024;4;358;5;.;1;.;5;47;1;.;3;12;–;–;–;–;–;–;6;1002;4;346;4;54;1;.;2;.;2;.;4;10;–;–;–;–;–;–
9678132;      Geldersheim;10;668;2;.;8;388;4;245;3;10;7;79;7;79;–;–;1;.;2;.;9;554;1;.;6;255;1;.;6;199;–;–;2;.;7;88;7;.;1;.;9;512;1;.;3;407;2;.;3;.;–;–;3;12;8;101;7;.;2;.
9678134;      Gerolzhofen, St;16;915;12;242;9;1026;9;320;5;.;4;48;4;48;–;–;–;–;5;29;10;1001;5;.;3;50;1;.;3;18;–;–;1;.;3;.;3;.;–;–;8;956;2;.;3;31;1;.;3;26;1;.;2;.;4;267;3;.;–;–
9678135;      Gochsheim;2;.;1;.;6;1001;5;542;1;.;4;194;4;194;–;–;–;–;1;.;–;–;–;–;2;.;1;.;2;.;–;–;–;–;1;.;1;.;–;–;–;–;–;–;2;.;1;.;2;.;–;–;–;–;2;.;2;.;–;–
9678136;      Grafenrheinfeld;–;–;–;–;2;.;2;.;1;.;1;.;1;.;–;–;–;–;3;18;–;–;–;–;1;.;–;–;1;.;–;–;2;.;1;.;1;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;.;–;–;–;–;–;–
9678138;      Grettstadt;17;885;8;173;25;3939;19;1091;11;443;12;166;12;166;–;–;2;.;3;19;8;461;2;.;4;910;3;.;4;.;1;.;1;.;8;203;7;.;1;–;8;386;1;.;5;1297;2;.;4;.;1;.;3;13;7;154;7;154;–;–
9678150;      Kolitzheim;27;1505;15;422;55;7257;50;3806;16;369;39;649;39;.;–;–;5;.;8;72;16;1305;7;.;19;4505;5;235;18;2913;2;.;6;58;24;754;22;.;3;.;13;1343;6;.;12;3866;3;229;12;2625;1;.;5;66;18;830;18;540;3;.
9678153;      Lülsfeld;7;395;4;86;3;510;3;.;1;.;4;39;4;39;–;–;–;–;–;–;7;329;1;.;1;.;1;.;1;.;–;–;–;–;1;.;1;.;–;–;5;268;1;.;1;.;1;.;1;.;–;–;–;–;1;.;1;.;–;–
9678157;      Michelau i.Steigerwald;7;515;5;214;8;155;8;90;1;.;12;117;12;117;–;–;–;–;2;.;6;588;5;.;2;.;1;.;1;.;–;–;3;17;7;95;7;95;–;–;5;663;4;.;2;.;–;–;2;.;1;.;3;25;9;119;9;.;1;.
9678160;      Niederwerrn;12;738;10;239;2;.;2;.;–;–;6;148;6;148;–;–;–;–;5;49;9;1011;2;.;2;.;–;–;2;.;–;–;3;40;4;98;4;98;–;–;9;961;2;.;1;.;–;–;–;–;–;–;3;41;3;95;3;.;1;.
9678164;      Oberschwarzach, M;20;941;13;304;22;1624;20;587;6;.;25;337;25;.;1;.;3;602;2;.;11;676;4;.;5;.;1;.;5;1244;–;–;1;.;13;226;13;.;–;–;10;569;3;.;3;.;–;–;3;.;–;–;1;.;9;168;9;168;–;–
9678168;      Poppenhausen;26;880;9;132;23;1433;19;752;8;37;19;.;18;.;1;.;6;.;6;13;15;785;4;.;10;682;2;.;9;.;2;.;6;27;15;.;15;.;1;.;10;582;2;.;8;848;2;.;6;807;1;.;5;27;13;.;13;.;1;.
9678170;      Röthlein;1;.;–;–;3;148;3;.;2;.;3;95;3;95;–;–;1;.;–;–;1;.;–;–;1;.;–;–;1;.;1;.;–;–;3;64;3;64;–;–;1;.;–;–;1;.;–;–;1;.;1;.;–;–;3;67;3;67;–;–
