;;Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot)
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
9186130;      Ilmmünster;618,04;152,17;132,11;.;465,87;312,48;101,03;.;119,87;3,28;.;.;.;–;19,31;19,31;83,65;55,83;658,07;217,84;157,39;55,25;440,23;319,42;99,36;.;127,58;.;24,5;–;–;–;11,92;11,92;.;58,26;669;198;138;58;471;365;124;15;115;9;15;–;–;–;.;.;79;66;658;196;140;55;462;360;126;19;.;.;10;.;.;–;.;.;67;52
9186132;      Jetzendorf;1409,51;307,83;257,18;.;1100,85;687,46;314,04;.;170,49;81,56;38,97;.;.;.;102,67;.;209,11;148,46;1328,49;.;245,36;43,88;1038,12;664,75;316,76;16,03;137,41;43,94;28,52;.;.;.;59,25;59,25;242,84;189,52;1110;230;180;51;879;577;303;16;115;42;28;.;.;.;.;29;223;184;1200;.;200;54;946;612;267;20;108;58;35;.;.;.;.;43;224;172
9186137;      Manching, M;1954,6;.;217,53;.;1685,93;1004,7;443,13;162,31;265,04;39,76;.;386,86;255,5;.;122,63;119,24;39,3;34,86;2008,87;.;178,58;27,76;1786,19;1101,68;532,1;181,48;207,16;44,98;.;398,05;264,78;6,12;114,53;108,64;72,79;52,45;2312;237;214;20;2060;1252;626;174;232;45;60;499;361;.;.;98;.;35;2335;232;212;16;2090;1223;555;183;181;82;42;537;386;8;.;62;95;.
9186139;      Münchsmünster;453,48;43,74;33,16;.;409,74;249,22;119,88;41,67;38,31;35,02;–;95,12;8,64;.;.;.;.;.;442,81;39,59;.;.;403,22;263,55;159,21;42,01;6,93;16,18;–;90,48;7,95;–;.;.;19,54;.;391;71;41;28;320;227;124;21;19;17;–;73;14;–;.;.;4;.;456;107;.;.;349;279;112;51;29;51;–;.;.;–;.;–;.;.
9186143;      Pfaffenhofen a.d.Ilm, St;4668,44;902,83;720,96;97,95;3756,21;1832,41;527,78;86,22;511,55;50,93;24,86;.;.;.;920,03;216,5;548,1;413,68;4471,43;785,02;617,94;142,95;3670,27;1827,62;556,61;146,45;437,43;41,35;61,83;.;.;3,05;861,67;.;535,75;390,22;4701;969;757;183;3712;1980;826;115;356;27;76;9;9;5;834;92;642;470;4775;1000;748;222;3752;1877;756;111;326;61;75;.;1;28;.;79;669;401
9186144;      Pörnbach;1035,07;.;226,07;.;760,39;325,24;29,1;111,89;.;.;–;.;.;.;156,81;.;93,75;59,18;955,43;235,92;208,74;17,47;719,51;298,24;43,32;108,24;.;.;.;.;.;66,06;171,48;.;87,45;59,59;1058;242;.;.;816;406;84;127;.;.;.;.;1;140;.;20;69;53;1109;282;242;.;825;377;48;99;63;22;14;.;5;.;.;.;61;45
9186146;      Reichertshausen;872,21;.;266,16;26,11;550,72;298,29;114,61;10,75;68,85;22,88;14,97;.;.;–;.;22;176,49;138,43;838,81;.;236,67;41,34;559,66;315,69;145,21;14,28;50,77;29,12;9,97;.;.;–;18,83;16,54;206,62;156,22;839;281;.;46;557;308;139;20;58;.;10;.;.;–;.;.;205;164;856;.;236;46;573;319;.;24;55;35;3;.;.;–;.;.;220;166
9186147;      Reichertshofen, M;1576,87;.;344,05;.;1171,25;523,47;59,92;129,13;123,23;102,15;.;114,26;114,26;.;161,55;50;216,84;144,79;1412,83;354,55;313,13;30,52;1052,63;477,29;66,54;103,5;96,4;100,52;12,42;99,82;99,82;10,65;146,63;30,36;189,76;150,1;1275;348;302;.;916;497;70;103;101;70;15;62;62;13;111;.;136;121;1189;.;281;31;850;483;51;117;92;22;.;43;43;10;.;.;120;73
9186149;      Rohrbach;1856,63;207,22;142,73;17,31;1640,92;721,78;84,91;49,18;228,54;27,26;.;4,94;.;.;639,95;133,8;69,11;35,18;1762,47;171,29;119,32;42,73;1584,15;799,19;116,16;92,96;241,38;13,31;.;.;3,95;9,07;606,78;.;67,03;32,01;1731;179;132;36;1545;815;201;44;.;.;34;.;.;3;574;93;51;33;1688;165;121;35;1519;763;154;97;.;.;17;2;2;1;.;77;60;33
9186151;      Scheyern;2297,64;.;520,1;132,08;1596,47;915,59;438,04;43,2;216,96;32,14;28,36;.;.;.;198,11;169,34;325;209,84;2107,27;.;454,84;175,46;1473,31;785,77;360,9;54,1;182;14,82;48,6;.;.;.;139,4;.;405,47;329,2;2228;660;529;124;1561;807;384;27;192;34;66;10;.;.;116;92;506;371;2186;663;549;108;1517;822;442;49;143;31;36;.;12;1;.;71;472;326
9186152;      Schweitenkirchen;3489,4;471,86;398,71;20,12;3007,76;1503;534,14;.;622,29;23,85;7,25;.;.;.;839,39;262,96;361,04;309,22;3417,13;408,11;344,89;54,79;3004,63;1567,49;663,15;25,29;548,07;19,71;6,24;.;0,42;.;873,06;235,96;348,93;318,42;3626;383;313;49;3235;1668;756;9;549;14;.;–;–;.;.;286;466;429;3550;377;306;52;3165;1544;728;.;.;.;27;.;.;.;.;234;500;434
9186158;      Vohburg a.d.Donau, St;2780,92;297,83;273,68;.;2482,28;1301,8;938,16;36,59;177,98;114,77;–;631,19;.;.;259,79;94,51;111,37;95,68;2647,82;296,14;251,22;15,21;2351,25;1346,68;1034,15;38,56;116,39;127,67;–;573,18;.;.;235,05;.;97,2;73,1;2889;313;263;48;2576;1548;1059;66;179;129;.;532;86;8;303;108;80;68;2632;302;270;30;2329;1343;857;76;110;164;12;525;98;8;.;63;95;71
9186162;      Wolnzach, M;4847,54;560,82;371,34;65,46;4277,93;1326,02;440;75,29;331,63;57,17;29,36;2,95;.;19,56;1999,66;231,66;287,44;142,05;4761,41;478,56;303,41;110,29;4257,36;1371,47;450,31;133,22;213,95;22,03;.;.;.;.;1982,29;162,67;324,84;150,98;4565;483;303;97;4041;1657;546;127;179;35;30;3;3;.;1854;216;174;76;4569;551;365;114;3998;1418;347;105;135;36;52;8;8;.;.;220;201;79
9187113;      Amerang;2207,03;.;1484,2;52,82;648,48;239,24;96,8;.;26,36;26,37;.;–;–;.;3,44;.;393,35;299,15;2142,69;1477,77;1374,53;97,24;.;228,65;114,33;.;50,12;7,98;.;–;–;–;3,63;.;423,72;348,09;2208;1463;1322;.;745;232;86;.;53;13;.;–;–;–;.;–;509;384;2129;1416;1254;.;713;225;91;.;47;15;10;–;–;–;.;–;478;384
9187114;      Aschau i.Chiemgau;1479,98;1460,53;536,05;303,71;19,2;–;–;–;–;–;–;–;–;.;–;–;.;16,45;1396,57;1371,99;400,86;945,76;24,58;–;–;–;–;–;–;.;.;.;.;–;22,84;.;1413;1384;350;1009;29;.;.;–;–;–;–;–;–;.;.;–;23;21;1357;1327;349;958;.;.;–;–;.;–;–;.;.;.;.;–;23;.
9187116;      Babensham;2874,15;1760,68;1684,29;59,42;1113,47;412,35;208,98;.;59,16;15,96;–;.;0,75;–;.;.;690,42;453,97;2783,57;1696,51;1503,84;190,98;1087,06;375,86;206,3;12,54;.;.;.;0,59;0,59;–;.;–;700,75;469,11;2700;1567;1373;194;1133;319;159;.;.;.;.;–;–;–;13;.;795;511;2681;.;1328;234;1117;362;169;.;73;–;11;.;0;–;.;–;736;515
9187117;      Bad Aibling, St;2032,89;1558,38;1386,56;115,55;.;163,57;50,71;–;27,01;7,49;.;.;.;–;–;–;296,85;210,12;2110,16;1558,69;1334,75;216,38;.;178,68;61,5;–;.;.;.;.;.;–;–;–;363,86;285,63;2114;1509;1261;240;602;144;74;–;.;.;–;.;.;.;.;–;454;350;2115;1463;1168;287;.;153;80;–;.;.;–;.;.;–;.;–;498;396
9187118;      Bernau a.Chiemsee;1407,79;.;927,94;174,6;127,06;.;.;–;.;–;–;.;.;.;–;–;58,91;41,99;1394,38;1250,27;810,49;381,03;.;.;.;–;.;–;–;.;.;.;–;–;79,67;61,89;1560;1406;894;423;154;.;.;–;.;–;–;–;–;.;–;–;109;71;1506;1348;805;499;158;.;.;–;.;.;.;–;–;.;–;–;118;78
9187120;      Brannenburg;1320,8;1177,81;284,33;428,1;142,99;9,17;.;–;–;–;–;.;.;.;–;–;132,46;98,61;1311,54;1154,48;246,47;906,87;157,06;14,91;.;–;.;–;–;.;.;.;–;–;139,17;113,1;1307;1138;227;910;169;11;.;–;.;.;.;.;.;.;–;–;153;113;1498;1329;221;1106;169;15;.;–;.;.;–;–;–;.;–;–;.;115
9187121;      Breitbrunn a.Chiemsee;556,6;437,71;368,21;55,12;118,89;56,81;23,46;–;.;.;.;.;.;–;.;–;59,09;46,18;580,94;416,11;339,68;68,59;.;61,36;29,12;–;.;–;.;.;.;–;–;–;97,02;81,67;571;381;309;65;190;54;19;.;17;6;–;.;.;–;–;–;135;107;576;375;262;105;201;59;21;.;.;.;–;–;–;–;–;–;143;118
9187122;      Bruckmühl, M;2247,13;1652,19;1452,17;179,65;594,94;79,07;43,52;–;10,19;5,13;–;.;.;.;.;–;512,46;384,3;2271,67;1567,57;1300,27;262,48;.;79,33;36,46;–;12,68;6,12;–;.;.;.;–;–;621,28;511,82;2262;1389;1107;278;873;83;63;–;.;.;.;–;–;.;–;–;785;521;2332;1363;1080;277;965;122;73;–;.;.;13;–;–;.;–;–;828;550
9187123;      Chiemsee;.;.;.;.;.;–;–;–;–;–;–;–;–;.;–;–;–;–;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–;.;.;.;.;.;–;–;–;–;–;–;–;–;.;–;–;–;–;.;.;.;.;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9187124;      Edling;1111,05;.;688,1;66,42;330,13;123,9;56,75;.;.;.;–;.;0,7;.;14;.;185,2;142,13;1040,15;683,44;600,01;.;.;134,4;67,13;.;25,1;5,57;–;0,43;0,43;.;.;.;200,09;161,45;954;596;521;74;358;130;70;.;.;.;.;.;.;.;.;.;208;142;943;596;521;74;.;142;61;–;37;7;.;.;.;.;–;–;195;159
9187125;      Eggstätt;.;662,19;594,14;54,85;229,89;33,39;9,95;–;.;.;–;–;–;.;.;–;125,07;79,31;894,6;655,19;588,08;56,85;.;36,77;.;–;7,46;–;–;–;–;.;.;–;129,55;85,3;865;609;558;44;256;36;11;.;.;.;–;–;–;.;.;–;148;104;879;618;550;64;261;40;11;–;10;–;–;–;–;.;.;–;148;101
9187126;      Eiselfing;2260,78;.;1517,24;25,87;695,77;202,27;122,16;.;17,14;4,04;.;.;0,2;–;–;–;481,81;377,45;2283,04;1495,14;1452,05;41,92;787,9;214,28;135,06;–;23,76;.;.;.;.;–;–;–;563,76;502,62;2290;1395;1357;36;896;246;124;.;.;.;–;.;.;–;–;–;642;510;2301;1408;1356;51;893;223;119;–;.;.;.;.;.;–;.;–;647;526
9187128;      Bad Endorf, M;1699,81;.;1168,47;214,8;262,95;40,69;.;–;7,22;4,05;–;1,21;1,21;.;–;–;220,42;145,7;1647,23;1379,96;1069,54;288,44;.;46,38;7,35;–;.;.;–;1,84;1,84;.;–;–;217,27;154,66;1616;1281;1040;222;335;61;16;.;.;.;.;–;–;.;–;–;269;193;1751;1377;1020;318;372;79;13;.;.;.;.;0;0;.;–;–;288;191
9187129;      Bad Feilnbach;2944,59;2700,2;1678,38;777,9;240,53;31;7,96;–;.;.;–;–;–;.;.;.;207;170,31;2902,57;2601,92;1366,48;1168,67;293,47;19,1;6,36;–;.;.;–;–;–;–;–;–;274,37;237,84;2915;2513;1281;1173;395;21;10;–;.;.;–;–;–;–;.;–;.;223;2912;2501;1343;1092;.;28;6;–;7;–;.;–;–;–;–;–;.;258
9187130;      Feldkirchen-Westerham;3007,52;.;1372,93;391,72;1181,75;510,5;355,13;.;.;.;–;.;.;.;51,47;34,14;611,3;468,8;3001,28;1716,47;1225,9;478,53;1270,62;611,7;337,39;15,97;57,89;.;.;.;.;.;18,32;.;634,12;516,84;3053;1652;1009;633;1400;631;380;–;.;.;16;.;.;.;–;–;743;536;3098;.;940;659;1484;648;359;–;123;26;7;1;1;.;–;–;817;585
9187131;      Flintsbach a.Inn;512;433,8;.;196,65;78,2;.;.;–;–;–;–;–;–;–;.;–;73;53,22;496,2;408,18;.;322,97;88,02;12,43;.;–;–;–;–;–;–;–;–;–;75,59;51,01;521;417;77;.;104;5;.;–;–;–;–;–;–;–;–;–;99;70;542;432;.;350;110;–;–;–;–;–;–;–;–;–;–;–;110;71
9187132;      Frasdorf;1527,92;1482,72;830,26;306,83;44,51;4,42;.;–;–;.;–;.;.;.;.;–;39,18;31,51;1391,95;1336,02;640,16;650,3;.;7,14;.;–;–;.;.;.;.;.;.;–;44,62;30,91;1388;1312;584;681;75;8;.;–;–;–;.;.;.;.;.;–;65;33;1343;1270;494;728;.;11;.;–;.;.;–;–;–;.;.;–;60;35
9187134;      Griesstätt;1600,73;968,98;905,66;16,79;631,02;319,03;144,1;.;.;.;.;.;.;.;.;.;285,19;194,38;1545,88;925,58;840,23;84,25;.;323,97;154,44;.;100,78;–;–;1,79;.;.;.;–;288,13;225,95;1446;848;743;100;597;262;120;.;98;–;.;2;.;–;–;–;325;258;1433;833;697;131;600;.;138;.;.;.;14;.;.;.;.;–;326;253
9187137;      Großkarolinenfeld;1584;.;1044,24;79,58;395,33;.;30,98;–;.;.;–;–;–;–;–;–;320,32;240,82;1534,8;1107,06;1000,15;.;.;67,43;25,74;–;10,2;–;–;.;–;–;–;–;340,94;289,91;1537;1021;923;98;497;82;38;–;16;–;.;.;–;–;–;–;412;308;1510;1004;881;122;483;67;30;–;15;–;7;.;–;.;–;–;399;300
9187138;      Gstadt a.Chiemsee;501,33;348,62;335,55;.;152,71;.;15,58;–;7,69;–;–;–;–;–;–;–;105,15;70,47;474,23;333,89;309,27;.;140,34;67,64;26,57;–;.;.;–;–;–;–;–;–;72,7;55,67;499;334;295;.;155;55;25;–;16;–;–;–;–;–;–;–;100;65;.;328;291;.;168;54;21;–;.;–;–;–;–;–;–;–;114;81
9187139;      Halfing;1193,62;.;822,45;52,71;293,3;100,88;46,37;–;9,29;4,1;–;0,53;0,53;.;.;.;186,56;145,96;1159,02;850,43;763,63;81,48;.;121,1;67,96;.;12,76;.;–;0,35;0,35;.;–;–;185,61;162,2;1145;808;693;.;336;104;52;.;12;–;–;.;.;.;–;–;231;177;1137;804;671;.;.;133;81;–;16;–;.;.;.;.;–;–;195;159
9187142;      Schechen;1908,01;1159,63;1074,04;76,89;745,33;193,82;77,89;.;21,62;8,66;–;.;.;.;1,37;–;534,39;395,07;1878,61;1098,03;1026,94;.;777,34;165,99;66,6;.;34,41;.;–;.;.;6,78;.;–;601,68;510,83;1854;952;881;69;859;139;74;–;.;.;–;–;–;6;.;–;710;499;1888;.;875;.;898;214;81;–;.;.;20;.;.;3;.;–;659;504
9187145;      Höslwang;992,91;777,06;711,95;58,59;.;65,49;17,59;–;.;.;–;.;.;–;.;.;147,11;106,61;961,41;744,43;663,88;79,39;.;78,33;28,61;–;.;.;–;.;.;–;.;–;137,25;115,53;976;745;653;90;232;79;27;–;.;.;.;.;.;–;.;.;148;118;969;738;638;99;231;77;29;–;.;.;–;.;.;–;–;–;.;125
9187148;      Kiefersfelden;997,58;965,14;227,81;245,59;32,44;–;–;–;–;–;–;–;–;.;–;–;.;27,64;887,73;855,99;161,59;672,22;.;–;–;–;–;–;–;–;–;–;–;–;.;18,75;890;861;136;699;.;–;–;–;–;–;–;–;–;–;–;–;.;28;872;847;128;709;25;–;–;–;–;–;–;–;–;–;–;–;25;.
9187150;      Kolbermoor, St;621,97;372,63;296,38;52,08;248,29;142,23;37,85;–;42,75;33,71;–;.;.;1,58;.;.;79,13;65,12;585,39;317,91;239;77,2;.;160,43;66,82;–;32,12;.;–;.;.;.;.;–;99,81;80,47;555;288;221;63;267;158;63;–;.;.;–;5;5;.;.;.;96;79;530;299;233;62;231;129;42;.;.;.;.;3;3;.;–;–;94;76
9187154;      Neubeuern, M;749,45;.;368,23;101,86;229,58;93,04;33,79;–;15,56;2,5;–;2,08;2,08;.;.;.;130,83;93,96;767,57;540,44;343,87;.;.;90,79;32,11;.;.;.;–;1,95;1,95;.;–;–;132,29;112,16;748;507;312;195;239;82;32;–;11;–;–;3;3;.;–;–;145;116;710;468;305;.;238;83;27;–;22;–;.;2;2;–;–;–;151;121
9187156;      Nußdorf a.Inn;676,81;625,11;409;136,94;51,7;.;.;–;.;–;–;.;.;.;.;–;40,8;37,22;680,65;618,09;282,77;329,23;62,56;.;.;–;.;–;–;.;.;.;.;–;48,35;.;831;688;289;392;143;11;.;–;.;–;.;.;.;.;.;–;120;71;925;744;272;465;.;15;.;–;.;–;–;–;–;9;.;–;157;84
9187157;      Oberaudorf;1685,41;1648,65;335,19;438,34;36,76;–;–;–;–;–;–;–;–;–;–;–;36,76;28,06;1611,26;1576,22;191,63;1377,34;.;–;–;–;–;–;–;.;.;–;–;–;32,42;23,86;1529;1487;181;1302;42;.;–;–;–;–;–;–;–;–;–;–;.;26;1665;1633;169;1459;33;.;–;–;–;–;–;–;–;–;–;–;.;26
9187159;      Pfaffing;2238,19;1313,11;1219,06;62,18;924,16;358,46;200,13;.;72,46;6,83;.;–;–;.;11,9;.;531,07;358,35;2358,68;1298,3;1194,57;102,44;.;397,71;225,12;.;81,39;16,04;.;.;–;.;22,91;.;620,45;478,59;2268;1247;1182;65;1021;327;159;–;79;11;.;–;–;.;.;–;683;445;2170;1179;1057;.;991;317;153;.;91;11;6;.;–;.;.;–;642;460
9187162;      Prien a.Chiemsee, M;1130,92;.;720,65;188,43;112,55;9,15;.;–;.;–;–;–;–;.;.;.;101,6;65,07;1041,86;941,23;574,65;339,02;100,63;.;.;–;.;–;–;–;–;.;.;–;91,53;68,49;1032;936;552;357;96;9;5;–;.;–;–;–;–;.;.;–;86;50;997;898;545;327;99;12;6;–;.;–;–;–;–;.;.;–;86;60
9187163;      Prutting;864,28;.;534,62;95,99;228,22;.;27,15;–;32,34;2,77;–;.;–;–;–;–;149,93;108,48;823,3;598,1;478,6;.;225,2;.;31,42;–;33,35;–;–;–;–;–;.;–;137,27;126,38;724;487;366;121;237;81;27;–;45;–;14;–;–;–;.;–;.;122;651;466;366;.;185;65;13;–;.;.;.;–;–;–;–;–;.;105
9187164;      Ramerberg;410,41;250,44;236,42;.;159,97;104,71;46,55;.;24,72;–;.;.;.;2,25;.;.;46,85;41,23;379;213,52;185,82;.;165,48;98,51;54,62;–;21,58;–;–;.;.;.;–;–;63,29;51,16;.;.;207;.;162;85;43;–;17;–;–;.;.;.;–;–;77;60;378;226;186;.;152;79;32;–;23;–;.;.;.;.;–;–;70;50
9187165;      Raubling;1130,62;921,13;599,05;291,41;209,49;.;13,59;.;11,94;3,03;–;2,03;.;.;–;–;168,16;104,86;1037,82;832,47;477,2;352,63;205,35;36,48;18,71;.;.;.;.;.;.;.;–;–;166,88;111,98;1010;753;.;354;257;41;7;.;.;.;.;.;.;.;–;–;214;130;988;715;408;303;272;51;8;.;21;–;–;–;–;.;–;–;.;129
9187167;      Riedering;2240,63;1957,37;1131,76;620,36;282,15;32,81;6,95;.;.;–;–;.;.;.;.;–;244,01;202,05;2203,58;1918,86;945,65;952,21;283,06;.;16,71;.;10,56;–;–;–;–;.;.;–;236,14;189,75;2123;1835;838;975;287;29;15;–;8;–;.;.;.;–;.;–;257;180;2190;1903;830;1042;.;41;11;–;.;.;7;.;.;.;.;–;237;170
9187168;      Rimsting;985,33;884,68;678,85;101,61;100,65;.;5,59;.;.;.;–;–;–;.;–;–;82,69;51,73;832,43;739,15;580,81;138,94;93,28;.;5,63;–;.;.;.;–;–;.;–;–;69,88;60,63;834;713;538;155;121;13;9;–;.;–;–;–;–;–;–;–;108;63;852;719;533;167;132;15;10;.;–;.;–;–;–;–;.;–;.;65
9187169;      Rohrdorf;1290,93;983,57;784,09;141,11;304,6;55,98;19,01;.;–;.;–;.;.;.;–;–;243,11;204,06;1261,03;950,06;705,01;.;308,26;59,06;22,27;.;.;.;–;.;.;.;–;–;248,1;221,14;1152;861;622;237;288;65;26;.;.;.;–;.;.;2;.;–;216;153;1029;779;546;230;246;57;28;.;.;–;–;.;.;2;.;–;183;127
9187170;      Rott a.Inn;1112,62;.;592,11;92,66;412,1;157,35;80,44;–;.;.;.;.;.;.;.;.;247,4;159,49;1098,88;673,95;546,57;.;.;138,06;78,53;.;16,61;.;.;.;.;–;.;–;280,24;192,27;1030;610;500;110;417;119;55;–;.;.;.;.;.;–;.;–;295;182;1015;600;478;.;.;115;74;–;.;.;8;1;.;–;.;–;282;195
9187172;      Samerberg;1881,52;1876,08;712,4;572,72;5,44;–;–;–;–;–;–;–;–;–;–;–;5,44;5,44;1771,3;1765,86;422,44;1316,61;5,44;–;–;–;–;–;–;–;–;–;–;–;5,44;.;1626;1611;374;1218;.;–;–;–;–;–;–;–;–;–;–;–;.;13;1656;1638;385;1233;18;–;–;–;–;–;–;–;–;–;–;–;18;.
9187173;      Schonstett;592,88;.;326,15;21,71;237,85;.;64,48;.;12,08;12,72;.;–;–;–;.;.;114,95;96,48;.;.;282,77;22,89;238,38;109,84;63,29;.;.;.;–;–;–;–;.;.;.;105,81;526;266;236;27;259;105;80;–;16;–;–;.;.;–;–;–;153;114;547;.;259;27;258;103;77;.;.;–;.;.;.;–;–;–;149;121
9187174;      Söchtenau;1570,37;1206,47;1143,17;46,22;363,9;102,09;34,55;–;20,82;7,3;–;3,86;.;.;–;–;256,25;212,71;1431,26;1063,88;991,4;68,54;367,38;120,96;41,11;.;.;.;–;.;–;.;–;–;244,5;229,33;1403;992;897;91;411;123;37;–;.;.;–;2;.;.;.;–;285;229;1336;914;831;78;.;125;37;.;63;8;–;.;–;.;–;–;294;248
9187176;      Soyen;1719,41;.;982,93;69,97;639,46;251,37;131,18;.;28,56;14,25;–;.;.;.;11,55;.;359,88;261,86;1672,86;1050,86;915,3;128,53;.;256,78;144,99;5,32;30,21;7,31;.;1,34;1,34;.;8,67;.;344,11;267,22;1637;1032;843;180;605;213;136;.;34;9;8;.;1;.;.;–;376;266;1589;1005;807;195;584;198;106;.;.;.;16;.;1;.;.;–;362;270
9187177;      Stephanskirchen;855,87;.;452,53;121,81;224,79;49,71;13,71;.;17,75;4,52;.;.;.;32,44;4,25;.;134,46;89,83;800,24;561,91;404,83;151,05;232,54;79,39;37,07;–;.;.;–;.;.;.;5,04;.;117,86;83,55;769;495;340;151;270;103;48;–;.;.;23;2;2;.;8;.;119;87;773;475;294;164;291;101;35;–;38;25;.;.;.;14;.;.;144;115
9187179;      Tuntenhausen;4279,68;2930,19;2687,34;199,21;1349,49;323,1;148,98;9,32;34,2;26,37;–;2,23;2,23;.;.;.;1021,95;721,72;4114,21;2833,71;2535,19;293,89;.;374,23;149,97;.;61,18;24,01;.;2,24;.;1,66;.;–;899,03;697,61;4113;2619;2294;.;1493;348;190;.;56;10;.;.;.;.;.;–;1133;817;4167;2647;2226;415;.;396;208;.;51;9;.;–;–;.;.;–;1101;829
9187181;      Vogtareuth;1839,04;.;1267,26;25,69;544,27;190,38;78,09;–;74,71;5,87;–;.;.;–;–;–;353,45;313,11;1864,04;1261,64;1186,76;64,37;.;183,54;84,34;–;.;.;–;.;.;–;–;–;416,2;365,12;1901;1197;1142;54;702;200;99;.;69;–;.;–;–;–;.;.;498;427;1963;1217;1150;65;.;218;95;.;.;.;.;.;.;–;.;.;517;436
9187182;      Wasserburg a.Inn, St;653,11;.;358,96;17,38;269,45;128,11;45,23;.;34,27;5,53;.;.;.;.;.;.;108,01;91,76;563,82;316,84;303,31;10,42;.;103,35;51,81;13,08;20,89;4,04;.;.;.;.;.;–;125,24;106,3;558;305;293;8;253;95;58;.;11;–;–;.;.;6;–;–;145;111;535;276;259;15;259;109;62;12;.;.;.;.;.;6;.;–;134;109
9187186;      Albaching;1216,38;.;766,46;23,16;424,57;204;96,99;5,86;43,23;8,5;–;.;.;–;.;.;212,75;173,64;1191,63;760,82;739,83;.;430,81;217,07;116,95;6,9;.;.;–;.;.;–;4,89;–;205,76;181,23;1216;739;717;.;477;195;112;–;47;4;.;–;–;–;.;–;277;225;1234;725;702;23;508;208;110;–;.;.;5;.;.;–;.;–;292;254
9187444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9188113;      Berg;1045,4;830,02;416,65;372,58;214,29;112,87;44,29;5,6;.;.;.;1,59;1,59;.;.;–;93,48;.;965,92;775,29;388,6;378,83;.;112,78;30,42;9,21;16,72;13,53;–;2,51;2,51;.;.;–;72,15;.;998;807;392;402;189;102;44;5;.;.;.;1;1;.;.;–;80;26;1033;855;415;426;176;87;.;.;.;.;.;1;1;.;.;–;80;18
9188117;      Andechs;1859,97;1116,55;829,69;188,4;743,42;435,34;149,93;.;83,75;63,59;.;2,1;.;.;39,33;.;224,97;73,14;1726,08;993,99;728,36;236,66;732,09;380,56;155,55;.;57,58;59,15;8,78;1,4;1,4;.;45,74;44,08;293,16;111,99;1867;1073;684;359;794;455;152;38;45;117;.;.;.;.;26;.;304;93;1828;1070;715;326;757;392;157;.;35;92;.;0;0;.;.;.;326;121
9188118;      Feldafing;128,31;.;79,54;27,22;.;.;.;–;.;–;–;–;–;.;–;–;.;–;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;.;–;.;.;.;.;.;.;.;–;–;–;–;–;–;–;–;–;.;–;93;.;.;.;.;.;–;–;.;–;–;–;–;–;–;–;.;–
9188120;      Gauting;1510,74;.;206,13;198,27;1054,88;654,84;229,76;.;65,42;165,22;6,09;.;.;.;175,68;.;96,9;38,85;1448,67;363;200,48;159,91;1077,92;703,91;260,68;14,34;40,25;152,98;28,86;.;.;.;143,8;143,8;147,6;54,13;1397;338;191;145;1058;705;282;.;41;207;29;3;3;.;133;133;170;103;1338;.;217;111;1007;664;214;–;56;218;100;3;3;1;.;100;124;78
