;;Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot);Insgesamt;Dauergrünland;Wiesen (Schnittnutzung);Mähweiden;Ackerland;Getreide;Weizen;Roggen;Wintergerste;Sommergerste;Hülsenfrüchte;Hackfrüchte;Kartoffeln;Gemüse, Spargel, Erdbeeren u.a. Gartengewächse;Handelsgewächse;Winterraps;Pflanzen zur Grünernte;Grünmais/Silomais (einschl. Lieschkolbenschrot)
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
9278197;      Wiesenfelden;2746,09;.;1390,32;141,87;1075,76;528,48;24,84;3,71;58,75;201,78;.;4,29;.;.;.;–;516,73;294,28;2659,39;1555,08;1268,31;197,18;.;557,25;54,08;5,85;81,79;101,21;.;3,29;.;.;.;.;538,71;356,94;2596;1440;1240;182;1156;498;84;–;97;96;.;2;2;.;.;.;640;397;2507;1331;1249;.;1175;408;56;.;116;61;.;.;1;–;.;.;733;475
9278198;      Windberg;279,17;.;157,68;15,57;96,41;.;13,26;.;.;.;.;–;–;–;–;–;52,92;32,21;222,32;151,23;.;.;.;.;9,4;.;14,73;–;.;–;–;–;–;–;29,84;.;247;163;.;.;.;.;10;–;.;.;.;–;–;–;–;–;41;.;240;162;135;26;78;43;10;.;.;.;–;–;–;–;–;–;35;18
9279112;      Dingolfing, St;2615,77;273,32;234,38;.;2342,45;1601,4;820,05;27,62;291,82;–;.;82,28;.;.;189,32;.;316,32;188,2;2243,84;176,71;150,39;20,49;2067,13;1446,56;754,63;24,61;.;.;.;62,87;.;.;160,62;145,09;301,29;152,18;2243;174;157;.;2069;1558;882;.;.;.;25;.;.;–;.;94;235;115;2379;168;154;13;2211;1739;989;–;.;.;.;.;.;–;.;102;220;70
9279113;      Eichendorf, M;6725,87;526,75;425,31;28,29;6196,73;3348,66;1792,48;.;.;.;43,71;503,71;20,27;561,5;295,16;269,62;1169,42;985,89;6943,05;492,64;388,53;38,37;6448,4;3573,22;1937,52;83,59;.;.;.;409,2;17,3;640,2;285,6;248,62;1280,32;1045,42;7316;594;454;49;6721;3586;1883;.;.;.;142;440;31;738;174;152;1436;1226;7562;.;444;40;6923;3576;1722;.;559;40;207;572;80;656;.;118;1553;1118
9279115;      Frontenhausen, M;1840,57;.;291,9;.;1541,18;904,25;532,82;–;220,44;–;.;42,79;.;.;141,17;.;380,86;320,55;1776,19;.;273,53;.;1497,11;963;547,71;–;202,94;–;14,8;37,6;.;–;106,19;.;360,03;275,92;1733;265;260;.;1468;967;531;–;186;–;.;41;–;–;.;96;334;279;1643;.;246;5;1391;873;472;.;239;–;26;.;.;–;.;102;329;272
9279116;      Gottfrieding;1173,52;49,19;45,47;.;1124,33;798,08;404,5;–;.;.;.;39,95;.;.;68,3;68,3;122,88;102,24;1087,05;38,17;35,93;.;1048,88;746,74;405,03;–;120,65;–;.;41,31;–;.;16,59;.;180,28;140,5;968;33;31;–;935;690;393;–;89;–;–;46;–;–;.;8;148;143;960;33;31;.;927;590;368;–;103;–;.;39;–;–;.;33;225;212
9279122;      Landau a.d.Isar, St;5230,22;266,09;253,31;.;4962,65;2799,81;1448,38;.;637,55;14,03;35,36;337,92;.;360,22;235,05;227,15;994,53;827,79;5265,04;248,29;234,15;8,57;5015,54;3003,29;1542,55;6,09;618,01;6,36;33,39;360,83;.;398,95;203,47;177,47;887,46;748,81;5272;265;254;8;5000;2870;1506;.;473;3;37;.;63;483;140;125;1044;912;5324;.;239;9;5058;2816;1435;.;579;–;77;.;95;454;.;93;1074;916
9279124;      Loiching;2260,63;.;217,6;.;2029,7;1280,7;747,68;–;304,47;–;.;.;.;–;207,8;.;404,03;371,69;2287,8;220,12;204,21;7,61;2064,92;1459,13;742,03;.;.;.;9,33;49,38;.;–;133,68;133,68;375,18;342,02;2229;213;208;4;2014;1471;752;–;.;.;.;.;.;–;85;85;377;340;2183;.;198;9;1973;1514;705;–;.;.;.;.;.;.;.;72;276;250
9279125;      Mamming;2383,37;.;95,25;3,51;2234,25;1167,9;697,82;.;.;.;–;.;2;.;160,05;160,05;516,76;440,89;2402,83;159,38;89,63;24,74;2242,22;1222,11;726,7;.;.;.;.;110,92;2,73;.;89,97;72,35;554,02;461,13;2420;142;98;27;2277;1219;699;–;.;.;39;127;17;.;58;35;498;408;2372;.;112;26;2218;1106;719;.;.;.;88;144;.;.;.;71;443;346
9279126;      Marklkofen;2411,44;364,06;349,06;.;2045,31;1152,74;677,7;12,14;.;.;.;132,02;.;.;88,63;.;544,29;413,73;2308,16;.;328,88;11,98;1965,43;1145,45;686,29;.;180,89;–;.;125,11;.;.;104,2;89,53;534,08;426,08;2270;328;314;13;1941;1180;730;.;.;.;39;110;.;.;.;61;513;436;2226;.;293;15;1917;1114;717;.;170;–;.;.;20;.;.;77;546;460
9279127;      Mengkofen;4924,38;280,84;253,64;1,16;4641,8;3119,31;1367,67;52,22;.;.;47,25;349,49;128,78;19,38;431,35;431,35;373,45;128,68;4809,58;250,98;210,76;24,1;4557,75;3172,78;1489,36;.;.;.;94,24;325,89;116,06;12,39;305,54;298,83;384,86;149,81;5009;322;296;22;4686;3456;1743;31;.;.;61;.;93;.;240;232;434;234;5077;.;253;22;4799;3594;1750;22;.;.;92;326;48;.;.;149;441;176
9279128;      Moosthenning;3828,77;600,06;465,55;11,57;3228,05;2023,31;958,57;16,32;377,18;9,73;.;137,21;.;.;226,34;.;496,72;351,52;3812,23;578,67;423,98;58,26;3233,16;2130,45;1072,84;.;317,67;2,24;.;101,08;.;.;184,61;178,53;503,71;357,27;3518;627;468;58;2890;1957;1000;.;254;–;44;91;2;.;169;149;478;360;3470;645;500;56;2825;1851;932;.;255;–;84;.;.;.;.;112;493;288
9279130;      Niederviehbach;1663,52;.;144,41;9,9;1481,94;878,69;575,88;–;.;.;–;68,74;.;.;292,89;292,89;202,8;167,42;1562,48;.;136,39;15,82;1392,97;903,97;516,4;–;.;.;.;75,03;52,46;.;181,88;.;204;171,21;1625;161;140;11;1464;1011;597;–;105;–;4;.;.;.;.;116;224;176;1601;151;134;15;1450;998;542;–;163;–;.;.;.;.;.;94;218;153
9279132;      Pilsting, M;5131,12;250,64;219,9;.;4876,86;2661,11;1509,33;37,15;527,88;24,62;.;937,23;.;.;127,64;127,64;483,1;341,24;4842,46;.;199,31;24,84;4608,92;2544,2;1645,9;.;.;.;108,83;837,62;222,1;354,93;94,77;.;531,79;460,56;4758;248;220;27;4505;2522;1636;.;.;.;87;858;249;150;.;38;721;637;4712;.;239;25;4436;2260;1458;.;282;–;193;798;229;196;.;45;786;634
9279134;      Reisbach, M;5376,32;370,62;320,01;.;5001;2854,9;1496,83;.;597,78;6,2;.;302,55;.;581,53;254,24;.;749,03;657,23;5342,72;331,43;289,36;36,61;5007,82;2846,01;1463,53;.;.;.;64,75;245,46;.;653,7;177,62;172,37;855,88;732,1;5573;287;256;24;5285;2977;1408;–;510;–;86;.;191;771;141;130;836;750;5717;296;267;25;5417;2687;1369;25;461;–;120;508;241;835;.;127;1037;882
9279135;      Simbach, M;3470,44;.;480,9;6,61;2966,13;1757,98;923,87;.;312,9;2,38;.;136,03;.;.;187,03;.;670,17;563,12;3444,45;439,53;407,24;19,52;3004,92;1954,26;1018,12;–;.;.;15,69;144,38;.;106,13;109,15;102,43;634,13;541,19;3413;391;365;22;3022;2001;976;.;.;.;43;99;.;124;103;99;584;480;3200;403;378;22;2797;1577;779;.;315;–;90;.;22;.;.;129;737;556
9279137;      Wallersdorf, M;6220,35;677,32;72,16;.;5529,22;2885,25;1982,25;.;503,97;24,79;53,36;1788,96;652;338,17;68,88;.;193,77;172;5940,44;482,89;62,67;.;5446,68;3025,86;2024,95;.;.;.;32,95;1638,25;.;351,83;69,74;41,61;184,75;153,42;5858;553;97;5;5289;2685;1924;.;359;4;42;.;563;359;.;38;402;390;5999;.;119;.;5224;2444;1648;.;.;.;41;1717;707;342;.;19;524;492
9371111;      Ammerthal;278,61;67,6;62,91;–;211,01;111,53;29,97;–;55,13;13,38;.;.;.;0,12;15,54;15,54;75,49;40,22;251,82;.;55,85;4,91;190,91;109,18;47,2;–;44,63;4,49;.;.;.;.;.;.;74,61;54,38;242;56;51;.;187;92;44;–;34;6;.;.;.;.;.;.;89;60;242;.;56;5;180;87;35;–;46;.;–;.;.;–;.;.;89;55
9371113;      Auerbach i.d.OPf., St;3276,01;1394,46;1351,97;.;1880,91;1014,23;205,11;.;418,43;182,63;.;1,17;1,17;.;92,87;92,87;635,94;402,5;3314,99;.;1369,46;23,25;1916,01;1067,9;260,48;26,89;421,46;134,04;30,79;6,71;.;.;70,2;70,2;715,86;467,72;3153;1258;1223;30;1895;939;262;.;369;99;30;–;–;.;82;74;815;534;3154;1309;1222;83;1845;874;282;46;329;81;18;0;0;.;.;38;874;527
9371116;      Birgland;2754,88;850,19;809,8;29,72;1903,57;1071,74;182,42;.;332,31;390,49;20,17;.;3,88;.;162,3;.;561,12;337,67;2655,43;772,74;737,58;31,79;1882,22;1023,12;254,78;6,1;279,69;362,42;42,4;3,66;.;0,73;141,98;.;657,04;453,18;2736;779;734;32;1957;964;302;.;289;298;70;.;2;–;119;117;777;508;2669;.;699;61;1901;896;258;4;250;315;51;2;2;.;.;87;822;491
9371118;      Ebermannsdorf;1016,2;194,95;178,5;.;820,25;508,4;218;.;206,21;8,19;.;.;0,34;–;104,92;104,92;164,42;65,47;1061,1;186,91;171,35;14,37;873,19;588,07;281,7;37,68;166,65;18,64;9,53;7,54;.;–;99,54;.;160,65;64,18;855;164;143;19;691;447;219;13;.;.;.;.;.;–;92;92;119;47;806;141;113;26;664;412;229;.;122;21;20;.;–;–;.;84;125;62
9371119;      Edelsfeld;2000,9;678,47;657,96;.;1316,8;787,02;189,55;.;255,73;212,85;6,3;.;3,16;.;116,83;116,83;315,67;171,43;1960,66;.;603,63;24,56;1325,39;856,36;291,51;22,37;241,77;184,38;.;1,91;1,8;.;93,53;.;301,59;172;1878;589;551;36;1285;729;252;34;225;108;37;1;1;.;.;122;375;215;1886;.;539;44;1296;691;208;49;183;132;28;0;0;.;.;130;401;234
9371120;      Ensdorf;1849,37;.;218,34;23,72;1575,64;1005,23;356,67;57,69;431,06;58,5;.;.;.;–;228,86;.;244,26;112,12;1696,1;.;179,02;35,02;1462,43;938,38;517,17;59,19;249,19;25,63;8,36;.;.;–;175,54;.;300,34;171,76;1783;253;184;49;1530;924;547;64;196;20;.;.;.;–;.;254;298;179;1587;237;168;46;1350;763;329;.;.;.;17;.;.;–;.;197;339;195
9371121;      Freihung, M;2079,14;.;538,37;.;1511,62;852,95;98,86;21,51;414,31;40,01;11,99;.;.;.;195,58;.;356,57;238,87;2145,87;.;508,06;26,62;1601,93;867,79;132,31;20,81;382,62;24,12;–;2,14;2,14;–;152,97;152,97;550,61;409,41;2282;570;519;38;1711;840;173;35;396;17;15;1;1;–;.;129;702;526;2309;.;540;38;1723;731;141;53;.;.;.;1;1;–;.;108;750;519
9371122;      Freudenberg;3375,18;.;876,28;14,68;2430,71;1470,96;373,07;67,67;616,98;49,6;21,27;23,41;.;0,07;194,43;157,33;642,78;452,6;3250,85;888,15;798,75;88,29;2362,42;1406,34;445,13;40,04;524,33;48,28;.;32,47;.;.;178,57;176,84;683,8;523,44;3282;883;765;116;2399;1206;380;23;530;33;30;20;.;.;.;204;906;641;3510;923;793;128;2588;1290;469;40;537;12;44;19;.;–;.;184;997;652
9371123;      Gebenbach;1154,59;386,61;382,8;.;767,98;352,24;80,43;10,99;169,07;30,34;.;.;.;–;89,44;89,44;255,43;208,46;1155,59;375,93;372,53;.;779,66;361,26;123,7;.;.;.;.;.;.;–;86,01;86,01;303,54;245,66;1177;378;376;.;799;332;122;.;.;.;13;–;–;–;62;62;374;290;1176;394;390;.;782;307;146;.;.;.;23;.;–;–;.;36;403;308
9371126;      Hahnbach, M;3778,92;1165,65;1119,72;7,92;2612,41;1292,47;245,52;.;732,84;94,65;.;110,41;109,94;.;251,81;.;796,6;545,36;3748,89;1117,86;1060,81;53,29;2630,19;1347,21;381,9;68,62;661,64;41,19;27,06;97,02;97,02;6,49;212,8;.;854,24;610,38;3642;1044;998;43;2598;1260;378;33;585;46;8;106;106;.;.;162;1017;766;3595;.;1009;47;2536;1107;283;62;528;33;42;95;95;.;.;124;1101;723
9371127;      Hirschau, St;2527,08;755,5;730,86;.;1771,28;958,62;82,6;35,45;507,66;125,96;23,66;19,2;.;0,13;281,24;281,24;394,4;298,53;2446,64;.;671,09;20,55;1753,94;900,85;145,38;45,62;454,78;80,66;30,09;.;20,06;.;219,62;.;552,58;410,91;2370;660;648;10;1710;778;162;60;383;31;16;2;.;–;.;160;711;508;2346;626;609;16;1720;820;134;80;413;21;12;.;2;–;.;108;744;493
9371128;      Hirschbach;870,02;.;325,42;22,03;499,82;288,53;16,4;.;69,36;136,36;.;3,04;2,55;.;24,85;.;97,12;51,2;819,86;348,98;295,72;49,1;470,88;245,51;26,73;.;56,26;87,27;.;1,4;.;.;20,34;20,34;128,98;57,86;825;385;303;75;440;220;50;.;69;81;.;.;–;–;32;.;123;56;866;397;308;84;469;218;23;.;56;43;–;.;.;–;.;.;177;92
9371129;      Hohenburg, M;1247,14;248,45;221,21;12,55;998,69;562,02;123,6;22,23;172,85;159,15;8,22;.;.;.;76,65;75,56;225,92;52,88;1161,39;254,33;217,53;27,55;907,06;552,28;182,2;21,29;123,61;147,78;17,19;.;.;.;92,92;88,59;162,47;51,45;1105;263;219;30;842;519;193;.;151;112;12;1;1;.;81;81;184;70;1073;253;193;57;820;470;174;9;126;80;14;1;1;.;.;92;193;68
9371131;      Illschwang;2134,03;635,56;626,35;.;1491,49;727,54;150,45;.;293,82;137,15;7,64;4,36;.;0,12;87,86;.;579,5;369,49;2065,55;.;589,63;.;1472,69;688,52;180,87;.;265,52;112,29;.;3,12;.;.;39,7;39,7;717,73;503,49;2161;621;618;2;1540;631;192;.;290;84;4;.;–;.;27;27;849;581;2158;.;608;2;1547;564;150;4;283;89;.;–;–;.;.;49;892;621
9371132;      Kastl, M;2385,79;555,75;505,64;33,18;1829,4;987,1;222,8;.;241,37;419,99;10,53;.;3,57;.;155,16;.;561,74;182,57;2223,41;490,03;431,49;56,99;1732,74;934,79;253,5;27,62;198,49;360,77;16,98;2,75;1,65;.;59,29;55,48;653,33;244,35;2346;558;492;64;1789;882;341;15;198;254;31;.;1;.;.;85;744;312;2291;526;455;69;1765;840;280;16;229;238;32;.;1;.;.;81;767;311
9371135;      Königstein, M;970,97;374,58;347,45;15,1;596,39;303,75;47,56;–;95,35;105,76;19,34;2,08;.;0,08;36,64;.;92,61;46,81;901,39;355,6;307,91;39,69;545,79;285,45;64,9;.;71,09;92,23;11,42;0,57;.;0,11;31,84;.;85,51;52,16;844;366;299;.;479;304;69;.;68;112;8;–;–;–;20;20;110;56;828;366;296;40;463;271;74;32;56;77;.;0;0;–;.;29;119;60
9371136;      Kümmersbruck;1626,83;341,81;336,54;.;1285,02;876,47;289,91;15,57;350,03;100,83;8,39;.;.;.;155,37;.;183,15;130,75;1592,88;308,07;302,5;.;1284,81;883,34;337,49;19,3;317,91;47,78;7,1;0,6;0,6;.;.;108,52;250,23;172,01;1631;320;313;.;1311;760;320;26;272;28;11;–;.;–;.;118;383;272;1633;.;315;.;1310;720;306;18;261;27;.;.;.;0;.;100;448;292
9371140;      Etzelwang;853,86;.;227,78;47,17;554,53;353,77;51,6;.;91,08;160,72;.;3,88;3,61;.;41,73;41,73;124,87;59,5;845,58;.;233,79;63,01;543,44;331,11;60,99;.;77,23;131,93;1,78;2,21;.;.;43;.;155,03;68;923;331;258;70;589;362;84;–;103;128;11;.;1;.;29;29;167;75;916;.;251;76;578;311;78;.;80;117;10;.;1;.;.;.;223;80
9371141;      Neukirchen b.Sulzbach-Rosenberg;2005,99;512,82;499,21;.;1493,17;867,65;177,13;.;327,67;211,51;21,04;.;.;.;67,02;.;398,17;262,67;2006,47;.;468,13;15,66;1520,55;931,31;237,73;25,95;295;208,23;29,39;1,54;1,45;0,82;53,56;.;442,31;306,41;1924;487;469;11;1437;845;237;.;278;154;39;.;1;–;.;54;437;294;1941;512;474;25;1429;822;190;37;284;132;14;.;1;.;.;43;496;308
9371144;      Poppenricht;681,34;161,19;156,33;.;520,15;361,34;71,42;.;161,78;17,47;.;12,22;.;.;60,27;60,27;54,26;28,79;647,29;145,22;.;.;502,07;333,31;78,97;.;106,15;6,89;8,42;7,39;.;–;48,68;48,68;92,38;55,56;633;156;142;13;478;261;79;.;.;.;11;.;.;–;42;42;139;87;614;154;138;15;460;236;91;19;.;.;.;.;.;–;.;51;134;68
9371146;      Rieden, M;988,38;.;153,42;32,48;751,97;517,13;187,34;.;184,87;35,76;.;.;–;–;135,2;135,2;51,7;19,35;976,88;.;149,55;64,32;739,23;481,12;230,31;.;184,3;15,95;–;–;–;–;153,68;153,68;89,43;43,77;1063;320;162;51;743;464;243;–;157;19;.;–;–;–;133;133;121;59;1015;244;163;36;771;441;208;.;170;14;.;–;–;–;.;129;172;75
9371148;      Schmidmühlen, M;1322,42;.;293,57;.;1020,66;591,72;232,13;.;233,6;7,32;.;.;.;–;125,84;.;204,37;127,76;1372,53;.;309,16;14,18;1042,92;668,4;266,03;.;.;.;.;.;.;–;131,76;131,76;207,39;139,63;1409;344;327;.;1064;622;281;–;.;.;.;–;–;–;134;134;270;177;1381;329;293;35;1051;554;245;.;201;11;.;–;–;–;.;128;338;178
9371150;      Schnaittenbach, St;1671,94;.;355,61;18;1289,48;759,95;75;83,25;245,25;142,8;17,06;.;16,2;.;149,35;.;257,42;160,65;1516,75;345,67;309,91;27,99;1171,08;749,34;99,79;71,3;261,66;123,26;27,48;.;.;.;83,83;.;270,2;170,07;1534;332;297;26;1201;601;73;76;238;58;43;.;.;.;.;86;444;281;1425;326;301;24;1099;500;79;58;200;33;26;0;0;.;.;62;495;273
9371151;      Sulzbach-Rosenberg, St;1471,27;423,18;407,08;6,03;1048,09;608,72;152,1;.;246,83;146,08;.;2,1;.;.;89,49;89,49;270,53;200,73;1385;.;.;11,19;984,62;559,06;171,09;.;212,52;76,86;18,39;.;.;.;82,78;82,78;295,92;210,6;1445;431;400;30;1014;547;182;18;223;91;18;1;1;1;75;74;351;242;1401;402;393;.;999;436;135;.;189;69;9;.;.;.;.;72;448;283
9371154;      Ursensollen;3435,8;826,29;761,99;33,82;2609,51;1455,07;365,67;64,59;388,15;455,53;29,31;.;1,54;.;281,44;281,44;727,8;353,04;3404,62;864,38;806,08;55,57;2540,24;1384,09;466,51;24,35;370,42;357,55;28,78;1,3;.;.;235,86;.;803,99;436,69;3538;809;757;43;2730;1390;508;26;426;281;96;1;1;.;199;193;982;572;3477;.;747;45;2678;1263;489;.;319;259;55;1;1;.;.;205;1072;635
9371156;      Vilseck, St;2483,13;.;1059,1;.;1392,93;859,75;131,25;38,04;364,33;110,55;11,27;3,45;.;0,27;78,36;78,36;330,64;219,74;2234,64;.;874,9;43,39;1296,27;809,32;155,36;40,19;338,27;50,52;.;2,24;2,24;.;67,13;.;374,71;274,97;2179;876;836;.;1303;681;141;.;301;34;14;1;1;.;31;31;557;395;2175;.;853;.;1303;650;136;45;296;31;21;.;.;.;.;30;573;373
9371157;      Weigendorf;399,77;130,81;122,53;.;268,96;130,75;17,89;–;42,08;31,79;.;1,76;.;0,11;11,22;.;97,32;35,8;367,04;121,85;109,71;7,27;245,19;103,89;20,91;–;30,1;19,05;.;1,16;1,16;.;.;.;90,93;43,93;361;143;129;.;218;101;29;–;40;18;–;.;.;–;–;–;100;42;359;133;120;5;226;103;22;.;35;.;–;.;.;–;.;.;112;44
9371444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9372112;      Arnschwang;1729,03;760,39;755,45;.;968,64;469,28;209,63;.;147,33;28,22;3,47;.;2,61;.;74,31;.;404,08;319,46;1586,3;.;694,75;3,91;886,39;404,61;197,64;–;140,88;9,5;8,46;.;.;.;58,93;58,93;411,72;346,15;1676;727;.;.;949;405;220;.;127;9;9;.;.;.;.;36;496;414;1617;698;694;.;919;378;171;.;.;.;–;–;–;.;.;20;520;434
9372113;      Arrach;485,03;391,38;341,6;28,08;.;39,67;7,98;–;.;.;–;0,89;0,89;.;–;–;52,67;18,4;388,32;313,52;275,55;.;74,8;33,07;6,19;–;4,67;2,88;.;.;.;–;–;–;40,44;17,97;449;363;331;.;86;32;11;–;4;4;.;.;.;–;–;–;54;31;436;356;317;.;80;32;13;–;8;6;–;.;.;–;–;–;.;28
9372115;      Blaibach;726,73;468,25;.;.;.;137,71;20,58;–;47;14,36;.;0,68;0,68;.;.;–;115,63;68,58;750,84;476,43;471,57;4,86;274,41;140,26;28,2;.;41,77;8,21;–;.;.;–;–;–;.;92,46;734;475;466;9;259;106;26;.;48;2;–;.;.;–;.;.;144;101;731;486;465;.;245;81;26;.;.;.;–;0;0;–;–;–;164;110
9372116;      Cham, St;4463,93;2331,07;2184,83;.;.;1235,82;255,06;41,69;519,51;97,81;29,77;.;.;2,6;77,93;.;732,81;571,25;4499,34;2330,57;2110,81;61,57;2168,77;1268,21;309,4;.;530,91;47,43;50,43;0,98;0,98;0,43;55,18;.;786,64;634,13;4619;2396;2305;44;2221;1221;397;.;528;30;54;–;–;.;.;32;898;767;4681;.;2331;91;2205;1150;345;36;529;31;20;1;1;.;.;9;973;807
9372117;      Chamerau;811,39;479,44;453,79;.;.;181,28;35,37;.;75,12;15,86;–;0,16;0,16;.;.;.;128,49;92,11;764,23;454,5;430,97;21,27;.;180,32;33,61;10,22;71,16;17,38;–;.;.;.;–;–;127,72;103,43;730;436;402;32;294;132;35;.;.;.;.;.;1;–;–;–;159;135;707;424;410;14;284;109;18;23;.;.;–;1;1;–;–;–;.;143
9372124;      Eschlkam, M;3569,85;2088,2;2060,22;.;.;607,84;208,93;.;221,14;72,18;8,61;0,19;0,19;.;31,77;31,77;815,46;537,99;3444,14;1972,85;1955,15;14,19;.;594,44;241,01;.;244,96;37,78;12,07;.;.;–;22,23;22,23;837,69;593,84;3534;1947;1933;10;1587;568;247;.;240;28;6;.;.;–;15;15;991;715;3451;1893;1883;.;1558;535;233;.;243;23;.;.;.;–;.;.;1004;718
9372125;      Falkenstein, M;2309,91;1205,98;1080,81;.;1103,93;545,57;41,9;.;178,57;128,17;31,65;.;14,4;.;44,02;.;426,09;251,1;2236,15;1144,74;1031,49;112,87;1091,41;522,41;60,85;7,95;187,58;67,73;18,33;1,28;1,28;–;.;.;526,04;338,38;2155;1096;1045;50;1058;395;63;.;185;41;25;1;1;–;.;31;598;376;2121;1082;1017;.;1039;380;41;21;143;37;27;1;1;–;.;.;585;379
9372126;      Furth im Wald, St;3343,77;1813,34;1770,6;22,04;1527,56;781,34;330,78;10,78;238,35;55,94;.;3,25;.;.;114,19;.;609,79;461,23;3186,06;1658,55;1615,19;40,98;.;738,12;346,56;.;254,94;25,23;.;2,27;0,99;.;84,77;80,64;697,26;557,08;3297;1659;1592;54;1638;709;383;.;219;21;21;2;1;–;.;47;854;720;3306;1651;1590;48;1656;661;300;17;270;12;.;1;1;–;.;12;967;775
9372128;      Gleißenberg;307,03;240,61;188,38;.;66,42;.;5,95;.;8,47;8,92;–;.;.;–;–;–;16,99;.;234,38;189,77;128,07;.;44,61;27,62;8,09;.;.;4,58;–;–;–;–;–;–;16,99;.;186;143;104;39;43;24;7;.;.;.;–;–;–;–;–;–;19;11;158;132;.;34;26;8;3;.;.;–;–;–;–;–;–;–;17;.
9372130;      Grafenwiesen;223,98;168,88;167,4;–;55,1;.;11,08;.;5,67;6,6;–;0,7;0,7;–;.;–;17,59;13,32;177,55;125,57;.;.;51,98;34,02;13,42;–;12,72;.;–;0,57;0,57;–;–;–;17,39;15,53;167;124;.;.;44;17;4;–;10;–;–;–;–;–;–;–;27;24;169;126;.;.;42;15;3;–;9;–;–;–;–;–;–;–;.;27
9372135;      Hohenwarth;665,56;485,18;458,26;10,46;.;70,23;11,22;–;9,74;15,66;–;.;0,59;–;–;–;108,56;50,34;654,42;463,83;435,58;28,25;.;79,5;20,62;.;12,85;13,71;–;0,4;0,4;–;–;–;109,69;60,54;587;417;393;24;170;48;15;.;5;7;–;–;–;–;–;–;.;57;576;410;383;27;165;42;13;.;6;6;–;.;.;–;.;–;119;58
9372137;      Bad Kötzting, St;2114,44;1546,68;1493,94;21,05;.;277,15;36,34;3,54;73,75;49,69;–;2,01;1,58;.;.;–;269,91;140,78;1845,49;1266,69;1229,95;26,27;.;265,84;62,59;.;91,94;32,94;.;0,83;.;.;.;–;303,3;184,4;1869;1273;1227;30;596;249;83;.;101;22;.;–;–;–;.;–;340;236;1860;1262;1191;55;597;210;67;.;100;9;.;.;.;–;.;–;369;265
9372138;      Lam, M;655,97;547,82;496,9;37,4;.;37,23;5,76;–;.;.;–;.;.;–;–;–;69,97;31,32;650,26;535,94;493,85;42,09;114,32;.;.;–;.;.;–;–;–;.;–;–;77,04;39,63;658;542;504;39;116;37;11;–;7;8;–;–;–;.;–;–;.;53;691;562;523;38;129;45;13;–;15;.;–;–;–;–;–;–;.;64
9372142;      Michelsneukirchen;2096,45;938,27;895,51;.;1158,18;598,04;69,8;.;195,86;111,39;.;3,87;3,87;.;15,81;.;492,86;300,29;2021,3;910,38;866,46;.;1110,92;569,12;96,39;11,32;219,04;40,15;.;4,44;.;–;14,14;.;517,65;347,73;2121;925;867;58;1194;529;118;.;215;23;.;.;.;.;.;.;642;468;2203;.;875;65;1260;500;112;.;231;6;11;.;.;.;.;.;701;512
9372143;      Miltach;1046,01;716,95;711,09;.;.;156,94;17,63;.;60,6;17,82;.;1,84;1,31;0,86;.;.;159,69;106,44;1018,13;693,6;685,06;5,79;324,53;154,96;17,44;.;66,72;14,71;–;0,65;0,34;.;.;–;164,24;127,53;961;661;651;8;300;131;33;.;57;3;–;.;.;.;.;–;166;123;961;666;649;16;295;111;28;11;55;3;–;0;0;.;–;–;179;128
