Gemeinderatswahlen;;;;;;;;;Insgesamt;;;Christlich-Soziale Union in Bayern e.V. (CSU);;;BÜNDNIS 90/DIE GRÜNEN (GRÜNE);;;FREIE WÄHLER Bayern;;;Alternative für Deutschland (AfD);;;Sozialdemokratische Partei Deutschlands (SPD);;;Freie Demokratische Partei (FDP);;;Gemeinsame Wahlvorschläge;;;Wählergruppen;;;sonstige Wahlvorschläge;;
;;Stichtag;;;;;;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;;Gewichtete Stimmen;Sitze;
;;15.03.2020;15.03.2020;15.03.2020;15.03.2020;;;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;;;Geschlecht;
;;Wahl-/Stimmberechtigte im Verwaltungsbezirk;Wähler;Gültige Stimmzettel;Ungültige Stimmzettel;;;;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich;;männlich;weiblich
;;Anzahl;;;;;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9178140;      Marzling;2508;1743;1719;24;;9178140;      Marzling;1719;13;4;–;–;–;359;1;2;–;–;–;–;–;–;174;1;1;–;–;–;545;5;–;641;5;1;–;–;–
9178142;      Mauern;2390;1524;1490;34;;9178142;      Mauern;1490;14;5;741;6;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;749;5;3;–;–;–
9178143;      Moosburg a.d.Isar, St;13713;8234;8024;210;;9178143;      Moosburg a.d.Isar, St;8024;20;5;2058;5;1;1901;3;3;–;–;–;456;1;–;793;2;–;207;1;–;1552;4;–;557;1;1;500;2;–
9178144;      Nandlstadt, M;4101;2665;2616;49;;9178144;      Nandlstadt, M;2616;19;3;800;5;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1816;12;2;–;–;–
9178145;      Neufahrn b.Freising;14899;7666;7460;206;;9178145;      Neufahrn b.Freising;7460;23;8;1728;6;1;2062;4;4;–;–;–;346;1;–;728;1;2;213;1;–;1361;5;1;498;2;–;524;2;–
9178150;      Paunzhausen;1244;869;856;13;;9178150;      Paunzhausen;856;11;4;273;3;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;583;5;3;–;–;–
9178155;      Wang;1965;1356;1329;27;;9178155;      Wang;1329;14;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1329;14;–;–;–;–
9178156;      Wolfersdorf;1990;1192;1174;18;;9178156;      Wolfersdorf;1174;14;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1174;11;3;–;–;–
9178157;      Zolling;3652;2218;2177;41;;9178157;      Zolling;2177;14;4;806;4;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1371;8;2;–;–;–
9179111;      Adelshofen;1405;984;976;8;;9179111;      Adelshofen;976;12;5;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;371;3;2;605;4;3;–;–;–
9179113;      Alling;3083;2336;2291;45;;9179113;      Alling;2291;14;5;589;3;1;254;1;1;–;–;–;–;–;–;88;1;–;–;–;–;–;–;–;1360;6;3;–;–;–
9179114;      Althegnenberg;1596;1105;1094;11;;9179114;      Althegnenberg;1094;12;2;207;2;–;209;2;1;–;–;–;–;–;–;141;1;1;–;–;–;–;–;–;537;7;–;–;–;–
9179117;      Egenhofen;2779;1891;1853;38;;9179117;      Egenhofen;1853;16;3;363;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1490;10;3;–;–;–
9179118;      Eichenau;9560;5754;5642;112;;9179118;      Eichenau;5642;16;9;1753;6;1;1574;3;4;–;–;–;–;–;–;948;2;2;495;1;1;872;3;1;–;–;–;–;–;–
9179119;      Emmering;5328;3319;3266;53;;9179119;      Emmering;3266;16;6;1323;6;2;576;2;2;–;–;–;–;–;–;236;1;–;157;1;–;–;–;–;974;4;2;–;–;–
9179121;      Fürstenfeldbruck, GKSt;27609;13327;12993;334;;9179121;      Fürstenfeldbruck, GKSt;12993;32;11;3795;10;2;2199;3;4;–;–;–;–;–;–;1020;2;1;–;–;–;1806;5;–;2889;6;3;1284;3;1
9179123;      Germering, GKSt;30446;15843;15497;346;;9179123;      Germering, GKSt;15497;22;19;7176;10;9;3658;4;5;1267;2;1;–;–;–;1825;3;2;464;1;–;903;1;1;–;–;–;204;–;1
9179125;      Grafrath;3045;2065;2018;47;;9179125;      Grafrath;2018;14;5;–;–;–;507;2;2;–;–;–;–;–;–;104;1;–;–;–;–;600;4;1;807;4;2;–;–;–
9179126;      Gröbenzell;15917;9999;9849;150;;9179126;      Gröbenzell;9849;23;11;2874;6;3;2448;5;2;510;1;1;–;–;–;1294;3;1;356;1;–;–;–;–;2367;3;4;–;–;–
9179128;      Hattenhofen;1224;761;744;17;;9179128;      Hattenhofen;744;12;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;744;8;4;–;–;–
9179130;      Jesenwang;1216;820;800;20;;9179130;      Jesenwang;800;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;404;5;1;396;4;2;–;–;–
9179131;      Kottgeisering;1274;917;902;15;;9179131;      Kottgeisering;902;8;8;256;2;1;193;–;3;–;–;–;–;–;–;69;1;–;–;–;–;–;–;–;384;1;4;–;–;–
9179132;      Landsberied;1265;953;940;13;;9179132;      Landsberied;940;11;3;–;–;–;189;1;1;–;–;–;–;–;–;–;–;–;–;–;–;362;5;–;389;3;2;–;–;–
9179134;      Maisach;11147;7241;7112;129;;9179134;      Maisach;7112;14;10;2879;6;4;1382;2;3;1897;5;1;–;–;–;811;1;2;143;–;–;–;–;–;–;–;–;–;–;–
9179136;      Mammendorf;3833;2320;2281;39;;9179136;      Mammendorf;2281;13;3;555;3;1;327;1;1;–;–;–;–;–;–;116;–;1;–;–;–;–;–;–;1283;9;–;–;–;–
9179137;      Mittelstetten;1364;1013;1002;11;;9179137;      Mittelstetten;1002;12;3;334;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;668;5;3;–;–;–
9179138;      Moorenweis;3303;2268;2232;36;;9179138;      Moorenweis;2232;16;2;1004;7;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1228;7;2;–;–;–
9179140;      Oberschweinbach;1351;801;787;14;;9179140;      Oberschweinbach;787;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;761;9;3;–;–;–;26;–;–
9179142;      Olching, St;21643;12649;12393;256;;9179142;      Olching, St;12393;21;10;4670;9;2;2460;2;4;–;–;–;–;–;–;2705;4;3;472;1;–;532;–;1;1554;4;–;–;–;–
9179145;      Puchheim, St;15813;8733;8537;196;;9179145;      Puchheim, St;8537;18;12;2458;7;2;1922;3;4;785;1;2;–;–;–;1769;2;4;333;1;–;–;–;–;1270;4;–;–;–;–
9179147;      Schöngeising;1557;1117;1105;12;;9179147;      Schöngeising;1105;10;3;264;2;1;240;2;1;–;–;–;–;–;–;122;1;–;–;–;–;–;–;–;479;4;1;–;–;–
9179149;      Türkenfeld;2970;2090;2060;30;;9179149;      Türkenfeld;2060;14;3;619;5;–;484;2;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;957;6;1;–;–;–
9180112;      Bad Kohlgrub;2214;1262;1230;32;;9180112;      Bad Kohlgrub;1230;13;6;197;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1033;7;5;–;–;–
9180113;      Bad Bayersoien;996;736;730;6;;9180113;      Bad Bayersoien;730;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;730;10;2;–;–;–
9180114;      Eschenlohe;1320;836;816;20;;9180114;      Eschenlohe;816;11;1;415;5;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;191;3;–;210;3;–
9180115;      Ettal;545;366;362;4;;9180115;      Ettal;362;8;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;360;7;1;2;–;–
9180116;      Farchant;3000;1814;1787;27;;9180116;      Farchant;1787;13;3;954;8;1;–;–;–;447;3;1;–;–;–;386;2;1;–;–;–;–;–;–;–;–;–;–;–;–
9180117;      Garmisch-Partenkirchen, M;21486;11682;11305;377;;9180117;      Garmisch-Partenkirchen, M;11305;25;7;4378;10;2;1991;3;2;–;–;–;500;1;–;1117;2;1;415;1;–;1083;2;1;1226;2;1;595;2;–
9180118;      Grainau;2810;1708;1697;11;;9180118;      Grainau;1697;15;2;806;6;1;–;–;–;–;–;–;–;–;–;–;–;–;65;1;–;–;–;–;826;7;1;–;–;–
9180119;      Großweil;1209;969;961;8;;9180119;      Großweil;961;12;3;303;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;658;5;3;–;–;–
9180122;      Krün;1603;1047;1025;22;;9180122;      Krün;1025;11;2;494;5;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;531;5;1;–;–;–
9180123;      Mittenwald, M;6123;3868;3785;83;;9180123;      Mittenwald, M;3785;16;4;1615;7;2;–;–;–;–;–;–;–;–;–;712;2;2;–;–;–;–;–;–;1458;7;–;–;–;–
9180124;      Murnau a.Staffelsee, M;9644;5983;5830;153;;9180124;      Murnau a.Staffelsee, M;5830;22;6;1425;6;–;876;2;2;–;–;–;–;–;–;292;1;–;–;–;–;2195;6;3;1042;3;1;–;–;–
9180125;      Oberammergau;4259;2790;2736;54;;9180125;      Oberammergau;2736;19;6;656;4;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2080;10;5;–;–;–
9180126;      Oberau;2528;1522;1493;29;;9180126;      Oberau;1493;14;3;731;7;1;–;–;–;–;–;–;–;–;–;149;1;1;–;–;–;–;–;–;613;5;1;–;–;–
9180127;      Ohlstadt;2725;1897;1850;47;;9180127;      Ohlstadt;1850;16;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;844;7;–;1006;9;–;–;–;–
9180128;      Riegsee;973;738;732;6;;9180128;      Riegsee;732;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;732;9;3;–;–;–
9180129;      Saulgrub;1333;953;943;10;;9180129;      Saulgrub;943;12;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;943;12;–;–;–;–
9180131;      Schwaigen;477;368;364;4;;9180131;      Schwaigen;364;8;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;364;6;2;–;–;–
9180132;      Seehausen a.Staffelsee;1943;1267;1247;20;;9180132;      Seehausen a.Staffelsee;1247;13;5;397;3;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;486;3;3;364;3;1;–;–;–
9180133;      Spatzenhausen;633;422;404;18;;9180133;      Spatzenhausen;404;8;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;394;7;1;10;–;–
9180134;      Uffing a.Staffelsee;2452;1952;1914;38;;9180134;      Uffing a.Staffelsee;1914;14;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1914;12;2;–;–;–
9180135;      Unterammergau;1286;900;886;14;;9180135;      Unterammergau;886;12;2;174;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;712;7;2;–;–;–
9180136;      Wallgau;1198;842;837;5;;9180136;      Wallgau;837;12;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;281;4;–;556;8;–;–;–;–
9180444;      Gemeindefreie Gebiete;–;–;–;–;;9180444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9181111;      Apfeldorf;943;631;621;10;;9181111;      Apfeldorf;621;12;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;521;7;3;100;1;1;–;–;–
9181113;      Denklingen;2227;1394;1368;26;;9181113;      Denklingen;1368;14;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;433;4;–;935;7;3;–;–;–
9181114;      Dießen am Ammersee, M;8619;5848;5664;184;;9181114;      Dießen am Ammersee, M;5664;20;6;953;4;–;1356;2;3;–;–;–;–;–;–;505;1;1;–;–;–;–;–;–;2536;9;2;314;2;–
9181115;      Eching am Ammersee;1391;1072;1061;11;;9181115;      Eching am Ammersee;1061;10;3;420;3;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;641;6;1;–;–;–
9181116;      Egling a.d.Paar;1845;1356;1342;14;;9181116;      Egling a.d.Paar;1342;13;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;681;5;2;391;4;–;270;2;1
9181118;      Eresing;1498;1140;1123;17;;9181118;      Eresing;1123;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1123;10;2;–;–;–
9181120;      Finning;1489;1106;1091;15;;9181120;      Finning;1091;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1091;9;3;–;–;–
9181121;      Fuchstal;3143;2167;2140;27;;9181121;      Fuchstal;2140;16;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2140;13;3;–;–;–
9181122;      Geltendorf;4417;3189;3124;65;;9181122;      Geltendorf;3124;16;6;755;3;2;447;2;1;–;–;–;–;–;–;222;1;–;–;–;–;–;–;–;1087;5;2;613;3;1
9181123;      Greifenberg;1791;1182;1170;12;;9181123;      Greifenberg;1170;14;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1170;12;2;–;–;–
9181124;      Hofstetten;1518;973;954;19;;9181124;      Hofstetten;954;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;954;10;2;–;–;–
9181126;      Hurlach;950;924;917;7;;9181126;      Hurlach;917;11;2;423;5;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;494;5;1;–;–;–
9181127;      Igling;1468;1445;1411;34;;9181127;      Igling;1411;13;4;134;1;–;–;–;–;381;3;1;–;–;–;–;–;–;–;–;–;–;–;–;896;6;3;–;–;–
9181128;      Kaufering, M;8055;4227;4118;109;;9181128;      Kaufering, M;4118;18;7;1354;6;2;1178;4;3;–;–;–;–;–;–;629;2;1;–;–;–;–;–;–;957;5;1;–;–;–
9181129;      Kinsau;840;584;572;12;;9181129;      Kinsau;572;12;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;560;11;1;12;–;–
9181130;      Landsberg am Lech, GKSt;22436;12498;12029;469;;9181130;      Landsberg am Lech, GKSt;12029;21;10;3169;4;4;2989;4;3;–;–;–;–;–;–;1546;2;2;312;1;–;–;–;–;3602;8;1;411;1;–
9181131;      Obermeitingen;834;804;794;10;;9181131;      Obermeitingen;794;10;3;377;4;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;417;5;1;–;–;–
9181132;      Penzing;2947;2093;2066;27;;9181132;      Penzing;2066;14;4;656;3;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1410;9;2;–;–;–
9181133;      Vilgertshofen;2175;1335;1317;18;;9181133;      Vilgertshofen;1317;13;2;–;–;–;161;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1156;11;1;–;–;–
9181134;      Prittriching;2001;1484;1464;20;;9181134;      Prittriching;1464;14;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1464;11;3;–;–;–
9181135;      Reichling;1354;1048;1043;5;;9181135;      Reichling;1043;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1043;10;2;–;–;–
9181137;      Rott;1335;905;892;13;;9181137;      Rott;892;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;892;9;3;–;–;–
9181138;      Scheuring;1514;1129;1116;13;;9181138;      Scheuring;1116;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1116;10;2;–;–;–
9181139;      Schondorf am Ammersee;3087;2195;2170;25;;9181139;      Schondorf am Ammersee;2170;11;6;932;5;2;943;4;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;295;1;1;–;–;–
9181140;      Schwifting;819;600;590;10;;9181140;      Schwifting;590;12;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;567;11;1;23;–;–
9181141;      Pürgen;2824;1910;1866;44;;9181141;      Pürgen;1866;16;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1866;16;–;–;–;–
9181142;      Thaining;838;566;560;6;;9181142;      Thaining;560;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;547;10;2;13;–;–
9181143;      Unterdießen;1142;905;897;8;;9181143;      Unterdießen;897;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;897;9;3;–;–;–
9181144;      Utting am Ammersee;3624;2668;2586;82;;9181144;      Utting am Ammersee;2586;16;2;–;–;–;–;–;–;–;–;–;–;–;–;337;2;–;–;–;–;1857;10;2;392;2;–;–;–;–
9181145;      Weil;3044;2056;2033;23;;9181145;      Weil;2033;16;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2033;13;3;–;–;–
9181146;      Windach;3017;2138;2111;27;;9181146;      Windach;2111;16;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;496;3;1;1615;11;1;–;–;–
9181444;      Gemeindefreie Gebiete;–;–;–;–;;9181444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9182111;      Bad Wiessee;4262;2335;2297;38;;9182111;      Bad Wiessee;2297;19;2;1000;9;–;383;3;–;–;–;–;–;–;–;415;3;1;–;–;–;–;–;–;499;3;1;–;–;–
9182112;      Bayrischzell;1347;950;937;13;;9182112;      Bayrischzell;937;11;1;378;4;1;56;1;–;–;–;–;–;–;–;–;–;–;–;–;–;155;2;–;348;4;–;–;–;–
9182114;      Fischbachau;4642;3242;3153;89;;9182114;      Fischbachau;3153;18;2;828;4;1;325;1;1;–;–;–;–;–;–;25;–;–;–;–;–;–;–;–;1975;13;–;–;–;–
9182116;      Gmund a.Tegernsee;5003;2949;2887;62;;9182116;      Gmund a.Tegernsee;2887;16;6;1173;7;1;460;1;2;–;–;–;–;–;–;304;1;1;–;–;–;–;–;–;950;5;2;–;–;–
9182119;      Hausham;6418;3430;3341;89;;9182119;      Hausham;3341;18;5;1085;5;1;425;2;1;–;–;–;–;–;–;548;3;–;–;–;–;–;–;–;1283;5;3;–;–;–
9182120;      Holzkirchen, M;12955;7987;7846;141;;9182120;      Holzkirchen, M;7846;18;7;2716;7;1;2112;3;3;–;–;–;–;–;–;1152;2;2;227;1;–;1639;4;1;–;–;–;–;–;–
9182123;      Irschenberg;2483;1683;1660;23;;9182123;      Irschenberg;1660;16;5;454;4;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;271;2;1;935;5;4;–;–;–
9182124;      Kreuth;3035;1664;1632;32;;9182124;      Kreuth;1632;14;2;745;5;2;158;2;–;–;–;–;–;–;–;261;3;–;–;–;–;–;–;–;468;4;–;–;–;–
9182125;      Miesbach, St;8958;5291;5155;136;;9182125;      Miesbach, St;5155;17;8;2061;8;2;955;1;3;–;–;–;–;–;–;800;2;2;311;1;–;–;–;–;1028;4;1;–;–;–
9182127;      Otterfing;3668;2659;2623;36;;9182127;      Otterfing;2623;13;4;894;4;2;562;2;1;–;–;–;–;–;–;524;3;–;–;–;–;195;1;–;448;2;1;–;–;–
9182129;      Rottach-Egern;4899;2767;2708;59;;9182129;      Rottach-Egern;2708;18;4;1250;7;2;245;2;–;–;–;–;–;–;–;119;1;–;–;–;–;–;–;–;1094;6;2;–;–;–
9182131;      Schliersee, M;5734;3394;3317;77;;9182131;      Schliersee, M;3317;17;4;1316;7;1;705;2;2;–;–;–;–;–;–;172;1;–;–;–;–;–;–;–;1124;6;1;–;–;–
9182132;      Tegernsee, St;3076;1722;1668;54;;9182132;      Tegernsee, St;1668;14;3;667;6;1;214;1;1;–;–;–;–;–;–;137;1;–;–;–;–;–;–;–;650;5;1;–;–;–
9182133;      Valley;2620;1917;1884;33;;9182133;      Valley;1884;13;5;608;4;1;190;1;1;–;–;–;–;–;–;180;1;1;–;–;–;–;–;–;906;5;2;–;–;–
9182134;      Waakirchen;4664;3263;3180;83;;9182134;      Waakirchen;3180;17;6;733;4;1;514;1;2;–;–;–;–;–;–;141;1;–;–;–;–;191;–;1;1601;8;2;–;–;–
9182136;      Warngau;3039;2225;2185;40;;9182136;      Warngau;2185;14;2;724;4;1;532;3;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;841;6;–;88;1;–
9182137;      Weyarn;3012;1977;1950;27;;9182137;      Weyarn;1950;13;4;604;5;–;287;1;1;–;–;–;–;–;–;347;1;2;–;–;–;–;–;–;712;5;1;–;–;–
9183112;      Ampfing;5393;2803;2748;55;;9183112;      Ampfing;2748;17;5;1302;8;1;385;2;1;–;–;–;–;–;–;167;1;–;122;–;1;–;–;–;772;4;2;–;–;–
9183113;      Aschau a.Inn;2546;1618;1599;19;;9183113;      Aschau a.Inn;1599;15;5;501;4;1;–;–;–;–;–;–;–;–;–;170;2;–;–;–;–;–;–;–;928;5;4;–;–;–
9183114;      Buchbach, M;2539;1623;1592;31;;9183114;      Buchbach, M;1592;16;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;967;7;3;625;6;–;–;–;–
9183115;      Egglkofen;959;666;654;12;;9183115;      Egglkofen;654;12;5;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;313;3;3;341;4;2;–;–;–
9183116;      Erharting;759;545;543;2;;9183116;      Erharting;543;8;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;543;7;1;–;–;–
9183118;      Gars a.Inn, M;3134;2057;2021;36;;9183118;      Gars a.Inn, M;2021;16;1;138;1;–;330;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1553;11;1;–;–;–
9183119;      Haag i.OB, M;5216;2994;2918;76;;9183119;      Haag i.OB, M;2918;16;6;911;6;–;235;–;2;–;–;–;–;–;–;485;1;2;–;–;–;–;–;–;1287;7;2;–;–;–
9183120;      Heldenstein;2148;1556;1530;26;;9183120;      Heldenstein;1530;14;–;701;7;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;829;7;–;–;–;–
9183122;      Jettenbach;592;369;367;2;;9183122;      Jettenbach;367;8;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;367;5;3;–;–;–
9183123;      Kirchdorf;1110;804;796;8;;9183123;      Kirchdorf;796;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;796;10;2;–;–;–
9183124;      Kraiburg a.Inn, M;3253;1948;1915;33;;9183124;      Kraiburg a.Inn, M;1915;13;4;853;5;2;191;1;1;–;–;–;–;–;–;244;2;–;–;–;–;–;–;–;627;4;1;–;–;–
9183125;      Lohkirchen;568;432;421;11;;9183125;      Lohkirchen;421;8;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;168;3;–;253;4;1;–;–;–
9183126;      Maitenbeth;1623;1073;1060;13;;9183126;      Maitenbeth;1060;14;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1056;11;3;4;–;–
9183127;      Mettenheim;2709;1749;1717;32;;9183127;      Mettenheim;1717;16;3;624;6;–;–;–;–;–;–;–;–;–;–;178;2;–;–;–;–;–;–;–;915;5;3;–;–;–
9183128;      Mühldorf a.Inn, St;16518;8886;8644;242;;9183128;      Mühldorf a.Inn, St;8644;21;10;2798;7;3;1516;3;2;–;–;–;631;1;1;1544;2;3;–;–;–;2155;7;1;–;–;–;–;–;–
9183129;      Neumarkt-Sankt Veit, St;4978;3025;2973;52;;9183129;      Neumarkt-Sankt Veit, St;2973;17;7;1262;6;3;211;1;–;–;–;–;–;–;–;268;2;–;–;–;–;–;–;–;1232;4;4;–;–;–
9183130;      Niederbergkirchen;1003;718;692;26;;9183130;      Niederbergkirchen;692;12;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;684;11;1;–;–;–;8;–;–
9183131;      Niedertaufkirchen;1181;745;736;9;;9183131;      Niedertaufkirchen;736;11;3;–;–;–;128;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;608;8;2;–;–;–
9183132;      Oberbergkirchen;1373;999;986;13;;9183132;      Oberbergkirchen;986;12;3;–;–;–;184;2;–;–;–;–;–;–;–;–;–;–;–;–;–;496;5;1;306;2;2;–;–;–
9183134;      Oberneukirchen;680;483;478;5;;9183134;      Oberneukirchen;478;8;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;474;7;1;4;–;–
9183135;      Obertaufkirchen;2091;1390;1355;35;;9183135;      Obertaufkirchen;1355;14;2;323;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1032;9;2;–;–;–
9183136;      Polling;2692;1937;1912;25;;9183136;      Polling;1912;15;2;858;7;–;263;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;791;6;1;–;–;–
9183138;      Rattenkirchen;817;548;537;11;;9183138;      Rattenkirchen;537;8;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;535;8;–;–;–;–;2;–;–
9183139;      Rechtmehring;1551;989;980;9;;9183139;      Rechtmehring;980;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;976;9;3;4;–;–
9183140;      Reichertsheim;1339;1030;1026;4;;9183140;      Reichertsheim;1026;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1026;9;3;–;–;–
9183143;      Schönberg;841;638;631;7;;9183143;      Schönberg;631;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;446;7;2;185;3;–;–;–;–
9183144;      Schwindegg;2869;1908;1881;27;;9183144;      Schwindegg;1881;14;3;560;4;1;218;1;1;–;–;–;–;–;–;39;–;–;–;–;–;–;–;–;1064;8;1;–;–;–
9183145;      Taufkirchen;1126;743;725;18;;9183145;      Taufkirchen;725;12;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;725;9;3;–;–;–
9183147;      Unterreit;1398;985;970;15;;9183147;      Unterreit;970;12;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;970;10;2;–;–;–
