Gemeindefinanzen seit 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Berichtsjahr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fortschreibung des Bevцlkerungsstandes;;;;
9473174;      Weidhausen b.Coburg;9261;1986;892;1453;3988;8;395;1666;1620;290;317;4035;2827;623;2174;1591;Ц;8884;2216;813;885;3792;8;782;1130;1546;317;153;3891;3040;610;2234;1355;Ц;9591;2231;1022;1214;3239;8;372;936;1625;289;88;3295;3304;434;2221;1670;Ц;10659;2305;1029;3079;3879;8;388;1549;1663;262;151;3930;3558;358;2337;2654;Ц;10401;1993;1088;3768;4406;8;394;1920;1807;267;273;4469;2666;1174;2660;4305;Ц;3126;3138;3146;3175;3197
9473175;      Weitramsdorf;12055;1660;1681;1433;3770;15;368;251;3064;54;69;3821;3044;2031;3256;2127;Ц;13406;1734;1992;2055;3731;15;411;303;2924;59;31;3782;3171;2173;3425;1735;Ц;13420;1972;1863;2286;3962;15;380;303;3178;67;25;4017;3334;2148;3453;1603;Ц;16103;1969;2151;2326;4120;15;387;387;3252;61;44;4177;3288;2416;3642;1471;Ц;16825;1993;2288;3026;4457;15;385;441;3534;61;27;4518;3490;2546;3867;1338;Ц;5042;5108;5118;5047;5074
9473444;      Gemeindefreie Gebiete;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц
9474119;      Dormitz;6497;1701;560;1138;2190;11;158;186;1809;22;42;2203;1826;440;1371;380;Ц;6571;1701;612;433;2158;11;164;228;1726;24;27;2165;1870;501;1460;325;Ц;5936;1718;497;805;2127;11;159;178;1744;29;5;2139;1899;466;1457;314;Ц;8414;1719;641;835;2292;9;173;291;1785;27;39;2305;1866;559;1527;1904;Ц;8939;1797;539;1922;2453;10;169;300;1940;27;20;2469;1946;630;1607;1848;Ц;2086;2057;2062;2031;2007
9474121;      Ebermannstadt, St;21524;2400;2909;3693;8913;63;934;2853;4425;613;537;8668;6555;1143;4594;7034;Ц;24767;2784;2902;5835;9744;61;1007;3756;4223;670;385;9379;7464;857;4885;7131;Ц;24952;2644;2868;5710;9652;60;936;3434;4514;673;263;9405;7419;966;5184;7962;Ц;23745;2881;3450;2825;9930;61;973;3635;4619;610;437;9668;8148;637;5239;7107;Ц;22936;3074;3716;1550;9714;62;971;3008;5020;619;307;9488;8116;1038;5660;5586;Ц;6976;6943;6949;6660;6677
9474122;      Effeltrich;4319;1390;826;417;3007;47;218;554;2104;78;157;2972;2485;345;1681;1501;Ц;7646;1437;907;1565;2855;52;216;487;2008;85;55;2808;2744;269;1775;1428;Ц;7487;1497;820;1139;3139;47;227;735;2028;94;71;3103;2565;421;1888;1352;Ц;7465;1654;871;809;3024;46;223;584;2076;85;88;2986;2609;479;1917;1274;Ц;8131;1720;1094;1440;3389;46;226;765;2256;86;49;3357;2771;518;2012;1194;Ц;2573;2591;2582;2501;2476
9474123;      Eggolsheim, M;24373;3120;2616;5864;7639;61;853;1843;4577;286;352;7475;5566;1416;4210;10080;Ц;22109;3335;2465;8756;7715;60;877;2077;4368;312;215;7493;6088;1384;4512;10875;Ц;18701;3444;2566;3474;8320;58;882;2351;4691;317;227;8157;6591;1092;4642;10535;Ц;21533;3908;2748;5803;9517;66;985;3358;4800;287;315;9052;6587;1321;4923;9270;Ц;23043;3910;3274;7875;9839;66;987;3255;5217;291;308;9406;6887;1481;5151;11145;Ц;6593;6540;6587;6331;6329
9474124;      Egloffstein, M;6002;1414;1357;705;1586;49;191;148;1130;59;7;1541;1399;778;1322;774;Ц;5810;1475;1275;970;1652;46;197;257;1079;65;42;1598;1287;973;1477;936;Ц;6809;1423;1297;1593;1706;46;189;219;1173;69;24;1662;1310;982;1467;1446;Ц;6903;1432;1361;1076;1937;47;194;423;1200;63;39;1889;1383;994;1494;1356;Ц;7658;1585;1672;1237;1891;44;204;264;1305;64;27;1847;1442;1085;1621;1033;Ц;2070;2078;2123;2107;2104
9474126;      Forchheim, GKSt;71928;20886;16954;7665;66719;42;4504;37776;21065;3230;7777;70018;33470;6465;23649;10436;Ц;87169;22096;18769;12204;70912;42;5026;42107;20105;3529;3076;73057;42083;2221;24929;9381;Ц;92599;23099;15395;19822;97656;39;4567;67574;21706;3659;6684;103270;58236;Ц;34531;8368;Ц;107570;25573;17339;27028;77041;41;4708;46659;22211;3314;6343;80918;61498;Ц;37147;7244;Ц;130150;29211;21208;29710;92180;40;4747;59777;24140;3366;6020;97502;86058;Ц;51205;5475;Ц;32197;32369;32456;32127;32550
9474129;      Gцяweinstein, M;10847;1231;1317;698;3327;95;444;557;2126;95;114;3205;2514;1601;2542;3594;Ц;15165;1310;1328;2675;3343;95;435;670;2030;103;67;3204;2580;1721;2718;2985;Ц;19447;1342;1418;1183;3779;93;453;944;2169;100;91;3645;2682;1692;2771;1651;Ц;12302;1243;1456;2439;3817;95;455;938;2219;90;95;3682;2692;1850;2898;1419;Ц;14482;1348;1673;1348;4421;95;463;1338;2412;92;121;4291;3070;1823;3050;701;Ц;4033;4085;4096;4091;4359
9474132;      Grдfenberg, St;11071;1672;1198;1407;4296;61;463;1148;2402;207;257;4205;3376;927;2551;3702;Ц;10494;1722;853;2236;4151;60;488;1067;2293;226;87;4032;3533;1061;2842;3439;Ц;11896;1822;1072;1873;4627;60;494;1361;2460;232;141;4533;3592;1094;2932;3215;Ц;12416;1950;1269;1352;4772;55;501;1470;2518;210;169;4676;3644;1232;3063;2170;Ц;15678;2067;1905;3273;5067;59;522;1518;2736;213;137;4982;3886;1363;3276;1918;Ц;4093;4162;4186;4189;4195
9474133;      Hallerndorf;14486;1944;1175;4730;4652;40;376;1276;2788;158;295;4829;3509;912;2633;740;Ц;20270;2040;961;5285;4719;40;383;1449;2661;173;116;4857;3674;1035;2903;2708;Ц;19276;2135;914;6311;5842;40;375;2292;2948;169;250;5753;4243;656;2897;4770;Ц;18051;2356;1447;4838;5302;41;378;1695;3016;153;178;5249;4259;812;3153;4421;Ц;17597;2555;1169;3643;6197;39;383;2322;3278;156;144;6128;5026;510;3238;4071;Ц;4228;4210;4224;4086;4101
9474134;      Hausen;12631;1461;1074;1180;4681;23;339;1172;3070;65;212;4664;3306;680;2399;229;Ц;16328;2327;1028;1718;4688;22;362;1290;2930;71;142;4637;3551;706;2578;106;Ц;19817;1927;1003;3299;5406;22;365;1915;2986;104;243;5386;3952;512;2680;27;Ц;21137;2318;1135;5151;5089;22;365;1536;3057;94;89;5070;3983;625;2853;Ц;Ц;19846;2316;1556;5490;5484;19;394;1637;3322;95;186;5479;4781;280;2923;5238;Ц;3782;3792;3808;3732;3749
9474135;      Heroldsbach;19031;1409;5079;3134;5081;22;372;633;3937;99;159;5172;4088;1242;3258;972;Ц;22135;1500;5377;2592;5194;22;379;909;3758;108;78;5270;4493;1205;3449;906;Ц;21481;1612;5248;3477;4844;21;378;438;3882;105;51;4924;4470;1230;3553;839;Ц;21378;1646;5502;3894;5489;20;384;996;3974;95;99;5596;4525;1372;3688;772;Ц;24098;1707;5408;6000;5666;21;400;808;4319;97;84;5776;4476;1743;3962;704;Ц;5073;5076;5115;5049;5100
9474137;      Hetzles;7390;521;448;4136;1364;17;84;203;1009;48;47;1397;1173;226;841;Ц;Ц;5265;550;326;876;1455;14;89;333;963;53;38;1488;1178;301;922;Ц;Ц;4873;705;527;1448;1428;15;88;309;977;36;32;1470;1180;340;959;Ц;Ц;3783;671;425;636;1490;15;91;348;1000;32;42;1536;1260;336;982;Ц;Ц;4523;665;475;504;1491;15;91;260;1087;33;26;1530;1289;413;1071;Ц;Ц;1318;1360;1378;1353;1350
9474138;      Hiltpoltstein, M;4690;948;520;1765;1558;37;162;304;1009;43;65;1522;1163;464;995;430;Ц;5627;1086;457;1980;1490;36;173;268;963;47;19;1447;1279;449;1052;960;Ц;4342;1230;565;1043;1544;35;169;287;997;51;24;1508;1287;457;1093;516;Ц;5236;1206;420;2021;1613;35;172;334;1021;46;37;1576;1258;519;1124;1479;Ц;4290;1374;589;543;1863;34;180;487;1109;47;46;1828;1329;553;1175;914;Ц;1547;1525;1530;1508;1475
9474140;      Igensdorf, M;9404;1375;1978;909;5122;43;398;627;3928;108;185;5255;4433;1074;3254;2229;Ц;9228;1372;2314;217;5031;43;420;683;3749;118;72;5141;4529;1245;3565;2454;Ц;10381;1675;1956;1071;5530;51;490;920;3928;124;75;5430;4599;1215;3603;2259;Ц;11232;2005;1839;1775;5729;52;492;1035;4020;112;102;5619;4561;1408;3750;2086;Ц;13736;1121;2047;4335;6325;52;488;1285;4369;114;114;6213;4875;1541;3985;3111;Ц;5077;5034;5099;5060;5070
9474143;      Kirchehrenbach;9330;1133;624;157;2582;10;168;650;1699;45;94;2588;1860;535;1450;595;Ц;13422;1201;578;1747;2496;10;186;621;1622;49;92;2489;2106;462;1529;534;Ц;13573;1164;661;2708;2903;10;176;995;1658;55;117;2909;2168;428;1593;190;Ц;13955;1310;852;3234;2990;10;178;1047;1697;50;105;2995;2146;510;1661;161;Ц;14028;1462;1033;2364;3647;9;180;1555;1845;51;160;3658;2565;341;1702;136;Ц;2204;2215;2209;2181;2197
9474144;      Kleinsendelbach;3940;890;398;1003;1695;15;111;264;1287;13;116;1700;1332;279;977;332;Ц;6113;925;486;777;1671;14;110;299;1229;14;-25;1670;1370;316;1033;290;Ц;2995;884;315;83;1695;14;120;316;1218;20;34;1701;1477;252;1046;248;Ц;4822;989;457;324;1667;13;113;268;1247;18;25;1672;1370;370;1111;158;Ц;4129;1055;414;210;1976;13;114;469;1356;18;50;1984;1535;333;1127;146;Ц;1451;1474;1461;1449;1433
9474145;      Kunreuth;4347;872;290;388;1273;16;99;150;987;17;24;1294;1026;447;912;Ц;Ц;6058;968;314;1519;1185;16;100;103;942;19;12;1198;1058;466;943;Ц;Ц;4113;964;317;550;1324;16;105;136;1041;22;15;1346;1159;423;977;Ц;Ц;4928;1020;386;929;1388;16;106;177;1065;20;16;1413;1125;492;1026;Ц;Ц;5204;1185;361;1177;1435;16;103;133;1158;20;15;1458;1200;516;1071;Ц;Ц;1414;1430;1422;1408;1395
9474146;      Langensendelbach;11365;877;628;3109;3773;18;267;668;2750;63;163;3799;2898;519;2068;2712;Ц;8806;868;580;1465;3333;18;274;340;2624;69;20;3357;3123;533;2206;2518;Ц;7802;908;577;789;3211;18;265;135;2719;64;24;3244;3343;388;2242;2253;Ц;7737;881;630;779;3421;18;268;284;2783;58;22;3454;3126;643;2398;2022;Ц;9345;941;837;1047;4014;18;269;635;3025;59;68;4050;3166;768;2444;1810;Ц;3129;3112;3122;3036;3012
9474147;      Leutenbach;4383;435;470;299;1780;30;109;479;1109;48;-1;1784;1418;364;1103;Ц;Ц;6178;442;544;396;1495;29;110;240;1059;52;34;1494;935;780;1213;Ц;Ц;8803;515;632;2345;1764;30;111;405;1173;40;28;1770;1515;379;1049;Ц;Ц;4820;495;533;797;1837;30;117;448;1200;37;49;1842;1358;538;1219;Ц;Ц;7987;551;552;1259;1834;28;117;341;1305;37;30;1844;1548;501;1248;Ц;Ц;1659;1639;1636;1623;1621
9474154;      Neunkirchen a.Brand, M;21764;3117;2919;2444;10485;37;890;2511;6577;446;686;10812;7958;1106;5346;2213;Ц;24997;3289;3049;2576;9537;36;831;1880;6278;487;126;9716;9265;641;5744;1876;Ц;30936;3847;4823;4990;9706;37;833;1881;6455;476;255;9955;9328;685;6125;1556;Ц;31543;4174;4459;6163;10204;43;981;2118;6607;431;241;10144;9048;1190;6431;2192;Ц;46303;4322;4374;11672;11797;43;977;3133;7181;438;243;11753;9223;1500;6602;11251;Ц;8112;8164;8145;8014;7974
9474156;      Obertrubach;7791;724;574;2723;1874;29;196;399;1113;130;87;1908;1459;817;1405;438;Ц;5979;701;586;1695;1589;35;234;108;1062;143;13;1593;1516;845;1472;375;Ц;6436;749;622;742;2219;29;209;579;1243;148;62;2263;1693;758;1515;320;Ц;7059;819;772;807;2542;28;203;895;1271;134;93;2611;1748;813;1608;226;Ц;7042;796;756;990;2640;28;202;881;1381;136;98;2716;1922;802;1682;188;Ц;2194;2216;2229;2194;2158
9474158;      Pinzberg;5785;1303;468;1012;1873;29;172;147;1505;15;24;1870;1487;512;1205;856;Ц;7713;1440;507;3200;1936;25;180;275;1436;16;41;1925;1552;598;1345;2238;Ц;5530;1358;549;727;2143;26;162;386;1547;17;24;2139;1674;548;1372;1834;Ц;6115;1594;611;818;2245;24;166;450;1583;16;65;2239;1730;582;1439;1234;Ц;8351;1777;688;1055;2585;26;173;645;1720;16;26;2584;1904;573;1517;1094;Ц;1962;1944;1980;1934;1947
9474160;      Poxdorf;3542;925;518;1036;1880;19;137;289;1400;32;53;1869;1514;189;1008;399;Ц;4970;904;470;1571;1800;21;143;262;1336;35;24;1761;1703;112;1055;359;Ц;5668;1172;569;2221;1864;18;148;251;1408;36;26;1833;1676;129;1108;338;Ц;5012;1232;546;1176;1957;27;146;306;1441;32;28;1919;1649;195;1149;317;Ц;5131;1242;781;579;2543;19;146;773;1567;33;64;2483;1727;250;1214;295;Ц;1506;1487;1515;1596;1584
9474161;      Pretzfeld, M;9199;932;866;907;2339;38;219;372;1575;127;44;2319;2174;476;1507;67;Ц;8485;917;904;754;2366;39;218;459;1504;138;74;2332;1878;782;1734;57;Ц;10284;1025;991;733;2738;37;221;737;1591;144;81;2716;1985;718;1672;47;Ц;11147;1105;1080;658;2372;39;220;343;1628;130;16;2350;2060;745;1743;36;Ц;10994;1117;1062;1056;2551;38;220;381;1770;132;39;2535;2380;649;1824;26;Ц;2378;2392;2400;2381;2356
9474168;      Unterleinleiter;2905;433;550;249;890;8;97;-13;748;45;14;883;715;523;770;555;Ц;3002;496;391;250;977;8;109;92;714;49;-7;966;792;523;819;461;Ц;3571;449;408;293;951;8;104;49;740;44;5;942;758;544;837;366;Ц;3487;468;510;340;1035;8;102;122;757;40;14;1026;803;552;853;298;Ц;4919;459;509;2103;1066;8;104;85;823;41;9;1060;827;606;919;159;Ц;1219;1165;1176;1228;1226
9474171;      Weilersbach;5949;1227;544;387;1763;16;184;165;1366;22;24;1744;1388;675;1260;805;Ц;8039;1277;683;1465;1780;15;174;253;1304;24;25;1754;1434;730;1355;682;Ц;8631;1348;627;2349;2035;15;174;311;1498;26;33;2016;1628;607;1362;535;Ц;11467;1477;700;4832;2085;16;177;325;1532;24;35;2065;1631;692;1467;2740;Ц;9723;1594;633;2973;2327;16;178;433;1665;24;44;2287;1791;723;1564;2406;Ц;2007;2010;2034;1994;1983
9474173;      Weiяenohe;4259;264;565;1325;1289;6;116;451;670;43;90;1267;827;362;722;418;Ц;4740;280;539;957;1428;4;119;615;640;47;88;1387;890;370;777;352;Ц;4195;290;571;275;1793;4;120;928;682;55;26;1767;1063;286;812;288;Ц;4508;438;384;172;1593;4;124;713;698;50;126;1566;1200;228;854;227;Ц;6514;356;556;1672;1740;4;123;798;759;51;83;1718;1443;134;918;113;Ц;1135;1194;1174;1178;1187
9474175;      Wiesenthau;6069;1061;306;1731;1482;11;104;129;1209;24;20;1519;1184;507;1040;Ц;Ц;6817;1219;353;2238;1529;11;105;229;1154;26;34;1575;1275;508;1094;Ц;Ц;6442;1291;369;820;1481;11;105;164;1170;26;16;1524;1273;523;1133;Ц;Ц;7322;1342;414;1239;1499;11;116;147;1198;24;19;1542;1334;525;1153;Ц;Ц;6281;1757;428;711;1657;11;110;206;1302;24;27;1710;1351;609;1243;Ц;Ц;1608;1602;1599;1593;1601
9474176;      Wiesenttal, M;7291;1044;1055;1128;2192;67;263;393;1331;126;67;2111;1794;861;1599;4850;Ц;9185;1105;1226;2962;2261;70;296;476;1271;137;86;2159;1775;1000;1764;4524;Ц;11590;1186;1550;4915;2358;66;264;547;1337;132;49;2277;1752;1035;1779;4201;Ц;8556;1253;1333;1945;2648;70;287;793;1368;119;89;2559;1853;993;1761;6196;Ц;8966;1460;1572;1775;2756;73;285;779;1487;121;90;2674;1933;1087;1915;7347;Ц;2485;2473;2481;2525;2558
9475112;      Bad Steben, M;11588;1510;1801;1824;3040;16;474;646;1581;315;165;3216;2685;1064;2224;3241;Ц;11818;1587;1704;1732;2943;16;488;578;1509;344;8;3078;2879;1092;2385;2851;Ц;13838;1635;2114;1910;3763;20;509;1249;1647;328;183;4025;2907;1094;2394;2509;Ц;12902;1473;2231;910;3582;19;520;1052;1685;298;95;3755;3068;1021;2402;2130;Ц;14927;1950;2417;1519;3668;19;501;1004;1832;302;143;3848;3549;879;2464;1743;Ц;3403;3390;3389;3287;3317
9475113;      Berg;4964;910;785;1077;2814;37;301;1167;1087;216;294;2913;1756;639;1550;1256;Ц;8842;887;715;3488;2529;39;301;905;1037;236;79;2579;1777;690;1495;2367;Ц;8311;875;756;3348;3198;39;314;1498;1119;218;125;3291;2450;226;1401;2558;Ц;8589;911;856;3292;3356;40;317;1647;1145;198;153;3455;2184;438;1609;340;Ц;8475;967;1068;2314;3863;39;313;2054;1244;201;284;4003;2748;147;1500;268;Ц;2083;2099;2017;2032;2012
9475120;      Dцhlau;10538;1449;1278;1953;3677;14;439;729;2330;153;232;3884;2735;1339;2524;2948;Ц;9801;1539;1348;1552;3725;13;447;862;2223;167;101;3908;3123;1220;2560;2708;Ц;10724;1625;1291;2110;3979;13;459;1025;2317;150;121;4219;3258;1138;2596;2705;Ц;10037;1664;1623;924;4273;9;477;1264;2372;136;181;4556;3265;1237;2714;2610;Ц;10299;1804;1575;829;4160;14;459;957;2578;138;83;4396;3585;1205;2732;2384;Ц;3849;3830;3813;3837;3816
9475123;      Feilitzsch;8859;792;948;988;2072;28;249;420;1257;111;120;2191;1659;1174;1719;1393;Ц;11113;875;947;2467;1966;27;256;355;1200;122;30;2053;2234;861;1746;1237;Ц;9695;883;879;3267;2128;28;253;343;1373;126;52;2230;1871;1139;1922;1357;Ц;8957;889;938;1823;2582;29;266;762;1404;114;93;2730;2086;1053;1856;1107;Ц;13993;953;1165;2681;2791;27;283;832;1526;116;133;2966;2036;1221;1962;913;Ц;2833;2817;2756;2693;2682
9475127;      Gattendorf;5295;646;491;1375;1195;19;196;345;558;72;73;1245;865;275;728;742;Ц;5196;694;355;774;1377;20;238;502;533;79;13;1418;1033;194;694;651;Ц;6504;704;332;1982;1616;16;222;723;575;75;119;1697;1039;185;717;506;Ц;9070;757;350;2797;1662;18;218;764;588;68;87;1741;1167;123;732;124;Ц;9840;835;410;4191;1617;19;219;664;639;69;62;1693;1447;2;753;836;Ц;1027;1021;1018;1018;1032
9475128;      Geroldsgrьn;8614;1096;662;1487;2020;8;236;346;1315;108;114;2124;1920;1077;1757;292;Ц;7571;1107;636;1501;1923;8;241;292;1255;118;37;1999;2039;1110;1916;169;Ц;6877;1113;624;1305;2114;8;244;439;1306;109;16;2220;1719;1361;1972;126;Ц;7256;1141;786;1076;2460;7;244;763;1337;99;99;2620;1978;1186;1844;80;Ц;8465;1187;1085;1001;2392;7;242;580;1453;100;101;2533;1940;1360;2000;33;Ц;2752;2703;2675;2634;2636
9475136;      Helmbrechts, St;24844;4279;7720;4565;10202;36;1067;4170;4015;886;1084;10615;8118;1651;5762;4230;Ц;22691;4533;6477;4215;11209;37;1072;5270;3832;968;322;11498;8499;1685;6011;3310;Ц;21583;4334;4179;4756;11870;37;1104;5608;4097;991;623;12348;8403;1775;6034;2696;Ц;24729;4960;5945;7259;11906;40;1083;5658;4193;897;597;12369;9377;1358;6152;5103;Ц;27732;4591;6352;7630;13491;38;1081;6872;4557;911;1119;14097;9927;1394;6365;6019;Ц;8400;8380;8433;8147;8168
9475137;      Issigau;3103;283;571;548;904;11;88;271;494;38;68;986;717;399;667;443;Ц;4033;309;500;200;1865;11;89;1249;471;41;83;2083;710;445;718;383;Ц;4892;287;724;417;1396;11;100;755;491;37;154;1575;787;401;702;324;Ц;5306;345;665;1754;1875;12;100;1224;502;34;165;2136;1661;Ц;816;265;Ц;4519;408;878;566;1697;16;103;995;546;34;166;1915;1333;86;819;278;Ц;1017;996;996;983;972
9475141;      Kцditz;8288;1616;958;2684;3009;28;277;1113;1513;72;813;3405;2445;374;1619;803;Ц;7639;1552;1087;1587;2429;30;279;591;1444;79;-314;2530;2302;570;1766;246;Ц;10210;1667;1362;2252;2448;27;284;546;1493;91;116;2629;3117;66;1665;941;Ц;8177;1756;1205;1558;2373;29;288;438;1528;83;2;2515;2728;344;1888;1267;Ц;8896;1755;1586;1015;4663;30;306;2575;1661;84;59;4960;2570;590;1880;1179;Ц;2449;2441;2444;2377;2367
9475142;      Konradsreuth;7541;1292;927;1464;3192;55;494;681;1607;348;75;3290;2710;776;2161;3609;Ц;9642;1452;894;2296;2393;57;528;-114;1533;380;-14;2387;2821;824;2182;3365;Ц;8914;1415;931;1233;2686;60;505;118;1716;276;1;2706;2776;850;2166;3042;Ц;9428;1565;1004;1708;3072;59;507;486;1755;251;65;3144;3044;749;2206;2745;Ц;8201;1686;1291;968;3735;61;508;991;1908;255;128;3891;2652;1206;2394;2577;Ц;3153;3157;3155;3176;3187
9475145;      Leupoldsgrьn;2756;534;480;510;1080;10;149;173;678;67;32;1104;893;410;777;507;Ц;2947;504;405;737;1075;10;150;191;647;73;20;1093;921;437;827;446;Ц;4078;565;512;1780;1171;11;162;210;716;68;21;1186;955;411;811;669;Ц;4206;575;475;1792;1360;12;160;389;733;62;41;1371;970;433;845;1036;Ц;3793;609;646;1000;1343;11;166;303;796;63;28;1360;1024;455;862;1045;Ц;1199;1192;1183;1185;1211
9475146;      Lichtenberg, St;3384;462;599;472;663;3;158;24;457;17;2;683;663;568;731;627;Ц;3939;536;414;1485;760;3;122;175;436;19;20;791;692;586;791;655;Ц;4840;485;495;2267;784;3;118;146;495;18;16;817;571;669;798;1722;Ц;4421;497;757;1177;863;3;130;204;506;17;30;909;666;548;693;1637;Ц;3557;536;735;356;993;3;124;295;550;17;31;1055;679;597;773;941;Ц;1044;1041;1019;996;1003
9475154;      Mьnchberg, St;28970;4457;3353;4150;9481;69;1338;2370;4853;830;614;9990;8718;2928;6760;5776;Ц;29706;4782;3217;5951;8938;68;1353;1956;4632;908;126;9297;9041;3093;7296;5561;Ц;29703;4651;3282;5365;9909;67;1352;2668;4940;849;362;10427;8686;3352;7295;6463;Ц;35320;5097;3542;7339;10536;68;1367;3246;5055;770;354;11117;9269;3238;7400;5811;Ц;37026;5116;4021;8450;10808;68;1353;3078;5494;782;186;11383;9338;3692;7662;8162;Ц;10171;10123;10111;9917;10024
9475156;      Naila, St;20032;4070;2443;3957;7766;23;966;2316;3752;684;394;8181;6636;2002;5075;5539;Ц;20896;4060;2716;3472;6804;23;975;1452;3581;747;174;7063;6441;2421;5444;5422;Ц;20798;4382;2588;3276;8122;24;1019;2432;3855;766;289;8522;6673;2258;5272;4805;Ц;21068;4504;2856;3572;8477;23;982;2805;3944;694;349;8914;6973;2232;5449;4179;Ц;23349;4643;3258;4566;8739;23;993;2702;4287;705;327;9194;7218;2456;5622;3602;Ц;7628;7583;7587;7578;7607
9475158;      Oberkotzau, M;15241;2451;2234;1830;5654;17;620;1915;2705;379;332;6093;4189;1610;3519;1584;Ц;16700;2471;2150;4068;4270;18;612;627;2581;414;57;4472;4435;1666;3669;1473;Ц;16185;2402;2186;3585;5587;17;619;1738;2773;420;243;5996;4930;1344;3613;1360;Ц;18052;2429;2411;4184;5915;17;633;2027;2838;381;332;6377;4659;1689;3892;1144;Ц;19575;2881;2736;4195;5979;17;622;1851;3084;387;132;6407;5083;1667;3855;1046;Ц;5347;5365;5285;5252;5254
9475161;      Regnitzlosau;5944;961;1200;946;1676;30;199;185;1203;51;47;1776;1399;984;1460;1850;Ц;8132;984;1159;1455;1689;31;194;251;1148;56;32;1789;1470;1029;1540;1724;Ц;7066;973;1216;676;1922;36;227;364;1226;55;36;1993;1463;1035;1526;1598;Ц;8714;1062;1359;663;1894;35;225;315;1255;50;48;1959;1483;1089;1573;1479;Ц;9328;1207;1655;1394;1939;34;224;252;1364;51;27;1996;1668;1052;1577;1367;Ц;2311;2295;2268;2247;2228
9475162;      Rehau, St;33567;3730;4121;9150;9200;61;1209;2167;4574;1161;190;9739;13839;Ц;7701;12378;Ц;37007;3767;3465;10560;7459;61;1296;440;4366;1269;279;7765;11511;410;7029;15050;Ц;34857;3917;3764;5588;10605;61;1316;3298;4584;1315;427;11365;7774;3071;7402;14229;Ц;36658;4060;4579;3710;11411;61;1287;4148;4692;1191;232;12253;11705;557;6303;13647;Ц;31421;4221;4934;4135;12631;62;1294;4935;5099;1209;712;13704;10785;1742;7473;12935;Ц;9444;9410;9339;8996;9005
9475165;      Schauenstein, St;4599;909;851;832;1644;25;188;413;940;70;41;1655;1169;876;1284;868;Ц;5285;855;661;1821;1520;25;188;326;897;77;30;1523;1438;751;1281;724;Ц;5095;886;914;1413;1668;25;194;393;974;75;39;1675;1349;817;1338;526;Ц;8562;882;1077;4764;1982;27;194;690;996;68;76;1984;1380;833;1337;438;Ц;9763;938;1172;5538;1933;26;195;552;1083;69;65;1942;1420;895;1376;2762;Ц;1909;1886;1907;1878;1858
9475168;      Schwarzenbach a.d.Saale, St;16254;2605;2501;3494;8134;51;791;3522;3233;522;856;9269;7366;793;4781;5788;Ц;19633;2607;2425;5565;7616;51;807;3086;3086;570;460;8478;7506;977;5023;5412;Ц;17588;2698;2433;3332;9966;51;927;5016;3361;594;722;11446;7503;1011;4993;4848;Ц;21850;2881;2893;2167;9059;53;831;4180;3439;538;259;10224;8120;783;5125;4301;Ц;23779;2939;2891;6600;8128;58;909;2861;3737;547;374;8785;9444;276;5188;3787;Ц;7010;6900;6866;6651;6571
9475169;      Schwarzenbach a.Wald, St;19350;2211;3043;7868;3087;21;490;485;1930;141;150;3213;2537;2257;2926;4168;Ц;16205;2443;2333;4087;3005;21;456;515;1842;154;21;3103;2434;2510;3142;4845;Ц;17760;2390;2428;4657;3624;21;451;980;1993;161;135;3799;2630;2367;3025;4346;Ц;16996;2387;2493;3579;3447;20;446;775;2039;146;63;3590;2633;2379;3039;3805;Ц;20138;2575;3248;5614;3658;21;437;814;2216;148;87;3815;3069;2273;3104;3536;Ц;4373;4365;4301;4439;4338
9475171;      Selbitz, St;14320;1761;1572;4290;5456;26;517;2677;1949;274;557;5928;4029;812;2795;3261;Ц;13830;1937;1467;2978;5088;26;524;2365;1860;299;321;5423;4366;732;2966;3373;Ц;11635;1964;1623;2876;5888;26;528;2952;2033;331;351;6378;4784;452;2954;2869;Ц;13081;2074;1956;3443;5276;26;550;2302;2081;300;276;5676;4630;660;3173;3776;Ц;12981;2332;2219;2645;6220;26;558;3052;2261;304;321;6747;5246;461;3109;3135;Ц;4263;4270;4278;4197;4170
