Gemeindefinanzen seit 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Berichtsjahr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fortschreibung des Bevцlkerungsstandes;;;;
9186151;      Scheyern;16293;2476;1762;2106;5170;62;367;723;3868;142;182;5516;4440;882;3077;696;Ц;18832;2515;1689;5119;5148;62;373;858;3692;155;109;5484;4479;1075;3351;1770;Ц;17870;2780;1537;4259;5171;60;377;767;3825;134;94;5513;4735;917;3274;3643;Ц;18523;2879;1690;5057;5770;66;402;1249;3915;121;155;6101;4729;1090;3438;3543;Ц;21229;3375;2027;7104;5758;64;401;897;4255;123;115;6031;4904;1220;3525;5413;Ц;4929;4862;4891;4668;4764
9186152;      Schweitenkirchen;20332;2677;1707;2837;7208;120;616;2208;3936;322;655;8139;6412;Ц;3623;Ц;Ц;15964;2817;2322;3584;7378;124;568;2572;3757;352;267;8205;6460;67;3781;Ц;Ц;17318;3074;2012;3219;8784;135;610;3611;4048;373;379;9642;7017;Ц;4012;Ц;Ц;19297;3302;2296;2014;9049;132;618;3808;4142;338;480;9948;7068;Ц;4027;Ц;Ц;16742;3424;2776;2322;9460;132;616;3856;4502;343;589;10426;8231;Ц;4527;Ц;Ц;5282;5348;5426;5474;5563
9186158;      Vohburg a.d.Donau, St;29689;5493;2731;8457;11027;72;787;3845;5866;446;825;12089;10761;Ц;5917;3026;Ц;30911;5757;2966;9794;11591;73;807;4613;5598;487;633;12616;8949;994;6140;3270;Ц;30029;5800;2852;7091;12707;73;843;5052;6213;513;652;13986;10412;269;5918;3247;Ц;37512;6487;2869;3553;14242;73;837;6498;6357;465;1104;15838;11107;182;6392;2488;Ц;43086;6900;3403;5476;12374;72;834;4074;6909;472;523;13489;12022;111;6657;2004;Ц;8367;8480;8579;8622;8722
9186162;      Wolnzach, M;36914;5669;4526;2953;13639;198;1177;3001;8493;749;992;15030;13782;226;7607;9935;Ц;36026;6041;4981;5388;13021;203;1174;2698;8106;819;57;14016;14278;465;8598;11833;Ц;34799;6173;5182;4992;15677;202;1204;4568;8792;890;765;17436;13214;1208;8648;10678;Ц;42439;6793;5486;8104;15828;198;1225;4582;8996;805;514;17524;14587;695;8581;11518;Ц;40496;7319;5744;5563;17328;199;1200;5303;9777;818;643;19284;15322;861;9038;10218;Ц;11657;11663;11716;11448;11559
9187113;      Amerang;13993;1022;1039;4724;5577;56;391;2501;2380;235;733;6634;4773;Ц;2589;3195;Ц;12778;940;1069;2963;6065;62;413;3048;2271;257;365;7078;4541;53;2539;3029;Ц;14876;1168;1060;2617;6697;61;409;3458;2460;295;440;7969;5552;Ц;3077;2785;Ц;19911;1147;1009;3999;6403;60;418;3126;2518;267;480;7580;5990;Ц;3248;2515;Ц;19308;1221;1555;3774;9636;59;412;6144;2736;271;628;11517;6666;Ц;3550;5166;Ц;3669;3655;3686;3653;3698
9187114;      Aschau i.Chiemgau;24845;3766;2600;4311;6861;42;946;1722;3447;341;407;6745;5438;1203;3569;3802;Ц;21461;4138;2388;3304;6692;43;957;1644;3290;373;158;6484;5556;1373;3980;3566;Ц;24781;4240;2585;2549;7504;40;968;2043;3644;398;220;7360;5834;1255;4022;3259;Ц;29788;4455;2989;6194;8289;43;979;2546;3728;360;311;7966;6312;946;3868;5265;Ц;30337;4809;3212;7143;9058;41;975;2825;4052;366;314;8619;5951;1495;4310;4954;Ц;5733;5768;5758;5201;5229
9187116;      Babensham;6861;777;885;2448;2703;75;241;468;1831;80;87;2766;2287;917;1811;2415;Ц;13072;757;928;1472;2699;75;260;521;1747;88;65;2751;2327;1062;2004;2204;Ц;10085;821;1091;2325;3008;75;256;678;1902;87;78;3090;2360;1113;2052;2027;Ц;10010;913;1281;2393;3315;74;258;948;1946;79;113;3419;2426;1175;2051;3656;Ц;11621;971;1307;3509;3335;73;260;797;2115;80;92;3436;2643;1220;2188;3507;Ц;3133;3161;3183;3038;3063
9187117;      Bad Aibling, St;53431;9018;9290;3208;25148;57;2182;8661;12643;1547;1885;25402;17868;4057;12435;20496;Ц;66715;8184;9992;8730;24011;57;2366;7773;12066;1691;655;24126;20161;3618;13187;18339;Ц;62345;9763;9194;11285;25432;57;2283;8366;12966;1698;942;25747;21921;2529;13470;20701;Ц;71306;9418;10233;18900;27637;61;2347;10357;13269;1539;859;27930;21021;3898;14263;32458;Ц;94827;9230;14396;26993;31182;62;2342;12726;14421;1563;948;31552;22456;4084;14583;41814;Ц;19191;19057;19162;17971;18140
9187118;      Bernau a.Chiemsee;19919;3259;3216;3458;6540;29;920;1248;3876;307;334;6996;5116;2216;4242;6621;Ц;18225;3327;2618;2719;6399;28;919;1259;3700;336;147;6769;5656;2207;4502;6274;Ц;19595;3543;2831;2031;7342;30;929;1946;3975;306;265;7973;5831;2119;4588;5922;Ц;21030;3978;3364;2025;7944;32;1038;2166;4068;277;252;8333;5849;2307;4635;5509;Ц;26174;4216;4213;3400;9276;33;1049;3174;4421;282;261;9387;6612;2228;4887;5039;Ц;7013;7005;7073;6630;6628
9187120;      Brannenburg;17342;2254;1533;3458;6397;20;667;1605;3651;362;285;6848;6100;873;3924;4552;Ц;20454;2325;1503;2050;7267;19;690;2572;3485;395;317;7805;6069;1335;4341;4761;Ц;20446;2554;1371;3289;8769;21;725;3552;3948;411;416;9596;5867;1686;4485;4492;Ц;19566;2676;1446;1884;8204;20;722;2940;4039;373;366;8907;6775;1362;4379;4244;Ц;22568;2634;1711;1265;8680;20;758;3016;4390;378;467;9453;8038;900;4671;3996;Ц;6339;6585;6650;6514;6716
9187121;      Breitbrunn a.Chiemsee;6322;673;628;464;2027;16;248;433;1095;43;94;1967;1620;251;1004;884;Ц;7201;802;645;1295;2068;15;254;540;1045;47;57;2028;1866;190;1120;817;Ц;6862;871;796;1323;2108;15;253;524;1086;56;72;2080;1635;387;1232;751;Ц;9069;854;792;2908;2059;13;265;452;1111;50;36;2025;1748;286;1086;2634;Ц;8385;932;735;2867;2021;14;259;317;1208;51;62;1971;1815;333;1192;2500;Ц;1589;1615;1626;1508;1471
9187122;      Bruckmьhl, M;57774;7395;7107;9105;24948;67;1769;10493;11519;1045;3487;27748;20194;383;11338;4945;Ц;70035;7744;7738;11901;20646;68;1791;6594;10994;1142;112;21995;23980;Ц;12990;5813;Ц;58514;7884;7363;13874;23672;67;1818;8554;11874;1298;989;25739;24064;Ц;13416;8256;Ц;61719;8648;8638;14076;27414;67;1924;12036;12151;1175;1589;30199;24294;Ц;13180;8664;Ц;67105;9453;8964;16374;26368;67;1883;9955;13206;1193;1035;28784;23386;656;13109;11114;Ц;16555;16593;16725;16455;16693
9187123;      Chiemsee;1784;155;232;46;225;1;22;45;97;29;15;213;248;77;170;143;Ц;1787;177;228;55;241;1;23;72;93;32;7;241;235;89;190;135;Ц;1806;186;239;52;237;1;22;74;89;34;7;244;167;132;194;128;Ц;1922;193;301;164;229;1;22;72;91;31;9;240;233;64;139;120;Ц;1415;210;282;245;302;1;22;136;99;32;23;331;222;76;170;113;Ц;218;204;199;192;216
9187124;      Edling;14137;1726;988;964;5412;30;423;1696;3063;189;396;5655;3959;918;2830;72;Ц;18252;1835;1117;2026;5804;34;464;2164;2923;207;206;6018;4266;930;2934;Ц;Ц;15650;2021;980;1694;6572;33;463;2733;3111;219;296;6902;4822;548;2907;Ц;Ц;21715;2142;1132;4270;6793;32;462;2903;3184;198;364;7134;5144;481;3042;Ц;Ц;21692;2403;1216;2565;6589;31;448;2434;3460;201;312;6912;5895;314;3273;Ц;Ц;4623;4551;4575;4426;4409
9187125;      Eggstдtt;7868;1217;1077;1464;3403;24;372;905;1770;240;265;3619;2530;618;1891;631;Ц;10298;1617;1186;2152;3291;25;380;850;1689;262;67;3447;2756;619;1905;1060;Ц;8693;1705;1336;1726;3485;20;396;815;1866;273;110;3646;3127;382;1906;886;Ц;8079;1785;1580;1092;4132;23;387;1454;1909;247;170;4415;3022;499;1979;719;Ц;10879;1704;1731;3263;4531;22;387;1682;2075;251;219;4878;3150;601;2092;586;Ц;2959;2939;2945;2883;2861
9187126;      Eiselfing;9428;833;815;1884;3537;53;263;1043;1946;224;241;3730;2848;430;1849;2107;Ц;10523;1040;777;2553;3876;58;274;1434;1857;244;149;4063;2769;677;2037;1687;Ц;12597;1049;822;2793;4355;57;287;1766;1977;258;159;4626;3157;499;2019;2523;Ц;11914;1063;867;2113;4508;56;284;1903;2023;233;249;4800;3430;456;2113;2602;Ц;10466;1068;1037;955;4678;56;291;1884;2199;237;237;4984;3901;366;2273;2167;Ц;3072;3180;3192;3231;3241
9187128;      Bad Endorf, M;26246;2704;2919;2824;10112;63;1162;3503;4747;525;740;10368;7464;1753;5184;6968;Ц;27997;2894;2599;2241;8908;63;1148;2479;4530;574;335;8984;8048;1773;5545;6292;Ц;32409;3098;2893;3899;9707;62;1193;2777;4958;586;434;9883;8750;1321;5572;5202;Ц;31015;2960;3177;6095;11441;63;1495;4165;5073;531;341;11743;8469;1878;5933;4648;Ц;36528;3505;3338;5004;12382;59;1247;4913;5514;539;507;12789;8761;2204;6167;4154;Ц;8377;8439;8430;8202;8222
9187129;      Bad Feilnbach;29281;3563;3689;9177;8898;76;994;2361;5046;309;437;8862;6415;2310;5053;9537;Ц;32253;3849;3776;6676;8581;76;998;2214;4816;338;261;8452;7131;2220;5288;9007;Ц;29703;4230;4577;6140;9820;77;1056;2808;5352;384;323;9770;7699;1845;5351;12455;Ц;32283;4944;4420;6382;10594;76;1544;3005;5476;348;299;10565;7488;2197;5515;11688;Ц;36189;5800;5241;6358;11265;78;1070;3668;5951;353;431;11263;8449;2152;5830;12973;Ц;8212;8190;8277;8157;8132
9187130;      Feldkirchen-Westerham;36713;6063;4693;7579;17989;75;1187;7543;8384;758;1378;18085;12215;598;7065;3664;Ц;37333;6945;4483;6795;16803;78;1222;6627;8002;829;439;16759;14458;Ц;7699;3261;Ц;36846;7198;4988;5871;18814;76;1224;8121;8478;869;1068;18936;15429;Ц;8602;2859;Ц;40756;7516;5788;6352;21679;77;1300;10794;8677;787;940;21773;14854;10;8068;2457;Ц;49871;8663;6101;8161;21399;76;1271;9778;9430;799;1032;21579;16349;Ц;8702;2055;Ц;10910;10958;10995;10637;10607
9187131;      Flintsbach a.Inn;8291;2098;914;541;3263;11;335;833;1946;114;172;3493;3145;259;1781;1473;Ц;7378;2122;1065;1311;3334;12;336;978;1857;125;98;3544;3345;246;1984;1310;Ц;6842;1921;937;835;3758;12;334;1169;2077;139;177;4049;3029;485;2087;1193;Ц;8623;2397;952;645;3840;12;341;1208;2125;125;142;4130;3400;325;1984;1068;Ц;8403;2499;1044;722;4204;11;331;1398;2310;127;186;4550;3562;418;2193;948;Ц;3055;3032;3038;2900;2909
9187132;      Frasdorf;5618;1074;916;429;3496;35;307;1066;1922;135;293;3842;2858;535;1918;Ц;Ц;6836;1171;816;492;3643;35;308;1295;1834;148;160;3975;2881;650;2034;Ц;Ц;6725;1254;742;678;3768;35;309;1324;1930;147;145;4150;3195;462;2013;Ц;Ц;9126;1580;867;1228;4885;35;328;2382;1975;133;273;5513;3343;424;2048;Ц;Ц;11755;1364;1038;871;4230;35;324;1559;2147;135;271;4701;3497;481;2184;Ц;Ц;3112;3094;3075;3016;3018
9187134;      Griesstдtt;6222;2288;978;239;2779;46;228;688;1709;101;128;2915;2129;815;1712;1633;Ц;5799;1105;1028;659;2744;46;221;727;1631;111;75;2856;2118;992;1857;1100;Ц;8648;3113;1171;966;2824;44;230;700;1741;100;85;2959;2427;847;1848;850;Ц;11197;3214;1803;3503;3345;45;241;1179;1781;91;115;3535;2410;947;1914;3637;Ц;9459;2930;1504;1577;3499;45;239;1171;1936;92;169;3700;2530;997;1990;2388;Ц;2921;2944;2915;2826;2848
9187137;      Groяkarolinenfeld;25792;3496;2094;7326;7056;44;658;1053;5098;187;286;7365;6052;1747;4381;9971;Ц;26865;3654;2361;8299;6958;44;680;1148;4866;204;111;7232;6334;1901;4736;11759;Ц;20719;3797;2336;3035;7850;43;684;1803;5093;201;218;8238;6298;2018;4857;10887;Ц;21100;3969;2439;1971;8127;44;705;1957;5213;182;289;8541;6381;2206;4869;9991;Ц;24446;4563;3082;1974;8569;44;713;1934;5666;185;185;8993;7157;2145;5131;8913;Ц;7366;7410;7377;7322;7322
9187138;      Gstadt a.Chiemsee;5712;618;736;333;1185;16;195;144;649;178;189;1305;2166;Ц;1175;Ц;Ц;5204;691;734;417;2449;17;214;1401;620;195;189;2750;2556;Ц;1399;Ц;Ц;4719;705;777;487;4024;17;210;2655;744;145;160;4339;1284;313;1029;Ц;Ц;10998;716;887;831;4933;17;209;3570;761;132;446;5458;2404;Ц;1189;Ц;Ц;12325;810;838;1887;2767;17;206;1345;827;134;219;2884;3463;Ц;1844;Ц;Ц;1222;1205;1216;1130;1149
9187139;      Halfing;11855;940;977;2572;3518;31;277;1404;1633;167;341;3922;2892;313;1799;229;Ц;10392;936;1081;1341;2744;31;284;682;1559;182;131;2965;3145;262;1870;194;Ц;11511;1013;1220;2114;3161;33;282;984;1677;180;54;3448;3255;185;1907;159;Ц;10408;1093;1249;2149;3559;33;304;1338;1716;163;188;3909;3276;226;1927;1791;Ц;10987;1136;1340;1887;3211;33;307;836;1865;165;94;3468;3167;483;2085;1712;Ц;2801;2809;2793;2749;2746
9187142;      Schechen;14945;2236;1575;3890;5564;63;515;1693;3050;229;424;6067;5485;194;3025;1208;Ц;14589;2414;1452;4671;11748;57;510;8007;2911;250;1891;13337;5532;405;3363;1042;Ц;23587;2509;1668;2159;6626;61;519;2535;3236;262;-710;7086;5212;702;3464;875;Ц;19642;3014;1822;1001;7320;61;524;3173;3311;237;526;8106;11990;Ц;6235;708;Ц;12275;3055;1937;2382;8078;60;518;3645;3598;241;439;8965;5662;1053;4068;542;Ц;5026;5046;5158;5242;5239
9187145;      Hцslwang;4411;251;376;380;1063;27;102;203;695;32;51;1141;960;397;781;169;Ц;4203;248;363;293;1093;27;107;257;664;35;43;1172;939;468;839;161;Ц;4975;266;345;157;1104;27;109;207;718;40;13;1179;957;455;823;153;Ц;5898;266;377;310;1197;28;134;259;734;36;46;1294;994;493;851;144;Ц;6037;264;363;115;1398;28;122;408;798;37;37;1520;1019;535;893;138;Ц;1284;1281;1302;1238;1209
9187148;      Kiefersfelden;23512;4503;3333;3118;7418;13;736;2558;3697;270;496;7671;5455;1988;4273;4645;Ц;20944;4761;2984;2617;7566;13;739;2776;3528;295;370;7675;6085;1805;4417;4186;Ц;18682;4702;2759;3077;7973;13;768;2737;3880;326;269;8136;6400;1627;4556;3760;Ц;22493;4897;3072;4939;15355;13;778;10075;3970;295;1097;16142;6596;1683;4609;2221;Ц;35519;5546;3780;3973;11253;13;772;5634;4315;300;616;11731;6842;1807;4822;1641;Ц;6799;6840;6816;6487;6519
9187150;      Kolbermoor, St;59025;7153;5781;13120;23812;14;2018;8528;11959;1250;1547;24055;18437;3197;12559;18571;Ц;71879;7632;6123;14529;24362;13;2020;9505;11414;1366;908;24359;19478;3373;12880;21484;Ц;73866;7801;6423;16884;30420;14;2136;14424;12347;1458;1000;30671;20760;2667;13047;20127;Ц;75783;8347;6563;11353;32776;14;2064;16675;12634;1320;2280;32920;21140;3139;13526;20641;Ц;87926;9207;8571;8601;42759;14;2120;25485;13731;1341;1310;43021;25962;993;13644;18462;Ц;18511;18510;18533;18393;18665
9187154;      Neubeuern, M;10826;2759;2116;1222;5891;20;481;2076;3098;206;510;6439;4705;292;2750;610;Ц;11638;2732;2172;1425;5797;20;468;2119;2957;225;277;6227;5163;144;2865;531;Ц;12725;3005;2062;2460;6076;21;490;2169;3129;250;276;6586;5441;7;2990;2433;Ц;18891;3143;2365;7141;7769;19;477;3828;3202;227;376;8546;5366;136;3039;3011;Ц;13930;2002;1851;4568;6420;15;370;2311;3480;230;450;6968;5689;142;3120;5442;Ц;4299;4303;4276;4093;4060
9187156;      Nuяdorf a.Inn;10266;1422;1225;1469;3582;15;306;1186;1853;191;318;3761;2951;169;1633;1888;Ц;7434;1604;1660;428;3692;16;309;1363;1769;209;94;3836;3123;138;1786;1741;Ц;6666;1423;1373;678;3708;16;315;1222;1917;213;191;3894;3279;62;1841;1593;Ц;11761;1647;1422;4068;3748;16;309;1243;1962;193;31;3919;3322;112;1887;4426;Ц;8476;1973;1617;1030;3990;16;311;1315;2132;196;185;4197;3447;131;1925;4279;Ц;2663;2681;2658;2528;2519
9187157;      Oberaudorf;15156;3218;2255;3674;5207;19;670;919;2891;254;201;5094;4516;1385;3464;2760;Ц;18285;3364;2238;6020;5164;20;666;1078;2759;278;118;5117;4488;1721;3676;3348;Ц;23758;3429;2151;4568;5755;19;670;1290;3055;268;175;5696;4339;1866;3676;8186;Ц;19162;3557;2653;3468;6270;19;699;1698;3126;243;169;6242;4680;1649;3451;7395;Ц;22248;3923;2730;6741;7120;19;682;2280;3397;247;313;7205;4875;1888;3867;6227;Ц;5264;5227;5296;4970;4993
9187159;      Pfaffing;15939;1284;1376;1373;5322;54;404;2048;2583;224;482;5765;3920;610;2359;1953;Ц;14776;1356;1364;958;4365;54;403;1189;2465;244;140;4606;4772;289;2681;1508;Ц;15592;1437;1439;2466;5119;55;422;1738;2656;239;224;5495;4836;267;2860;1394;Ц;20312;1523;1654;3780;4428;52;419;1014;2718;217;126;4686;4796;430;2925;1220;Ц;17639;1555;1511;4318;5553;53;415;1902;2954;220;149;5955;4848;632;3053;1112;Ц;4212;4258;4224;4014;4057
9187162;      Prien a.Chiemsee, M;38011;4685;4308;5528;16673;29;1802;6482;6765;1221;1471;16179;10710;1894;6912;5331;Ц;43177;4365;5621;6181;15837;34;1862;5412;6457;1334;226;14939;11741;1714;7456;5947;Ц;42299;5096;3932;6921;16306;30;1869;5416;7049;1291;648;15633;14055;423;7652;7966;Ц;44097;4941;4533;8575;17008;30;1865;6111;7213;1170;576;16337;12748;1338;8045;11479;Ц;50586;4828;7190;12173;17523;30;1883;5843;7839;1188;600;16797;13681;1417;8202;13629;Ц;10781;10841;10961;10792;10830
9187163;      Prutting;11989;1074;762;1215;3523;32;324;1085;1923;126;262;3772;3008;201;1764;4188;Ц;12268;1284;1030;4286;3572;31;333;1201;1835;138;161;3787;3210;233;1918;6426;Ц;11696;1571;1167;2682;3814;32;347;1140;2117;142;182;4065;3355;179;1967;5943;Ц;10855;1608;1201;1071;4159;31;346;1433;2165;128;125;4427;3577;125;1993;5184;Ц;9076;1817;1593;1390;4838;31;350;1932;2353;130;236;5235;3594;295;2162;5212;Ц;2887;2924;2888;2854;2880
9187164;      Ramerberg;5306;378;540;1560;1139;14;100;109;876;35;31;1183;985;404;823;1521;Ц;3789;406;528;709;1196;12;99;206;836;38;17;1248;1092;387;838;1352;Ц;3217;449;678;412;1312;12;113;255;888;38;29;1385;1015;471;900;1212;Ц;4583;477;735;745;1349;13;111;277;908;34;40;1427;1071;502;898;1071;Ц;4008;514;663;607;1443;13;111;291;987;35;31;1525;1148;535;959;928;Ц;1378;1381;1416;1377;1381
9187165;      Raubling;26275;4632;4537;6767;17444;33;1344;7205;7941;895;1460;18989;14322;Ц;7770;2457;Ц;29186;4739;4131;7219;18120;33;1359;8143;7579;978;934;19483;16615;Ц;9097;5123;Ц;25514;4745;4968;3204;20174;34;1377;9538;8109;1088;1233;22053;15865;Ц;8845;4773;Ц;27049;5069;5258;2995;20627;34;1392;9890;8298;984;1025;22507;16734;Ц;9078;6422;Ц;34043;5475;6335;5651;22341;34;1386;10874;9019;1000;1438;24519;18897;Ц;10063;6033;Ц;11518;11401;11350;10959;11256
9187167;      Riedering;18475;1321;1662;6372;5979;60;487;1581;3678;163;449;6540;5024;1025;3321;2944;Ц;10949;1371;1648;2918;5201;60;486;957;3511;178;104;5526;5589;916;3605;3333;Ц;15398;1515;1620;1437;6425;64;524;1828;3809;190;217;7008;5626;904;3716;2628;Ц;16478;1584;1875;2053;7424;68;513;2763;3897;172;247;8206;5673;1021;3740;2267;Ц;17950;1793;1842;1128;7743;71;546;2705;4236;174;430;8107;6015;1100;3921;1906;Ц;5583;5501;5548;5486;5526
9187168;      Rimsting;13962;2889;1523;2513;4971;32;547;1565;2467;218;419;5291;3694;699;2505;1875;Ц;15205;3310;1832;2648;5086;32;548;1733;2354;238;172;5304;4100;620;2612;1670;Ц;16005;3622;1768;3055;6473;32;556;2896;2567;244;303;6961;4507;444;2737;1483;Ц;18031;3986;1748;3111;5845;32;566;2213;2626;221;312;6216;4528;480;2755;3277;Ц;17082;4331;1927;1894;6122;38;608;2190;2854;225;236;6243;5833;Ц;2927;2927;Ц;3946;3971;3952;3703;3777
9187169;      Rohrdorf;19072;2452;2941;1103;10027;24;687;4775;3759;774;1519;12061;10931;Ц;5930;Ц;Ц;16801;2448;2339;4556;12504;25;617;7420;3588;846;602;14694;9067;Ц;4964;Ц;Ц;14870;1790;2617;2055;11217;26;662;5689;4085;746;978;13352;10409;Ц;5803;Ц;Ц;60412;2250;3010;3671;14225;26;726;8605;4178;676;1038;17134;12402;Ц;6728;Ц;Ц;15613;1087;3370;2034;17147;24;694;11191;4541;687;1151;20832;11426;Ц;6085;Ц;Ц;5858;5842;5933;5797;5802
9187170;      Rott a.Inn;15717;1952;1399;4131;4983;33;433;1633;2578;297;400;5195;4260;303;2612;8017;Ц;15109;1980;1315;5153;5298;33;425;2044;2460;325;172;5466;4384;409;2699;9642;Ц;13974;1977;1465;4412;4952;33;437;1353;2773;346;157;5132;4578;335;2743;15115;Ц;20963;2227;1449;8014;5927;35;437;2293;2837;313;268;6181;4792;328;2793;18239;Ц;22191;2650;1552;7088;6054;33;434;2174;3083;318;210;6314;4705;621;3004;17090;Ц;4075;4095;4100;4072;4129
9187172;      Samerberg;9972;1813;1559;2895;2642;27;263;499;1766;76;103;2768;2338;794;1754;2746;Ц;10576;2049;1418;3198;2966;28;269;889;1686;83;101;3119;2392;878;1900;2579;Ц;9116;2192;2260;1392;2876;28;290;576;1879;94;69;3019;2427;854;1896;2409;Ц;9154;2452;1753;1392;2883;28;280;558;1922;85;79;3020;2732;699;1841;2204;Ц;7300;2717;1431;294;3299;28;283;728;2089;87;74;3394;2648;976;2125;1999;Ц;2803;2807;2853;2767;2745
9187173;      Schonstett;3253;281;494;243;1596;16;125;560;795;97;180;1753;1410;123;821;879;Ц;4502;295;523;913;1400;17;103;411;759;106;38;1488;1329;228;911;765;Ц;5987;314;458;1605;1648;17;105;560;853;109;84;1785;1531;110;883;650;Ц;4493;338;462;189;1738;17;116;630;873;98;61;1884;1510;185;957;530;Ц;5315;374;566;200;1722;17;113;538;949;100;72;1858;1566;238;1003;417;Ц;1369;1364;1387;1433;1438
9187174;      Sцchtenau;7939;1336;882;1743;2577;41;249;721;1471;90;180;2848;2219;604;1570;378;Ц;10551;1412;979;3515;2597;41;249;799;1404;98;119;2844;2178;746;1720;1718;Ц;9523;1522;1125;1845;3041;39;262;1034;1596;104;99;3369;2445;608;1708;1564;Ц;10828;1704;1091;2093;3080;44;290;1013;1633;95;135;3263;2485;675;1777;1430;Ц;10656;1772;1124;2076;3096;44;291;885;1775;96;96;3272;2807;609;1852;1224;Ц;2663;2672;2697;2644;2662
9187176;      Soyen;11208;980;1149;2529;3021;44;225;797;1833;113;101;3080;2555;522;1648;2062;Ц;9780;952;1054;2995;3083;45;213;941;1750;123;105;3111;2448;762;1913;1370;Ц;12387;372;1046;2478;3290;44;214;1096;1806;120;102;3345;2528;715;1855;2176;Ц;11044;1651;1105;2223;3695;43;218;1466;1848;109;152;3746;2627;761;1901;1594;Ц;12456;758;1290;3955;3724;44;244;1307;2009;111;116;3798;2860;821;2060;1507;Ц;2848;2889;2915;2924;2919
9187177;      Stephanskirchen;33256;3515;3529;6385;15221;25;1119;5228;7856;970;1532;17155;13286;Ц;7207;Ц;Ц;36113;3638;3839;5235;13325;24;1160;3558;7498;1060;452;14577;13858;Ц;7587;Ц;Ц;33376;3872;4010;3800;16646;25;1154;6598;7854;987;696;18733;14532;Ц;8102;Ц;Ц;37952;4099;4106;6092;16614;26;1162;6466;8039;895;788;18682;14610;Ц;7926;Ц;Ц;47307;4037;5035;8216;18708;25;1155;7854;8737;909;993;21193;15986;Ц;8512;Ц;Ц;10587;10621;10611;10025;10099
9187179;      Tuntenhausen;20159;2434;2387;4316;8131;91;655;2095;4842;427;446;8973;7544;601;4442;Ц;Ц;20435;2790;2865;3418;7557;94;670;1685;4622;466;248;8193;6683;1509;4950;Ц;Ц;23087;3042;2743;4321;8992;92;740;2696;4981;462;310;9990;7610;985;4694;Ц;Ц;22465;3141;2995;1717;9785;91;716;3440;5097;419;499;11006;7679;1210;4969;Ц;Ц;29993;3182;3587;1580;10798;91;720;4001;5539;425;469;12199;8549;1087;5186;Ц;Ц;7182;7230;7311;7028;7068
9187181;      Vogtareuth;10840;1516;1539;967;3091;47;261;532;1968;274;86;3245;2510;871;1945;1814;Ц;11637;1961;1643;1116;3061;51;300;523;1878;299;77;3206;2630;1038;2163;925;Ц;8857;1647;1722;1887;3104;50;291;489;1960;304;210;3279;2765;776;1950;889;Ц;13279;1243;1726;4676;3529;51;283;901;2006;275;-41;3723;2788;881;2077;3636;Ц;10885;1341;1518;3171;3530;50;279;730;2180;280;68;3723;2956;987;2231;4508;Ц;3190;3075;3152;3084;3111
9187182;      Wasserburg a.Inn, St;41648;7204;7699;10407;20184;29;1724;8144;8126;2132;2207;20102;11863;2534;8969;5682;Ц;58506;7519;8512;12784;24748;27;1821;12784;7755;2329;1311;24301;13544;1860;8358;5121;Ц;61902;7751;8753;8718;21035;28;1782;8696;8287;2211;676;20993;17586;Ц;9146;4641;Ц;48573;8286;8931;4885;23243;28;1737;10962;8480;2004;1777;23146;21221;Ц;11454;4348;Ц;56554;8817;10578;6916;25349;29;1809;12229;9217;2035;960;25350;18061;173;9790;4056;Ц;12801;12735;12733;12154;12235
9187186;      Albaching;7251;483;629;1294;2158;27;139;832;1075;80;238;2387;1863;144;1082;Ц;Ц;8523;533;567;1333;1787;27;148;494;1026;87;37;1910;2024;125;1181;Ц;Ц;7758;554;524;1444;2025;27;167;599;1141;85;89;2199;2056;125;1227;Ц;Ц;10879;592;673;3601;2461;25;152;1034;1168;77;144;2715;2173;95;1224;63;Ц;9818;573;573;2476;2480;26;149;952;1269;78;81;2717;2074;265;1334;60;Ц;1757;1747;1761;1741;1759
9187444;      Gemeindefreie Gebiete;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц
