Landtagswahlen seit 1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9176116;      Böhmfeld;942;716;1432;1411;755;–;–;40;484;17;1086;874;1748;1717;946;25;–;46;587;6;1193;775;1550;1520;943;50;–;78;332;28;1232;850;1700;1677;766;145;–;109;400;103;1265;945;1890;1869;1059;70;–;78;498;23;1273;1011;2022;2006;820;215;181;285;237;85;1307;1070;2140;2122;878;330;236;249;181;69
9176118;      Buxheim;2133;1559;3118;3076;1789;–;–;172;775;57;2234;1695;3390;3360;1888;205;–;170;757;47;2507;1496;2992;2953;1755;310;–;138;472;86;2581;1879;3758;3661;1542;578;–;237;534;318;2661;1843;3686;3617;2064;287;–;176;591;92;2766;2155;4310;4247;1791;533;593;488;237;197;2748;2205;4410;4363;1805;711;733;373;237;200
9176120;      Denkendorf;2789;1817;3633;3564;1959;–;–;160;1006;66;2986;2022;4044;3971;2194;204;–;129;1112;31;3234;1803;3606;3573;2304;287;–;167;547;59;3268;1868;3736;3673;1545;769;–;235;541;226;3347;2206;4412;4344;2431;542;–;182;748;48;3418;2502;5004;4959;2081;769;647;519;363;170;3495;2672;5344;5291;2003;1134;1031;335;359;121
9176121;      Dollnstein, M;2087;1611;3222;3152;1742;–;–;143;1017;28;2096;1689;3378;3338;1819;212;–;130;968;22;2157;1373;2746;2722;1607;177;–;145;583;26;2108;1419;2838;2783;1121;452;–;167;549;157;2106;1507;3014;2980;1551;264;–;108;645;28;2113;1664;3328;3300;1312;460;454;344;247;98;2093;1651;3302;3273;1383;569;566;228;229;60
9176122;      Egweil;737;527;1054;1016;682;–;–;40;200;16;773;590;1180;1158;791;24;–;59;191;11;849;506;1012;989;719;40;–;45;122;14;858;548;1096;1077;540;160;–;81;105;80;878;657;1314;1289;829;80;–;75;158;19;945;740;1480;1464;719;172;150;159;61;65;960;762;1524;1517;721;257;271;101;55;43
9176123;      Eichstätt, GKSt;8836;6880;13756;13552;8056;–;–;879;3702;176;8902;6857;13714;13554;7867;566;–;967;2946;156;9231;6110;12220;12031;7024;656;–;982;2060;194;10403;6664;13327;13065;5409;1900;–;1434;2086;864;9974;6983;13960;13757;6710;1460;–;1144;2632;255;9863;7612;15224;15090;5762;1686;1099;3167;1076;628;9491;7240;14480;14333;5778;1404;1506;2803;984;430
9176124;      Eitensheim;1527;1109;2218;2186;1324;–;–;78;614;29;1606;1217;2434;2408;1371;118;–;65;715;10;1769;1143;2286;2262;1505;176;–;86;392;20;1970;1323;2646;2601;1125;417;–;113;633;146;2122;1558;3116;3076;1890;286;–;94;498;47;2174;1703;3406;3381;1506;429;396;367;268;148;2211;1741;3482;3450;1468;537;563;330;250;102
9176126;      Gaimersheim, M;6734;4681;9362;9222;4880;–;–;385;3203;182;7091;5207;10414;10301;5372;149;–;481;3464;119;7791;4456;8912;8801;5022;599;–;503;1999;258;8189;4969;9938;9777;4048;1156;–;737;2263;727;8681;5909;11818;11671;6041;674;–;646;2752;419;8969;6749;13498;13378;5262;1074;1537;1905;1598;826;8976;6802;13604;13432;5077;1807;2119;1583;1397;527
9176129;      Großmehring;3891;2663;5326;5207;3028;–;–;180;1583;55;4308;3028;6056;5962;3232;536;–;180;1548;50;4600;2605;5210;5142;3296;584;–;149;836;54;4876;2829;5658;5557;2560;1208;–;214;806;296;4973;3157;6314;6240;3677;744;–;197;972;114;5153;3738;7476;7422;3348;920;1050;649;519;377;5291;3908;7816;7748;3156;1568;1372;506;470;266
9176131;      Hepberg;1508;1083;2166;2132;1180;–;–;64;744;25;1656;1247;2494;2472;1325;90;–;67;833;22;1813;1113;2226;2201;1263;176;–;102;525;26;1896;1168;2336;2299;975;325;–;126;536;144;1975;1345;2690;2632;1403;174;–;85;642;55;2049;1514;3028;3001;1151;340;356;351;370;175;2097;1522;3044;3014;1192;554;482;270;237;113
9176132;      Hitzhofen;1625;1223;2446;2420;1562;–;–;83;585;25;1741;1293;2586;2556;1554;49;–;110;650;23;1929;1245;2490;2448;1548;294;–;97;360;34;2098;1423;2846;2806;1265;591;–;137;478;111;2184;1642;3284;3222;1762;447;–;157;579;43;2223;1790;3580;3556;1527;442;407;411;262;126;2329;1924;3848;3827;1532;718;576;339;250;108
9176137;      Kinding, M;1785;1364;2728;2680;2006;–;–;111;361;24;1818;1453;2906;2870;2072;129;–;62;473;9;1910;1353;2706;2675;2090;107;–;89;259;20;1941;1349;2698;2635;1477;431;–;144;242;125;2003;1487;2974;2935;2050;201;–;106;316;22;1961;1613;3226;3196;1750;406;313;332;136;61;1925;1636;3272;3228;1774;540;334;203;147;72
9176138;      Kipfenberg, M;3524;2752;5504;5438;3523;–;–;196;1228;63;3767;2978;5956;5898;3796;211;–;231;1292;28;4011;2728;5456;5376;3736;304;–;200;846;56;4041;2700;5400;5300;2717;847;–;284;730;222;4062;3022;6043;5968;3639;657;–;185;915;81;4140;3265;6530;6474;3088;744;734;625;374;258;4095;3240;6480;6428;2837;1081;1031;461;510;155
9176139;      Kösching, M;4942;3615;7230;7113;3361;–;–;236;3042;95;5288;4039;8077;7986;3702;275;–;282;3320;48;5935;3565;7130;7059;3959;426;–;335;2009;71;6470;4145;8290;8196;3246;980;–;623;2129;399;6825;4647;9294;9101;4370;741;–;431;2443;168;7088;5361;10722;10593;4032;1258;1221;1349;1316;542;6991;5729;10884;10782;3956;1979;1652;970;1145;365
9176143;      Lenting;3104;2122;4244;4164;1974;–;–;200;1681;61;3217;2248;4496;4456;2255;87;–;179;1592;53;3421;1918;3836;3774;2144;208;–;189;994;59;3449;1999;3998;3929;1518;536;–;267;952;276;3554;2333;4666;4597;2340;341;–;169;1187;115;3592;2527;5054;5000;1984;529;539;601;576;293;3527;2442;4884;4835;1929;779;833;436;383;172
9176147;      Mindelstetten;1032;836;1672;1620;1264;–;–;31;215;6;1100;917;1834;1794;1372;27;–;46;235;9;1188;843;1686;1655;1344;25;–;42;152;9;1203;829;1658;1623;951;180;–;68;140;65;1271;949;1898;1846;1297;126;–;37;178;13;1328;1078;2156;2139;1137;246;230;147;87;37;1361;1135;2270;2255;952;557;359;115;62;55
9176148;      Mörnsheim, M;1239;888;1776;1752;1113;–;–;84;367;19;1201;924;1848;1827;1087;35;–;51;496;9;1224;826;1652;1615;1097;32;–;50;288;24;1234;811;1622;1587;793;170;–;73;227;66;1186;834;1668;1622;1043;129;–;30;198;21;1162;880;1760;1730;839;274;222;116;88;23;1159;904;1808;1778;748;407;345;114;49;26
9176149;      Nassenfels, M;1164;880;1760;1738;1197;–;–;69;301;14;1253;986;1972;1945;1288;144;–;82;303;13;1358;869;1738;1712;1238;112;–;79;151;13;1469;998;1996;1948;904;524;–;122;161;78;1518;1148;2296;2271;1323;297;–;116;272;20;1651;1313;2626;2601;1133;412;309;265;101;93;1698;1408;2816;2792;1131;597;488;242;106;73
9176150;      Oberdolling;784;598;1196;1179;824;–;–;34;259;14;866;686;1372;1359;925;89;–;15;273;10;923;539;1078;1068;764;73;–;27;144;13;948;595;1190;1164;585;205;–;71;114;72;949;658;1316;1305;808;115;–;49;172;19;1023;766;1532;1514;735;200;177;133;77;65;1048;861;1722;1706;740;410;247;99;78;38
9176153;      Pförring, M;2312;1605;3210;3134;2006;–;–;63;837;24;2453;1780;3560;3509;2145;160;–;61;899;23;2650;1649;3298;3227;2378;153;–;49;486;27;2748;1710;3420;3365;1848;462;–;127;517;174;2792;1829;3655;3614;2316;258;–;81;586;45;2893;2177;4354;4322;2026;627;682;244;269;130;3063;2370;4740;4689;1817;1141;987;228;197;92
9176155;      Pollenfeld;1835;1531;3062;3014;2305;–;–;84;419;23;1950;1649;3298;3276;2321;222;–;70;432;10;2074;1539;3078;3037;2299;229;–;115;232;17;2089;1529;3058;2982;1489;749;–;175;193;103;2148;1650;3300;3266;2046;509;–;101;292;28;2138;1784;3568;3533;1863;536;229;299;95;95;2238;1863;3726;3704;1887;689;479;229;122;48
9176160;      Schernfeld;1819;1397;2794;2738;1976;–;–;118;474;23;1942;1479;2958;2926;1979;172;–;96;493;9;2112;1426;2852;2820;2078;189;–;95;236;33;2154;1476;2952;2893;1498;615;–;156;242;96;2268;1655;3310;3276;2026;432;–;114;304;44;2328;1811;3622;3593;1829;554;348;353;105;109;2400;1946;3890;3873;1855;725;591;293;112;68
9176161;      Stammham;2164;1566;3132;3103;1723;–;–;120;998;48;2299;1703;3406;3369;1789;198;–;121;1066;31;2517;1485;2970;2938;1749;272;–;157;620;26;2738;1675;3350;3303;1283;625;–;209;671;229;2859;1921;3842;3786;2033;393;–;174;764;56;2955;2235;4470;4425;1805;572;591;497;397;208;3080;2373;4746;4698;1630;985;910;412;325;136
9176164;      Titting, M;1905;1604;3208;3160;2574;–;–;97;273;17;1911;1631;3261;3238;2605;195;–;63;215;12;2026;1524;3048;3010;2460;131;–;118;122;16;2043;1554;3108;3054;1831;442;–;198;162;149;2068;1643;3286;3241;2243;391;–;88;217;36;2070;1756;3512;3461;2002;481;246;245;85;121;2057;1756;3512;3507;1835;722;419;196;85;42
9176165;      Walting;1494;1219;2438;2390;1666;–;–;103;453;15;1591;1276;2552;2521;1633;58;–;111;512;10;1682;1212;2424;2385;1776;54;–;99;260;17;1765;1282;2564;2535;1277;468;–;152;252;83;1766;1371;2742;2687;1633;335;–;115;300;41;1770;1508;3016;2982;1398;411;332;339;125;100;1771;1509;3018;2995;1522;490;371;237;112;48
9176166;      Wellheim, M;2014;1500;3000;2954;1480;–;–;141;1140;26;2080;1608;3216;3179;1545;87;–;105;1261;11;2095;1344;2688;2652;1557;182;–;88;673;13;2068;1342;2684;2634;1126;512;–;137;505;81;2095;1467;2934;2888;1509;247;–;117;654;34;2090;1637;3274;3238;1276;475;410;271;316;62;2077;1616;3232;3211;1111;736;635;236;226;52
9176167;      Wettstetten;2965;2207;4414;4368;2194;–;–;186;1572;117;3268;2497;4994;4933;2588;192;–;206;1569;68;3482;2057;4114;4055;2364;263;–;281;852;114;3651;2319;4638;4577;1861;602;–;359;969;337;3672;2608;5216;5145;2535;428;–;301;1269;159;3694;2934;5868;5818;2245;746;741;744;561;323;3736;2941;5882;5843;2292;1015;861;575;530;227
9176444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9177112;      Berglern;1092;736;1472;1437;943;–;–;67;251;22;1409;934;1868;1850;1124;77;–;68;387;16;1704;934;1868;1834;1225;75;–;97;268;58;1869;1142;2284;2245;615;768;–;270;198;140;1989;1291;2582;2532;892;576;–;376;314;43;2136;1621;3242;3213;679;1048;436;538;132;106;2184;1706;3412;3391;1041;928;663;316;119;62
9177113;      Bockhorn;2130;1534;3068;3038;1964;–;–;132;490;76;2236;1646;3292;3242;1955;98;–;131;527;113;2467;1539;3078;3048;2099;96;–;176;406;62;2657;1718;3436;3381;1519;476;–;316;322;243;2771;2024;4048;3998;2161;495;–;313;434;102;2999;2479;4958;4921;1976;806;607;641;263;178;3129;2560;5119;5076;2068;1147;645;499;285;122
9177114;      Buch a.Buchrain;872;617;1234;1218;822;–;–;48;171;29;914;674;1348;1337;921;30;–;39;201;12;1020;670;1340;1330;928;24;–;92;164;32;1098;753;1506;1491;552;319;–;169;162;122;1134;840;1680;1660;833;167;–;133;217;60;1178;973;1946;1922;748;300;214;291;120;87;1232;1025;2050;2027;734;488;292;243;104;53
9177115;      Dorfen, St;8232;5699;11398;11237;6612;–;–;654;2287;226;8662;6290;12580;12491;7094;111;–;833;2523;136;9658;5880;11760;11652;7382;135;–;919;2003;175;10031;6410;12820;12623;5457;932;–;1691;1829;858;10492;7282;14563;14406;6857;1094;–;1640;2211;290;10745;8431;16862;16745;6002;1878;1724;3295;1174;675;10872;8404;16808;16676;5508;3670;2038;2608;1031;363
9177116;      Eitting;1330;790;1580;1567;1090;–;–;81;225;14;1397;892;1784;1766;1177;34;–;40;308;13;1559;914;1828;1802;1334;20;–;100;218;12;1786;1065;2130;2087;896;267;–;248;199;146;1844;1138;2276;2248;1222;268;–;235;236;47;1948;1474;2948;2913;1047;552;381;379;126;118;2047;1578;3156;3122;1144;797;598;223;110;64
9177117;      Erding, St;19624;13242;26483;26071;14603;–;–;1493;6332;616;20528;13872;27744;27407;15076;505;–;1385;6897;438;22766;12511;25022;24684;14534;441;–;1793;5536;633;23797;13451;26902;26477;10455;2757;–;2753;4360;2320;24940;16110;32219;31565;15142;2582;–;3126;5889;920;25445;18876;37752;37225;13218;4337;3730;7116;3087;1940;25055;18170;36340;35876;13985;4977;4196;5336;3056;1282
9177118;      Finsing;2150;1423;2846;2796;1661;–;–;138;632;49;2682;1859;3718;3672;2193;88;–;191;799;43;2865;1676;3352;3317;2233;89;–;181;559;72;3103;1797;3594;3549;1472;538;–;225;559;334;3239;2201;4402;4351;2316;471;–;271;658;144;3440;2671;5342;5304;1915;792;545;699;706;253;3357;2674;5348;5268;2160;1011;751;537;321;161
9177119;      Forstern;1671;1207;2414;2398;1608;–;–;87;414;46;1836;1406;2812;2775;1760;71;–;106;527;40;2064;1301;2602;2559;1828;62;–;136;386;46;2241;1477;2954;2894;1307;452;–;253;352;251;2339;1687;3374;3331;1859;306;–;206;460;85;2593;2113;4226;4188;1645;583;425;640;294;213;2658;2195;4390;4361;1747;786;644;479;274;121
9177120;      Fraunberg;2080;1446;2892;2855;1935;–;–;142;372;62;2278;1696;3392;3364;2150;52;–;249;400;35;2428;1558;3116;3077;2153;42;–;280;295;51;2539;1648;3296;3266;1675;308;–;291;254;247;2639;1895;3790;3754;2225;370;–;263;375;67;2661;2110;4220;4176;1897;653;448;476;185;138;2738;2203;4406;4368;1891;964;582;352;170;110
9177121;      Hohenpolding;852;621;1242;1232;1016;–;–;28;61;17;895;681;1362;1340;1045;8;–;21;71;2;1010;654;1308;1297;997;15;–;35;112;16;1100;689;1378;1346;667;136;–;84;98;120;1083;771;1542;1525;945;109;–;62;132;30;1214;943;1886;1872;930;206;246;162;80;55;1212;956;1912;1904;762;482;350;122;65;23
9177122;      Inning a.Holz;847;650;1300;1290;858;–;–;70;209;21;967;748;1496;1483;906;10;–;60;242;19;1034;692;1384;1369;972;10;–;69;179;28;1069;721;1442;1419;685;125;–;129;167;84;1132;818;1636;1617;978;129;–;100;167;23;1182;944;1888;1865;857;217;204;223;85;73;1194;967;1934;1914;832;402;298;159;76;39
9177123;      Isen, M;3478;2409;4818;4771;3041;–;–;217;859;142;3647;2649;5298;5243;3201;144;–;278;999;79;3842;2453;4906;4836;3392;115;–;292;691;88;4066;2743;5486;5412;2122;1421;–;483;535;281;4155;2980;5960;5863;2953;572;–;520;798;146;4315;3446;6892;6829;2483;1094;630;1222;402;250;4255;3426;6852;6783;2581;1456;764;958;365;164
9177124;      Kirchberg;586;432;864;851;608;–;–;41;85;19;628;495;990;981;674;14;–;45;115;6;688;433;866;859;661;9;–;43;56;24;727;452;904;885;410;89;–;100;62;106;759;530;1060;1045;606;85;–;98;112;16;808;625;1250;1234;541;167;179;129;36;48;846;664;1328;1314;497;357;252;102;15;19
9177126;      Langenpreising;1683;1096;2192;2157;1292;–;–;165;430;58;1735;1148;2296;2273;1447;149;–;73;387;16;1885;1101;2202;2173;1445;97;–;138;304;60;1970;1221;2442;2403;840;593;–;283;246;164;2027;1366;2732;2694;1341;381;–;277;358;35;2163;1668;3336;3317;1216;644;412;473;155;102;2211;1719;3438;3398;1352;770;504;298;167;50
9177127;      Lengdorf;1660;1140;2280;2247;1388;–;–;79;378;77;1749;1265;2530;2505;1425;69;–;90;463;33;1912;1209;2418;2387;1516;79;–;122;418;40;2019;1315;2630;2597;929;554;–;304;288;118;2107;1459;2918;2872;1381;371;–;282;288;69;2131;1704;3407;3382;1356;525;401;475;148;99;2155;1768;3536;3505;1389;884;508;291;139;62
9177130;      Moosinning;3001;1992;3984;3931;2485;–;–;165;693;92;3220;2215;4430;4393;2811;66;–;135;867;59;3617;2123;4246;4197;2894;82;–;190;729;73;3856;2286;4572;4511;2122;520;–;343;684;405;4114;2828;5656;5566;3108;528;–;357;805;169;4350;3369;6738;6682;2497;1043;843;932;424;310;4461;3551;7102;7038;2760;1458;1091;667;419;227
9177131;      Neuching;1339;944;1888;1865;1096;–;–;62;427;26;1519;1073;2146;2124;1303;46;–;75;457;22;1710;947;1894;1867;1249;38;–;96;337;44;1791;1062;2124;2084;901;276;–;148;324;171;1908;1270;2539;2505;1353;241;–;173;414;60;2032;1583;3166;3124;1143;464;345;431;264;141;1986;1586;3172;3131;1188;727;396;281;195;95
9177133;      Oberding;2752;1879;3758;3716;2446;–;–;153;685;67;3044;2104;4208;4168;2849;53;–;148;694;35;3449;2028;4056;4019;2919;55;–;204;539;84;3796;2255;4510;4446;2013;556;–;409;471;507;4048;2766;5532;5472;3115;557;–;421;622;144;4291;3347;6694;6647;2588;1087;683;995;358;292;4355;3331;6662;6604;2656;1418;935;651;293;187
9177134;      Ottenhofen;1002;765;1528;1510;834;–;–;75;374;39;1086;823;1646;1628;858;86;–;127;359;34;1309;844;1688;1673;991;72;–;175;315;26;1350;950;1900;1877;684;259;–;204;430;147;1420;1094;2188;2156;1050;251;–;215;376;54;1439;1214;2427;2421;854;351;178;496;192;108;1428;1171;2342;2334;846;412;269;361;146;72
9177135;      Pastetten;1464;1032;2064;2020;1222;–;–;122;397;50;1567;1169;2338;2312;1418;41;–;124;514;33;1701;1053;2104;2078;1323;51;–;145;359;60;1820;1140;2280;2245;879;351;–;262;283;210;1839;1287;2574;2534;1334;252;–;200;360;49;1942;1585;3170;3150;1194;484;302;486;178;146;2079;1668;3334;3314;1254;763;455;346;159;92
9177137;      Sankt Wolfgang;2450;1719;3438;3396;2405;–;–;120;375;55;2573;1826;3652;3619;2475;82;–;137;451;17;2943;1962;3924;3879;3162;21;–;160;351;21;3149;2109;4218;4157;2551;378;–;310;301;198;3234;2289;4578;4499;2714;373;–;325;423;78;3387;2670;5340;5279;2348;790;515;708;209;180;3426;2716;5432;5382;2112;1323;749;548;202;99
9177138;      Steinkirchen;866;605;1210;1190;864;–;–;19;111;76;968;652;1304;1284;870;25;–;38;130;7;901;593;1186;1175;889;19;–;51;102;16;1094;607;1214;1197;642;178;–;79;79;84;951;682;1364;1342;794;142;–;59;136;28;978;804;1608;1596;739;254;199;144;40;45;999;836;1672;1660;748;436;264;71;38;20
9177139;      Taufkirchen (Vils);5969;4234;8468;8368;5071;–;–;286;1332;179;6146;4607;9214;9106;4970;86;–;244;1394;41;6546;4110;8220;8112;5157;137;–;271;1109;112;6778;4292;8584;8424;3867;777;–;557;947;492;6976;4718;9436;9300;5064;689;–;484;1036;128;7193;5482;10964;10823;4609;1298;1569;1182;573;345;7463;5545;11090;10977;4375;2169;1987;972;500;199
9177142;      Walpertskirchen;1186;876;1752;1732;1112;–;–;64;305;61;1270;953;1906;1883;1151;78;–;74;347;31;1380;884;1768;1733;1151;35;–;84;277;39;1458;935;1870;1839;791;299;–;205;203;145;1525;1094;2188;2158;1152;228;–;198;271;86;1586;1279;2558;2542;1073;381;201;392;175;74;1619;1309;2618;2577;1080;567;268;246;160;63
9177143;      Wartenberg, M;2942;2073;4145;4090;2496;–;–;206;934;95;3033;2169;4336;4293;2630;117;–;215;890;70;3374;2014;4028;3977;2442;82;–;293;705;274;3575;2149;4298;4217;1540;834;–;464;512;345;3715;2529;5058;4963;2382;664;–;478;789;98;3893;2965;5930;5890;1956;1016;822;930;320;330;3947;2940;5880;5811;2282;1049;932;597;336;177
9177144;      Wörth;2579;1858;3716;3666;1907;–;–;244;995;70;2913;2188;4376;4323;2195;87;–;304;1192;68;3151;2028;4056;4025;2257;56;–;371;974;83;3237;2186;4372;4296;1535;434;–;595;747;397;3308;2450;4900;4835;2171;388;–;641;896;144;3402;2795;5590;5541;1898;711;450;1108;552;247;3336;2686;5372;5312;1868;944;552;883;398;211
9178113;      Allershausen;2952;1887;3774;3725;2227;–;–;338;689;113;3116;2169;4338;4305;2696;159;–;272;716;69;3289;1982;3964;3920;2687;178;–;395;406;91;3506;2119;4238;4163;1517;913;–;693;345;338;3667;2474;4948;4916;2416;752;–;615;591;149;3752;2905;5810;5740;1923;1379;457;960;322;269;3811;2928;5856;5812;2033;1542;667;739;281;150
9178115;      Attenkirchen;1390;889;1778;1755;992;–;–;223;263;37;1589;1076;2152;2132;1255;71;–;208;358;27;1705;1023;2046;2028;1320;91;–;254;230;33;1754;1045;2090;2049;655;403;–;447;171;170;1896;1250;2500;2455;1030;416;–;444;305;49;1985;1544;3088;3068;796;662;390;659;125;144;1982;1573;3146;3113;966;775;435;501;140;51
9178116;      Au i.d.Hallertau, M;3441;2267;4533;4474;3100;–;–;284;656;99;3635;2562;5123;5054;3652;224;–;198;658;47;4077;2521;5042;4996;3590;448;–;310;393;108;4249;2495;4990;4881;2110;966;–;633;398;389;4259;2822;5644;5577;3126;776;–;502;567;109;4327;3277;6554;6501;2532;1298;751;832;248;324;4359;3336;6672;6587;2345;1828;1006;636;241;157
9178120;      Eching;7518;5150;10300;10162;5024;–;–;1106;2936;365;8078;5687;11374;11257;6353;224;–;743;3059;221;8723;5190;10380;10271;6219;290;–;1229;1929;303;9080;5469;10938;10807;3758;1403;–;1944;1783;1097;9427;6461;12922;12753;5750;966;–;1736;2717;452;9535;7337;14674;14533;4696;1782;1172;3361;1354;841;9477;6953;13906;13730;5168;1867;1406;2413;1336;537
9178122;      Rudelzhausen;2103;1358;2716;2677;1902;–;–;123;403;29;2224;1551;3102;3071;2211;88;–;105;461;28;2315;1515;3030;3001;2282;218;–;142;237;33;2444;1475;2950;2883;1351;554;–;256;246;229;2468;1729;3458;3410;2033;414;–;238;327;68;2515;1948;3896;3860;1664;728;404;436;163;163;2550;2021;4042;4003;1352;1275;669;264;131;70
9178123;      Fahrenzhausen;2562;1665;3330;3279;2057;–;–;292;571;77;2740;1943;3886;3846;2574;107;–;237;650;53;3094;1818;3636;3594;2515;126;–;348;406;79;3342;2098;4196;4112;1309;981;–;817;402;275;3404;2336;4672;4617;1874;807;–;793;588;91;3480;2749;5498;5446;1463;1407;630;987;233;236;3503;2720;5440;5392;1790;1415;785;640;193;131
9178124;      Freising, GKSt;27140;18383;36766;36179;17426;–;–;6811;7364;843;27660;19162;38321;37861;20195;568;–;4608;7917;752;29012;16709;33415;32923;17358;791;–;7327;4928;936;31491;19022;38041;37263;8307;5340;–;13611;4216;2425;31530;21273;42537;41878;11790;5949;–;13181;6439;1024;31715;23959;47900;47315;8435;9085;3727;16293;3048;2235;31034;22555;45110;44584;11404;7208;3721;12899;3372;1457
9178125;      Gammelsdorf;893;604;1208;1195;838;–;–;67;179;14;894;646;1292;1268;915;93;–;32;132;10;974;605;1210;1199;884;77;–;58;76;12;1057;654;1308;1284;708;145;–;159;82;98;1100;770;1540;1507;983;151;–;131;111;12;1115;874;1748;1739;621;453;183;217;48;70;1166;915;1830;1811;601;567;287;168;42;36
9178129;      Haag a.d.Amper;1848;1277;2554;2521;1436;–;–;345;464;61;1931;1432;2864;2817;1779;91;–;222;506;41;2059;1311;2622;2577;1653;112;–;344;248;46;2071;1344;2688;2634;755;565;–;679;234;190;2110;1461;2922;2881;1226;449;–;566;317;60;2130;1678;3356;3327;1002;675;355;725;157;120;2151;1714;3428;3387;1168;695;422;577;180;89
9178130;      Hallbergmoos;3694;2125;4250;4210;2467;–;–;418;924;104;4297;2679;5358;5311;3145;315;–;282;1063;87;5171;2869;5737;5684;3575;405;–;614;742;145;6072;3264;6528;6423;1977;1765;–;906;733;558;6666;4107;8214;8104;3742;1475;–;869;1143;168;6976;5057;10114;10034;3399;1800;1076;1754;528;646;7181;5122;10244;10151;3879;1924;1430;1161;656;323
9178132;      Hörgertshausen;1234;741;1482;1470;944;–;–;92;279;22;1299;867;1734;1715;1100;104;–;100;255;11;1398;870;1740;1718;1124;89;–;112;174;25;1421;845;1690;1659;738;237;–;194;203;141;1473;978;1956;1905;1088;180;–;211;192;37;1533;1216;2432;2414;967;450;266;359;90;88;1522;1248;2496;2469;757;786;369;238;76;52
9178133;      Hohenkammer;1402;996;1992;1980;1332;–;–;141;313;42;1511;1131;2262;2245;1603;62;–;112;330;19;1644;1076;2152;2136;1571;37;–;188;203;57;1739;1139;2278;2229;979;324;–;366;223;184;1768;1272;2544;2515;1346;296;–;281;338;78;1797;1477;2954;2921;1090;626;246;407;168;162;1816;1479;2958;2920;1095;796;341;297;123;87
9178136;      Kirchdorf a.d.Amper;1557;1089;2178;2142;1423;–;–;214;216;38;1706;1274;2548;2534;1799;58;–;151;345;12;1906;1249;2498;2464;1835;55;–;250;167;54;2033;1270;2540;2501;964;495;–;501;172;180;2136;1537;3074;3043;1528;462;–;468;259;63;2294;1831;3662;3630;1085;1030;342;610;109;165;2319;1866;3732;3697;1181;1141;415;456;127;98
9178137;      Kranzberg;2512;1771;3542;3506;2057;–;–;467;518;112;2648;1951;3902;3873;2534;103;–;292;537;73;2781;2072;4143;4063;2699;142;–;540;415;121;2921;2073;4146;4084;1190;1064;–;1083;261;238;3126;2263;4523;4469;1698;860;–;1003;471;109;3104;2502;5004;4964;1341;1476;325;1037;236;191;3106;2480;4960;4924;1471;1431;492;767;244;133
9178138;      Langenbach;2311;1541;3082;3036;1701;–;–;375;588;92;2550;1745;3490;3468;2174;175;–;254;572;56;2768;1667;3334;3304;2166;124;–;452;385;75;2894;1783;3566;3517;1084;722;–;816;463;187;2914;2044;4088;4037;1713;558;–;693;627;81;2904;2220;4440;4397;1340;987;399;896;245;183;2934;2272;4544;4486;1560;1032;560;651;241;123
9178140;      Marzling;1571;1038;2076;2024;1056;–;–;415;357;35;1774;1274;2548;2540;1514;59;–;266;453;29;1976;1310;2620;2599;1538;69;–;525;273;54;2104;1458;2916;2870;620;634;–;1047;236;155;2269;1669;3338;3306;1086;447;–;1010;423;78;2354;1902;3804;3764;738;957;290;1152;161;157;2389;1903;3806;3778;1134;860;351;832;188;108
9178142;      Mauern;1680;1084;2168;2133;1387;–;–;140;400;54;1789;1302;2604;2576;1578;301;–;87;376;22;2011;1232;2463;2439;1524;417;–;143;192;53;2090;1266;2532;2490;1045;529;–;329;252;184;2140;1525;3050;3011;1533;452;–;321;349;75;2211;1798;3596;3577;1187;998;406;517;153;132;2211;1822;3644;3612;1177;1072;503;406;175;66
9178143;      Moosburg a.d.Isar, St;10911;7249;14498;14309;6699;–;–;1368;4714;221;10947;7658;15316;15121;7969;1370;–;1213;3300;123;11626;6487;12974;12821;7859;562;–;1469;1936;204;12022;7022;14044;13815;4913;1776;–;2894;1932;793;12269;8112;16224;16012;7066;1617;–;2399;2702;315;12563;9342;18684;18485;5690;2406;2066;4765;1273;734;12805;9207;18413;18213;6047;3218;2242;3778;1129;442
9178144;      Nandlstadt, M;2874;1918;3836;3781;2475;–;–;252;588;99;3101;2201;4402;4318;2915;163;–;230;640;39;3440;2022;4044;3982;2775;306;–;305;328;96;3581;2113;4226;4121;1548;806;–;565;436;343;3704;2433;4866;4790;2592;523;–;502;561;107;3785;2852;5704;5654;2084;1067;816;758;281;217;3821;2953;5906;5866;2062;1455;1036;563;235;131
9178145;      Neufahrn b.Freising;10295;6660;13320;13167;6328;–;–;1485;3353;757;10742;7468;14936;14799;8075;586;–;794;3828;306;11552;6706;13412;13238;7672;603;–;1516;2443;495;12181;6907;13814;13578;4026;2765;–;2551;1826;1313;12359;7969;15935;15704;6623;1723;–;2359;2878;565;12349;8967;17934;17747;5342;2910;1672;3829;1371;971;12304;8580;17160;16979;6027;2750;1894;2618;1558;675
