Landtagswahlen seit 1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9476180;      Teuschnitz, St;2013;1380;2760;2703;1334;–;–;64;1211;11;1987;1502;3004;2943;1394;49;–;32;1397;7;1915;1021;2042;2006;1390;59;–;39;475;13;1831;1061;2122;2037;1013;121;–;46;528;113;1746;1037;2074;2024;992;106;–;47;518;38;1706;1159;2318;2277;1062;274;283;157;301;61;1622;1217;2434;2403;984;355;608;106;229;42
9476182;      Tschirn;577;445;890;873;533;–;–;16;280;1;565;440;880;855;513;7;–;8;301;–;552;365;730;717;503;13;–;17;153;5;524;321;642;620;343;39;–;13;135;23;492;324;648;629;369;44;–;12;110;3;448;326;652;630;330;46;102;19;100;15;400;322;644;632;272;111;176;11;46;12
9476183;      Marktrodach, M;3178;2277;4554;4496;1691;–;–;235;2340;48;3230;2307;4614;4562;1621;216;–;132;2386;23;3216;1775;3550;3470;1880;133;–;104;1207;32;3203;1820;3639;3541;1193;652;–;136;1121;166;3110;1966;3932;3822;1574;291;–;231;1191;90;3117;2205;4410;4342;1665;456;476;542;833;113;3074;2264;4528;4470;1598;725;940;360;566;78
9476184;      Wallenfels, St;2837;1905;3810;3757;2234;–;–;76;1317;34;2768;1945;3890;3828;1836;424;–;59;1371;21;2628;1490;2980;2939;1947;330;–;37;540;18;2526;1364;2728;2678;1464;399;–;48;484;100;2426;1483;2966;2908;1689;220;–;94;578;51;2294;1621;3242;3200;1771;352;350;185;378;40;2137;1548;3096;3065;1587;530;527;107;210;28
9476185;      Weißenbrunn;2568;1852;3704;3674;1453;–;–;159;1846;29;2575;1828;3656;3609;1432;161;–;70;1786;13;2565;1462;2924;2863;1631;132;–;77;918;18;2546;1300;2600;2530;1019;239;–;111;804;109;2475;1455;2910;2834;1159;207;–;147;945;56;2409;1690;3380;3327;1282;384;433;326;645;71;2329;1699;3398;3355;1183;575;785;237;402;49
9476189;      Wilhelmsthal;3455;2605;5210;5101;3306;–;–;110;1497;33;3442;2534;5068;4973;2812;210;–;41;1759;31;3368;2112;4224;4105;3118;179;–;43;643;13;3301;1909;3818;3700;2275;302;–;70;624;164;3188;2148;4296;4150;2751;280;–;108;578;56;3064;2304;4608;4506;2908;374;389;227;382;69;2974;2314;4628;4564;2357;658;879;227;282;39
9476444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477117;      Grafengehaig, M;911;613;1226;1204;638;–;–;38;421;18;875;609;1218;1197;579;50;–;21;467;9;874;546;1092;1076;662;21;–;20;307;18;830;487;974;955;486;70;–;40;228;44;781;477;954;941;490;91;–;34;218;16;741;529;1058;1052;464;125;119;86;177;28;712;551;1102;1098;499;187;219;74;72;15
9477118;      Guttenberg;451;326;652;649;307;–;–;16;255;6;463;330;660;648;303;11;–;12;263;10;475;301;602;590;363;22;–;7;159;8;474;289;578;558;257;37;–;8;156;30;450;312;624;618;332;31;–;5;171;5;431;336;672;670;304;61;80;32;119;24;413;312;624;618;274;124;100;39;58;6
9477119;      Harsdorf;645;462;924;916;439;–;–;37;336;15;777;592;1184;1169;506;157;–;26;390;15;809;533;1066;1058;588;153;–;35;219;24;815;548;1096;1087;461;251;–;62;192;67;824;600;1200;1181;567;163;–;59;310;16;819;652;1304;1299;516;169;115;179;213;43;795;649;1298;1290;513;230;231;141;122;17
9477121;      Himmelkron;2508;1496;2992;2951;1464;–;–;125;1146;50;2674;1629;3258;3231;1441;145;–;108;1299;48;2766;1370;2740;2690;1580;156;–;112;680;46;2804;1399;2798;2763;1304;304;–;150;614;219;2812;1610;3220;3199;1616;263;–;142;775;79;2858;1882;3764;3724;1558;426;386;401;572;166;2755;1884;3768;3748;1523;649;532;321;434;75
9477124;      Kasendorf, M;1938;1319;2638;2602;1296;–;–;107;927;42;1983;1340;2680;2634;1149;139;–;67;1083;41;2020;1191;2382;2345;1389;82;–;83;546;105;2051;1150;2300;2256;1098;156;–;98;544;181;2013;1301;2602;2571;1244;201;–;110;642;94;1985;1484;2968;2952;1084;370;310;300;431;300;1955;1537;3074;3047;1105;751;476;288;225;75
9477127;      Ködnitz;1449;995;1990;1954;956;–;–;91;737;46;1419;1059;2118;2098;873;192;–;76;791;32;1399;915;1830;1808;909;187;–;107;481;48;1376;906;1812;1787;728;224;–;111;473;123;1339;944;1888;1866;897;198;–;92;486;66;1313;1015;2030;2013;759;347;239;198;301;81;1233;972;1944;1932;680;538;312;120;161;37
9477128;      Kulmbach, GKSt;22721;15599;31197;30762;13092;–;–;1282;14070;558;22537;15858;31716;31254;12229;644;–;1219;14791;486;22410;13126;26251;25709;13093;624;–;1337;8642;905;22173;12921;25842;25406;10253;1068;–;1681;8414;1771;21721;13379;26756;26256;11324;1180;–;1299;9081;938;21119;14345;28690;28367;9621;3063;2769;3334;6432;1330;20291;14432;28864;28615;9448;5724;4609;2691;4144;661
9477129;      Kupferberg, St;949;673;1346;1313;617;–;–;43;553;7;976;711;1422;1400;617;44;–;40;587;10;941;541;1082;1057;634;50;–;24;294;13;927;571;1142;1108;498;88;–;29;345;39;902;603;1206;1188;624;99;–;30;316;12;880;612;1224;1207;528;125;182;68;206;31;854;652;1304;1299;508;218;332;68;125;13
9477135;      Ludwigschorgast, M;790;631;1262;1245;621;–;–;32;536;10;789;627;1254;1221;564;31;–;31;532;10;848;618;1236;1216;679;33;–;34;410;21;851;598;1196;1172;520;54;–;41;446;45;824;587;1174;1159;562;41;–;33;416;23;811;647;1294;1288;552;150;123;73;291;46;810;680;1360;1354;644;160;192;83;202;29
9477136;      Mainleus, M;5099;3510;7020;6901;3123;–;–;312;2921;82;5277;3736;7472;7333;3067;280;–;248;3177;86;5200;3188;6376;6246;3370;293;–;279;1813;187;5258;3131;6262;6129;2480;724;–;320;1640;325;5226;3320;6640;6542;2829;486;–;353;2036;185;5169;3624;7246;7157;2614;877;861;702;1407;227;5144;3735;7470;7414;2346;1574;1474;546;807;190
9477138;      Marktleugast, M;3162;2014;4028;3976;2255;–;–;88;1297;45;3130;2124;4248;4165;2020;464;–;73;1311;27;3033;1864;3728;3652;2348;311;–;69;674;134;2923;1638;3276;3222;1514;471;–;125;594;226;2769;1638;3276;3237;1673;344;–;59;755;70;2644;1768;3536;3501;1689;451;452;125;530;98;2561;1863;3726;3708;1660;848;686;116;247;41
9477139;      Marktschorgast, M;1340;948;1896;1870;800;–;–;64;860;9;1316;959;1918;1896;735;92;–;47;900;6;1324;780;1560;1541;780;115;–;55;512;13;1279;728;1456;1427;547;235;–;63;438;50;1168;778;1556;1537;651;172;–;59;467;23;1181;852;1705;1674;586;269;202;117;341;48;1145;863;1726;1715;605;315;342;97;258;11
9477142;      Neudrossenfeld;2602;1765;3530;3496;1883;–;–;111;1191;53;2867;2012;4024;3978;1869;353;–;119;1339;51;3066;1926;3852;3805;2118;281;–;168;890;200;3093;1899;3798;3769;1665;615;–;267;694;262;3106;2059;4118;4084;1946;527;–;261;914;123;3086;2336;4672;4642;1832;656;357;614;716;227;3076;2469;4938;4909;1795;1109;674;506;514;130
9477143;      Neuenmarkt;2289;1719;3434;3389;1389;–;–;165;1573;86;2431;1871;3742;3692;1142;423;–;145;1738;75;2444;1556;3112;3059;1291;373;–;130;1068;72;2372;1511;3022;2977;1054;302;–;191;1012;122;2442;1596;3192;3150;1225;260;–;162;1085;89;2354;1712;3424;3402;1066;469;381;341;779;155;2344;1786;3572;3539;1202;652;647;302;505;81
9477148;      Presseck, M;1927;1402;2804;2764;1465;–;–;77;1054;37;1887;1407;2814;2753;1218;123;–;62;1182;18;1803;1147;2294;2253;1325;129;–;60;627;21;1706;1069;2138;2102;1157;139;–;59;583;55;1591;1078;2156;2124;1123;193;–;33;583;24;1508;1121;2242;2216;1015;223;233;126;484;52;1439;1085;2170;2157;947;374;393;98;242;25
9477151;      Rugendorf;845;590;1180;1164;609;–;–;36;441;2;863;707;1414;1381;610;58;–;42;608;8;873;562;1124;1091;680;54;–;13;280;15;871;559;1118;1100;554;82;–;36;277;63;836;576;1152;1135;577;152;–;27;232;30;818;620;1240;1227;556;151;131;83;212;35;796;663;1326;1312;518;273;267;46;154;15
9477156;      Stadtsteinach, St;2779;1947;3894;3836;1818;–;–;107;1618;65;2898;2047;4094;3992;1790;370;–;85;1517;51;2861;1655;3309;3246;1868;329;–;95;761;75;2748;1653;3306;3236;1584;318;–;128;831;142;2695;1741;3482;3439;1662;694;–;82;690;42;2571;1813;3626;3596;1616;471;462;246;570;91;2539;1874;3748;3719;1426;784;806;209;330;46
9477157;      Thurnau, M;3414;2420;4840;4776;2409;–;–;222;1761;82;3541;2498;4996;4934;2127;465;–;207;1827;58;3554;2137;4274;4219;2266;169;–;191;1283;139;3572;2125;4250;4179;1822;453;–;240;1105;275;3483;2339;4678;4619;2165;426;–;242;1166;175;3416;2609;5218;5176;2124;637;413;579;872;270;3390;2696;5392;5359;2042;1193;681;572;500;115
9477158;      Trebgast;1371;1019;2038;2017;917;–;–;99;836;41;1380;1086;2172;2137;858;193;–;60;886;19;1382;917;1834;1805;871;112;–;89;583;68;1397;938;1876;1852;720;172;–;95;593;159;1368;960;1920;1897;804;131;–;114;593;68;1360;1060;2120;2098;800;213;249;228;419;77;1302;1047;2094;2070;735;426;319;200;251;40
9477159;      Untersteinach;1621;1238;2476;2444;909;–;–;60;1328;21;1655;1281;2562;2526;841;142;–;71;1329;17;1622;1054;2108;2075;906;167;–;46;832;58;1607;992;1984;1951;670;200;–;94;732;89;1556;1049;2098;2066;805;221;–;77;748;62;1526;1119;2238;2225;763;277;252;182;548;105;1475;1161;2322;2316;807;475;463;150;291;45
9477163;      Wirsberg, M;1544;1014;2028;2008;816;–;–;72;973;28;1588;1091;2182;2153;696;163;–;89;1044;26;1672;839;1678;1654;748;180;–;67;535;35;1617;842;1684;1664;512;212;–;66;621;83;1576;923;1846;1811;683;202;–;64;559;56;1532;993;1986;1967;611;334;248;212;379;54;1487;1019;2038;2027;690;444;394;161;222;19
9477164;      Wonsees, M;901;641;1282;1273;788;–;–;45;283;15;911;630;1260;1229;735;92;–;28;289;15;912;570;1140;1117;767;56;–;38;177;20;932;553;1106;1086;611;118;–;58;134;80;913;618;1236;1219;741;104;–;46;196;36;919;705;1410;1397;747;178;118;101;117;81;919;730;1460;1454;663;396;167;107;58;23
9478111;      Altenkunstadt;4126;2899;5798;5704;2883;–;–;227;2107;89;4367;3019;6038;5953;2943;252;–;173;2115;77;4434;2431;4862;4777;2907;184;–;137;1189;76;4452;2386;4772;4699;2166;271;–;146;1441;145;4439;2726;5451;5336;2315;396;–;205;1459;94;4396;2890;5780;5698;2136;1013;636;512;707;207;4298;3035;6070;6002;2200;1105;1297;492;477;100
9478116;      Burgkunstadt, St;5352;3934;7868;7761;4066;–;–;296;2808;93;5366;4038;8076;7899;3795;576;–;258;2719;71;5559;3275;6550;6407;3613;307;–;231;1584;82;5487;3129;6258;6114;2678;531;–;219;1608;258;5355;3343;6686;6548;2712;450;–;243;1690;124;5193;3453;6904;6831;2586;889;637;798;912;227;5046;3475;6950;6879;2667;1222;1195;682;556;80
9478120;      Ebensfeld, M;4192;3192;6384;6315;3960;–;–;405;1456;157;4236;3264;6528;6412;3644;1006;–;263;1130;53;4409;2916;5832;5732;3947;680;–;232;579;64;4553;2981;5962;5885;3128;1148;–;220;699;224;4590;3159;6318;6234;3531;737;–;268;833;90;4563;3502;7004;6911;3295;815;926;735;415;307;4485;3568;7136;7068;3406;1035;1270;608;337;115
9478127;      Hochstadt a.Main;1317;976;1952;1933;1232;–;–;59;487;17;1355;1013;2026;1981;1319;41;–;26;510;9;1383;902;1803;1769;1357;28;–;40;274;21;1381;887;1774;1699;1010;214;–;32;291;42;1365;912;1824;1777;1035;190;–;35;308;19;1340;983;1966;1937;762;439;225;146;173;65;1312;1022;2044;2017;846;448;351;123;130;33
9478139;      Lichtenfels, St;16482;10922;21844;21462;11640;–;–;1300;7111;336;16543;11103;22205;21711;11410;792;–;1109;7203;217;16622;9115;18228;17911;11779;527;–;826;3835;251;16455;9048;18096;17730;9325;1186;–;853;4019;744;16205;9465;18929;18600;8853;1935;–;933;4330;323;15894;10461;20922;20656;8285;1728;2474;2707;3007;1139;15221;10585;21168;20882;8671;2324;4243;2369;1947;316
9478143;      Marktgraitz, M;1023;729;1458;1425;863;–;–;53;461;8;1027;710;1420;1399;791;81;–;31;444;10;1040;550;1100;1077;791;37;–;38;180;12;1031;526;1052;1024;609;81;–;24;204;32;1030;611;1221;1198;646;70;–;35;232;37;962;659;1318;1307;601;147;158;121;129;58;935;690;1380;1372;557;201;291;113;117;22
9478144;      Marktzeuln, M;1230;864;1727;1685;885;–;–;46;666;24;1225;898;1796;1756;910;109;–;34;634;16;1300;739;1478;1448;887;98;–;48;345;12;1281;721;1442;1418;676;143;–;42;355;60;1250;764;1528;1490;742;105;–;64;378;25;1233;878;1756;1735;694;200;214;177;243;98;1242;939;1878;1864;774;232;374;168;189;21
9478145;      Michelau i.OFr.;5404;3463;6926;6799;3493;–;–;277;2652;70;5493;3765;7530;7376;3515;250;–;250;2972;61;5467;2755;5510;5424;3413;186;–;155;1369;52;5410;2843;5686;5587;2717;379;–;154;1481;217;5327;3059;6118;6012;2867;363;–;184;1655;75;5200;3354;6708;6619;2717;527;805;701;1106;326;4836;3498;6996;6922;2983;784;1526;509;710;111
9478155;      Redwitz a.d.Rodach;2627;1980;3960;3885;1694;–;–;114;1847;54;2690;2016;4032;3963;1810;88;–;86;1797;30;2705;1568;3136;3086;1935;86;–;59;894;21;2686;1508;3016;2945;1377;289;–;78;859;79;2671;1672;3344;3290;1408;245;–;73;1146;49;2642;1739;3478;3456;1535;318;421;280;583;102;2570;1796;3592;3561;1433;528;775;243;431;57
9478165;      Bad Staffelstein, St;8073;5752;11502;11261;6698;–;–;666;3075;227;8183;6028;12054;11706;6553;1431;–;389;2724;117;8388;5215;10430;10252;7257;614;–;439;1502;118;8524;5348;10696;10450;5986;1195;–;448;1641;420;8565;5713;11425;11241;6446;1097;–;517;1849;184;8640;6296;12592;12405;5693;1404;1297;1668;1033;532;8627;6519;13038;12884;5974;1853;2128;1311;810;204
9478176;      Weismain, St;3708;2644;5288;5187;3530;–;–;147;1082;50;3845;2827;5654;5560;3309;470;–;146;1247;43;3918;2489;4978;4925;3561;63;–;100;941;49;3866;2270;4540;4467;2471;186;–;116;977;177;3895;2537;5074;5011;2821;305;–;143;939;94;3762;2687;5374;5325;2813;577;549;398;401;261;3647;2841;5680;5618;2665;1098;978;342;260;77
9478444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9479111;      Bad Alexandersbad;1118;702;1403;1375;799;–;–;49;402;35;1041;620;1240;1227;709;45;–;40;345;4;993;492;984;965;586;8;–;50;273;10;968;498;996;980;493;97;–;42;207;36;878;472;944;923;512;53;–;56;170;15;764;529;1058;1048;476;71;146;130;111;33;745;531;1062;1051;443;162;193;67;132;8
9479112;      Arzberg, St;5617;4007;8014;7890;3739;–;–;199;3485;72;5348;3866;7732;7618;3260;154;–;172;3568;52;5044;2875;5750;5604;3370;44;–;160;1751;76;4684;2674;5348;5233;2083;580;–;120;1731;192;4408;2603;5206;5134;2202;251;–;267;1865;52;4163;2814;5628;5545;1964;651;817;498;884;136;3873;2720;5440;5384;2153;757;1156;282;746;60
9479126;      Höchstädt i.Fichtelgebirge;930;719;1438;1418;770;–;–;34;562;7;936;717;1434;1395;701;36;–;28;554;10;957;632;1264;1245;761;15;–;77;321;16;981;672;1344;1316;537;225;–;80;325;37;943;640;1280;1256;576;161;–;73;336;12;914;728;1456;1438;538;223;163;163;252;26;869;714;1428;1416;534;273;210;99;240;10
9479127;      Hohenberg a.d.Eger, St;1297;1058;2116;2073;742;–;–;70;1158;16;1312;1022;2044;1982;730;21;–;47;1090;14;1251;816;1632;1594;797;8;–;77;613;19;1177;748;1496;1451;535;137;–;79;488;66;1154;797;1594;1561;622;101;–;80;573;25;1124;782;1564;1538;622;152;170;105;331;38;1141;829;1658;1634;677;193;269;78;297;19
9479129;      Kirchenlamitz, St;3377;2382;4763;4659;2015;–;–;153;2200;72;3167;2363;4726;4631;1837;104;–;138;2206;53;3066;1833;3666;3578;2097;36;–;97;1153;24;2909;1758;3516;3419;1310;310;–;139;1147;141;2708;1800;3600;3547;1731;169;–;133;1009;41;2641;1973;3946;3885;1640;380;564;283;669;91;2504;1916;3832;3791;1584;509;642;132;707;50
9479135;      Marktleuthen, St;3086;2227;4454;4340;1747;–;–;125;2137;48;3015;2242;4484;4387;1634;135;–;135;2190;32;2973;1889;3778;3699;2083;21;–;111;1305;16;2806;1727;3454;3373;1335;410;–;129;1040;107;2679;1735;3470;3412;1513;256;–;141;1062;44;2556;1859;3718;3685;1422;426;481;324;708;88;2397;1786;3572;3536;1476;421;590;176;684;41
9479136;      Marktredwitz, GKSt;15323;10717;21433;21108;9902;–;–;962;8787;335;15028;10655;21310;20980;9557;635;–;666;8750;187;14731;8159;16318;16000;9684;82;–;554;4638;183;14103;7672;15344;15058;6525;1126;–;598;4152;890;13714;7872;15744;15497;7203;781;–;1141;4222;266;13195;8524;17048;16827;7188;1334;2309;2148;2102;482;12617;8417;16834;16674;7119;2091;3465;1002;1946;277
9479138;      Nagel;1604;1295;2590;2522;1448;–;–;101;589;17;1564;1175;2350;2310;1248;35;–;48;623;16;1555;953;1906;1839;1159;19;–;41;460;16;1528;948;1896;1838;874;135;–;52;418;61;1508;942;1884;1825;1004;82;–;130;306;31;1436;1070;2140;2110;996;161;354;211;128;81;1440;1131;2262;2241;905;360;584;105;158;21
9479145;      Röslau;2050;1505;3010;2960;1270;–;–;111;1345;24;1921;1468;2936;2885;1142;44;–;75;1420;17;1869;1171;2342;2280;1172;33;–;121;760;18;1824;1148;2296;2227;826;252;–;86;716;81;1733;1209;2418;2373;1091;193;–;127;696;33;1642;1213;2426;2373;878;313;345;200;431;49;1551;1266;2532;2495;1027;342;386;94;514;28
9479147;      Schirnding, M;1320;926;1852;1825;859;–;–;38;800;26;1293;947;1894;1863;872;21;–;33;823;14;1198;722;1444;1413;884;11;–;36;392;22;1116;658;1316;1297;598;155;–;48;338;34;1001;653;1306;1284;656;70;–;38;379;15;904;620;1240;1230;566;110;172;95;178;24;843;615;1230;1220;564;161;239;44;167;15
9479150;      Schönwald, St;3199;2410;4820;4778;2269;–;–;142;2141;62;3184;2362;4724;4659;1891;58;–;81;2354;30;3069;1841;3682;3605;2082;23;–;148;1127;24;2858;1726;3452;3380;1276;510;–;145;938;181;2695;1722;3444;3392;1470;340;–;171;995;64;2565;1817;3634;3588;1426;468;367;302;721;89;2485;1787;3574;3555;1614;444;601;140;540;49
9479152;      Selb, GKSt;15497;10517;21034;20722;9373;–;–;669;9405;272;14785;10301;20602;20313;8305;173;–;525;9893;156;13818;7448;14896;14598;8580;128;–;703;4313;158;13035;7048;14096;13775;5029;2876;–;758;3081;666;12403;7369;14738;14495;6327;2578;–;672;3278;227;11963;7909;15818;15638;5546;2884;1877;1375;2336;501;11323;7653;15306;15120;6818;1873;2577;939;1943;255
9479158;      Thiersheim, M;1794;1351;2702;2666;1316;–;–;51;1187;36;1764;1351;2702;2654;1159;34;–;64;1264;11;1693;1109;2217;2168;1313;19;–;82;664;13;1646;1075;2150;2089;920;266;–;70;593;79;1588;1128;2256;2216;1028;173;–;98;700;35;1512;1160;2320;2286;957;323;220;232;373;46;1444;1130;2260;2233;948;353;367;124;344;10
9479159;      Thierstein, M;1172;868;1736;1718;724;–;–;78;827;16;1143;869;1738;1701;614;121;–;70;799;15;1088;717;1434;1408;802;29;–;78;423;27;1029;667;1334;1287;492;168;–;82;343;58;952;645;1290;1258;608;104;–;79;312;16;947;738;1476;1450;513;233;188;131;220;31;888;734;1468;1459;471;360;292;81;173;20
9479161;      Tröstau;2031;1415;2830;2801;1062;–;–;109;1438;26;2070;1602;3204;3139;1035;131;–;127;1587;28;2076;1474;2948;2868;1117;38;–;60;1523;20;2064;1381;2762;2671;780;225;–;73;1200;63;2026;1288;2576;2525;1042;152;–;118;756;37;1931;1430;2860;2820;1046;195;487;242;523;85;1823;1452;2904;2874;1150;437;624;113;402;32
9479166;      Weißenstadt, St;3183;2193;4386;4310;1860;–;–;167;1842;210;3113;2257;4514;4462;1920;158;–;119;1919;51;2996;1721;3442;3387;1887;63;–;138;1019;33;2852;1565;3130;3075;1068;309;–;120;1188;107;2698;1721;3442;3369;1671;275;–;146;890;56;2625;1909;3818;3766;1575;356;445;343;694;126;2527;1898;3796;3756;1513;463;523;148;923;51
9479169;      Wunsiedel, St;8138;5525;11049;10910;5347;–;–;549;4144;193;8258;5731;11462;11262;5199;260;–;634;4187;108;8193;4593;9186;8970;5128;147;–;487;2704;66;7908;4392;8784;8561;3578;879;–;381;2269;374;7485;4381;8762;8617;4421;484;–;643;1891;150;7162;4767;9534;9398;4155;658;1379;1131;1132;286;7009;4891;9782;9687;4337;1122;1859;672;1169;99
9479444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9571111;      Adelshofen;803;508;1016;1007;618;–;–;68;219;37;749;561;1122;1116;724;8;–;67;239;18;764;516;1032;1019;780;13;–;41;123;25;748;542;1084;1074;641;68;–;52;141;86;768;566;1132;1121;655;100;–;73;128;33;746;597;1194;1178;597;174;124;111;65;21;746;645;1290;1277;625;239;207;67;73;21
9571113;      Arberg, M;1619;1106;2212;2162;1574;–;–;70;341;24;1657;1082;2164;2122;1444;69;–;54;434;21;1745;962;1924;1883;1465;23;–;97;211;38;1794;990;1980;1948;1155;203;–;113;199;110;1846;1105;2210;2167;1281;173;–;166;245;55;1806;1277;2554;2526;1345;314;227;249;101;57;1764;1372;2744;2729;1416;355;474;202;101;29
9571114;      Aurach;2075;1456;2912;2853;2017;–;–;132;481;58;2107;1470;2940;2905;1859;123;–;154;519;35;2201;1333;2666;2642;1871;180;–;179;196;58;2253;1349;2698;2645;1463;320;–;169;278;136;2271;1497;2994;2944;1575;279;–;368;332;50;2328;1709;3418;3393;1474;484;385;557;128;125;2456;1928;3856;3820;1745;502;708;428;172;56
9571115;      Bechhofen, M;4395;3010;6020;5945;3566;–;–;189;1428;102;4508;3173;6346;6286;3240;893;–;143;1519;63;4755;2528;5056;4988;3232;342;–;268;790;74;4722;2583;5166;5123;2614;718;–;266;745;245;4747;2751;5502;5432;2869;548;–;370;853;126;4748;3123;6246;6199;2788;920;699;750;346;184;4722;3366;6732;6690;3634;733;1077;492;324;85
9571122;      Bruckberg;1046;548;1096;1084;516;–;–;60;369;20;1129;575;1150;1133;473;73;–;67;379;23;1125;486;972;964;511;56;–;84;229;14;1113;477;954;946;377;97;–;89;192;77;1073;523;1046;1037;404;101;–;109;235;29;1037;579;1158;1156;388;119;120;181;125;35;1002;584;1168;1151;451;159;176;112;102;18
9571125;      Buch a.Wald;691;467;934;922;584;–;–;36;162;37;708;530;1060;1053;639;33;–;45;251;23;769;515;1030;1016;701;30;–;76;124;31;774;514;1028;1014;578;93;–;63;97;77;778;568;1136;1121;509;102;–;67;129;43;782;616;1232;1221;460;206;115;160;69;64;790;651;1302;1290;566;203;234;124;63;31
9571127;      Burgoberbach;2203;1574;3148;3101;1773;–;–;163;858;41;2355;1715;3430;3378;1840;118;–;147;984;25;2452;1423;2846;2801;1636;146;–;216;534;60;2538;1581;3162;3121;1269;426;–;206;577;212;2549;1651;3302;3241;1651;247;–;293;587;51;2665;1985;3970;3922;1717;459;450;552;300;102;2930;2304;4608;4571;2183;417;889;447;290;78
9571128;      Burk;948;627;1254;1233;736;–;–;34;235;11;913;602;1204;1187;628;27;–;34;303;15;909;525;1050;1033;654;19;–;39;145;34;936;540;1080;1059;591;119;–;44;109;37;904;512;1024;997;522;91;–;77;141;31;877;603;1206;1197;561;131;143;130;74;44;898;679;1358;1353;627;167;294;69;64;16
9571130;      Colmberg, M;1360;947;1894;1871;1156;–;–;81;408;40;1457;1042;2084;2041;1223;55;–;100;456;47;1571;963;1926;1892;1310;53;–;124;275;43;1605;989;1978;1954;961;212;–;128;316;153;1583;1053;2106;2080;1001;213;–;166;303;80;1638;1254;2508;2482;1025;325;212;378;160;112;1700;1332;2663;2648;1279;323;447;293;130;47
9571132;      Dentlein a.Forst, M;1921;1194;2388;2353;1306;–;–;85;741;28;1949;1377;2754;2733;1371;50;–;63;964;27;1966;1009;2018;1988;1286;59;–;78;415;19;1975;1063;2126;2093;976;255;–;99;388;74;1933;1149;2239;2213;1080;177;–;249;349;42;1876;1288;2576;2560;1139;264;383;313;207;64;1873;1408;2816;2791;1282;287;691;239;137;19
9571134;      Diebach;828;552;1104;1083;563;–;–;65;239;37;847;581;1162;1153;631;13;–;74;275;23;891;467;934;925;628;20;–;60;146;29;885;453;906;892;482;59;–;67;141;47;882;537;1074;1060;527;62;–;99;168;22;893;608;1215;1195;499;127;159;179;82;38;876;651;1302;1286;532;129;263;121;94;26
9571135;      Dietenhofen, M;3543;2446;4892;4847;2671;–;–;185;1316;113;3792;2679;5357;5315;2657;417;–;200;1462;106;4088;2421;4842;4780;2938;597;–;291;592;118;4226;2590;5180;5115;2070;654;–;281;528;1156;4201;2714;5428;5338;2595;711;–;375;797;245;4147;3070;6140;6090;2373;943;681;837;406;299;4151;3128;6256;6223;2804;847;1001;682;369;147
9571136;      Dinkelsbühl, GKSt;8737;5784;11568;11392;5957;–;–;605;3719;343;8815;6076;12152;11975;6353;384;–;625;3719;195;8990;6628;13247;12862;7717;328;–;861;2846;429;9068;4924;9848;9707;4344;1616;–;788;1507;495;9133;5351;10700;10516;4674;1132;–;1397;1774;429;9236;6075;12150;12052;4750;1414;995;2656;985;413;9045;6361;12722;12611;5566;1394;1772;2018;952;278
9571137;      Dombühl, M;1070;665;1330;1309;691;–;–;70;330;35;1169;794;1588;1568;865;39;–;89;414;25;1244;596;1192;1177;800;44;–;80;172;19;1218;605;1210;1190;642;127;–;78;177;63;1180;635;1270;1253;613;102;–;155;201;35;1173;737;1474;1464;623;190;159;253;81;50;1241;836;1672;1657;715;167;385;188;83;20
9571139;      Dürrwangen, M;1936;1332;2664;2626;1587;–;–;80;805;24;1980;1436;2872;2823;1555;51;–;125;923;19;2042;1170;2340;2312;1490;59;–;122;473;28;2052;1196;2392;2367;1246;222;–;138;425;88;2022;1251;2502;2467;1268;195;–;302;408;50;1963;1402;2804;2784;1329;310;266;410;221;79;1965;1427;2854;2839;1301;370;520;283;185;36
9571141;      Ehingen;1556;1231;2462;2438;1667;–;–;101;459;35;1587;1231;2462;2433;1598;71;–;60;573;16;1600;1088;2176;2143;1517;58;–;88;362;29;1617;1066;2132;2100;1287;189;–;102;249;66;1601;1102;2204;2162;1284;238;–;112;259;50;1558;1204;2408;2398;1301;310;163;273;142;45;1522;1254;2508;2487;1186;440;415;167;96;39
